,S16,S9,S10,S11,S12,S13,S14,S15,S1,S2,S3,S4,S5,S6,S7,S8
O14558,0.0995238,0.20855842,-0.06873069,0.01216489,0.28850769,0.30076001,0.22946524,0.27397527,-0.42714788,-1.0537861,0.21814127,0.25299105,0.72778708,0.40858331,0.30694417,0.03454973
O14561,0.7293262,0.6340253,0.938296,0.72361548,0.45851696,0.71734971,0.67465648,0.68856129,0.42025733,0.07558522,0.73583683,0.60579869,0.0985437,0.3174885,0.12056227,0.61815753
O14562,-0.8402513,-0.3309661,-0.2679051,-0.6287706,-0.7743541,-0.8828899,-0.8252865,-0.748401,-0.1398072,0.1557109,-0.3171855,-0.832579,-0.5638136,-0.2956116,-0.3770539,-0.5331312
O14576,1.0377178,0.9148824,1.115414,1.0330186,0.8625133,0.8833382,0.995655,0.9415101,0.4406536,-0.1684103,0.8748706,0.5298129,-0.6565481,0.3374885,-0.1106611,0.6457731
O14578,0.49746381,0.59237052,0.49609269,0.56299779,0.27083068,0.30840982,0.35267352,0.41430095,0.18096983,-1.20768284,-0.50409575,-1.67425097,-1.61463558,0.08465538,-0.8566992,-0.11962567
O14579,-0.11550295,0.07933359,0.3389195,0.36091778,-0.16324062,-0.01920162,0.04350897,-0.08582452,-0.01560356,0.38369523,0.30394495,0.54953859,0.4032399,0.50549332,0.6924508,0.1987588
O14594,0.7922913,0.82844747,0.84785464,1.0065939,1.31790228,1.34853603,1.35393667,1.40235195,0.27729611,0.65874207,0.79783585,1.08170199,-0.01480202,1.04011352,1.14853717,1.56520743
O14617,0.7245097,0.8623954,1.0305522,0.8928495,0.9709146,1.0120901,1.0937346,1.0254043,0.3518098,0.4461443,0.4008937,0.4757401,0.6836825,0.7393204,0.7089964,0.8074773
O14618,0.245409384,0.217671559,0.179420711,0.307812944,-0.014316465,-0.176315472,-0.400316944,-0.402564352,0.040492408,0.151427288,0.614552544,0.439742458,-0.046700131,-0.003990422,-0.288447864,0.247101873
O14639,0.9514181,0.9837078,1.0107081,1.0509317,0.7503426,0.7732471,0.8326028,0.7692047,0.6133465,0.1454354,1.2352623,1.3616403,0.8169784,0.5135557,0.4775,0.9763515
O14656,-0.7234956,-1.1754621,-1.0343603,-1.2363619,-0.5938644,-0.6844752,-1.4205333,-1.0523714,-1.1982436,-0.5777027,-1.0754562,-0.6618667,-0.4404797,-0.5299926,-0.8089547,-1.550031
O14662,-0.5126254,-1.3995299,-0.7949039,-0.7223242,-0.2880097,-0.3561923,-0.6752498,-0.5749626,-0.7551672,-1.5698433,-0.9359196,-1.1018246,-0.2550962,-0.5890874,-0.2078927,-0.4952706
O14672,0.9602755,0.937811,1.1102057,0.9907028,0.8021306,0.8386645,0.7893861,0.7581619,0.8056023,0.0922422,1.0655648,0.8056602,0.1342966,-0.1018849,-0.1603017,0.2785467
O14683,-0.09641638,-0.1418164,-0.30956254,-0.04790519,0.19651705,-0.02905709,-0.268932,-0.49808579,-0.19064982,-0.30413629,-0.31801791,-1.02658757,-0.46660826,-0.32333561,-0.78978474,-1.53624269
O14737,0.729363,0.7853307,0.7131348,0.546738,0.7614252,0.6979074,0.6667445,0.6255737,0.6441554,0.5961491,0.7977841,0.1389832,0.7665481,0.4032962,0.5465244,0.4191792
O14744,0.2688917,0.1788482,0.3932702,0.2520703,0.3655491,0.2526039,0.1849418,0.3534223,0.5105876,0.660314,0.526542,0.7099002,0.7722823,0.3717213,0.7368926,0.3632973
O14745,1.2938889,1.3138871,1.505369,1.4225792,1.2853264,1.1687902,1.2668529,1.276438,0.5333629,0.5188679,1.3300346,1.4863886,0.7008653,0.8943557,0.7405312,1.0084426
O14773,-1.2355122,-0.6083322,-0.7234102,-0.3764845,0.6200118,0.6025583,0.9779304,0.80659,-1.4091515,-1.9777471,-0.7039708,-1.0532001,0.8919783,0.7234203,0.9772208,1.2798831
O14775,0.40140132,0.42027367,0.4703237,0.29961706,0.51897425,0.67655298,0.7331346,0.58902296,-0.21875576,-0.36828821,0.16392439,-0.24335495,-0.05231893,0.1333367,-0.21849242,0.26960122
O14776,0.11061383,0.03345314,-0.08757081,-0.11576012,-0.24684177,-0.10904515,-0.67228287,-0.35281869,0.47636244,0.95004298,0.22794131,0.18989507,0.31431735,0.12374427,0.30440079,0.01477828
O14782,-0.4034673,-0.448662,-0.5582069,-0.3422024,-0.6262779,-0.8150517,-0.7289288,-0.6882499,-1.2871579,-1.8419681,-0.9839101,-1.434715,-1.6205781,-1.1243126,-1.4463892,-1.6622236
O14786,-1.0511058,-1.1469879,-1.1036036,-1.275156,-1.2030194,-1.712887,-1.1784435,-1.1338818,-0.7693628,-0.5124557,-0.267263,-0.5797037,-0.6889929,-0.4068249,-0.3146728,-0.4740488
O14787,0.10880299,0.32532379,0.49878203,0.40573911,0.21389924,0.14844054,-0.01132303,0.21090187,0.20093865,0.42136326,0.02771379,0.45034874,0.3902036,0.09157781,0.13694287,0.23201835
O14791,-0.169678504,-0.309583251,-0.679834105,-0.290100558,-0.503491812,-0.429877734,-0.588003426,-0.411296702,-0.227818822,-0.017377987,-0.312746085,-1.038823156,-0.338685982,0.005006095,-0.31391549,-0.479494861
O14807,0.51126211,0.22933235,0.21430348,0.42952043,0.34082469,0.45643487,0.3173731,0.1715087,-0.13370735,-0.97231556,0.29358973,0.20849329,-0.08215256,-0.14439697,-0.74353607,0.15877599
O14810,0.420443937,0.232504873,0.157348899,0.191963027,0.403744027,0.324596797,0.364580705,-0.134726766,-0.387361345,-1.890790671,-0.004711582,-0.478816567,-1.713383972,0.405592096,-1.035287059,-0.439861471
O14818,1.1109047,1.0390703,1.0905695,1.0324457,0.9259949,0.8155907,0.87601,0.8206092,1.030323,1.15772,1.0126757,1.0662701,0.9405175,0.8587862,0.9372302,0.8138262
O14827,0.39929516,0.25916873,0.30175112,0.09448933,0.42978687,0.16981862,-0.14381535,0.13757571,-0.5358484,-0.09683656,-0.62438428,-1.02749983,0.26902962,-1.06091323,-0.05172239,-0.23232484
O14828,-0.08183869,-0.16172953,0.02223257,-0.08782402,0.12456611,0.12973154,0.55173419,0.43680225,-0.19990547,-0.4962302,-0.3632729,-0.3861113,0.16534629,0.31691958,0.41221768,-0.0119281
O14841,-0.88575661,-1.41637766,-0.82010208,-1.55600744,-0.18156069,-0.07037446,-0.51253049,-0.16738773,-0.98215538,-0.6378593,-0.17562309,-0.23042237,0.34242993,-0.57265167,-0.18531725,-1.06749889
O14874,-0.31550296,-0.34057057,-0.45023622,-0.23745654,-0.08820018,-0.17951278,-0.72252821,-0.45952771,-0.10264068,-0.71865943,-0.73092477,-0.61983069,-0.65915041,-0.3672753,-0.61365037,-0.63151191
O14879,-0.17876659,-0.30170325,-0.18375457,-0.22215491,-0.25531412,-0.09305477,-0.07324796,-0.54386136,0.2265614,0.030652,0.39425875,0.88487548,0.77026522,-0.08921925,0.06886124,0.46029052
O14880,0.689188749,0.67110542,0.760503741,0.732662327,0.61915239,0.496697884,0.926839267,0.678926561,0.189369251,0.000766398,0.458914695,-0.941379594,0.072273156,0.076044191,0.304444169,0.680665815
O14907,0.308269303,0.291728404,0.416937764,0.14731883,-1.038550433,-1.334946619,0.128985197,-0.124074763,0.306552946,-0.193428394,0.002921412,0.154519786,-0.016620641,-0.163623287,-0.079328169,-0.363164464
O14908,-0.30813088,-0.17216749,-0.41618029,-0.02614639,-0.14247287,-0.09555576,-0.34817621,-0.31545929,-0.20106818,-0.32857601,-0.48537553,-0.44026682,0.11175925,-0.22423966,0.03073201,-0.10653686
O14910,0.42734456,0.25405758,0.43958803,0.39579455,-0.19313026,-0.102555,0.03270899,0.16715522,0.18092425,-0.57440712,0.54846535,0.51472654,-0.45789339,-0.44491126,-0.37237091,-0.09664805
O14917,-0.78634195,-0.69454224,-0.87589978,-1.19831933,-0.57896369,-0.4901794,-0.6853203,-0.59744346,-1.1423711,-0.36251244,-0.22896957,-0.53886584,-0.03008618,-1.11799894,-0.44120487,-0.61056304
O14920,-1.3389614,-1.3989676,-1.4698163,0.3019055,-1.6241358,-0.7635733,-1.279532,-0.5610104,-0.1994019,-0.1910365,-1.5734386,-0.2117674,-0.148386,-0.4046206,-0.2635884,-0.472646
O14924,-0.4493315,-0.5514126,-0.8167762,-0.5360362,-0.7027989,-0.685809,-0.5115482,-0.4319813,-0.9887876,-0.3940159,-0.7780687,-0.9760562,-0.5790217,-1.1831157,-0.795939,-1.055176
O14929,-2.15577046,-0.47506308,-1.28926022,-1.61724342,-1.18656195,-1.19417069,-0.01782601,-0.0391297,-0.42648292,0.1729699,-1.22260768,-0.92690497,-0.22211303,-0.40855612,-0.06013073,-0.84940903
O14933,-0.81010845,-1.94368225,-0.62414515,-0.79336414,-1.36478406,-0.9948793,-0.79899237,-0.4824566,-0.38810413,-1.84631535,-0.81131095,-0.54405873,0.12857918,-0.25970496,0.02011037,-0.37402239
O14936,0.9109458,0.979804,1.0173316,0.980452,0.7249139,0.8651034,0.8138571,0.7465718,0.7837538,0.8136908,1.0712669,1.2298544,0.7933674,0.6988637,0.5974229,0.9105162
O14949,0.52953671,0.42497358,0.6261132,0.46501795,0.49912706,0.44943803,0.26046801,0.48987032,0.0623769,0.13385742,0.01017503,0.16896443,0.06526793,0.20299558,-0.28462533,0.06488548
O14950,1.0293972,0.8715106,1.1272267,1.0495637,1.0694626,1.1654714,1.0099083,1.0699532,1.0022135,0.8885247,1.1622949,1.1099574,1.1466496,1.3773385,1.1379496,1.1340768
O14964,0.8575958,0.754666,0.8899606,0.8112214,0.8343162,0.7979028,0.872499,0.8104614,0.7513398,0.6304016,0.9552956,0.8641547,0.5837378,0.7557517,0.4722617,0.6586521
O14972,-0.4995615,-0.5156145,-0.239337,-0.5140599,-0.7195291,-0.6304524,-0.3556104,-0.1407023,-0.2703461,-0.2625896,-0.4634242,-0.2068492,-0.3909754,-0.6194372,-0.353575,-0.1924546
O14974,0.4835892,0.5749009,0.57461,0.5884521,0.3815022,0.4636669,0.408913,0.4551249,0.5575382,0.3201391,0.4358564,0.3420481,0.3542687,0.5753141,0.4931665,0.2150686
O14976,-0.016048613,-0.064084178,-0.224442641,-0.19404441,0.284592198,0.317700558,0.126826071,0.033794951,-0.051439515,0.304937455,-0.562977798,-0.004344854,0.060602198,0.158834204,0.025140194,-0.228301981
O14979,0.8823006,1.074885,0.8044948,1.1700902,0.6158188,0.2805643,0.6380429,0.6458049,1.2193793,1.7042091,1.3062629,1.1576678,0.9231247,0.7305215,0.9507778,0.6661021
O14980,0.7391622,0.7311916,0.8597715,0.718347,0.7102907,0.7744945,0.7221293,0.7295303,1.0107001,1.2405026,1.0909206,1.1140179,1.030193,0.9841362,1.0015711,0.9992832
O14981,-1.4962971,-1.13423151,-2.77075113,-1.3086118,-1.69034174,-1.70101506,-1.52515688,-1.71886189,-0.84200368,0.35978876,-1.33976733,0.06221995,-0.94448549,-0.71541402,-0.66885758,-1.27700492
O14994,0.7181673,0.6818891,0.6949979,0.790738,0.8021437,0.8081267,0.871047,0.8962661,-0.3787109,-1.1457424,-0.3317832,-0.9705539,-0.7724438,0.386391,-0.1980695,0.4912433
O15013,-0.8569379,-0.7323479,-0.6801549,-0.8819858,-0.9589086,-0.5615565,-1.192716,-1.1602582,-0.8609883,-0.1998126,-0.189282,-0.4572597,-0.3091676,-0.2972008,-0.7321001,-1.1782015
O15020,1.24225414,1.26284765,1.24504025,1.29892144,1.51616851,1.46199651,1.49690461,1.45068032,0.38918457,0.4521644,0.66109872,0.09763243,-0.08937468,0.85393101,0.65019804,1.20310337
O15027,-0.543827083,-0.63617055,-1.372717794,-0.788339652,-0.268518447,-0.275552228,-0.245618798,-0.344833666,-0.006147668,0.107347676,-0.628536818,-0.377639861,0.387252723,0.298823778,0.39188921,0.117869651
O15031,0.3325269,0.12599399,-0.02365555,0.2188502,0.06863196,0.02658074,0.23601945,0.17642535,0.62576334,0.49020034,0.67254844,0.81818772,0.80415334,0.65365364,0.72476987,0.83321996
O15034,0.007530656,-0.022660596,-0.107939105,-0.126170273,-0.04464175,0.110485298,-0.067385072,0.012179898,-0.760897701,-1.568470941,-0.46944665,-0.955664593,-1.276296045,-0.717627516,-1.000604529,-0.781147116
O15040,-0.83060817,-0.92540542,-0.32364703,-0.50945493,0.0152922,-0.22277686,0.0997111,0.06935445,-0.73126478,-0.79124103,-1.10334315,-0.81006883,-0.73261424,-0.72617673,-0.66748915,-0.34299956
O15042,-0.387506563,-0.28662655,-0.258876423,-0.371822251,-0.645237531,0.425208684,-0.132904634,-0.245097333,0.171720937,0.68130011,0.150254106,-0.350852195,-0.038469977,-0.380194708,0.007317892,-0.433724197
O15056,-0.1923039,-0.1784696,-0.5945828,-0.4134036,-0.18251,-0.1927281,-0.3712355,-0.5281304,-0.3671595,-1.2526852,-0.9654799,-1.0666816,-1.3943577,-0.8053233,-1.1267494,-1.7240043
O15061,-0.543074448,-0.540175049,-0.521514778,-0.651833277,-0.099952416,-0.33447205,-0.29090087,-0.739442153,0.571407864,-0.358371986,0.077624001,1.379034125,1.400917217,0.825629608,1.034657166,0.001081767
O15066,0.65555827,0.62675322,0.60428388,0.57601554,0.38271074,0.50860262,0.04090112,0.09875223,0.23138445,-0.09840974,0.26517515,0.08091389,-0.40737695,-0.05064498,-0.59419219,-0.10033002
O15067,-0.016253663,-0.056945907,-0.009622194,0.104827158,0.395151082,0.314066681,0.434418964,0.455957797,0.032701878,0.460710997,-0.006786194,-0.120157465,0.485452857,0.696874562,0.743319187,0.515869583
O15068,-0.6843808,-0.8686573,-0.6575047,-0.7298046,-0.631092,-0.4743215,-0.5204374,-0.5244493,-0.6732617,-0.7685837,-1.3539523,-1.0840082,-0.7846386,-0.5733586,-0.5579256,-0.5844291
O15069,-0.034880661,-0.272475476,-0.612605525,0.101747602,0.005319191,0.092118775,0.097106482,-0.018994697,-0.092172746,-0.663072401,-1.051405261,-1.033476679,-0.822798665,-0.145001236,-0.215839701,-0.362761519
O15075,1.510281,1.454824,1.605091,1.610246,1.408611,1.382973,1.462084,1.451083,1.168356,1.288717,1.597765,1.867555,1.538715,1.265957,1.186049,1.493745
O15079,0.264411769,0.153194342,-0.006194039,0.048878047,0.291070163,0.315484945,0.323352446,0.175260086,-0.81956827,-1.667743594,-0.409649254,-0.558299321,-0.786585245,-0.217912864,-0.640392607,-0.346632229
O15083,0.63069025,0.69722429,0.4508138,0.67234465,0.6845503,0.67200129,0.49781899,0.63623729,-0.79837419,-2.02102323,0.02515307,-0.9660672,-2.12443389,-0.51193848,-1.50511779,-0.43562535
O15084,-0.319525,-0.3448999,-0.2511239,-0.4270217,-0.2188186,-0.2970048,-0.3822243,-0.194169,-0.5271699,-0.1652979,-1.2255038,-0.5444111,-0.9039303,-0.153685,-0.384111,-0.4652655
O15085,-0.024452439,-0.236740372,-0.542950818,-0.30561154,0.002804211,-0.087748336,-0.007682442,0.014485449,-1.111683094,-0.420330925,-0.925014868,-0.881859871,-0.43916272,-0.406644122,-0.547597414,-0.293891507
O15111,-0.4627919,-1.3492728,-0.9936695,-0.7226589,-0.6772412,-0.7237199,-0.9149832,-0.9817716,-0.4740695,-0.108082,-0.4818131,-0.5091231,-0.5942655,-1.472598,-1.143871,-0.8305748
O15116,-0.37855841,-0.82076347,-0.38480184,-0.98799747,-1.19847368,-1.27638129,-0.69547146,-0.6608693,-0.59610723,-0.0763064,-0.46508237,-0.09966264,-0.0689375,-0.22772383,-0.81072676,-0.29063861
O15118,-0.3801295,-0.679111,-1.4318073,-0.4309891,-0.4188745,-0.4493888,-0.3624435,-0.1766808,-0.1786567,-1.7945545,-0.6199188,-0.5150121,-0.7492464,-0.5762276,-0.7271083,-0.360552
O15121,-1.0572404,-1.1737602,-0.706143,-1.0408544,-0.7493035,-0.827043,-0.8559121,-1.474216,-0.463209,-0.7080716,-1.3741341,-0.3307623,-0.7438826,-0.8255666,-1.0743189,-0.8666351
O15126,0.71153909,0.92713088,1.00005155,0.90206627,0.75930074,0.85293958,0.96012518,0.90324501,0.50819148,0.32363961,0.61385732,0.39140632,0.09501588,0.48703664,0.55584855,0.64750729
O15127,-1.23697583,-0.80041129,-0.66321477,-0.6068165,-0.49853201,-0.27285148,-0.38667726,-0.50676342,-0.40638934,-1.79101221,-0.36057791,-0.38238515,-0.07295205,0.02137316,-0.15158695,-0.38003658
O15143,0.08324516,-0.03186237,0.27074261,0.09454304,-0.20352444,-0.02202222,-0.16671151,-0.17725569,0.56595812,0.29231923,0.4260987,0.67015793,0.56215028,0.48376651,0.50306392,-0.0104224
O15144,0.9650123,0.9959099,1.0665762,0.9066644,1.2474036,1.3380776,1.2719782,1.1159148,0.8824663,1.0049953,0.8458124,1.1681048,1.1122303,1.3157795,1.0074554,1.0475192
O15145,0.9376583,0.8416368,1.0451885,0.9611341,0.7421312,0.7539322,0.774327,0.8367565,0.8529598,0.5515931,0.9610352,0.9575551,0.6335198,0.7894624,0.5285651,0.4919192
O15173,-0.338358118,-0.254194017,-0.844376919,-0.842375452,-0.101758261,-0.119002018,-0.035587837,-0.185812336,-0.219144903,-0.274388482,-1.016911685,0.068376624,0.005457385,-0.15640783,-0.306202114,0.065005828
O15197,-1.1137281,-0.9253183,-1.3806579,-1.7305938,-0.474946,-0.6947137,-0.9476918,-0.6118762,-2.7407092,-0.8015174,-1.4027981,-1.1565589,-1.7749784,-1.0733742,-1.8481216,-0.8068989
O15212,0.6657987,0.6925578,0.6809232,0.5968115,0.4559902,0.4535788,0.5935767,0.5156872,0.4354547,0.4390614,0.2753262,0.0792092,0.3216689,0.1122299,0.2642228,0.4187798
O15217,-0.71646628,-0.75026917,-1.50777359,-0.80429764,-1.00337571,-0.75027466,-0.87355931,-1.6927558,-0.1775524,-0.35416923,-0.10017197,0.06342931,-0.57987647,-0.44783804,-0.52949856,-0.5837586
O15228,-0.4089848,-0.3977158,-1.0429627,-0.8304066,-0.9502722,-0.8049915,-1.3115017,-0.9097542,-0.3871927,-0.2494665,-0.1985456,-0.692726,-0.8011136,-0.6860891,-0.2333793,-0.5065919
O15230,-2.3039335,-3.0052292,-1.0987488,-0.9388585,-1.6161184,-1.8964438,-1.2231192,-1.5425975,-1.2811202,-0.788476,-0.7219229,-0.3442827,-0.1072345,0.0442716,0.1201779,-1.63286
O15240,0.38072132,0.59043033,0.57976867,0.59917069,0.90000567,0.90389665,0.77196638,0.93915018,0.03820661,-0.27392465,-0.60966558,-0.29761472,-0.7044351,1.13718861,0.21951309,0.22791358
O15254,-0.4731565,-1.9570528,-0.7127442,-1.070694,-0.9196523,-0.6770485,-0.3294782,-0.5045777,-0.3408287,-0.5911103,-0.7947927,-0.605818,-0.885638,-0.32488,-0.4513445,-0.2247848
O15258,-0.839354,-0.9139505,-0.5530372,-1.0672502,-0.8965245,-0.7401738,-0.7109491,-0.8632081,-0.8843863,-0.2568792,-0.5591934,-0.4551447,-0.3353031,-0.44244,0.0468997,-0.6619027
O15260,-0.5909212,-1.65882891,-1.04084504,-0.66503954,-1.11744071,-1.05446686,-0.75100928,-0.9584429,-0.50482628,-0.41941678,-0.5813451,-0.05896736,0.1274266,-0.11665792,-0.18711624,-0.41905943
O15269,-0.19221163,-0.96401489,-0.09013262,-0.74103347,-0.64989588,-0.75474567,-0.51740285,-0.95892223,-0.21679248,0.06745275,-0.25386181,-0.27191485,-0.18888658,0.06225996,-0.55283697,-0.69997567
O15270,-0.6696098,-0.729896,-0.7964345,-0.8904903,-0.6337699,-0.3655802,-0.5457416,-0.7474754,-0.3639513,-0.6149672,-0.9204019,-0.9022188,-0.6683835,-1.1866227,-0.5966516,-0.938422
O15294,0.8273622,0.8452483,0.747827,0.8127143,0.842096,0.7711447,0.8357695,0.7092764,0.4873219,0.4573986,0.1779073,0.3654244,0.1569979,0.2720594,0.2640515,0.4691879
O15327,-0.5040596,-0.4618693,-0.8944186,-0.501924,-0.5324271,-0.6618384,-0.7256384,-0.6245829,-1.4189444,-1.7686825,-1.4701643,-1.1359028,-1.687483,-1.9577738,-1.8619485,-1.2943557
O15344,-0.61179558,-0.60724851,-0.88748061,-0.78214945,-0.85316624,-0.97854415,-1.08921025,-0.95284312,-0.5169578,0.05063635,-0.13638877,-0.06724194,0.04201769,-0.36806471,-0.39849998,-1.27362954
O15347,-2.0568348,-0.239606,-1.1844714,-1.1369734,-1.2008463,-1.1409422,-1.4404955,-1.7198694,0.5020078,1.241777,0.5615211,0.4678359,-0.1444635,0.2906357,0.482123,-0.2833823
O15354,-1.0210503,0.7206543,-1.2149783,-1.0742644,-0.703934,-0.6771225,-0.4331481,-0.5657763,-0.8973246,-1.343634,-0.8629073,-1.6412705,-1.7253526,-0.5204651,-0.6306364,-0.3887992
O15355,-0.54715008,-0.18176011,-0.28821454,-0.80786533,-0.50535311,-0.49117052,-1.03516146,-0.46737038,0.32744148,0.72064713,-0.84179009,-0.1823791,0.3543931,0.43019386,0.43675913,0.09513146
O15357,-0.9031552,-0.6084162,-1.2514273,-0.869892,-0.6857559,-0.7457473,-0.7399097,-0.7416831,-0.3155743,-0.1275408,-0.3568842,0.202865,0.112918,-0.170914,0.1404373,-0.1928221
O15371,0.28417087,0.40075635,0.29296511,0.16509659,-0.09707027,-0.36709022,-0.10452995,0.03793497,0.51390316,0.84087694,0.53196038,0.38798786,0.17810478,0.16331691,0.45156874,0.26748324
O15372,0.39781157,0.35564734,0.48332307,0.44712822,0.14735577,0.04346047,0.05562736,0.23583603,0.45290033,0.67120885,0.77506389,0.6470528,0.25471092,0.30495288,0.33433683,0.35000306
O15394,1.4426686,1.467805,1.5227137,1.4708324,1.3388838,1.3080274,1.5248908,1.458015,0.8952879,0.7302903,1.5570926,1.0346904,0.4702688,0.6938418,0.883844,1.085375
O15397,0.33583085,-0.8264879,-1.0980364,-0.88176954,-1.4719254,-0.94578821,-1.32147441,-1.61221466,-0.37604055,-0.19365604,-0.54885349,-0.76477848,0.26164695,-0.52413638,-0.06575052,-0.56520123
O15400,0.89168028,0.64619298,0.72006478,0.88812345,0.74512018,0.68381368,0.65112775,0.91096447,0.50110163,0.02436791,0.69718549,0.39660373,0.46534951,0.53920836,0.41052214,0.5353206
O15439,-0.333306632,-1.121656486,-0.374826711,-0.266621175,-0.577451017,-0.314748634,-0.333250204,-0.118335827,-0.550185562,-1.485637539,-0.420363522,-0.4334493,-0.681743342,-0.907905999,-0.813335894,-0.000393244
O15484,0.3820349,0.463774,0.1736184,0.3658634,0.2420882,0.1785485,0.3148463,0.3499637,0.6582916,1.1337915,0.3959074,0.8904027,0.8187973,0.8985828,0.7449268,0.2110791
O15488,-1.15815273,-0.50850867,-0.88352021,-0.80877797,-1.24321287,-0.85174802,-1.16574793,-0.95910681,-1.17848984,-0.30805219,0.08558987,0.07554477,-0.03376081,-1.60051559,-1.15898831,-1.09920897
O15498,0.3771547,0.6482528,0.411995,0.7372174,0.6845503,0.6740215,0.6959479,0.576844,0.7832075,0.6993959,0.5046134,0.8945797,0.7309878,0.6264805,0.6239865,0.5015484
O15511,0.3481899,0.65242022,0.43850004,0.3282781,0.21132818,0.08543673,0.3380687,0.11346203,0.52522977,0.6646077,0.56078915,0.91876411,0.70816262,0.92279599,0.62519027,0.43170655
O15530,0.275918687,0.275982109,0.242452177,0.270347739,0.098946112,0.136652711,0.296722255,0.225855304,-0.112452661,-0.40793414,0.041428135,-0.293969343,-0.277040965,-0.211766659,-0.278571765,-0.008930823
O15540,1.2216294,1.2772594,1.2472047,1.2461723,0.924066,0.8971089,0.7879074,0.9446917,1.6812113,2.0213783,1.4061806,1.701015,1.7507542,1.562094,1.9483422,0.9709405
O43143,-0.13234765,-0.16055458,-0.0998714,0.19878703,0.11324876,0.16101704,0.06382649,0.08680611,0.70972405,0.94916137,0.19735689,0.65644286,0.74160883,0.77740657,0.67094361,0.40737518
O43148,-0.31006305,-0.35318415,-0.59559738,-0.20191862,-0.51122839,-0.50269033,-0.53003645,-0.78923172,0.05541085,0.4664572,-0.2525461,-0.35763456,-0.24569711,-0.18732503,-0.0742982,-0.37988992
O43149,-0.50133758,-0.27189439,-0.49065601,-0.33898401,0.05727763,-0.28107454,-0.59583603,-0.46588716,-0.20098032,0.30516523,-0.62309983,-0.30211214,-0.17984525,-0.0708273,-0.16047878,-0.28246071
O43150,-0.9720268,-0.681938,-0.8566906,-0.8637738,-0.7356643,-0.9142102,-0.7209491,-0.708279,-0.8648302,0.819796,-1.1301872,-0.7665275,-0.4606074,-0.4920062,-1.1243213,-0.755701
O43157,0.1358541,-0.026787375,0.353323739,0.281831062,0.421541119,0.407209172,0.616500464,0.437482255,0.000255713,-0.129289269,0.414267833,0.945470867,0.556587967,0.336691467,0.489063014,0.555569129
O43164,-0.50452652,-0.81249698,-0.27177222,-0.69723729,-0.29614679,-0.11555018,-0.24768643,-0.31629359,-0.43789023,-0.1866021,-0.45188407,-1.01149928,-0.18378709,-0.10364054,0.07943183,-0.33745489
