,S16,S9,S10,S11,S12,S13,S14,S15,S1,S2,S3,S4,S5,S6,S7,S8
Q9H1A4,-1.3171811,-1.1534235,-1.0977431,-1.1716649,-1.0696059,-0.6890162,-1.7944392,-1.2734861,-0.8080236,-0.5878724,-0.9138501,-0.4373813,-0.4425536,-0.7947752,-0.7620936,-1.0364629
Q9H1B7,-1.4388948,-1.0680205,-0.8901413,-1.4988383,-1.2574169,-1.0221185,-1.4163615,-1.6072907,-0.3496768,0.1027338,-0.734719,-0.8055677,-0.1334142,-0.5030223,0.1691458,-0.4619885
Q9H1E3,0.2307016,0.5604076,0.7050159,0.4299549,0.239022,0.2688115,0.2926469,0.2758031,0.5233279,0.6387519,0.8280164,0.3270322,0.5067597,0.4237427,0.3939344,0.3687124
Q9H1E5,-0.17452346,-1.17455874,-0.16771555,-0.0681867,0.31601674,0.4672071,0.37692361,0.04664657,-0.67272118,-2.1596408,-0.18911383,-0.1235595,0.06271813,0.11712736,-0.4795888,-0.04429445
Q9H1K0,0.073046573,0.017694956,0.022061114,-0.012086144,-0.31713943,-0.057015388,-0.229031428,-0.494940477,-0.111575822,0.120698633,0.009412482,-0.086525336,-0.308986072,-0.101695774,-0.166210189,0.173339833
Q9H1K1,0.321539049,0.249662878,0.438969339,0.371350148,0.110321087,0.017914639,0.18914148,0.009760986,-0.120351936,-0.85131936,0.078368052,-0.560935047,-0.618826841,-0.375664598,-0.458703871,-0.145728166
Q9H1K4,-1.1970361,-0.8584649,-1.1089979,-0.6528175,-0.385251,-0.4622461,-0.5169261,-0.333392,-2.3506981,-1.0228365,-1.3499912,-0.3672072,-1.1303896,-0.8218939,-0.7331583,0.1929835
Q9H1P3,-0.29648031,-0.77101367,-0.44348562,-0.72941941,-0.13046155,-0.16166728,-0.13820752,-0.06651115,-0.35757357,-0.72448945,-0.39859044,-0.40022875,-0.08297498,-0.26444116,-0.62768299,0.05362229
Q9H1U4,-0.2439181,-0.42852806,0.02935896,-0.21355365,-0.41078368,-0.30672133,-0.67017433,-0.40534175,-0.89155433,-0.97733183,0.35150315,-0.66241695,-1.99035752,-1.24475983,-1.78951534,-1.19089283
Q9H1V8,0.4931885,0.47702925,0.57301452,0.51379638,0.58354257,0.63128761,0.60412461,0.61250266,-0.15469165,-1.11550948,0.03678608,-0.43931266,-1.40134407,0.14498883,-0.03132191,0.12727555
Q9H1Y0,-0.3457011,-0.6119594,-0.6155097,-0.4309621,-0.5648628,-0.3958226,-0.3644287,-0.223921,-0.1395021,-0.5773211,-0.4680205,-0.2220849,-0.4001993,-0.2673749,-0.2571548,-0.1180868
Q9H1Z4,-0.025205514,0.083694373,-0.241291397,0.217324563,0.265132005,0.142477891,0.009043064,0.095022579,-0.82336294,-0.781978769,-0.794914295,-0.834611487,-0.26845489,-0.121047067,-0.252938905,-0.048346814
Q9H201,-0.6488515,-0.5356003,-0.2314745,-0.3062869,-0.6949353,-0.6987368,-0.5805464,-0.5735276,-0.4429983,-0.5806494,-0.5175602,-0.6722751,-0.6311471,-0.5843449,-0.6590887,-0.4966663
Q9H223,-0.48856138,-0.9324056,-0.86454365,-1.10764222,-0.53578672,-0.62079328,-1.16440985,-1.1448523,0.28519706,-0.28117032,-0.61798134,-0.23845495,0.24628134,0.09067139,0.28416311,-0.19903477
Q9H244,-0.8349772,-0.7305633,-0.7122655,-0.7514852,-0.4231535,-0.3812298,-0.5638589,-0.4596766,-1.530431,-0.741381,-0.9737276,-0.4026285,-0.6638181,-0.3963009,-1.4887547,-0.7148484
Q9H254,0.7432135,0.76708082,0.7336397,0.83033819,0.85772352,0.90235285,0.86915868,0.94121436,-0.01291743,-1.11921238,0.35547749,-0.46317967,0.34903047,0.2992588,0.02330434,0.50494794
Q9H267,1.079757092,-0.274255838,0.270279606,-0.181567891,0.192132778,0.12726099,0.006340178,0.054038325,-0.077780128,-0.424871095,-0.623618617,-0.288721008,-0.343810278,-0.256538033,-0.328869891,0.015655424
Q9H269,-0.11290738,-0.3491186,-0.43760016,-0.23751422,0.25094882,0.163341,0.30407752,0.20622099,-0.13963553,-0.08885189,-0.40775044,-0.03741942,0.26274957,0.10031449,0.29424442,0.29045547
Q9H270,0.2606447,0.15083622,-0.09398148,0.09107821,0.244934,0.24575339,0.25044208,0.24421041,0.32435351,0.25549798,0.03295048,0.44490408,0.31803123,0.13155491,0.25302045,0.37031639
Q9H299,1.3475869,1.2499928,1.5138675,1.4475573,0.9702733,1.094532,1.111499,1.0903381,1.1574482,1.0705334,1.438256,1.3127136,0.8136923,1.0238322,0.9370483,0.962805
Q9H2C0,-0.14731306,-0.13585584,-0.2932691,-0.26832096,-0.42827765,-0.21458738,-0.21635668,-0.30949498,-0.05550539,-0.99129561,-0.09735708,0.05951497,-0.48870832,-0.44963023,-0.45145324,-0.2598756
Q9H2D6,0.1858517,0.05401328,0.15881011,0.15502403,-1.49453696,0.58146955,0.2571381,0.33830616,-0.49848425,-0.24506701,-1.33839098,-0.86121984,-0.29002289,-0.66695013,-0.35314104,-0.7047249
Q9H2E6,-1.4904274,-0.8939851,-0.6112609,-0.289932,-1.1277723,0.1495312,-0.9505759,-0.1958371,-1.4126416,-1.0261622,-1.3547313,-0.8571909,-1.0596816,-1.072164,-1.3410085,-0.3053489
Q9H2G2,0.8120729,0.8364895,0.8966566,0.9269816,0.5731036,0.6486013,0.5028487,0.5757472,0.3132114,0.3883565,0.7788656,0.5647726,0.0338524,0.1500621,-0.1651857,0.1846423
Q9H2H8,0.48579599,0.47377925,0.44411692,0.45775362,-0.07626127,0.09177081,0.06823625,0.09264908,0.13904178,0.31504391,0.59216645,0.74523778,0.12398565,-0.21321788,0.2305744,0.31702231
Q9H2J4,-0.2412931,-0.7811492,-0.2428272,-0.7793381,-0.6310208,-0.614534,-1.440814,-1.5401168,-0.439675,-0.2634938,-0.2421842,-1.2784109,-0.4664984,0.5090192,-0.5917671,-1.0018294
Q9H2K8,0.04675207,0.06648573,-0.05049445,0.01013103,-0.27703491,-0.31132498,-0.87501214,-0.64723328,0.09993985,-0.08308344,0.43463963,-0.03855834,-0.22145654,-0.83023364,-0.23813425,-0.27905943
Q9H2M9,0.5457989,0.4274303,0.5860719,0.7257239,0.5027515,0.4870884,0.3677416,0.4471876,0.3267514,-0.3139141,0.3463225,0.2555023,0.3649642,0.4178266,0.4747422,0.3119839
Q9H2P0,-0.8519219,-0.5276311,-1.2038242,-0.7420278,-0.9341342,-1.0217913,-1.8644752,-1.333392,0.3050281,0.801748,-0.4200557,-0.4045636,0.1474519,0.1144376,0.1542141,-0.5095748
Q9H2U1,-0.30131656,-0.35170841,-0.21128145,-0.42324946,-0.48067315,-0.61528788,-0.4953877,-0.21382626,-0.05359281,0.469283,-0.90853676,-0.37727101,0.01438671,-0.05107872,0.16314571,-0.377196
Q9H2U2,0.39607694,0.6325404,0.67197554,0.57583381,0.08909273,0.18761743,0.18571133,0.14236846,0.5656951,0.91473848,0.71174034,0.73286833,0.36118327,0.18316535,0.34559229,0.71636602
Q9H2W6,-0.27960792,-0.46813466,-0.39203899,-0.51533223,-0.40858169,-0.52246418,-0.31932206,-0.36764958,-0.66171409,-0.45344306,-0.09432605,-0.16664459,-0.26855062,-0.39230393,-0.47649215,-0.19109623
Q9H2X9,0.3806391,0.4108323,0.6236922,0.2512193,1.0390346,0.9256373,1.1138111,1.0289484,-1.4310099,-0.5165082,-0.7907996,-1.0536005,-0.4079285,0.198667,0.1361511,0.7087811
Q9H305,-0.3742999,-0.4289956,-0.2719072,-0.8038511,-0.8683015,-0.593472,-0.3034292,-0.6366864,-1.7455494,-0.9897626,-0.6561648,-0.8356754,-2.2076599,-1.343941,-1.2630112,-0.9421751
Q9H307,-0.08767404,0.18850999,0.09972076,0.05420051,-0.53078531,-0.37092058,-1.27815489,-0.58494317,0.49747985,1.07240744,0.37240166,0.41032145,0.21501848,0.46482774,0.28917012,-0.15586385
Q9H313,0.40666354,-0.43983452,-0.07811956,-0.10830581,0.58758435,0.58383746,0.94141811,0.70544394,0.16850833,-2.42771341,-0.42620278,0.12257054,0.5430881,-0.58942374,-0.2032325,0.21251115
Q9H330,-0.29109808,-0.33921837,-0.39675157,-0.40033803,-0.39063973,-0.18715984,-0.1480088,0.04866577,-0.40764808,-2.58367959,-0.34867721,-1.35801684,-0.17482216,-0.5299926,-0.67513561,-0.09207826
Q9H3G5,-1.18383524,-1.36874795,-0.74674842,-2.07712591,-1.33302648,-1.21639062,-1.09718645,-1.15063329,-0.44418861,-0.00761374,-0.20063469,-0.81339066,0.21358687,0.12275428,0.30870026,0.09264049
Q9H3H3,-0.989624419,-0.578476317,-1.210703245,-1.053609302,-0.019996541,0.08208705,-0.201065144,0.001537437,-1.198855123,-0.465971172,-0.802791074,-0.721177751,-0.412329767,-0.436247452,-0.388923071,-0.220874457
Q9H3K2,-0.45788233,-0.40940581,-1.19917559,-0.44783968,-0.33760203,-0.35123432,-0.24294594,-0.31865541,-0.7950495,-0.56175546,0.04492209,-0.59461167,-0.7910485,-0.84231427,-0.9286349,-0.21988785
Q9H3K6,0.3721269,0.48001528,0.45889889,0.39636458,0.09164114,0.36455724,0.12511679,0.34726787,0.3938545,0.56766734,0.52435162,0.44851489,0.03060838,0.51476063,0.01012887,0.30524585
Q9H3N1,-0.2469775,-0.28297085,-0.09605382,-0.15677812,-0.09719518,-0.38401194,-0.30485919,-0.38810323,0.39966075,0.62919168,0.05155963,0.70271794,0.64913567,0.04215467,0.43525964,-0.16843753
Q9H3P2,-1.3221304,-1.456541,-0.5698721,-0.5396163,-1.4821105,-1.3454801,-2.3138022,-0.5096983,-0.3699701,0.4958224,-0.974444,-1.1494051,-0.3418172,-0.5251113,-0.3215849,0.1204191
Q9H3P7,-0.341296054,-0.429482286,-0.233534898,-0.349382796,-0.501506372,-0.334669726,-0.265179361,-0.4052629,0.159818351,0.196828537,-0.112559872,-0.130125113,0.122785455,-0.104751456,0.303697436,0.004388825
Q9H3Q1,0.18418464,0.05182474,0.32117597,0.24966248,0.34976946,0.3756771,0.48892221,0.33097806,-0.22337926,-0.14692051,0.50566962,0.64257767,0.82175546,0.38719882,0.56754993,0.78704191
Q9H3S7,0.5004198,0.4317156,0.4819657,0.4356857,0.3829176,0.4392761,0.4629059,0.4869833,0.2082157,0.2095765,0.362191,0.5247382,0.4350856,0.341954,0.3751129,0.5490802
Q9H3U1,-1.44779425,-1.47193262,-0.83893675,-1.31385486,-1.06215687,-1.5197912,-1.79113137,-0.65550554,-0.09162603,0.14413368,-1.79261008,-0.38210864,0.27026474,-0.11328249,0.29740365,-0.95112058
Q9H3Z4,0.74403349,0.8256217,1.05586217,0.80946459,0.89625928,0.83082057,0.93458984,0.88839881,-0.45015068,0.14504207,0.83988588,0.2434159,0.01863971,0.77997536,0.3339155,0.59023962
Q9H425,0.41865442,0.91357945,0.87540652,0.98174227,0.31505075,0.42479605,0.27466191,0.31673842,0.44264902,-0.33672953,1.00103867,1.05212457,-0.22286451,0.05143631,-0.65162315,0.66818868
Q9H444,0.6982879,0.5320883,0.8709192,0.7881355,0.5144152,0.5866667,0.6124002,0.6929225,0.6692368,0.6140223,0.8751479,0.6066431,0.6651129,0.484438,0.5665642,0.5997391
Q9H446,-0.4163629,-0.9211121,-0.6669308,-0.439296,-1.2547601,-0.9246524,-1.2147024,-0.4673401,-0.4144331,-0.2412349,-0.8047939,-0.7364707,-0.2909017,-0.7089613,-0.29015,-0.2166968
Q9H479,0.6550383,0.7355898,0.6596796,0.9017524,0.6518027,0.5001533,0.8992967,0.7130754,0.3089897,-0.6111851,0.534948,0.5025263,0.2994655,0.426376,0.2026485,0.6819213
Q9H488,-0.70463739,-0.82710012,-0.73588541,-0.93872551,-0.61088862,-0.59714731,-1.29267071,-1.13950341,-0.29545927,-0.07398646,-0.19387893,-0.79337857,0.34438669,-0.16609764,0.15747553,-0.16995925
Q9H492,1.182786191,1.190739378,1.321348186,1.665871326,1.010435905,0.948623264,1.15835908,1.150689045,0.701692171,-0.008813749,1.303331199,0.64868777,0.358007163,0.51028545,0.133394352,0.524230534
Q9H4A3,0.55067959,0.50026358,0.52838546,0.60629623,0.5007066,0.37882445,0.26278117,0.29989147,0.48532303,0.04096836,0.45819113,0.65943307,0.3655103,0.23245363,0.26941666,0.24073595
Q9H4A4,0.16621017,0.05151844,0.28254771,0.16341538,0.19314231,0.27154717,0.39748779,0.40001272,0.29486129,0.15754836,0.29243112,0.34942833,0.73042111,0.37548518,0.19298961,0.53340657
Q9H4A6,-0.650164945,-0.857954619,-0.784816171,-0.826873677,-0.473259803,-0.524020847,-0.472068436,-0.325906482,-0.434680912,-0.003886355,-1.289169415,-0.244465929,-0.417854953,-0.323103593,-0.497546044,-0.706876662
Q9H4F8,-0.4974632,-1.0500392,-0.5918551,-0.6126416,-0.6344509,-0.4348545,-0.6396414,-0.6206337,0.6708625,1.3145333,-0.6401015,0.4195036,-3.0245893,0.1171334,-0.2127462,0.6519295
Q9H4G0,1.5969877,1.5381807,1.6882343,1.5528386,1.4921616,1.4542866,1.5435062,1.5032789,0.9158726,0.1606195,1.4584174,1.0098749,1.4632402,0.9384703,0.8459516,1.2238792
Q9H4G4,1.1502642,1.165622,1.220894,1.1647312,0.6941828,0.8126571,0.6067448,0.7328893,1.2183769,0.9184753,1.4526798,1.4469197,0.9030407,0.6394045,0.6026585,0.6490974
Q9H4L5,-0.8863341,-0.5679334,-1.1605391,-0.9713509,-0.7654703,-0.9672158,-1.0759313,-1.2684704,-1.2328948,-1.7499914,-0.8059149,-0.8985742,-0.323054,-0.8347306,-0.2295649,-0.7541956
Q9H4M9,0.6918691,0.5698216,0.7276008,0.6881009,0.562362,0.5534856,0.4750776,0.5250132,0.8424362,0.4714093,0.9425908,1.033657,0.4464399,0.6819532,0.4161931,0.434574
Q9H4Z3,-1.5449412,-0.9794494,-1.1968889,-1.5424617,-1.4976672,-2.0029099,-1.8489173,-1.4058415,-0.5834888,-0.1858101,-1.0442904,-0.9481896,-0.1895609,-0.9412882,-0.5426765,-0.4404631
Q9H553,-0.88407414,-1.42131905,-0.67705468,-0.79783552,-0.72126042,-0.60078099,-0.57259358,-0.46870657,-0.43698167,-1.3007161,-0.49075442,-0.08166298,-0.17136392,-0.22651512,-0.09210998,-0.27890998
Q9H598,0.29260167,0.17703896,0.24035278,-0.03577327,0.33157546,0.34557352,0.3247502,0.20771642,-0.61787826,-0.52426845,-0.4740015,-0.53270698,-1.78111119,-0.02311863,-0.33518046,-0.25419248
Q9H5N1,-0.6069678,-1.1094797,-0.8515327,-0.5968795,-0.4442777,-0.4173329,-0.30719,-0.2707588,-0.8918884,-0.8864692,-0.8352654,-0.5739288,-0.1451508,-0.2358465,-0.199313,-0.8173951
Q9H6F2,-0.3750255,-0.3943668,-0.6806982,-0.2425333,-0.8802084,-0.8581288,-1.5231572,-0.9897441,-0.9790613,-1.924443,-0.5770804,-0.7744698,-2.3717128,-0.9317106,-1.6569138,-2.1108108
Q9H6K5,-0.685739269,-0.264283413,-0.095989509,-0.246844217,0.272931351,0.18022526,0.355748746,0.226530733,-0.450891959,-0.225049182,-1.338136053,-0.977451626,-0.770946757,-0.312077974,-0.430631464,-0.004645469
Q9H6Q4,-0.87810948,-1.25986789,-0.77365186,-2.22480776,-0.63337608,-0.92069373,-1.47452278,-1.0246248,-0.66391498,-0.09626286,-0.63890813,-0.64742702,-0.46116304,-0.2982165,-0.62590577,-0.82173631
Q9H6R3,0.015571951,-0.315107169,-0.121793491,0.114668294,0.036914426,-0.017045782,-0.009360853,-0.020617542,-0.020272194,-2.477883482,0.207268906,0.089019755,0.548387289,-0.526617613,0.580550546,0.348596187
Q9H6T3,-0.4030023,-0.4220524,-0.6423786,-0.6834981,-0.7968424,-1.0601565,-1.1735441,-1.0713327,-0.2448774,-0.1900105,-0.671549,-0.7069343,-0.24707,-0.4439036,-0.2146627,-0.7900883
Q9H6U6,0.19193633,0.2244731,0.2159997,0.0817888,0.35166246,0.46114306,0.45085321,0.34528867,-0.38786765,-0.54072777,-0.7247083,-0.84656518,-0.16099508,-0.26076575,-0.23877018,0.07612058
Q9H6V9,-1.7991147,-0.9154529,-0.9963245,-1.7402617,-0.9516699,-1.0380415,-0.9348298,-1.5231028,-0.389831,-0.7816802,-0.6637781,0.0212727,-0.8779575,-0.4616797,-0.8726807,-0.6344759
Q9H6X2,-0.9501368,-1.3775869,-1.5681811,-1.5328872,-1.2365754,-1.4798931,-0.9838462,-1.5174516,-0.9989022,-0.5402606,-0.2899797,-0.150906,-0.1804772,-0.3541593,-1.3349157,-0.1535191
Q9H6Z4,-0.29726303,-0.21625578,-0.0920719,-0.35892894,0.05675208,-0.07125757,-0.15294126,-0.22045554,0.07535527,0.66202681,-0.24682911,0.07251196,0.41903483,0.31103515,0.34575009,0.28210127
Q9H792,-0.7048576,-0.3898566,-1.0199641,-0.5278147,-0.8239476,-0.8907935,-1.0274527,-1.2122731,-0.3033382,-0.196503,-1.1963643,-0.6565891,-0.6148867,-0.5379348,0.2573447,-0.3871139
Q9H7B4,-0.8740844,-0.2661896,-0.5859337,-0.4269459,-0.812307,-0.4050706,-0.4247651,-0.4187147,-0.3431381,-0.43294,-0.56075,-1.0530948,-0.8223,-1.0350818,-0.6445769,-0.3507654
Q9H7C9,0.187532908,0.152963956,0.037194455,-0.002998554,-0.038668698,-0.297403793,-0.312423628,-0.244479818,0.332093788,0.052429103,0.58187208,0.523545347,-0.03486725,-0.28354175,0.020627658,0.345216752
Q9H7D0,0.170313773,0.098119254,0.191727161,0.042915238,0.000457542,0.040919996,-0.327118886,-0.110840033,0.304370024,-0.383741536,-0.338915469,-0.344091804,-0.360503782,-1.772246309,-1.415903643,-1.337473887
Q9H7D7,-0.05717283,-0.41785148,-0.57326512,-0.30740356,-0.29058597,0.01767753,-0.16725274,0.01705719,-0.31480289,-0.4531246,-0.39224177,-0.11415082,-0.28235435,-0.02707263,-0.06881326,0.03203367
Q9H7P6,-0.143475,-0.3234181,-0.7262279,-0.1172446,-0.1162969,-0.2438806,-0.3430426,-0.1626719,-0.2071962,-0.5124192,-0.3878856,-0.6924978,-0.5107756,-0.6714346,-0.827832,-0.5032673
Q9H7Z7,0.18592638,-0.06661055,0.30084953,0.17557344,0.41129943,0.66850197,0.40022338,0.743168,-0.20179371,-0.08302913,0.33700032,-0.49315411,0.1354998,0.36084769,0.1050937,0.65468523
Q9H832,-0.028779456,-0.152295244,-0.214057474,-0.1572814,0.213375041,0.165265063,0.144475588,0.091930316,-0.282125089,-0.295192976,-0.425215448,-0.344709548,-0.306177005,-0.006908479,-0.201393452,0.013586245
Q9H845,0.08295147,0.19718444,0.03767213,0.12640533,0.37491738,0.31585205,0.05525982,0.21879285,0.07267349,0.07057154,0.44219483,-0.06014289,0.25193671,0.23454159,0.16889694,0.20146414
Q9H8H3,0.83563252,0.55601875,0.72231786,0.74716133,0.46269581,0.36582007,0.56274353,0.40447504,0.9172633,0.75071276,1.7156107,1.15792695,0.67828598,0.08652379,0.81247998,0.93046584
Q9H8M5,-0.6456421,-0.5455091,-0.8247257,-0.3175154,-0.5945511,-0.6149108,-0.8252208,-0.7800096,-1.4269631,-1.9069966,-0.9373032,-0.8862204,-1.9133544,-1.2372718,-1.487329,-1.3727635
Q9H8Y8,-0.23936903,-0.3164277,-0.22725216,-0.2596449,-0.28634891,-0.35133704,-0.08942147,-0.32584081,-0.16485864,0.31719399,-0.98182326,0.3350748,0.22705597,0.10393659,0.27397251,0.21076735
Q9H902,-0.1594057,0.26235767,0.06407919,0.24093189,-0.20157386,-0.21740069,-0.35024016,-0.30747599,-0.42955765,-0.53174591,-0.18422632,-1.02889173,-1.51258857,-0.32111998,-0.71124344,-0.35867269
Q9H910,-0.436680612,-0.24853217,-0.401394767,-0.067445113,0.007058767,-0.03781185,-0.210015921,-0.043826538,-0.029481541,0.072654174,0.079522334,-0.355643646,0.126516348,-0.008535457,0.029328532,-0.202126044
Q9H936,0.98603738,0.91309508,1.11817172,0.92071524,1.1753026,1.10735976,1.29998476,1.25737494,0.07330462,-0.33597531,0.09740369,-0.36198693,-0.24189874,0.71149918,0.32036328,0.68715861
Q9H993,0.138691366,0.130308852,-0.008821796,0.118726077,-0.219770126,-0.123939574,-0.252747295,-0.132968287,-0.169777232,-0.116490904,-0.110099083,0.303065689,-0.372133061,-0.190646356,-0.582474208,-0.107665816
Q9H9A5,-0.655021,-0.475465,-1.1025005,-0.4984173,-0.8206141,-0.9126286,-0.879028,-0.8417208,-0.2165648,0.2289144,-1.6026323,-0.7245089,-0.3220683,-0.5750422,-0.4629384,-0.6364001
Q9H9A6,0.247984149,0.003727135,0.29615693,-0.164803828,0.485354937,0.367039943,0.351166011,0.438688525,-0.095312548,0.271723928,-0.146315261,0.057185258,0.376901697,0.397029674,0.358245223,0.204070847
Q9H9B1,-0.9792451,-1.8682241,-1.0002947,-2.1230119,-1.3814396,-1.2918755,-1.1766014,-2.2472652,-0.5390608,0.2057389,-1.297586,-1.2461706,-0.6253093,-0.7949028,-0.5984932,-1.4239701
Q9H9B4,1.1360708,1.1069058,1.2094931,1.2171525,1.0756391,1.0144594,1.1531421,1.0836375,0.56772,0.4804059,1.082193,0.9917984,0.4155361,0.8682941,0.6657267,1.1134122
Q9H9C1,-0.5545599,-0.3183981,-0.2932387,-0.4244544,-0.3941322,-0.2959907,-0.3810354,-0.1894106,0.1523476,-0.1096671,-1.0900107,-0.2653429,-0.6857736,-0.3939586,-0.5131031,-0.1544405
Q9H9E3,-0.46693476,-0.75963895,-1.23513539,-1.04634217,-1.17056246,-0.83434115,-1.30736439,-1.94163859,-0.1238869,-0.05870064,-0.5943043,-0.46165028,-0.21598554,-0.74845313,-0.23308006,-0.56439956
Q9H9G7,-0.3521247,-0.2845955,-0.6868458,-0.3068618,-0.1976857,-0.2949068,-0.3267903,-0.2494631,-0.2087362,0.4338479,-0.3879015,-0.1319393,-0.3342589,-0.4447578,-0.2401968,-0.1157658
Q9H9H4,-0.32806085,-0.44813408,-0.36158867,-0.19818757,-0.29412685,-0.65757566,-0.5515805,-0.63908863,-0.09762612,-0.32595518,-0.18855902,-0.13312765,-0.22774148,-0.25523235,-0.03424506,-0.39647939
Q9H9H5,0.47578565,0.50146126,0.6254054,0.47636937,0.87873568,0.89565706,0.92967894,0.9831812,0.08670184,-1.0032353,0.29219903,-0.69377425,-1.00372561,-0.59477939,-0.41986311,0.32482359
Q9H9J2,-1.7708925,-1.9430766,-1.1380907,-0.8404474,-1.2052301,-1.2451659,-1.278332,-1.0814883,-0.8717624,-0.6019703,-0.4058751,-1.6544647,-0.5947079,-0.4789794,-0.5914052,-0.5518947
Q9H9P8,-0.3576218,-0.3660148,-0.3073914,-0.2025835,-0.3450541,-0.4708177,-0.2411018,-0.1286516,-0.8962544,-1.0921948,-0.2605008,-0.1419775,-1.1295482,-0.6864714,-0.7970226,-0.3488109
Q9H9Q2,-0.22483894,-0.17309158,-0.15584933,-0.09145625,0.28743552,-0.12619705,-0.12118847,-0.26669031,0.07817074,-0.5158263,0.0538106,-0.70005215,-0.18456112,0.2601999,-0.15151257,-0.74829915
Q9H9S4,0.36670063,0.14151024,0.3275757,0.50569741,0.26781328,0.23265205,0.06367801,0.05015101,-0.05139282,-0.50979966,0.50912484,0.81437585,0.07610792,-0.34253529,-0.49254882,-0.14600926
Q9H9T3,-1.2453756,-0.7949237,-1.0402508,-0.7475374,-0.5651073,-0.854894,-0.9317638,-0.9335275,-0.5473531,0.2818214,-1.2733467,-0.5481542,-0.4081085,-0.4237449,-0.1647,-1.078096
Q9HA64,0.4734741,0.59814832,0.69144572,0.59782417,0.26362868,0.34296464,0.52195415,0.60768275,0.34898997,0.11568415,0.81317326,0.82459767,0.33635488,0.30814023,0.05822578,0.54838892
Q9HA65,0.11006217,0.16811232,0.21668886,0.17947803,0.02495489,0.24309555,0.18471712,0.15292627,-0.20510693,-0.77823425,0.3771457,0.23266623,0.29232335,-0.24803681,-0.31935376,0.07203299
Q9HA77,-0.5839604,-0.3983197,-1.065296,-1.017006,-1.0668691,-0.3421684,-1.4109043,-0.8538646,-0.4777924,-0.4096589,-0.8467214,-0.9713556,-0.4999205,-1.569397,-0.8888665,-0.9795934
Q9HAB8,-1.74870236,-0.38184613,-1.2749064,-0.42929015,-0.0862771,-0.19763249,-0.4454067,-0.32335264,-0.16274175,-1.06063056,-0.58474627,-0.28239133,-0.03835214,-0.1211095,-0.49028787,-0.64735188
Q9HAD4,-0.6169629,-1.6387682,-1.1702258,-0.9139043,-0.3586012,-0.5846285,-0.5090426,-0.6564465,-0.8811143,-2.0316759,-1.1440062,-1.1622255,-0.8527485,-0.6798287,-0.5569851,-0.7250929
Q9HAP6,-1.0011573,-0.5148123,-0.5922178,-0.4756347,-0.574254,-0.3612286,-0.5310198,-0.5332169,-1.1422521,-1.5330068,-0.925292,-1.4636898,-1.1706756,-1.6176707,-1.265453,-0.910433
Q9HAR2,0.2983646,0.2976011,0.3264103,0.2010521,0.3839847,0.3969141,0.3000463,0.2010794,0.2092844,0.638958,0.3410201,0.1478364,-0.544068,0.2496944,0.2615593,0.1221104
Q9HAT2,-0.60934567,-0.22372727,-0.2726309,-0.13592199,-0.27620086,-0.2367525,-0.35232501,-0.24100906,-1.09184805,-1.01653839,0.34338472,-0.73589208,-0.0576524,-0.05138879,-0.47756217,0.24273847
Q9HAU0,-0.13109011,0.07087422,-0.35545674,-0.09638864,-0.1581315,-0.0809488,-0.16437398,-0.46907171,-0.27032033,-0.87788528,-0.14566033,1.0271065,-0.46876972,-0.91737079,-0.72374421,0.23492675
Q9HAU5,-0.5727958,-0.3656943,-0.8111333,-0.6019765,-0.6472279,-0.6552944,-0.7325761,-0.8180259,-0.7094231,-0.4276842,-1.4001881,-0.6194504,-0.4325609,-0.617377,-0.9241513,-1.4751169
Q9HAV0,0.45845442,0.25130039,0.81095595,0.33304174,0.41656211,0.49628955,0.58789754,0.6852454,0.24390331,-0.03654044,0.93392975,0.76060827,0.605991,0.45027761,0.25867704,0.98362302
Q9HAV4,-1.35972894,-0.99766036,-0.72909242,-1.40845837,-0.95687649,-1.51542246,-1.66031027,-1.17203247,-0.05703207,0.71985694,-0.14892111,-1.62378553,0.18142204,-0.02651154,0.28560605,-0.33815839
Q9HAV7,0.37251251,0.38108148,0.26671658,0.60629623,0.22642239,0.22874707,0.02547268,0.1384333,0.18147084,0.35237935,0.40246597,0.10947976,-0.13557475,0.48972182,-0.33032669,0.03957044
Q9HB07,-1.31804318,-0.80130645,-0.68893131,-0.56880012,-0.21541554,-0.18731473,-0.60174568,-0.24330171,-0.67320303,-0.62823167,-0.50889417,-0.6492651,-0.01183279,0.0823427,0.09871799,0.26363036
Q9HB19,-0.2706738,-0.6401143,-0.7302396,-0.5200002,-0.6331614,-0.6354823,-0.3544533,-0.7939269,-1.3440531,-0.6518862,-0.8115664,-0.7400071,-0.2035192,-0.648514,-0.5009578,-1.688954
Q9HB21,0.08428776,0.05248254,-0.15161149,0.09798045,-0.05222547,-0.04763408,-0.09641901,-0.02696123,-0.9338074,-1.34050795,-0.22291163,-1.4427492,-2.18078265,-0.81082915,-1.24604322,-0.38632653
Q9HB40,-0.8294194,-0.7987812,-0.8450342,-1.4122806,-0.8897673,-1.2830188,-1.0304441,-0.7265445,0.1077342,0.1065499,-0.433301,-0.1657703,-0.5796448,-0.4834621,-0.7116754,-1.9907613
Q9HB71,1.3812965,1.3707819,1.3153544,1.3540575,1.0461951,1.1590296,1.0122788,1.111931,1.1158679,1.1358059,1.4649945,1.1648789,0.7487514,0.875768,0.7886217,1.0881361
