proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
P62847,38015000,,6351300,,10810000,13023000,12965000,21270000,10074000,,4367900,2538300,2820000,,8229800,,36843000,3851900,,18857000,6177000,9522400
P62851,357800000,544500000,206150000,23859000,491940000,195490000,153230000,55208000,906730000,12251000,386220000,28931000,512810000,80022000,1289000000,71994000,778460000,35802000,381630000,178480000,703540000,824500000
P62854,449720000,49858000,191210000,71457000,254240000,306990000,266060000,332500000,142730000,18319000,75837000,28512000,140980000,75882000,107130000,85925000,339600000,70095000,56430000,418880000,93154000,98571000
P62857,68342000,2199800,62289000,3031200,12011000,24046000,92869000,,19136000,4613100,10161000,27361000,53834000,12965000,56251000,45670000,42509000,18174000,14046000,47229000,20084000,45504000
P62873,1229800000,1589000000,464990000,293380000,732020000,1272500000,1143300000,3903700000,3508700000,848320000,1811100000,253840000,709330000,538600000,2384800000,139910000,2014000000,1058400000,323190000,763470000,800700000,1793600000
P62879,687800000,265480000,176190000,36539000,358340000,418090000,684070000,827800000,1120900000,169830000,477880000,49717000,170200000,13070000,760550000,,472390000,337880000,18327000,178640000,262380000,579720000
P62888,28840000,3754000,4861400,,6582800,13585000,14509000,5147600,20622000,,1956700,,,,9757100,,19272000,,,4191600,,
P62899,42526000,,,4736100,17924000,22639000,21902000,27029000,36301000,3650900,3404200,7183300,13753000,3380300,16602000,15472000,51007000,,8334800,4218400,7524800,15664000
P62906,189050000,12395000,50826000,28906000,144270000,109540000,129040000,125100000,109100000,17898000,30096000,21622000,60401000,14707000,48560000,249590000,193760000,18827000,27653000,79242000,29856000,61309000
P62910,35454000,,17698000,,38303000,96377000,95594000,82847000,26847000,,6374200,,10222000,,13905000,,79210000,8626000,,7941900,22852000,20550000
P62913,207090000,12696000,123830000,41377000,134310000,250720000,138540000,110880000,61753000,10598000,27252000,29612000,121730000,39913000,59738000,32482000,258540000,40244000,70500000,198080000,92353000,128830000
P62917,353410000,,100620000,8295000,185280000,135830000,389370000,59839000,34238000,16736000,70707000,17729000,69019000,40689000,50330000,27823000,331940000,12954000,103970000,71650000,43372000,28911000
P62937,629290000,331390000,936340000,60654000,646480000,1372300000,1255700000,1627700000,2912200000,248360000,494880000,208400000,212730000,137780000,2303600000,346910000,2293100000,1012700000,314290000,615500000,509680000,1011000000
P62942,14470000,8712400,10664000,4589700,14358000,27012000,29340000,31718000,39017000,8007000,20188000,4948000,15637000,,34996000,9081600,34095000,5779300,8253500,8646600,11312000,12917000
P62979,522210000,538770000,304540000,351190000,484090000,354870000,508750000,585140000,1166900000,419040000,488380000,287840000,392830000,377780000,1334200000,327570000,694440000,509790000,356120000,633310000,344140000,440430000
P62993,12400000,8326400,26149000,4476900,21669000,37238000,15770000,50234000,52354000,10152000,11312000,7596400,18478000,6726100,17908000,9221800,38932000,26535000,11159000,21812000,19957000,24260000
P62995,14162000,,,,11196000,,6374100,,,,971880,,,,2777300,4064000,,,,8265700,,2192000
P63000,673860000,452100000,232440000,65861000,370670000,722660000,624040000,748770000,803010000,172520000,464350000,49704000,184860000,141760000,828640000,104840000,633000000,254710000,191830000,371440000,299590000,492130000
P63010,446270000,230580000,437560000,245260000,482010000,808790000,580200000,1620600000,830500000,125180000,406380000,185820000,485660000,192820000,677470000,78236000,739270000,363960000,147120000,637450000,601520000,571640000
P63027,630050000,1549200000,410120000,212920000,300860000,640340000,239930000,2264300000,1290700000,620920000,824400000,800590000,1244100000,922450000,1005400000,363150000,1096800000,902190000,135070000,1765000000,1583100000,1052000000
P63092,243940000,149270000,87259000,38789000,171320000,172230000,378040000,184530000,595940000,30273000,161200000,48659000,51781000,37212000,268760000,40872000,163120000,104240000,19228000,91040000,90014000,508030000
P63096,33961000,107900000,5681700,17669000,13825000,22125000,3534900,251930000,225000000,64970000,68643000,28953000,43296000,34498000,138480000,15815000,103290000,68971000,5277200,69054000,50214000,73460000
P63104,365530000,464630000,232130000,196570000,177360000,460700000,280380000,1277900000,1573200000,368320000,563820000,159370000,349310000,257300000,843490000,80391000,1234900000,441660000,217320000,640070000,301580000,355380000
P63151,37165000,26140000,35380000,29441000,45252000,105040000,120850000,51032000,86209000,8923500,36881000,16561000,42804000,13409000,52117000,13741000,74990000,41681000,7899500,55286000,63426000,70011000
P63162,25933000,2665900,76490000,2653500,91468000,18740000,39545000,10203000,7690400,2446800,3438900,15455000,3102300,3453100,53760000,15901000,39888000,8465400,25496000,76424000,10061000,27764000
P63167,33182000,6052300,139630000,4222800,50563000,75671000,72137000,33045000,22291000,5278100,30120000,12348000,13146000,15289000,43746000,11125000,63619000,28184000,7822800,29080000,64970000,39582000
P63172,33482000,,26893000,7784200,24234000,8085100,53408000,3278300,8581800,3141300,8875900,3992100,23510000,4539600,4517200,18587000,61028000,14192000,30386000,31337000,,
P63173,44761000,,19333000,4280400,15360000,22173000,13298000,3229300,17142000,,6885100,3645000,,,11403000,,16178000,,,8561800,10675000,7359000
P63208,43477000,15650000,40559000,4066200,30148000,71054000,37090000,39814000,56554000,11873000,35328000,14269000,25710000,13388000,44363000,17172000,55329000,29444000,5980200,26477000,34811000,51343000
P63218,46486000,9606600,23266000,21859000,49559000,18238000,25972000,22240000,54472000,27568000,82412000,11696000,16432000,6772400,47355000,,44784000,36831000,17089000,22594000,19274000,130420000
P63220,44445000,,,,,,,,,,2236200,,,,,,5359700,9063800,,,,
P63241,79755000,24803000,91242000,9019800,93058000,168240000,161540000,92689000,351020000,12521000,40769000,30184000,46109000,28652000,155500000,30239000,219550000,62868000,13435000,90534000,40382000,68350000
P63244,1204200000,8796100,203010000,12341000,158110000,252280000,155100000,383780000,223160000,,46354000,48765000,123110000,46478000,230440000,40998000,236890000,42599000,39553000,36071000,95999000,107370000
P63261,,,,,2824000,6532100,2860400,3706300,7269200,,,,,,4472900,,2113500,,,,,2187100
P67775,28004000,9139300,36942000,,23619000,56732000,34589000,58233000,62277000,5229800,7213600,3821500,6536700,5284500,38388000,6013500,39860000,34378000,8159900,19294000,10024000,14761000
P67809,11194000,,6764100,,47936000,9243200,48776000,4467500,3757000,,4062000,6421900,8646800,,5785000,17945000,5757300,3637400,160340000,,7349600,4144000
P67812,233460000,6376400,23761000,3577000,106860000,101970000,85283000,15296000,80410000,,54972000,32464000,53766000,9099700,69721000,112400000,104320000,6288500,,81371000,35142000,146790000
P67870,49136000,34779000,99964000,11146000,143730000,69221000,100730000,35151000,45749000,14251000,45233000,16203000,16600000,37410000,32835000,50664000,36205000,40607000,51297000,31167000,23394000,44735000
P67936,24789000,,9525700,10797000,16097000,15622000,10994000,2256100,15388000,14146000,5817000,6841200,10147000,,6162700,4028400,,4163800,18115000,,5943700,24877000
P68036,29024000,,22872000,,16930000,46090000,28093000,50051000,58317000,,23644000,4469800,,4989100,30920000,5326100,42959000,25055000,,10548000,12134000,26475000
P68133,169920000,21663000,116050000,51985000,126510000,322340000,315330000,321580000,347550000,17677000,20100000,25889000,68395000,26923000,244530000,11093000,203400000,78347000,152850000,67415000,248340000,97361000
P68363,186510000,,8991400,,13298000,603610000,18156000,100400000,1085200000,,142820000,,,,73614000,,537590000,30099000,,5388000,6728400,
P68366,100680000,1287800000,426100000,485810000,339920000,472130000,78039000,3200800000,666090000,568460000,392400000,285320000,39829000,392030000,729820000,60861000,768380000,1084600000,53918000,913680000,1048900000,543320000
P68371,5804400000,5878100000,10322000000,4256500000,9078800000,22186000000,13173000000,25005000000,16818000000,3825800000,5261900000,4235700000,8191200000,4043800000,11319000000,1562500000,16290000000,12122000000,4576200000,16611000000,8491300000,10601000000
P68400,100380000,44884000,207670000,5990300,298870000,130870000,163850000,33174000,51678000,17928000,51005000,18947000,23548000,45070000,34266000,99604000,58844000,91868000,58942000,49430000,69170000,97799000
P68402,43078000,16565000,32081000,12953000,34257000,71806000,50597000,49336000,176460000,5015600,18512000,20104000,5999100,26973000,98073000,10491000,90564000,44963000,,67603000,44656000,62371000
P68871,25259000000,11705000000,25163000000,5826100000,17463000000,32849000000,18580000000,21912000000,32119000000,4864800000,23699000000,3439100000,18728000000,9495200000,30514000000,11703000000,19700000000,17402000000,12370000000,9489300000,17615000000,24873000000
P69891,50683000,,42959000,4057500,15992000,53491000,39850000,59114000,184340000,5461100,12287000,6967400,35751000,5219100,106130000,16953000,36757000,19420000,13596000,19916000,340520000,17772000
P69905,30698000000,7099200000,22180000000,4754000000,15995000000,22752000000,13049000000,16086000000,26010000000,5029800000,25596000000,9800800000,12488000000,14254000000,33299000000,14994000000,18204000000,17108000000,12168000000,6443200000,17136000000,22718000000
P78324,412070000,891920000,322120000,127420000,236360000,367420000,286060000,1615000000,800000000,622710000,481300000,406860000,541300000,1222200000,585010000,121120000,576140000,1564400000,361680000,1031100000,551650000,501310000
P78330,,,,,,,8108400,3860200,,820720,,2084600,,,,,,,,8917300,,
P78344,,,4640900,,4592900,,,,,,,3146300,16868000,,,,15641000,,,,2681600,
P78347,6609700,,15207000,,19734000,15237000,18209000,15484000,6053300,,,,7595300,,,,16221000,1772400,,15093000,3900800,7707000
P78352,,21112000,,,,9227100,,47731000,28938000,12966000,14455000,1313400,2618300,4437900,16668000,,7173300,8964000,,,6660100,2792800
P78356,6977800,22264000,13357000,10663000,7736100,19881000,9430000,33196000,21100000,5571000,,4951700,9614200,14588000,28502000,5361800,12431000,10499000,2354700,21454000,9850100,9898200
P78357,227130000,621150000,275510000,63027000,56803000,515390000,224900000,862850000,1017500000,192640000,376080000,49683000,119880000,131270000,820560000,74554000,470080000,345290000,17782000,287720000,202760000,361570000
P78371,2186800000,30821000,357640000,105210000,400890000,795120000,385230000,664540000,502370000,22897000,142810000,36630000,334530000,26540000,279330000,36244000,393200000,122390000,269880000,226630000,459940000,345500000
P78381,,,,,,,,,,,,,,,,,,,,,,
P78383,3837800,1204700,,546210,,2406700,1506300,,,1119100,2238900,,,,7871900,4294400,2298900,2319400,,5016300,1927300,
P78406,,,5845900,,7930500,5026700,5037900,,,,,,3091600,,,5979500,,1891900,950920,12378000,4651900,6642500
P78410,,,,,,,17958000,5851900,,,,,,,,,,3386400,,,,
P78417,17980000,,25692000,,14516000,4168400,,,186890000,,21311000,,16004000,,86091000,,51984000,,3889300,,52657000,38919000
P78527,2857100000,171580000,2268600000,362840000,2032500000,1078300000,801410000,359370000,346660000,107030000,417700000,197230000,691430000,911890000,714830000,588280000,679260000,368990000,1403700000,1291200000,677940000,493280000
P78536,3139600,,,1719700,5692100,,21923000,2279400,2453600,,2543400,2777200,3745800,,3602900,11342000,,,2401300,,2799100,2995700
P78539,,,,,,3470900,,,,,,,1480300,,,5713900,,5644500,,,5179300,
P78559,12926000,44227000,187950000,61775000,29534000,164850000,84355000,401520000,449320000,29640000,123720000,38329000,117750000,36069000,211560000,12102000,421150000,176740000,22995000,166370000,130210000,73986000
P79483,247270000,16257000,18696000,47683000,157780000,85817000,787120000,445200000,97220000,12336000,164440000,26171000,29286000,28023000,172120000,51503000,10496000,57196000,34393000,17012000,51140000,236850000
P80188,4715300,12420000,3851400,,5608500,45045000,33305000,,7368100,5581700,3633700,,7966500,6839800,9864800,,5464100,4962300,49069000,,16783000,
P80303,19380000,12336000,17675000,,20804000,18838000,23603000,18432000,14279000,3248800,5810000,14780000,,4820300,9413700,74973000,6740400,26619000,,98129000,9610400,21670000
P80404,21144000,23263000,2436700,9524500,3981700,19389000,6576900,23258000,164170000,24608000,60370000,10099000,63436000,13283000,103880000,120090000,8555400,64001000,,21873000,12692000,37456000
P80723,225750000,2011400000,163440000,442420000,516410000,458930000,229810000,3210300000,1784200000,1462300000,1144300000,477340000,1245800000,308860000,1174700000,117350000,2799600000,532540000,163260000,610890000,597730000,847270000
P81605,,,,,,,,,,19288000,,,,,,,,,,,,
P82650,,21583000,3158500,2483700,5082500,8121100,13364000,11125000,3767700,20472000,7776700,5564100,5832900,7029100,13229000,69465000,2722700,4913000,,13382000,3742400,6321000
P82909,17373000,34037000,,,,15723000,3442200,27172000,24362000,29479000,27640000,8085300,16317000,25640000,60767000,48259000,4768400,22856000,,4348600,13063000,42281000
P82912,,,,,,,3451000,,,3234500,,,,3605700,,25091000,,,,8681000,,
P82930,,3222300,,,,,,6889800,,,,,,1863700,,12191000,,,,,,
P83111,4558500,45030000,,,,31575000,12000000,40373000,7821900,21255000,6889300,1969600,,13249000,8820100,88183000,4429500,73410000,2687800,4504600,2777900,13720000
P83731,134950000,32321000,87431000,53935000,98012000,194000000,152560000,145390000,76604000,28841000,34569000,30193000,69824000,36983000,76039000,70011000,226160000,65979000,37552000,226070000,81333000,80406000
P84022,7867300,2101600,,,,5224300,4307200,4242000,5075800,,1950700,,2088700,,,3681600,,4685800,,11430000,,
P84074,36170000,67591000,42716000,4829900,33710000,106180000,29700000,65132000,61002000,19972000,32553000,26480000,34238000,19474000,44984000,13323000,33309000,56168000,6399100,60703000,31395000,52133000
P84077,194670000,240740000,148060000,227840000,126920000,366190000,169070000,485700000,434960000,71994000,151270000,145030000,138880000,165500000,317230000,100500000,206240000,338240000,80608000,601310000,71307000,157640000
