proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
P53680,147850000,159180000,185390000,71216000,163650000,293220000,276600000,494090000,227380000,118350000,116800000,133430000,96328000,157380000,273340000,46478000,231040000,144850000,93334000,242820000,270430000,275420000
P53779,,15573000,2945100,8545100,1332400,,,,,8680200,,7587700,2266500,12037000,,3038100,5493100,14651000,,52791000,5055000,3327500
P53801,17460000,,,,10098000,,11958000,,2193200,2865500,3327500,3473000,,,,,,,14801000,,,
P53985,240340000,83309000,42613000,17002000,87979000,224600000,293450000,111870000,233280000,5898500,54647000,38241000,41725000,20806000,152460000,38394000,186880000,36392000,90456000,27948000,51093000,228970000
P53990,38625000,21413000,38730000,13347000,29365000,65995000,46744000,54845000,23488000,8718300,13870000,14903000,26502000,11404000,32621000,25047000,51635000,27172000,28879000,52496000,16993000,40854000
P53992,73342000,18298000,72700000,14713000,52275000,87836000,68095000,43267000,46849000,22202000,32713000,36722000,61009000,30047000,69318000,84437000,41404000,73264000,17302000,232300000,34887000,59791000
P53999,4505600,,131750000,,26929000,31101000,59633000,,,,,,4685300,,,12197000,3360100,,99398000,4224800,2836700,
P54105,13923000,5961000,15698000,5085900,30420000,23973000,19721000,8558800,12899000,4598900,5574400,,19850000,,,,10575000,12066000,10188000,14691000,14670000,12451000
P54136,250560000,18027000,392620000,48440000,394580000,553780000,403320000,126030000,136920000,5542200,61736000,16599000,144510000,50426000,106490000,12582000,317960000,51481000,230690000,116270000,236000000,208430000
P54289,21861000,112140000,4422400,4638200,15778000,12162000,950070,128580000,48826000,74197000,58921000,27875000,17219000,57051000,91421000,11267000,41784000,61015000,,67036000,29292000,93120000
P54577,12843000,,28403000,,5828400,44524000,14126000,25448000,42330000,,,,26691000,,,,80054000,,1770400,6860700,,10939000
P54578,291530000,41198000,103060000,94197000,104010000,291010000,93673000,222490000,200790000,12765000,82773000,58037000,135630000,13964000,180660000,5376000,191880000,84159000,31107000,175740000,87823000,161510000
P54619,35107000,85058000,20163000,33520000,27176000,53266000,36055000,40204000,34487000,34343000,12889000,5581300,35904000,8139900,49005000,33819000,18840000,32176000,17404000,51801000,25787000,59818000
P54652,5310000,103690000,54731000,29223000,10404000,1434900,1558800,69591000,169660000,25484000,66323000,17896000,75540000,68531000,167900000,,27746000,34543000,24994000,39096000,62639000,122830000
P54707,1262300,80653000,26345000,26055000,30515000,,31794000,107290000,49082000,61813000,46997000,17356000,40135000,21122000,32808000,,67616000,46130000,11946000,,22686000,76611000
P54709,207200000,122420000,88129000,33160000,268240000,414220000,218000000,165430000,214860000,43702000,157350000,19526000,95031000,39737000,246420000,126940000,335630000,81436000,78257000,136710000,81920000,254250000
P54750,,3984200,,1773900,,17452000,4658100,55696000,1931500,4961500,669870,9896900,,,,,,17881000,,18904000,,
P54764,,13680000,1880200,,1521500,1890000,3913600,17826000,,7729200,,,,,,,6541500,4809400,,1649200,5972200,10397000
P54793,4634000,,,,,,,,,,,,,,,,,,,,,2169700
P54803,,6858100,,3962300,,18527000,14771000,10060000,,5317000,,,,11666000,,,,,,,,
P54819,60737000,47455000,18793000,13004000,46829000,75224000,89595000,28204000,67306000,11023000,29590000,34037000,47728000,41785000,116460000,136320000,26982000,48871000,11657000,21527000,12623000,54743000
P54886,14095000,6406100,,5970600,,10529000,12050000,20080000,18889000,6919600,4088100,,18490000,,14254000,41319000,6425800,1765100,1598100,34759000,3625600,6944700
P54920,221810000,50969000,84370000,18090000,63408000,148060000,138000000,185820000,231700000,15028000,72306000,15777000,43031000,23880000,126760000,10987000,108050000,84117000,37685000,41711000,71912000,87251000
P55010,7147400,,12069000,,7564600,14495000,,9226000,23110000,,5433500,,1875900,,12143000,,18990000,2048600,2723700,2801500,4974400,8135500
P55011,6731400,54334000,18801000,29286000,11910000,42961000,37220000,58621000,35427000,14991000,38119000,15184000,22146000,25787000,104910000,5605900,50777000,36378000,5052200,38462000,9492200,59994000
P55036,41441000,,24485000,4096300,27054000,53919000,57881000,24445000,17438000,,5562200,5833900,14795000,5237100,11687000,,30426000,3367600,11860000,9642800,10027000,20551000
P55039,16683000,,1762200,4938400,7727400,,,,15932000,,2276200,3249500,6108900,2930900,11197000,3504500,13410000,4246400,2614300,16448000,1120400,5696900
P55058,31648000,,26263000,,225230000,3476400,63612000,5878300,9424800,,6657100,,10848000,12217000,26757000,,75654000,8776800,258870000,26398000,48925000,14526000
P55060,3703700000,33086000,141270000,48822000,2768000000,213990000,227770000,103810000,102780000,14404000,32000000,32873000,89601000,52555000,143460000,45237000,153110000,83189000,15486000000,206730000,48362000,115920000
P55061,75124000,11025000,7868600,,9468200,39372000,32219000,19181000,23289000,3390200,12964000,,,,29220000,17693000,35130000,9467200,3886100,35333000,6825000,35945000
P55072,1532700000,668750000,1403500000,634250000,974960000,1204000000,826500000,626040000,1111500000,1433400000,964490000,484730000,1582200000,511900000,903230000,777790000,507780000,793530000,571760000,1290500000,1281000000,482450000
P55084,700560000,788790000,141230000,247590000,176580000,684500000,566400000,921780000,1851500000,627720000,991570000,218040000,733140000,570500000,2070300000,1080000000,474260000,1046300000,81656000,326770000,361350000,1073100000
P55087,608590000,514480000,177120000,135210000,168790000,677430000,599630000,568130000,783930000,216400000,640590000,182280000,564190000,213250000,667090000,14263000,396220000,391690000,174080000,194630000,398050000,479470000
P55145,27691000,,14233000,,19002000,13148000,20634000,11188000,22581000,,1021400,,,,8621100,20003000,8577400,4290100,,6412200,6276000,22007000
P55157,25450000,,7273000,2944000,29151000,,,7404000,5360700,,5061300,3086100,3709400,,6701100,,,,,,10650000,13217000
P55160,26500000,4853500,21457000,,46397000,11743000,11042000,9859100,21441000,,29399000,,4765300,3113300,31214000,,19771000,3782900,11602000,,18751000,29700000
P55209,32550000,10989000,32773000,18482000,75154000,48274000,71755000,20307000,67868000,,14534000,45848000,13153000,62792000,13626000,16562000,53941000,56238000,9925000,25260000,30716000,169680000
P55265,50284000,,25842000,,40904000,33757000,28465000,10171000,27382000,,12735000,,14414000,,34730000,4214700,21593000,4159600,2338700,33665000,30963000,93994000
P55268,6114400,,3505000,,2106300,,8575700,,4992700,,,,,,,1516600,1181100,,,,,4145700
P55283,10659000,,3024300,,,,,,,,,,,,6155100,,,,,,1358300,
P55287,,,,,,,10423000,,,,,,,,4581800,2660900,7719900,,,,,15058000
P55290,11181000,72831000,4876500,2053200,2317300,,,63936000,30327000,11326000,22093000,6001100,26559000,7819000,27974000,,38429000,4623700,2150100,9413700,28979000,38666000
P55735,33666000,,37231000,4303100,48097000,32076000,57046000,19570000,7221200,2895400,5339200,3429600,15727000,5219400,35194000,,10259000,16639000,13727000,38512000,3802900,
P55769,9250700,,4896900,,,11849000,6990800,5296300,,,,,1670100,1997200,1685700,,,,,16957000,1351300,3121500
P55786,90630000,137670000,129280000,25747000,110590000,166570000,180060000,334960000,872530000,47830000,159140000,42788000,69282000,58085000,501730000,30204000,458520000,236120000,19655000,115280000,139060000,464890000
P55795,33067000,11936000,63574000,9075400,36103000,39911000,38549000,50473000,17249000,7981100,11611000,21955000,51694000,18413000,22524000,33652000,40432000,53910000,2451500,328650000,22288000,12394000
P55809,16990000,151400000,,8068700,,30969000,7292500,264020000,141480000,108280000,165220000,31031000,57842000,67414000,179790000,55538000,24448000,51563000,,19670000,27854000,107280000
P55884,51253000,9631000,89948000,,95031000,83762000,86821000,45843000,94949000,3643800,18037000,8470500,14321000,9661700,86115000,4855900,130990000,20443000,31097000,27289000,45565000,29809000
P55899,24702000,10052000,16687000,5079600,26136000,43739000,32342000,55845000,18155000,,31811000,7505000,12152000,6200800,78933000,9613200,40063000,3271600,,2494100,21576000,49672000
P56134,95984000,297990000,21840000,,24511000,87009000,45580000,120850000,488330000,129610000,216900000,16949000,26842000,68457000,342110000,179020000,193530000,434900000,2383300,41896000,41290000,117620000
P56181,,58145000,,,,,,,,36870000,,,,,,42346000,,7786700,,9401400,,
P56182,,,,,,,,,,,,,,,,,,1571300000,,,,
P56192,100560000,9573600,258530000,51243000,127430000,207580000,193780000,148500000,45832000,12537000,30646000,37134000,107200000,26157000,20056000,11596000,108220000,57107000,95299000,145340000,116650000,262220000
P56377,,6995800,7878800,13672000,8455300,33676000,24708000,20145000,,3135900,,10094000,8152700,4644400,10897000,1569900,14119000,5756700,3948900,,5290200,13629000
P56378,,35249000,,2367100,,,,10331000,31072000,14820000,12435000,16685000,,3666700,16971000,8210300,,29918000,,2560600,,9622200
P56385,254590000,1747900000,75769000,154960000,53508000,369210000,167020000,499120000,804090000,1133700000,638310000,280470000,304600000,436750000,833510000,883060000,155300000,713370000,18042000,336180000,156140000,374030000
P56537,12498000,,,,,,20477000,,6844000,,2221200,,8966700,,7246900,,9833600,6742000,5536100,11475000,,
P56556,66886000,547670000,17225000,41461000,39521000,148420000,84989000,207740000,177080000,368780000,111750000,78893000,166980000,166180000,257970000,566460000,41057000,352450000,2641600,128330000,35795000,91321000
P56557,4261000,,,,,,,,4660900,,1804300,,,,1667200,,1688900,586090,,,,
P56589,61714000,3226600,,,3911200,,,,12499000,1943800,27106000,,6925000,,7933300,19037000,3224700,3085200,,,,
P56937,6475000,4025900,,,,4828200,6399800,5380100,8576900,1689300,,2456400,,2293700,,39319000,,9052900,,5221500,,6996100
P57087,40431000,69183000,13150000,16932000,33631000,19026000,50439000,33575000,87187000,41855000,51025000,15528000,44352000,17239000,55267000,23475000,25875000,67346000,12752000,56530000,8886300,49056000
P57088,583500000,282840000,185240000,66138000,154370000,269580000,188170000,158610000,434560000,218990000,169790000,122330000,83380000,118490000,183770000,417750000,177250000,175720000,61229000,450250000,159830000,271920000
P57105,71077000,86454000,15288000,11262000,5251500,45958000,29389000,32252000,83056000,19303000,94440000,15089000,27746000,19848000,123380000,167110000,21604000,54185000,1092600,43604000,15988000,65229000
P57678,8910900,,16304000,,10947000,7059900,4170800,,,,,4397400,6822800,,5273600,,,,1912100,10850000,3383400,6104000
P57737,29221000,,5005600,7508600,16972000,20250000,55628000,43121000,48544000,,3022500,4735400,9390500,2804800,34710000,4895000,73360000,6350200,5654600,67376000,10227000,11713000
P57740,6348600,,6215200,,6726500,,,,,,,,,,,,,,,,,7412700
P58546,32766000,6941800,51815000,8895600,35710000,105240000,49032000,59155000,261100000,7269400,31524000,18709000,57428000,4274800,233000000,18171000,109670000,28220000,23439000,45322000,37625000,72279000
P58549,,23641000,,10886000,,,,45125000,21265000,16480000,17527000,5987400,8506800,11732000,19508000,4615800,21181000,15214000,,22568000,14912000,8811000
P59666,1180700000,82015000,1560700000,42416000,976490000,4010800000,3648000000,244880000,1149600000,65881000,335980000,11203000,361300000,103690000,426810000,11656000,538800000,192170000,2196600000,159370000,1973600000,357050000
P59768,42649000,69259000,15654000,9185500,21038000,23837000,22516000,279080000,141510000,21584000,114260000,4856100,50639000,14339000,73024000,19718000,72080000,53569000,3520700,57798000,37086000,90085000
P59780,,4464400,18666000,,3171200,,,,,,,,,3405400,,,,,,11373000,,
P59998,160510000,41576000,158970000,68525000,322630000,402930000,480470000,206670000,317960000,56028000,105600000,70275000,205710000,86306000,160880000,43053000,200760000,91431000,242290000,33939000,261490000,204620000
P60033,4923600,,2232800,,3778100,15001000,,,49579000,,1786400,,,,4003900,,3874000,5930200,,,,
P60174,190130000,276500000,357110000,113080000,202400000,426520000,304770000,557560000,1761700000,185860000,446730000,81439000,238310000,116330000,1091300000,39971000,834690000,314980000,218730000,177100000,240420000,514870000
P60201,48815000,2356800000,663580000,977250000,137220000,2071400000,36087000,3365500000,3624000000,818670000,1466900000,30466000,472760000,659740000,2647500000,128700000,5464100000,2747200000,380230000,484710000,1070500000,3109100000
P60228,31359000,14336000,15665000,12949000,21877000,21863000,22408000,30745000,39319000,,10329000,3323600,19637000,2565800,31894000,,37494000,8907200,22841000,47787000,11670000,10171000
P60468,92082000,46449000,48064000,26815000,81944000,53156000,38822000,,,37058000,31709000,30025000,57240000,43298000,49084000,106290000,59321000,,22209000,59361000,28205000,42094000
P60520,3898900,23924000,8163200,6487800,8302900,22384000,13655000,34918000,44460000,15630000,18359000,5778600,6945600,4225700,13120000,12457000,30544000,26078000,4133900,34769000,12166000,12939000
P60602,3006400,7998300,,,,,,,,12335000,,,4297400,1802600,,64273000,,11622000,,,,
P60660,1928400000,72296000,241080000,64799000,293820000,722820000,821540000,406820000,330290000,132740000,594830000,81027000,493480000,150220000,577710000,1073200000,509040000,540780000,212550000,130220000,246900000,1148300000
P60709,15314000000,9996200000,22378000000,7309100000,28891000000,27349000000,25134000000,29352000000,23980000000,7478900000,12008000000,8257800000,11897000000,8552700000,22525000000,6619800000,26411000000,11392000000,14675000000,13708000000,16067000000,28444000000
P60842,796960000,231550000,349570000,429180000,390030000,731140000,511660000,298490000,518470000,82888000,184620000,375610000,250060000,250350000,468580000,202580000,778530000,415280000,213170000,1153700000,204400000,482560000
P60866,557650000,27612000,355980000,59776000,201390000,485030000,307800000,218730000,110530000,25810000,72982000,93808000,166960000,109090000,157550000,78123000,340060000,102550000,82375000,301050000,142740000,120500000
P60880,43785000,490030000,69864000,87447000,25226000,162320000,12087000,734190000,552100000,233530000,382780000,150500000,196950000,159530000,382980000,29520000,456920000,230580000,11395000,330720000,260550000,234050000
P60891,157820000,13515000,184240000,6343400,92095000,378040000,74926000,51210000,100590000,6733100,36731000,10438000,67724000,15270000,74857000,12720000,99158000,43954000,19644000,99258000,84176000,152080000
P60900,70085000,65009000,44236000,12609000,59222000,65422000,60554000,46768000,100560000,14506000,52377000,28701000,37103000,34247000,119960000,26112000,48258000,78989000,121580000,37793000,55159000,66387000
P60903,94866000,8800400,55463000,17300000,277150000,233820000,377420000,88069000,152110000,,163900000,,28666000,3862300,221910000,4016500,140790000,,121520000,8037300,151660000,87088000
P60953,90157000,115690000,164650000,51202000,414020000,189420000,132060000,175560000,135700000,51343000,71892000,74354000,19690000,43597000,55408000,19584000,217450000,27338000,57793000,66788000,187210000,81618000
P60981,49454000,38988000,87631000,17210000,78894000,172220000,85838000,78689000,66304000,12204000,33404000,29525000,44601000,33559000,97264000,19682000,104800000,65360000,28917000,78465000,59242000,37777000
P60983,8052300,,,4592200,,14400000,13220000,23285000,19905000,3165200,7814200,,6559900,4535300,21632000,3684900,18138000,6774700,,13043000,7483300,13630000
P61006,97146000,132970000,60266000,68526000,126310000,124900000,136810000,217380000,97840000,54100000,55706000,23531000,47720000,6454600,100300000,27209000,91085000,15070000,32929000,66365000,40604000,131120000
P61009,181780000,50671000,38571000,70965000,64543000,4092100,81007000,,36620000,48220000,66940000,62588000,,,108670000,11135000,13547000,51212000,21757000,19237000,22017000,114370000
P61011,,,8108600,,4510900,37996000,10741000,7653300,2915900,,,,5066900,,4212900,,8326700,,,16423000,2453200,13886000
P61018,,7054700,4759100,,7169000,6834200,7888100,12122000,13761000,3496300,,,,,,,10658000,5854800,2663100,9027200,,5877800
P61019,171220000,216180000,95452000,109050000,156850000,249080000,224430000,458350000,358400000,140950000,150760000,163880000,157940000,160850000,343780000,321980000,225440000,194610000,64601000,1040800000,142730000,228910000
P61020,150560000,126440000,109660000,39565000,173610000,218620000,164950000,210180000,182410000,59031000,150950000,28667000,102300000,52284000,266970000,89510000,232290000,87860000,67649000,226290000,110400000,215690000
P61026,651920000,575490000,404780000,237790000,581930000,913220000,623430000,756960000,847380000,333210000,579970000,234810000,457980000,307090000,998210000,301720000,1073100000,556580000,268710000,945530000,517830000,734720000
P61077,29857000,3256000,,3127600,,34569000,15752000,29101000,8953500,3537200,,3642800,6866300,7541900,8933500,5169200,26762000,11678000,,43899000,,
P61081,49021000,28615000,77358000,31251000,56777000,112240000,39530000,82795000,81028000,19191000,33910000,34877000,57661000,52644000,68076000,11880000,112880000,31154000,12467000,65212000,49050000,103780000
P61086,23882000,15835000,27315000,27655000,,24468000,,,40091000,9497500,8054200,10755000,,,21325000,11894000,46650000,16089000,9776800,66323000,8685400,15483000
P61088,172440000,85482000,126290000,49458000,65793000,229170000,189150000,270370000,306300000,61315000,89345000,93364000,99829000,63960000,96647000,37516000,247920000,197920000,59137000,248580000,62981000,122050000
P61106,237550000,224000000,95569000,110210000,321080000,352110000,315170000,519210000,260150000,113150000,115610000,137290000,122750000,158830000,275960000,178550000,458840000,117870000,190500000,748110000,92947000,418430000
P61158,52171000,24020000,39702000,3477700,170060000,208740000,251180000,230650000,140110000,10613000,31804000,9176300,33179000,11223000,87777000,9826100,84004000,50666000,71792000,28269000,74971000,89463000
P61160,21160000,19814000,25523000,10952000,101690000,102110000,130740000,119340000,84604000,7453200,34206000,1834000,26824000,4892200,56764000,1345200,60365000,21194000,51811000,17252000,35156000,58656000
P61163,181620000,62657000,183310000,89725000,128360000,310540000,166970000,384580000,155180000,41021000,103410000,67560000,106520000,142960000,238650000,33645000,240520000,236790000,83396000,363480000,167070000,318640000
P61201,90536000,8523300,80084000,5479500,82347000,169670000,119680000,96787000,82278000,2920800,37572000,2594500,21773000,,117890000,8414300,105400000,28089000,23703000,51547000,80538000,104230000
P61221,55426000,11625000,113490000,49973000,194630000,223680000,215210000,143860000,38879000,7488300,16855000,21863000,59445000,12688000,48542000,19163000,211110000,22481000,19245000,257820000,63090000,72846000
P61224,417500000,719700000,165750000,278340000,689320000,478000000,320540000,314830000,514800000,282960000,371690000,233440000,303430000,337450000,694830000,104670000,424830000,350410000,255370000,254710000,356620000,544480000
P61225,217190000,145110000,47377000,57061000,141340000,184970000,108360000,242600000,302990000,79350000,259450000,58275000,167910000,59650000,371450000,87061000,193920000,105000000,47454000,188140000,94346000,176010000
P61247,411950000,36704000,187540000,56798000,356610000,380460000,366980000,285280000,190710000,23093000,57254000,29171000,186030000,73747000,188770000,75781000,523070000,73484000,90293000,282940000,128150000,304400000
P61254,135270000,15148000,89700000,34738000,91788000,145700000,129180000,120970000,117640000,9369600,60959000,10804000,23879000,42498000,105690000,28761000,271560000,43779000,,106060000,63465000,76395000
P61266,71030000,874420000,216430000,210680000,21028000,492770000,27706000,2013200000,1281800000,498870000,773410000,280780000,366990000,313070000,730130000,67772000,930710000,583580000,24023000,832620000,783600000,437730000
P61289,6319900,,,,4508400,8368300,11552000,7368800,,,,,2033800,,,3042300,4116600,,,8223500,,
P61313,913090000,31849000,387290000,30034000,933940000,591600000,549500000,158480000,247250000,68809000,267570000,57929000,159460000,140320000,206510000,102630000,660880000,128650000,222500000,292450000,299310000,222030000
P61353,145490000,9745300,33093000,6851600,78369000,26168000,71431000,58136000,51793000,3277800,39272000,1916300,32504000,3198500,35004000,34237000,133070000,19992000,30877000,27856000,32512000,40213000
P61421,198140000,604210000,169000000,177070000,118800000,324150000,115800000,1028500000,701590000,263310000,427040000,233660000,398800000,343320000,677680000,284270000,334880000,447550000,82133000,898820000,515080000,166060000
P61513,7727800,,2251400,7562200,,,,,8419500,2796900,2949600,6717200,6076200,3842700,6312300,3527700,8603300,3176700,,16161000,,
P61586,,3145400,,6358100,,,15866000,15190000,,,4943400,15145000,1457200,471270,,,,,,,,
P61604,418420000,348160000,32382000,169020000,129700000,298750000,299110000,550450000,849770000,501550000,627520000,227640000,1035400000,679520000,1632800000,892520000,79689000,571770000,40007000,124330000,170280000,1050200000
P61619,401570000,148130000,121750000,66050000,132230000,163990000,141550000,72754000,103880000,44219000,136010000,29295000,168310000,71360000,180890000,374320000,201120000,64265000,46712000,165820000,77317000,85546000
P61626,,17768000,,3353800,,35750000,24415000,27638000,,12705000,44857000,,12582000,11985000,19808000,,20166000,32467000,23545000,8924200,13158000,
P61764,155690000,1017600000,264010000,113390000,63202000,476280000,69764000,3143800000,2033100000,566890000,769810000,367300000,437830000,184750000,900840000,75213000,1271800000,615620000,29962000,1113800000,656620000,486940000
P61769,427440000,71023000,177060000,148900000,599520000,641200000,976890000,395500000,329080000,55283000,494900000,307160000,154310000,91141000,571570000,213560000,586840000,272760000,179790000,172480000,152870000,678880000
P61803,606050000,295480000,158340000,148000000,205540000,358510000,309930000,194520000,175800000,177840000,252890000,111230000,341290000,158390000,317860000,575420000,321920000,164080000,76859000,547850000,96379000,196490000
P61923,24355000,,14743000,6672800,36163000,44487000,35922000,53792000,9485600,,4800100,,13206000,,19008000,,35392000,,,20910000,5883600,13704000
P61960,25859000,9554900,13974000,31198000,13917000,27018000,26961000,25935000,31991000,,10782000,,10466000,,30327000,8103600,25924000,13538000,,85303000,11085000,19609000
P61962,4891700,,18719000,1426600,14057000,17722000,9877700,9624000,10499000,,6823100,,7841300,772690,9942100,3262500,11437000,12191000,2861900,13421000,6460200,15249000
P61964,8936100,,23800000,,26389000,7773200,9891300,,,,,,,2393300,,,,,,6924100,1443000,12947000
P61966,,,,1188300,,,6296600,9552900,,,,,,,,,,2163500,,9692100,,
P61970,18435000,9491200,9198000,10508000,19879000,19255000,16827000,14905000,73528000,4636400,22204000,,14964000,4403100,15034000,6053900,15236000,14084000,23985000,9918300,7452700,10934000
P61978,472170000,127540000,421540000,116930000,498550000,457600000,427010000,278480000,302840000,79507000,96709000,222270000,187950000,188690000,192690000,301160000,354590000,345940000,135580000,1260600000,170500000,399320000
P61981,129170000,365740000,209650000,264240000,128740000,199450000,146860000,578900000,560300000,236560000,339960000,212150000,254410000,280790000,361070000,73839000,452630000,268180000,108420000,484260000,136210000,258790000
P62068,,8777000,4922800,,5838600,9314900,8152500,9603900,,,,,,,,1984500,4141000,6827900,2558800,12554000,7074600,9939600
P62081,85281000,8981900,36946000,,58723000,16672000,84908000,67333000,47478000,2103900,12548000,,,15531000,25819000,3990700,107650000,12233000,2228400,48394000,16260000,25437000
P62136,4760300,,,,,,,,3741500,,,,,,,,10206000,,,,,5049700
P62140,29834000,17515000,18632000,4128900,31351000,72260000,34599000,52707000,137480000,3437900,13366000,4766400,18445000,1250900,36843000,2521400,15145000,25163000,16934000,40107000,7828900,7177300
P62166,,,,,,,,,,,,,,,,,,,,,,
P62191,333170000,1069000,157410000,30430000,307370000,293570000,425060000,173050000,69795000,,25595000,13990000,137010000,3525400,38532000,885280,241180000,10718000,138780000,93905000,96387000,271810000
P62195,241870000,4956600,165360000,55624000,264780000,280840000,333070000,215770000,88587000,1255400,18854000,22588000,231380000,1914500,31932000,6937700,269250000,16263000,105100000,119970000,163580000,204370000
P62241,610610000,48807000,368080000,196820000,619350000,948690000,703740000,340040000,233110000,32516000,183590000,116610000,449250000,120190000,221670000,128590000,961310000,154050000,426330000,619210000,318560000,378600000
P62244,688350000,159180000,715000000,304540000,625740000,884890000,828170000,315190000,341370000,86591000,234940000,92372000,451900000,179990000,432390000,351310000,641300000,252550000,59978000,757780000,335930000,514910000
P62249,1620000000,134380000,916870000,423100000,890940000,1283600000,1388300000,592960000,258390000,95585000,300100000,440630000,552790000,501790000,441990000,338500000,1010700000,314520000,184470000,1019200000,523710000,589770000
P62258,516490000,634300000,444250000,385650000,519030000,582990000,713680000,1091300000,2393700000,424490000,641750000,309450000,494270000,369230000,1135400000,271430000,1402000000,706860000,286420000,867600000,362900000,540630000
P62263,237920000,11907000,83505000,13128000,167560000,133010000,141540000,181830000,32919000,1720400,15846000,3963000,30764000,,36064000,15957000,141740000,9687100,22101000,115730000,38631000,57270000
P62266,176470000,38444000,81372000,132140000,156470000,314140000,156390000,230630000,77816000,25283000,42376000,66440000,57123000,52268000,80854000,38691000,123040000,46129000,74271000,294030000,97523000,87100000
P62269,465800000,107130000,627830000,249810000,679130000,845740000,980080000,986870000,218220000,72206000,149480000,91370000,607610000,105590000,268410000,148360000,1050800000,148150000,182510000,650510000,290520000,429680000
P62273,22352000,,14046000,,5220400,,17323000,22295000,11582000,,,,,,10265000,,25747000,,,6095000,,
P62277,557350000,,31748000,4999600,125000000,133720000,230870000,293490000,170110000,,74440000,,13054000,,105300000,10506000,209250000,48119000,13548000,59839000,34354000,29398000
P62280,708510000,56330000,440590000,183150000,536230000,827970000,527330000,621440000,217320000,46878000,107850000,87985000,238230000,81242000,307700000,67097000,810410000,110900000,78266000,795160000,238040000,303450000
P62304,23861000,,16163000,,24397000,13321000,13420000,4860100,,,4566300,,,,14141000,,12923000,7857800,15223000,12986000,12710000,38601000
P62306,11591000,,6854000,,16096000,,48909000,5911100,,,2240000,7910400,5402100,,6986300,37430000,5881600,5212000,15389000,48997000,4033800,23355000
P62308,7566000,,8438800,,6973500,6934500,18954000,4295200,,,,,,,5123900,7967000,,5970800,,16082000,,8531300
P62314,106540000,,132220000,10005000,128600000,112120000,108510000,32729000,13633000,,13052000,36944000,31892000,13636000,49014000,107920000,70702000,32874000,79230000,91518000,34880000,54339000
P62316,89874000,7221800,92340000,23220000,141610000,96525000,123250000,34662000,25345000,9054600,16394000,12622000,30401000,11039000,35664000,58042000,41125000,19284000,93272000,84474000,21813000,67569000
P62318,87179000,17815000,95199000,12244000,204940000,83036000,138130000,10072000,28568000,8735600,18423000,29017000,39625000,24691000,46104000,73510000,83224000,4428200,71354000,112200000,22957000,65792000
P62328,39120000,21975000,24748000,3034900,71787000,,58664000,36822000,43906000,9121500,36985000,,84443000,4858700,82264000,,52567000,3893500,56275000,,40873000,169070000
P62330,24386000,9081800,12041000,,18485000,62426000,42552000,33105000,29844000,,11989000,1641300,3675300,2395500,48616000,1783400,20683000,16272000,2199000,27454000,18072000,33519000
P62333,252190000,7114400,153730000,47690000,246540000,263280000,254680000,165050000,60855000,2891300,31774000,28896000,134830000,3284100,39439000,8005000,206740000,14854000,101160000,117090000,138540000,303690000
P62341,20994000,9093800,5841000,1884300,6863500,,,,15305000,4760200,6404700,3600000,4984500,,9740800,33765000,2019300,16397000,,45607000,3971800,9986100
P62424,1217500000,53032000,726350000,66137000,1126100000,931720000,934580000,301890000,293060000,84957000,254930000,26259000,385120000,100700000,290780000,184650000,812580000,185420000,424890000,596760000,345400000,280890000
P62495,74498000,6013700,55550000,32502000,45662000,112680000,39472000,29738000,104860000,1067300,18722000,22330000,18637000,2346900,63315000,2296300,106110000,12592000,22914000,41752000,26178000,38204000
P62699,11778000,,23389000,,10996000,,,,4333300,,4381700,,11115000,,10634000,7814500,8189000,,11235000,,16276000,12301000
P62701,1483400000,150590000,1019800000,376370000,958290000,1777600000,1491200000,2285300000,675230000,206510000,525070000,238430000,515550000,370690000,730950000,236460000,1781400000,463530000,139400000,2177300000,766670000,1060000000
P62745,10540000,33605000,11976000,4825900,13021000,45927000,31289000,100600000,55040000,15494000,19861000,1483700,13272000,5635100,41334000,9307600,25991000,37616000,5703300,23673000,14769000,50067000
P62750,18054000,,,,13208000,,49078000,14843000,3467600,,,,,,5690200,,39397000,,,8331500,,
P62753,139630000,11796000,116560000,59553000,246430000,200220000,201140000,411780000,21229000,10368000,37009000,46548000,106180000,41587000,13911000,27570000,134770000,22091000,35310000,268170000,73109000,53961000
P62760,32398000,141010000,71147000,23809000,3950600,54211000,,209940000,295970000,56671000,120310000,85609000,52894000,77751000,163470000,6452200,167870000,175450000,,274860000,147670000,91251000
P62805,13297000000,2444800000,31450000000,785980000,9484700000,9537300000,14484000000,1610100000,3399000000,937430000,3548500000,543330000,6410600000,3148100000,8567500000,5922900000,5697900000,1585400000,62146000000,11096000000,9530100000,4789900000
P62820,57592000,47471000,54439000,114560000,525650000,110600000,90528000,197840000,105410000,20676000,210890000,26273000,85722000,48112000,187810000,18270000,75094000,36511000,49071000,273330000,343390000,106380000
P62826,338170000,54521000,634100000,446730000,1136300000,1373100000,653600000,1259400000,521160000,58449000,120340000,218330000,256320000,96056000,395700000,70366000,352980000,66070000,349830000,770860000,380440000,441090000
P62829,67221000,17638000,69028000,16573000,75384000,52843000,9518000,81154000,37092000,11004000,15262000,18416000,,18853000,35372000,20498000,87594000,19942000,13841000,125650000,44991000,25217000
P62841,24171000,,,,11317000,,20289000,,,,10256000,,,,9249200,,23265000,,12465000,,,
