SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
P12034,FGF5,,,,0.415,0.101,,,,,,,,,,0.328,0.0,2,0.0,0,0,0
P10745,RBP3,,,,0.327,0.089,,,,,,,,,,0.302,0.0,2,0.0,0,0,0
P10720,PF4V1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P13224,GP1BB,,,,0.366,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DTE4,UGT2A1,,,,0.281,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DSE2,TRB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P0DTU3,TRA,,,,0.291,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DPK5,H3Y2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P0DPK4,NOTCH2NLC,0.394,,,0.319,,,,0.782,,,,,,,,0.0,2,0.0,0,0,0
P0DPK3,NOTCH2NLB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P0DPK2,H3Y1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P0DPH8,TUBA3D,,,,0.1,0.038,,,,,,,,,,0.251,0.0,2,0.0,0,0,0
P0DPH7,TUBA3C,,,,,0.025,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DPD8,EEF1AKMT4-ECE2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P0DPD7,EEF1AKMT4,,,,0.094,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DPB5,POLR1D,,,,0.466,0.051,,,,,,,,,,0.19,0.0,2,0.0,0,0,0
P0DPB3,SCHIP1,,,,0.36,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q03468,ERCC6,,,,0.563,0.089,,,,,,,,,,0.311,0.0,2,0.0,0,0,0
P0DP57,SLURP2,,,,0.11,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DOY3,IGLC3,,,,0.137,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DOY2,IGLC2,,,,0.28,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DN84,STRIT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P0DMW2,NLRP2B,,,,0.181,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DTE5,UGT2A2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P10696,ALPG,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P0DTE7,AMY1B,,,,0.104,0.19,,,,,,,,,,0.439,0.0,2,0.0,0,0,0
P10643,C7,,,,0.484,0.127,,,,,,,,,,0.391,0.0,2,0.0,0,0,0
P10620,MGST1,,,,0.635,0.177,,,,,,,,,,0.508,0.0,2,0.0,0,0,0
P10589,NR2F1,,,,0.222,0.19,,,,,,,,,,0.651,0.0,2,0.0,0,0,0
P10523,SAG,,,,0.4,0.392,,,,,,,,,,0.89,0.0,2,0.0,0,0,1
P10515,DLAT,,,,0.508,0.063,,,,,,,,,,0.235,0.0,2,0.0,0,0,0
P10412,H1-4,,,,0.037,,,,,,,,,,,,0.0,1,0.0,0,0,0
P10398,ARAF,,,,0.496,0.114,,,,,,,,,,0.362,0.0,2,0.0,0,0,0
P61580,ERVK-10,,,,,0.0,,,,,,,,,,,0.0,1,0.0,0,0,0
P10243,MYBL1,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
P10163,PRB4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P10155,RO60,,,,0.628,,,,,,,,,,,,0.0,1,0.0,0,0,0
P10109,FDX1,,,,0.475,0.253,,,,,,,,,,0.649,0.0,2,0.0,0,0,0
P10092,CALCB,,,,0.305,0.025,,,,,,,,,,0.066,0.0,2,0.0,0,0,0
P10074,ZBTB48,,,,0.317,,,,,,,,,,,,0.0,1,0.0,0,0,0
P10073,ZSCAN22,,,,0.249,,,,,,,,,,,,0.0,1,0.0,0,0,0
P0DUB6,AMY1A,,,,0.064,0.203,,,,,,,,,,0.267,0.0,2,0.0,0,0,0
P0DTE8,AMY1C,,,,0.116,0.19,,,,,,,,,,0.484,0.0,2,0.0,0,0,0
P13164,IFITM1,,,,0.543,0.165,,,,,,,,,,0.476,0.0,2,0.0,0,0,0
P13284,IFI30,,,,0.539,0.114,,,,,,,,,,0.366,0.0,2,0.0,0,0,0
P17482,HOXB9,,,,0.23,,,,,,,,,,,,0.0,1,0.0,0,0,0
P16591,FER,,,,0.293,,,,,,,,,,,,0.0,1,0.0,0,0,0
P16471,PRLR,,,,0.214,0.063,,,,,,,,,,0.254,0.0,2,0.0,0,0,0
P16452,EPB42,,,0.433,,,,,,,,,,,,,0.0,1,0.0,0,0,0
P16444,DPEP1,,,,0.551,0.038,,,,,,,,,,0.179,0.0,2,0.0,0,0,0
P16422,EPCAM,,,,0.55,0.19,,,,,,,,,,0.526,0.0,2,0.0,0,0,0
P16403,H1-2,,,0.567,0.383,,,,,,,0.838,,,,,0.0,2,0.0,0,0,0
P16402,H1-3,,,0.432,0.374,,,,,,,0.852,,,,,0.0,2,0.0,0,0,0
P16401,H1-5,,,0.423,0.429,,,,,,,0.921,,,,,0.0,2,0.0,0,0,0
P16389,KCNA2,,,,0.416,0.304,,,,,,,,,,0.75,0.0,2,0.0,0,0,0
P16234,PDGFRA,,,,0.647,0.228,,,,,,,,,,0.599,0.0,2,0.0,0,0,0
P16219,ACADS,,,,0.56,0.089,,,,,,,,,,0.31,0.0,2,0.0,0,0,0
P16118,PFKFB1,,,0.568,0.334,,,,,,,0.768,,,,,0.0,2,0.0,0,0,0
P16112,ACAN,,,,0.563,0.342,,,,,,,,,,0.779,0.0,2,0.0,0,0,0
P16104,H2AX,,,0.264,0.713,,,,,,,0.663,,,,,0.0,2,0.0,0,0,0
P16066,NPR1,,,,0.407,0.101,,,,,,,,,,0.329,0.0,2,0.0,0,0,0
P15927,RPA2,,,0.368,0.644,,,,,,,0.812,,,,,0.0,2,0.0,0,0,0
P15924,DSP,,,,0.53,0.089,,,,,,,,,,0.305,0.0,2,0.0,0,0,0
P15918,RAG1,,,,0.291,0.177,,,,,,,,,,0.562,0.0,2,0.0,0,0,0
P15863,PAX1,,,,0.067,,,,,,,,,,,,0.0,1,0.0,0,0,0
P15822,HIVEP1,,,,0.388,,,,,,,,,,,,0.0,1,0.0,0,0,0
P15814,IGLL1,,,0.409,0.249,,,,,,,0.657,,,,,0.0,2,0.0,0,0,0
P16499,PDE6A,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
P16619,CCL3L1,,,,0.447,,,,,,,,,,,,0.0,1,0.0,0,0,0
P15812,CD1E,,,,0.157,,,,,,,,,,,,0.0,1,0.0,0,0,0
P16871,IL7R,,,,0.575,0.203,,,,,,,,,,0.55,0.0,2,0.0,0,0,0
P17481,HOXB8,,,,0.027,0.165,,,,,,,,,,0.09,0.0,2,0.0,0,0,0
P17342,NPR3,,,,0.49,0.114,,,,,,,,,,0.362,0.0,2,0.0,0,0,0
P17213,BPI,,,,0.101,0.038,,,,,,,,,,0.25,0.0,2,0.0,0,0,0
P17174,GOT1,,,,0.739,0.101,,,,,,,,,,0.383,0.0,2,0.0,0,0,0
P17081,RHOQ,,,,0.479,0.241,,,,,,,,,,0.625,0.0,2,0.0,0,0,0
P17041,ZNF32,,,,0.415,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17040,ZSCAN20,,,,0.097,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17036,ZNF3,,,,0.254,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17028,ZNF24,,,,0.452,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17027,ZNF23,,,0.578,0.411,,,,,,,0.876,,,,,0.0,2,0.0,0,0,0
P17024,ZNF20,,,,0.095,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17023,ZNF19,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
P17022,ZNF18,,,,0.084,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17021,ZNF17,,,,0.107,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17020,ZNF16,,,,0.114,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17014,ZNF12,,,,0.412,,,,,,,,,,,,0.0,1,0.0,0,0,0
P17010,ZFX,,,,0.477,0.114,,,,,,,,,,0.361,0.0,2,0.0,0,0,0
P16989,YBX3,,,,0.573,0.063,,,,,,,,,,0.252,0.0,2,0.0,0,0,0
P16930,FAH,,,,0.523,0.038,,,,,,,,,,0.169,0.0,2,0.0,0,0,0
P15813,CD1D,,,,0.236,0.114,,,,,,,,,,0.428,0.0,2,0.0,0,0,0
P15735,PHKG2,,,,0.209,,,,,,,,,,,,0.0,1,0.0,0,0,0
P13349,MYF5,,,,0.211,0.139,,,,,,,,,,0.53,0.0,2,0.0,0,0,0
P14384,CPM,,,,0.228,0.076,,,,,,,,,,0.298,0.0,2,0.0,0,0,0
P14317,HCLS1,0.686,,,0.467,,,,0.942,,,,,,,,0.0,2,0.0,0,0,0
P14209,CD99,,,0.24,0.294,,,,,,,0.695,,,,,0.0,2,0.0,0,0,0
P14060,HSD3B1,,,,0.661,0.127,,,,,,,,,,0.414,0.0,2,0.0,0,0,0
P13995,MTHFD2,,,,0.555,0.063,,,,,,,,,,0.247,0.0,2,0.0,0,0,0
P13994,YJU2B,,,,0.236,,,,,,,,,,,,0.0,1,0.0,0,0,0
P13984,GTF2F2,,,,0.382,0.076,,,,,,,,,,0.256,0.0,2,0.0,0,0,0
P13861,PRKAR2A,,,,0.576,0.038,,,,,,,,,,0.187,0.0,2,0.0,0,0,0
P13805,TNNT1,,,,0.403,0.076,,,,,,,,,,0.257,0.0,2,0.0,0,0,0
P13796,LCP1,,,,0.488,0.127,,,,,,,,,,0.391,0.0,2,0.0,0,0,0
P13765,HLA-DOB,,,,0.294,0.013,,,,,,,,,,0.005,0.0,2,0.0,0,0,0
P13747,HLA-E,,,,0.204,0.127,,,,,,,,,,0.499,0.0,2,0.0,0,0,0
P13686,ACP5,,,,0.627,0.177,,,,,,,,,,0.507,0.0,2,0.0,0,0,0
P13682,ZNF35,,,0.508,0.263,,,,,,,0.661,,,,,0.0,2,0.0,0,0,0
P13646,KRT13,,,0.361,0.496,,,,,,,0.817,,,,,0.0,2,0.0,0,0,0
P13640,MT1G,,,,0.53,0.266,,,,,,,,,,0.663,0.0,2,0.0,0,0,0
P13631,RARG,,,,0.378,0.038,,,,,,,,,,0.13,0.0,2,0.0,0,0,0
P13612,ITGA4,,,,0.482,0.215,,,,,,,,,,0.578,0.0,2,0.0,0,0,0
P13584,CYP4B1,,,,0.573,0.025,,,,,,,,,,0.152,0.0,2,0.0,0,0,0
P13535,MYH8,,,,0.533,,,,,,,,,,,,0.0,1,0.0,0,0,0
P13385,TDGF1,,,,0.378,0.063,,,,,,,,,,0.216,0.0,2,0.0,0,0,0
P13378,HOXD8,,,,0.048,,,,,,,,,,,,0.0,1,0.0,0,0,0
P14406,COX7A2,,,,0.498,0.228,,,,,,,,,,0.6,0.0,2,0.0,0,0,0
P15622,ZNF250,,,,0.268,,,,,,,,,,,,0.0,1,0.0,0,0,0
P14415,ATP1B2,,,,0.55,0.127,,,,,,,,,,0.396,0.0,2,0.0,0,0,0
P15586,GNS,,,,0.353,0.025,,,,,,,,,,0.077,0.0,2,0.0,0,0,0
P15538,CYP11B1,,,0.305,0.363,,,,,,,0.772,,,,,0.0,2,0.0,0,0,0
P15516,HTN3,,,,0.296,,,,,,,,,,,,0.0,1,0.0,0,0,0
P15515,HTN1,,,,,0.0,,,,,,,,,,,0.0,1,0.0,0,0,0
P15408,FOSL2,,,,0.641,0.203,,,,,,,,,,0.554,0.0,2,0.0,0,0,0
P15407,FOSL1,,,,0.664,0.152,,,,,,,,,,0.464,0.0,2,0.0,0,0,0
P15313,ATP6V1B1,,,,0.447,,,,,,,,,,,,0.0,1,0.0,0,0,0
P15259,PGAM2,,,,0.525,0.089,,,,,,,,,,0.304,0.0,2,0.0,0,0,0
P15173,MYOG,,,,0.456,0.177,,,,,,,,,,0.505,0.0,2,0.0,0,0,0
P15172,MYOD1,,,,0.343,0.266,,,,,,,,,,0.715,0.0,2,0.0,0,0,0
P15170,GSPT1,,,,0.519,,,,,,,,,,,,0.0,1,0.0,0,0,0
P15090,FABP4,,,,0.748,0.241,,,,,,,,,,0.631,0.0,2,0.0,0,0,0
P15085,CPA1,,,,0.57,,,,,,,,,,,,0.0,1,0.0,0,0,0
P14927,UQCRB,,,,0.566,0.19,,,,,,,,,,0.526,0.0,2,0.0,0,0,0
P14868,DARS1,,,,0.528,,,,,,,,,,,,0.0,1,0.0,0,0,0
P14866,HNRNPL,,,,0.549,0.19,,,,,,,,,,0.526,0.0,2,0.0,0,0,0
P14678,SNRPB,,,,0.406,0.089,,,,,,,,,,0.294,0.0,2,0.0,0,0,0
P14653,HOXB1,,,,0.4,0.013,,,,,,,,,,0.043,0.0,2,0.0,0,0,0
P14652,HOXB2,,,,0.296,0.0,,,,,,,,,,-0.059,0.0,2,0.0,0,0,0
P14651,HOXB3,,,,0.179,0.013,,,,,,,,,,-0.018,0.0,2,0.0,0,0,0
P14649,MYL6B,,,,0.528,0.101,,,,,,,,,,0.335,0.0,2,0.0,0,0,0
O95125,ZNF202,,,,0.16,,,,,,,,,,,,0.0,1,0.0,0,0,0
O95196,CSPG5,,,,0.298,0.177,,,,,,,,,,0.558,0.0,2,0.0,0,0,0
O95096,NKX2-2,,,,0.318,0.228,,,,,,,,,,0.656,0.0,2,0.0,0,0,0
O43149,ZZEF1,,,,0.303,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43182,ARHGAP6,,,,0.311,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43173,ST8SIA3,,,,0.384,0.025,,,,,,,,,,0.085,0.0,2,0.0,0,0,0
O43172,PRPF4,,,0.485,0.373,,,,,,,0.836,,,,,0.0,2,0.0,0,0,0
O43167,ZBTB24,,,,0.436,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43166,SIPA1L1,,,,0.452,0.101,,,,,,,,,,0.328,0.0,2,0.0,0,0,0
O43164,PJA2,,,,0.468,0.013,,,,,,,,,,0.07,0.0,2,0.0,0,0,0
O43159,RRP8,,,,0.444,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43156,TTI1,,,,0.406,0.051,,,,,,,,,,0.178,0.0,2,0.0,0,0,0
O43155,FLRT2,,,,0.58,0.025,,,,,,,,,,0.155,0.0,2,0.0,0,0,0
O43151,TET3,,,,0.287,0.241,,,,,,,,,,0.702,0.0,2,0.0,0,0,0
O43147,SGSM2,,,,0.298,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43916,CHST1,,,,0.457,0.025,,,,,,,,,,0.108,0.0,2,0.0,0,0,0
O43143,DHX15,,,,0.503,0.063,,,,,,,,,,0.234,0.0,2,0.0,0,0,0
Q9QC07,ERVK-18,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
O15552,FFAR2,,,,0.384,0.253,,,,,,,,,,0.673,0.0,2,0.0,0,0,0
O15550,KDM6A,,,,0.535,0.139,,,,,,,,,,0.422,0.0,2,0.0,0,0,0
O15541,RNF113A,,,,0.404,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15537,RS1,,,,0.058,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15535,ZSCAN9,,,,0.245,0.038,,,,,,,,,,0.124,0.0,2,0.0,0,0,0
O15533,TAPBP,,,,0.389,0.051,,,,,,,,,,0.176,0.0,2,0.0,0,0,0
O43186,CRX,,,,0.499,0.089,,,,,,,,,,0.3,0.0,2,0.0,0,0,0
O43193,MLNR,,,,0.128,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43196,MSH5,,,,0.213,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43236,SEPTIN4,,,0.293,0.578,,,,,,,0.704,,,,,0.0,2,0.0,0,0,0
O43312,MTSS1,,,,0.464,0.0,,,,,,,,,,0.025,0.0,2,0.0,0,0,0
O43309,ZSCAN12,,,,0.393,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43307,ARHGEF9,,,,0.469,0.152,,,,,,,,,,0.449,0.0,2,0.0,0,0,0
O43306,ADCY6,,,,0.436,0.139,,,,,,,,,,0.423,0.0,2,0.0,0,0,0
O43303,CCP110,,,,0.45,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43299,AP5Z1,,,,0.535,0.038,,,,,,,,,,0.173,0.0,2,0.0,0,0,0
O43298,ZBTB43,,,,0.566,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43296,ZNF264,,,,0.461,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43295,SRGAP3,,,,0.45,0.152,,,,,,,,,,0.451,0.0,2,0.0,0,0,0
O43294,TGFB1I1,,,0.414,0.532,,,,,,,0.885,,,,,0.0,2,0.0,0,0,0
O43291,SPINT2,,,0.426,0.49,,,,,,,0.908,,,,,0.0,2,0.0,0,0,0
O43290,SART1,,,0.458,0.47,,,,,,,0.955,,,,,0.0,2,0.0,0,0,0
O43286,B4GALT5,,,,0.257,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43280,TREH,,,,0.308,0.215,,,,,,,,,,0.636,0.0,2,0.0,0,0,0
O43272,PRODH,,,0.396,0.467,,,,,,,0.873,,,,,0.0,2,0.0,0,0,0
O43257,ZNHIT1,,,,0.413,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43255,SIAH2,,,,0.47,0.101,,,,,,,,,,0.329,0.0,2,0.0,0,0,0
O43252,PAPSS1,,,,0.521,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43251,RBFOX2,,,,0.507,0.177,,,,,,,,,,0.501,0.0,2,0.0,0,0,0
O43248,HOXC11,,,,0.063,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43237,DYNC1LI2,,,0.52,0.537,,,,,,,1.018,,,,,0.0,2,0.0,0,0,0
O15529,GPR42,0.659,,,,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15525,MAFG,,,,0.649,0.165,,,,,,,,,,0.486,0.0,2,0.0,0,0,0
O15523,DDX3Y,,,,0.419,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15371,EIF3D,,,,0.417,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15355,PPM1G,,,,0.287,0.101,,,,,,,,,,0.356,0.0,2,0.0,0,0,0
O15353,FOXN1,,,,0.242,0.076,,,,,,,,,,0.29,0.0,2,0.0,0,0,0
O15347,HMGB3,,,,0.44,0.063,,,,,,,,,,0.222,0.0,2,0.0,0,0,0
O15327,INPP4B,,,,0.398,0.076,,,,,,,,,,0.257,0.0,2,0.0,0,0,0
O15318,POLR3G,,,,0.341,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15315,RAD51B,,,,0.446,0.076,,,,,,,,,,0.26,0.0,2,0.0,0,0,0
O15305,PMM2,0.621,,,0.273,,,,0.672,,,,,,,,0.0,2,0.0,0,0,0
O15304,SIVA1,,,0.468,0.581,,,,,,,0.949,,,,,0.0,2,0.0,0,0,0
O15303,GRM6,,,,0.237,0.253,,,,,,,,,,0.722,0.0,2,0.0,0,0,0
O15297,PPM1D,,,,0.223,0.038,,,,,,,,,,0.129,0.0,2,0.0,0,0,0
O15296,ALOX15B,,,,0.417,0.177,,,,,,,,,,0.512,0.0,2,0.0,0,0,0
O15266,SHOX,,,,0.375,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15260,SURF4,,,,0.502,0.025,,,,,,,,,,0.125,0.0,2,0.0,0,0,0
O15254,ACOX3,,,,0.469,0.076,,,,,,,,,,0.262,0.0,2,0.0,0,0,0
O15247,CLIC2,,,,0.218,0.076,,,,,,,,,,0.305,0.0,2,0.0,0,0,0
O15243,LEPROT,,,,0.315,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15239,NDUFA1,,,,0.589,0.329,,,,,,,,,,0.759,0.0,2,0.0,0,0,0
O15234,CASC3,,,,0.037,0.139,,,,,,,,,,0.175,0.0,2,0.0,0,0,0
O15231,ZNF185,,,,0.386,0.0,,,,,,,,,,-0.014,0.0,2,0.0,0,0,0
O15213,WDR46,,,,0.469,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15360,FANCA,,,,0.511,0.025,,,,,,,,,,0.128,0.0,2,0.0,0,0,0
O15372,EIF3H,,,,0.195,0.025,,,,,,,,,,0.065,0.0,2,0.0,0,0,0
O15522,NKX2-8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
O15381,NVL,,,,0.32,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15514,POLR2D,,,,0.496,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15511,ARPC5,,,,0.431,0.051,,,,,,,,,,0.182,0.0,2,0.0,0,0,0
O15504,NUP42,,,,0.096,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15499,GSC2,,,,0.447,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15498,YKT6,,,,0.352,0.19,,,,,,,,,,0.56,0.0,2,0.0,0,0,0
O15492,RGS16,,,,0.665,0.025,,,,,,,,,,0.19,0.0,2,0.0,0,0,0
O15481,MAGEB4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
O15479,MAGEB2,,,,0.281,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15466,ST8SIA5,,,0.599,0.312,,,,,,,0.732,,,,,0.0,2,0.0,0,0,0
O15460,P4HA2,,,0.497,0.473,,,,,,,0.968,,,,,0.0,2,0.0,0,0,0
O15457,MSH4,,,,0.057,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15446,POLR1G,,,,0.471,,,,,,,,,,,,0.0,1,0.0,0,0,0
O15440,ABCC5,,,,0.529,0.101,,,,,,,,,,0.335,0.0,2,0.0,0,0,0
O15432,SLC31A2,,,,0.454,0.139,,,,,,,,,,0.421,0.0,2,0.0,0,0,0
O15405,TOX3,,,,0.404,0.013,,,,,,,,,,0.044,0.0,2,0.0,0,0,0
O15400,STX7,,,,0.421,0.203,,,,,,,,,,0.564,0.0,2,0.0,0,0,0
O15397,IPO8,,,,0.555,0.089,,,,,,,,,,0.309,0.0,2,0.0,0,0,0
O15393,TMPRSS2,,,,0.638,0.228,,,,,,,,,,0.598,0.0,2,0.0,0,0,0
O15392,BIRC5,,,,0.734,0.139,,,,,,,,,,0.455,0.0,2,0.0,0,0,0
O15391,YY2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
O15389,SIGLEC5,,,,0.311,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43313,ATMIN,,,,0.218,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43314,PPIP5K2,,,,0.445,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43320,FGF16,,,0.51,0.416,,,,,,,0.891,,,,,0.0,2,0.0,0,0,0
O43749,OR1F1,,,0.614,0.385,,,,,,,0.838,,,,,0.0,2,0.0,0,0,0
O43741,PRKAB2,,,,0.578,0.076,,,,,,,,,,0.284,0.0,2,0.0,0,0,0
O43739,CYTH3,,,,0.375,0.013,,,,,,,,,,0.033,0.0,2,0.0,0,0,0
O43734,TRAF3IP2,,,0.347,0.465,,,,,,,0.804,,,,,0.0,2,0.0,0,0,0
O43731,KDELR3,,,,0.515,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43719,HTATSF1,,,,0.464,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43716,GATC,,,,0.06,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43715,TRIAP1,,,,0.468,0.0,,,,,,,,,,0.027,0.0,2,0.0,0,0,0
O43709,BUD23,,,,0.329,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43704,SULT1B1,,,,0.363,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43699,SIGLEC6,,,,0.27,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43688,PLPP2,,,,0.347,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9P0M2,AKAP7,,,,0.236,0.063,,,,,,,,,,0.241,0.0,2,0.0,0,0,0
O43684,BUB3,,,,0.419,0.013,,,,,,,,,,0.05,0.0,2,0.0,0,0,0
O43683,BUB1,,,,0.214,0.038,,,,,,,,,,0.132,0.0,2,0.0,0,0,0
O43681,GET3,,,,0.481,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43680,TCF21,,,,0.529,0.051,,,,,,,,,,0.206,0.0,2,0.0,0,0,0
O43679,LDB2,,,,0.294,0.038,,,,,,,,,,0.121,0.0,2,0.0,0,0,0
O43745,CHP2,,,,0.061,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43765,SGTA,,,,0.37,0.139,,,,,,,,,,0.434,0.0,2,0.0,0,0,0
O43663,PRC1,,,,0.388,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43766,LIAS,,,,0.296,0.025,,,,,,,,,,0.065,0.0,2,0.0,0,0,0
O43913,ORC5,,,,0.456,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43900,PRICKLE3,,,,0.1,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43896,KIF1C,,,,0.388,0.139,,,,,,,,,,0.43,0.0,2,0.0,0,0,0
O43868,SLC28A2,,,,0.344,0.076,,,,,,,,,,0.259,0.0,2,0.0,0,0,0
O43852,CALU,,,,0.508,0.101,,,,,,,,,,0.333,0.0,2,0.0,0,0,0
O43837,IDH3B,,,,0.349,0.127,,,,,,,,,,0.407,0.0,2,0.0,0,0,0
O43829,ZBTB14,,,,0.407,0.051,,,,,,,,,,0.178,0.0,2,0.0,0,0,0
O43826,SLC37A4,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
O95073,FSBP,,,0.571,0.258,,,,,,,0.648,,,,,0.0,2,0.0,0,0,0
O43823,AKAP8,,,,0.467,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43820,HYAL3,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43818,RRP9,,,,0.276,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43815,STRN,,,,0.511,0.051,,,,,,,,,,0.201,0.0,2,0.0,0,0,0
O43809,NUDT21,,,,0.504,0.0,,,,,,,,,,0.045,0.0,2,0.0,0,0,0
O43808,SLC25A17,,,,0.447,0.177,,,,,,,,,,0.506,0.0,2,0.0,0,0,0
O43805,SSNA1,,,,0.329,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43795,MYO1B,,,,0.544,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43791,SPOP,,,,0.481,0.063,,,,,,,,,,0.23,0.0,2,0.0,0,0,0
O43790,KRT86,,,0.45,0.226,,,,,,,0.604,,,,,0.0,2,0.0,0,0,0
O43781,DYRK3,,,,0.493,0.215,,,,,,,,,,0.577,0.0,2,0.0,0,0,0
O43776,NARS1,,,,0.523,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43670,ZNF207,,,,0.38,0.063,,,,,,,,,,0.216,0.0,2,0.0,0,0,0
O43660,PLRG1,,,0.503,0.201,,,,,,,0.549,,,,,0.0,2,0.0,0,0,0
O43323,DHH,,,,0.31,0.038,,,,,,,,,,0.121,0.0,2,0.0,0,0,0
O43511,SLC26A4,,,0.273,0.444,,,,,,,0.689,,,,,0.0,2,0.0,0,0,0
O43506,ADAM20,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
O43505,B4GAT1,,,,0.38,,,,,,,,,,,,0.0,1,0.0,0,0,0
O43504,LAMTOR5,,,,0.532,0.013,,,,,,,,,,0.098,0.0,2,0.0,0,0,0
