SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q9Y6H5,SNCAIP,0.484,,0.597,0.191,0.367,,0.967,0.53,,,0.529,0.828,,0.813,0.555,2.609,4,0.0,0,0,1
P28335,HTR2C,0.598,,0.482,0.551,0.367,,0.964,1.046,,,0.969,0.813,,0.829,0.817,2.606,4,0.0,0,0,1
O15540,FABP7,0.545,,0.552,0.526,0.342,,1.044,1.023,,,1.022,0.781,,0.781,0.784,2.606,4,0.0,0,0,0
Q13875,MOBP,0.52,,0.623,0.064,0.354,,1.007,0.24,,,0.268,0.803,,0.794,0.219,2.605,4,0.0,0,0,0
P60201,PLP1,0.621,,0.447,0.542,0.38,,0.919,1.033,,,0.926,0.83,,0.856,0.836,2.604,4,0.0,0,0,1
Q13319,CDK5R2,0.454,0.05,0.577,0.46,0.19,0.186,0.931,0.953,0.22,0.187,0.938,0.532,0.208,0.526,0.531,2.604,5,0.0,0,0,0
Q12778,FOXO1,0.655,,0.381,0.74,0.443,,0.831,1.154,,,0.834,0.913,,0.859,0.914,2.603,4,0.0,0,0,1
P55851,UCP2,0.636,,0.408,0.66,0.392,,0.867,1.135,,,0.867,0.847,,0.887,0.846,2.6,4,0.0,0,0,1
Q99836,MYD88,0.689,0.032,0.228,0.71,0.468,0.216,0.604,1.189,0.097,0.225,0.606,0.944,0.133,0.605,0.944,2.599,5,0.0,0,0,1
P78362,SRPK2,0.496,0.034,0.533,0.35,0.228,0.147,0.989,0.802,0.16,0.109,0.796,0.6,0.105,0.597,0.639,2.599,5,0.0,0,0,0
Q96KG7,MEGF10,0.543,,0.579,0.192,0.342,,1.038,0.53,,,0.531,0.782,,0.778,0.569,2.598,4,0.0,0,0,0
Q96FE5,LINGO1,0.47,,0.576,0.427,0.367,,0.951,0.914,,,0.896,0.832,,0.815,0.844,2.597,4,0.0,0,0,0
Q13546,RIPK1,0.644,,0.388,0.585,0.418,,0.84,1.08,,,0.843,0.88,,0.877,0.883,2.597,4,0.0,0,0,1
P49419,ALDH7A1,0.621,,0.402,0.543,0.392,,0.86,1.034,,,0.867,0.847,,0.889,0.854,2.596,4,0.0,0,0,1
P56524,HDAC4,0.678,,0.439,0.316,0.38,,0.907,0.74,,,0.763,0.829,,0.858,0.784,2.595,4,0.0,0,0,1
Q99538,LGMN,0.621,,0.576,0.578,0.329,,1.072,1.075,,,1.075,0.758,,0.76,0.76,2.589,4,0.0,0,0,0
Q99816,TSG101,0.56,,0.419,0.421,0.38,,0.888,0.89,,,0.919,0.834,,0.865,0.864,2.587,4,0.0,0,0,1
Q8TCU5,GRIN3A,0.484,,0.427,0.441,0.367,,0.911,0.929,,,0.923,0.828,,0.844,0.839,2.583,4,0.0,0,0,1
Q9Y5S9,RBM8A,0.59,,0.389,0.452,0.392,,0.845,0.927,,,0.868,0.849,,0.888,0.872,2.582,4,0.0,0,0,1
P40926,MDH2,0.606,0.053,0.411,0.633,0.19,0.235,0.873,1.104,0.185,0.244,0.871,0.528,0.221,0.54,0.531,2.582,5,0.0,0,0,0
O14979,HNRNPDL,0.575,,0.451,0.53,0.367,,0.928,1.024,,,0.934,0.815,,0.836,0.82,2.579,4,0.0,0,0,0
P20700,LMNB1,0.614,,0.455,0.52,0.367,,0.93,1.009,,,0.941,0.813,,0.835,0.822,2.578,4,0.0,0,0,1
P02656,APOC3,0.617,0.011,0.394,0.517,0.329,0.131,0.85,1.004,0.033,0.085,0.861,0.758,0.007,0.798,0.766,2.577,5,0.0,0,0,0
Q05655,PRKCD,0.651,,0.42,0.204,0.38,,0.883,0.559,,,0.568,0.829,,0.864,0.58,2.576,4,0.0,0,0,1
P54252,ATXN3,0.636,,0.376,0.41,0.43,,0.824,0.87,,,0.862,0.897,,0.855,0.903,2.576,4,0.0,0,0,1
P04083,ANXA1,0.702,,0.417,0.661,0.38,,0.88,1.161,,,0.879,0.83,,0.865,0.829,2.575,4,0.0,0,0,1
P48431,SOX2,0.663,,0.362,0.591,0.468,,0.805,1.086,,,0.807,0.944,,0.825,0.948,2.574,4,0.0,0,0,1
P01178,OXT,0.484,0.013,0.315,0.649,0.43,0.078,0.751,0.964,0.012,0.151,0.738,0.916,0.055,0.764,0.896,2.574,5,0.0,0,0,1
Q14571,ITPR2,0.575,,0.482,0.584,0.354,,0.966,1.074,,,0.965,0.797,,0.81,0.796,2.574,4,0.0,0,0,0
P09603,CSF1,0.644,,0.371,0.693,0.443,,0.817,1.142,,,0.817,0.913,,0.844,0.912,2.573,4,0.0,0,0,1
Q13547,HDAC1,0.655,,0.37,0.57,0.443,,0.815,1.064,,,0.819,0.913,,0.843,0.918,2.57,4,0.0,0,0,1
Q14956,GPNMB,0.59,,0.481,0.546,0.354,,0.964,1.04,,,0.969,0.796,,0.811,0.8,2.57,4,0.0,0,0,0
O43474,KLF4,0.625,,0.378,0.208,0.418,,0.827,0.563,,,0.589,0.881,,0.862,0.577,2.57,4,0.0,0,0,1
P08311,CTSG,0.435,0.032,0.313,0.227,0.291,0.122,0.758,0.609,0.095,0.095,0.658,0.723,0.093,0.777,0.672,2.567,5,0.0,0,0,0
Q96RR4,CAMKK2,0.575,,0.548,0.436,0.329,,1.045,0.909,,,0.912,0.76,,0.762,0.784,2.567,4,0.0,0,0,0
O15516,CLOCK,0.606,,0.478,0.638,0.354,,0.958,1.104,,,0.956,0.795,,0.811,0.794,2.565,4,0.0,0,0,0
Q9Y2W7,KCNIP3,0.599,,0.477,0.236,0.354,,0.958,0.609,,,0.617,0.795,,0.812,0.652,2.565,4,0.0,0,0,0
P43405,SYK,0.656,,0.406,0.46,0.38,,0.865,0.934,,,0.889,0.829,,0.869,0.852,2.563,4,0.0,0,0,1
P54707,ATP12A,0.625,,0.515,0.298,0.342,,1.002,0.71,,,0.717,0.776,,0.785,0.771,2.563,4,0.0,0,0,0
P10145,CXCL8,0.697,0.014,0.237,0.169,0.557,0.176,0.618,0.502,-0.004,-0.008,0.584,1.048,0.113,0.612,0.485,2.563,5,0.0,0,0,1
P49716,CEBPD,0.636,0.01,0.447,0.595,0.304,0.138,0.918,1.092,0.052,0.119,0.92,0.72,-0.006,0.741,0.72,2.562,5,0.0,0,0,0
Q13283,G3BP1,0.611,0.002,0.452,0.563,0.329,0.104,0.926,1.058,0.027,0.081,0.93,0.758,-0.032,0.779,0.761,2.562,5,0.0,0,0,0
P30531,SLC6A1,0.53,,0.458,0.352,0.354,,0.942,0.798,,,0.812,0.802,,0.816,0.85,2.56,4,0.0,0,0,0
P27695,APEX1,0.659,,0.438,0.664,0.367,,0.906,1.159,,,0.906,0.812,,0.84,0.812,2.558,4,0.0,0,0,0
O15455,TLR3,0.666,0.016,0.287,0.542,0.43,0.166,0.695,1.031,0.017,0.111,0.696,0.896,0.066,0.717,0.905,2.557,5,0.0,0,0,1
P51671,CCL11,0.698,,0.398,0.526,0.38,,0.855,1.013,,,0.864,0.83,,0.872,0.839,2.557,4,0.0,0,0,1
P51608,MECP2,0.659,,0.355,0.531,0.468,,0.795,1.019,,,0.803,0.944,,0.815,0.955,2.554,4,0.0,0,0,1
P78559,MAP1A,0.424,,0.587,0.533,0.367,,0.891,0.898,,,1.026,0.845,,0.814,0.82,2.55,4,0.0,0,0,0
Q08752,PPID,0.618,,0.609,0.488,0.304,,1.109,0.97,,,0.971,0.72,,0.72,0.731,2.548,4,0.0,0,0,0
Q13936,CACNA1C,0.651,,0.374,0.487,0.405,,0.821,0.967,,,0.838,0.863,,0.861,0.881,2.546,4,0.0,0,0,1
Q96Q42,ALS2,0.488,,0.425,0.454,0.354,,0.908,0.945,,,0.917,0.809,,0.826,0.817,2.543,4,0.0,0,0,0
P20226,TBP,0.663,,0.384,0.061,0.38,,0.835,0.273,,,0.208,0.829,,0.878,0.208,2.542,4,0.0,0,0,1
Q92823,NRCAM,0.484,,0.561,0.453,0.342,,0.971,0.946,,,0.932,0.791,,0.78,0.798,2.542,4,0.0,0,0,0
Q9ULZ3,PYCARD,0.644,,0.376,0.699,0.392,,0.825,1.142,,,0.826,0.847,,0.87,0.847,2.541,4,0.0,0,0,1
P14598,NCF1,0.636,,0.376,0.753,0.392,,0.824,1.135,,,0.828,0.847,,0.869,0.85,2.54,4,0.0,0,0,1
P21917,DRD4,0.557,,0.445,0.479,0.354,,0.921,0.965,,,0.935,0.799,,0.82,0.811,2.54,4,0.0,0,0,0
Q9NP99,TREM1,0.652,,0.528,0.554,0.329,,1.016,1.046,,,1.024,0.758,,0.764,0.761,2.538,4,0.0,0,0,0
P14920,DAO,0.572,,0.445,0.492,0.354,,0.92,0.979,,,0.933,0.797,,0.82,0.808,2.537,4,0.0,0,0,0
Q9NR96,TLR9,0.678,0.001,0.336,0.265,0.405,0.134,0.769,0.662,-0.035,-0.07,0.717,0.863,-0.001,0.805,0.687,2.536,5,0.0,0,0,1
P16157,ANK1,0.694,,0.487,,0.342,,0.966,,,,,0.777,,0.791,,2.534,3,0.0,0,0,0
P05451,REG1A,0.635,0.054,0.444,0.176,0.152,0.248,0.914,0.506,0.195,0.239,0.505,0.459,0.266,0.451,0.612,2.534,5,0.0,0,0,0
P63165,SUMO1,0.637,,0.41,0.512,0.367,,0.87,0.998,,,0.882,0.812,,0.85,0.823,2.531,4,0.0,0,0,0
Q9NPH5,NOX4,0.666,,0.364,0.715,0.418,,0.808,1.166,,,0.81,0.88,,0.842,0.881,2.53,4,0.0,0,0,1
Q9NP59,SLC40A1,0.614,,0.481,0.212,0.342,,0.961,0.569,,,0.572,0.776,,0.792,0.611,2.53,4,0.0,0,0,0
P05089,ARG1,0.655,,0.36,0.205,0.43,,0.801,0.56,,,0.588,0.896,,0.832,0.567,2.53,4,0.0,0,0,1
P22626,HNRNPA2B1,0.636,,0.444,0.445,0.354,,0.914,0.916,,,0.944,0.794,,0.82,0.82,2.528,4,0.0,0,0,0
Q13510,ASAH1,0.636,0.001,0.488,0.599,0.304,0.115,0.969,1.096,0.041,0.096,0.971,0.72,-0.048,0.731,0.72,2.528,5,0.0,0,0,0
Q8NFU7,TET1,0.64,,0.48,0.485,0.342,,0.958,0.965,,,0.978,0.776,,0.792,0.791,2.527,4,0.0,0,0,0
Q9UHM6,OPN4,0.625,,0.471,0.371,0.342,,0.948,0.817,,,0.837,0.776,,0.794,0.828,2.519,4,0.0,0,0,0
O95817,BAG3,0.659,,0.472,0.573,0.342,,0.948,1.067,,,0.954,0.776,,0.794,0.779,2.518,4,0.0,0,0,0
P13236,CCL4,0.685,,0.359,0.556,0.418,,0.801,1.047,,,0.805,0.88,,0.835,0.886,2.515,4,0.0,0,0,1
P13591,NCAM1,0.67,0.008,0.319,0.488,0.38,0.148,0.744,0.968,-0.011,0.063,0.756,0.829,0.014,0.789,0.846,2.514,5,0.0,0,0,1
Q12955,ANK3,0.575,,0.571,0.419,0.304,,1.071,0.885,,,0.886,0.721,,0.721,0.749,2.513,4,0.0,0,0,0
P50591,TNFSF10,0.674,0.002,0.518,0.697,0.278,0.136,1.004,1.174,0.059,0.147,1.003,0.683,-0.056,0.686,0.684,2.511,5,0.0,0,0,0
O95398,RAPGEF3,0.42,,0.463,0.562,0.342,,0.907,0.889,,,0.945,0.808,,0.796,0.78,2.511,4,0.0,0,0,0
Q8NB16,MLKL,0.61,,0.385,0.533,0.367,,0.837,1.024,,,0.844,0.813,,0.859,0.82,2.509,4,0.0,0,0,1
P50135,HNMT,0.64,0.023,0.428,0.529,0.253,0.174,0.894,1.017,0.091,0.128,0.904,0.64,0.05,0.659,0.642,2.509,5,0.0,0,0,0
Q9GZU1,MCOLN1,0.587,,0.453,0.413,0.342,,0.929,0.878,,,0.901,0.778,,0.798,0.811,2.505,4,0.0,0,0,0
P49798,RGS4,0.553,,0.484,0.538,0.329,,0.971,1.036,,,0.973,0.762,,0.772,0.763,2.505,4,0.0,0,0,0
Q13464,ROCK1,0.614,,0.454,0.596,0.342,,0.929,1.094,,,0.93,0.776,,0.798,0.777,2.503,4,0.0,0,0,0
Q9UBC3,DNMT3B,0.659,,0.456,0.577,0.342,,0.929,1.071,,,0.934,0.776,,0.798,0.778,2.503,4,0.0,0,0,0
P60033,CD81,0.651,,0.363,0.612,0.392,,0.806,1.109,,,0.807,0.846,,0.85,0.848,2.503,4,0.0,0,0,1
Q9H492,MAP1LC3A,0.575,,0.484,0.654,0.329,,0.969,1.069,,,0.964,0.76,,0.772,0.758,2.501,4,0.0,0,0,0
Q14703,MBTPS1,0.602,0.031,0.36,0.464,0.253,0.18,0.803,0.942,0.102,0.13,0.823,0.639,0.091,0.683,0.651,2.498,5,0.0,0,0,0
P80188,LCN2,0.682,,0.413,0.633,0.354,,0.873,1.132,,,0.874,0.795,,0.83,0.794,2.498,4,0.0,0,0,0
Q9UHC6,CNTNAP2,0.686,,0.485,0.175,0.329,,0.964,0.51,,,0.497,0.759,,0.772,0.535,2.495,4,0.0,0,0,0
O75116,ROCK2,0.652,,0.485,0.619,0.329,,0.965,1.117,,,0.967,0.758,,0.772,0.758,2.494,4,0.0,0,0,0
P05121,SERPINE1,0.655,0.02,0.272,0.754,0.392,0.171,0.672,1.155,0.034,0.215,0.681,0.846,0.066,0.704,0.85,2.493,5,0.0,0,0,1
O94759,TRPM2,0.621,,0.519,0.36,0.316,,1.007,0.803,,,0.812,0.739,,0.746,0.793,2.492,4,0.0,0,0,0
P05305,EDN1,0.667,,0.342,0.725,0.443,,0.777,1.166,,,0.78,0.912,,0.802,0.913,2.492,4,0.0,0,0,1
Q15818,NPTX1,0.477,0.003,0.501,0.383,0.304,0.042,0.972,0.853,0.054,-0.003,0.848,0.733,-0.039,0.729,0.762,2.491,5,0.0,0,0,0
Q92796,DLG3,0.564,,0.47,0.025,0.329,,0.953,0.148,,,0.112,0.761,,0.775,0.07,2.488,4,0.0,0,0,0
P01033,TIMP1,0.682,0.004,0.316,0.697,0.392,0.145,0.739,1.182,-0.027,0.153,0.74,0.847,0.007,0.777,0.847,2.488,5,0.0,0,0,1
O14558,HSPB6,0.473,0.002,0.581,0.52,0.304,0.036,0.955,0.964,0.089,0.058,1.011,0.734,-0.046,0.721,0.726,2.488,5,0.0,0,0,0
Q9Y2C9,TLR6,0.621,,0.365,0.324,0.367,,0.81,0.75,,,0.802,0.812,,0.865,0.801,2.487,4,0.0,0,0,0
P13501,CCL5,0.678,,0.332,0.75,0.468,,0.763,1.178,,,0.768,0.944,,0.78,0.946,2.486,4,0.0,0,0,1
P61586,RHOA,0.64,,0.332,0.698,0.468,,0.762,1.138,,,0.763,0.945,,0.779,0.944,2.486,4,0.0,0,0,1
Q8NE86,MCU,0.549,,0.387,0.497,0.354,,0.846,0.987,,,0.855,0.799,,0.839,0.807,2.485,4,0.0,0,0,0
Q9UBP0,SPAST,0.549,,0.462,0.48,0.329,,0.945,0.967,,,0.958,0.762,,0.777,0.773,2.483,4,0.0,0,0,0
P50502,ST13,0.594,,0.507,0.515,0.316,,0.995,1.005,,,1.006,0.74,,0.748,0.747,2.483,4,0.0,0,0,0
Q16656,NRF1,0.636,,0.433,0.678,0.342,,0.9,1.134,,,0.9,0.776,,0.804,0.777,2.48,4,0.0,0,0,0
Q9UBS5,GABBR1,0.621,0.012,0.308,0.375,0.367,0.135,0.726,0.824,0.005,0.029,0.772,0.812,0.026,0.776,0.863,2.48,5,0.0,0,0,0
Q16099,GRIK4,0.484,,0.51,0.387,0.316,,0.979,0.857,,,0.852,0.752,,0.748,0.781,2.479,4,0.0,0,0,0
Q96L92,SNX27,0.458,,0.553,0.215,0.329,,0.939,0.581,,,0.573,0.778,,0.762,0.624,2.479,4,0.0,0,0,0
Q99962,SH3GL2,0.527,,0.53,0.356,0.304,,1.026,0.804,,,0.804,0.725,,0.725,0.774,2.477,4,0.0,0,0,0
Q5T2D2,TREML2,0.405,0.001,0.687,0.264,0.316,0.001,0.864,0.686,0.14,-0.067,0.661,0.774,-0.042,0.741,0.727,2.476,5,0.0,0,0,0
Q9NWB1,RBFOX1,0.63,,0.465,0.303,0.329,,0.941,0.718,,,0.734,0.758,,0.776,0.786,2.475,4,0.0,0,0,0
P48775,TDO2,0.575,,0.417,0.53,0.342,,0.883,1.023,,,0.889,0.778,,0.809,0.783,2.471,4,0.0,0,0,0
Q9Y3I1,FBXO7,0.621,,0.461,0.098,0.329,,0.936,0.344,,,0.32,0.758,,0.777,0.33,2.471,4,0.0,0,0,0
Q8NHW4,CCL4L1,0.666,,0.422,0.144,0.342,,0.886,0.449,,,0.436,0.776,,0.807,0.455,2.47,4,0.0,0,0,0
P60484,PTEN,0.697,0.007,0.262,0.72,0.481,0.16,0.659,1.197,-0.033,0.171,0.662,0.959,0.059,0.664,0.96,2.468,5,0.0,0,0,1
P35498,SCN1A,0.636,,0.38,0.498,0.354,,0.83,0.98,,,0.844,0.794,,0.843,0.807,2.467,4,0.0,0,0,0
P01009,SERPINA1,0.705,,0.354,0.602,0.38,,0.794,1.098,,,0.794,0.83,,0.841,0.831,2.466,4,0.0,0,0,1
Q08499,PDE4D,0.663,,0.454,0.601,0.329,,0.926,1.098,,,0.929,0.758,,0.779,0.758,2.463,4,0.0,0,0,0
Q7Z4F1,LRP10,0.409,0.024,0.547,0.359,0.253,0.088,0.876,0.838,0.138,0.073,0.807,0.665,0.054,0.64,0.684,2.461,5,0.0,0,0,0
P04233,CD74,0.644,,0.489,0.459,0.316,,0.97,0.933,,,0.952,0.739,,0.751,0.758,2.46,4,0.0,0,0,0
Q99571,P2RX4,0.64,,0.348,0.434,0.392,,0.785,0.902,,,0.813,0.847,,0.828,0.878,2.459,4,0.0,0,0,1
Q13586,STIM1,0.636,,0.371,0.485,0.354,,0.817,0.965,,,0.834,0.794,,0.847,0.81,2.458,4,0.0,0,0,0
O95631,NTN1,0.667,,0.448,0.549,0.329,,0.919,1.039,,,0.927,0.758,,0.78,0.762,2.458,4,0.0,0,0,0
P31483,TIA1,0.549,,0.347,0.536,0.38,,0.789,1.034,,,0.791,0.836,,0.832,0.837,2.457,4,0.0,0,0,1
Q9NYY3,PLK2,0.648,,0.523,0.59,0.304,,1.01,1.086,,,1.014,0.72,,0.726,0.72,2.456,4,0.0,0,0,0
Q02750,MAP2K1,0.659,,0.369,0.716,0.354,,0.814,1.158,,,0.816,0.794,,0.848,0.796,2.456,4,0.0,0,0,0
P48061,CXCL12,0.663,0.007,0.297,0.201,0.405,0.142,0.711,0.554,-0.024,-0.058,0.612,0.863,0.021,0.743,0.565,2.455,5,0.0,0,0,1
P20338,RAB4A,0.549,,0.432,0.503,0.329,,0.907,0.995,,,0.914,0.762,,0.785,0.768,2.454,4,0.0,0,0,0
P02795,MT2A,0.714,,0.516,0.74,0.304,,1.001,1.215,,,1.002,0.724,,0.727,0.726,2.452,4,0.0,0,0,0
P09681,GIP,0.611,,0.402,0.304,0.342,,0.861,0.72,,,0.755,0.777,,0.815,0.782,2.452,4,0.0,0,0,0
Q05086,UBE3A,0.59,,0.36,0.523,0.354,,0.804,1.014,,,0.811,0.796,,0.852,0.803,2.451,4,0.0,0,0,0
Q8N3V7,SYNPO,0.545,,0.468,0.57,0.316,,0.953,1.042,,,0.949,0.743,,0.756,0.741,2.451,4,0.0,0,0,0
P52803,EFNA5,0.575,,0.473,0.487,0.316,,0.956,0.972,,,0.97,0.741,,0.754,0.752,2.451,4,0.0,0,0,0
P42224,STAT1,0.67,0.024,0.235,0.73,0.418,0.188,0.613,1.17,0.051,0.214,0.62,0.88,0.089,0.629,0.881,2.449,5,0.0,0,0,1
Q9NZT1,CALML5,0.44,0.041,0.609,0.098,0.177,0.153,0.91,0.319,0.207,0.279,0.342,0.508,0.167,0.505,0.433,2.449,5,0.0,0,0,0
Q15077,P2RY6,0.575,,0.354,0.531,0.354,,0.797,1.025,,,0.801,0.797,,0.854,0.802,2.447,4,0.0,0,0,0
P16949,STMN1,0.67,,0.476,0.619,0.316,,0.953,1.116,,,0.955,0.74,,0.754,0.739,2.447,4,0.0,0,0,0
P29972,AQP1,0.678,,0.436,0.595,0.329,,0.904,1.091,,,0.907,0.759,,0.784,0.759,2.446,4,0.0,0,0,0
Q8WYQ3,CHCHD10,0.508,,0.578,0.518,0.304,,0.997,1.006,,,1.01,0.728,,0.721,0.727,2.446,4,0.0,0,0,0
Q9P2Y5,UVRAG,0.621,,0.512,0.419,0.304,,0.999,0.882,,,0.895,0.72,,0.727,0.749,2.446,4,0.0,0,0,0
Q04206,RELA,0.674,,0.343,0.164,0.392,,0.778,0.489,,,0.504,0.846,,0.82,0.488,2.444,4,0.0,0,0,1
P32121,ARRB2,0.629,0.002,0.338,0.52,0.342,0.113,0.771,1.007,-0.028,0.06,0.779,0.776,-0.026,0.836,0.785,2.442,5,0.0,0,0,0
O14920,IKBKB,0.733,,0.336,0.757,0.405,,0.772,1.234,,,0.774,0.865,,0.805,0.867,2.442,4,0.0,0,0,1
P41231,P2RY2,0.648,,0.471,0.472,0.316,,0.947,0.948,,,0.971,0.739,,0.755,0.755,2.442,4,0.0,0,0,0
P53539,FOSB,0.655,,0.47,0.645,0.316,,0.946,1.144,,,0.947,0.739,,0.755,0.739,2.441,4,0.0,0,0,0
P19320,VCAM1,0.656,0.002,0.279,0.764,0.481,0.125,0.682,1.156,-0.058,0.179,0.693,0.96,0.039,0.692,0.962,2.44,5,0.0,0,0,1
P35372,OPRM1,0.64,,0.349,0.508,0.367,,0.787,0.993,,,0.797,0.812,,0.84,0.824,2.439,4,0.0,0,0,1
Q9BQQ3,GORASP1,0.659,,0.506,0.203,0.304,,0.99,0.556,,,0.552,0.721,,0.728,0.612,2.439,4,0.0,0,0,0
Q6UWB1,IL27RA,0.606,0.025,0.526,0.462,0.19,0.165,1.016,0.939,0.134,0.11,0.949,0.528,0.067,0.526,0.531,2.437,5,0.0,0,0,0
P78540,ARG2,0.606,,0.463,0.656,0.316,,0.94,1.103,,,0.938,0.739,,0.757,0.739,2.436,4,0.0,0,0,0
P61026,RAB10,0.405,,0.514,0.6,0.329,,0.876,0.866,,,1.003,0.794,,0.766,0.758,2.436,4,0.0,0,0,0
P23763,VAMP1,0.53,,0.544,0.346,0.291,,1.027,0.789,,,0.787,0.705,,0.703,0.758,2.436,4,0.0,0,0,0
O00141,SGK1,0.66,,0.426,0.669,0.329,,0.891,1.16,,,0.891,0.758,,0.787,0.758,2.436,4,0.0,0,0,0
P17643,TYRP1,0.655,,0.422,0.486,0.329,,0.886,0.966,,,0.905,0.758,,0.788,0.771,2.432,4,0.0,0,0,0
P23246,SFPQ,0.583,,0.454,0.647,0.316,,0.931,1.078,,,0.927,0.74,,0.759,0.739,2.43,4,0.0,0,0,0
P61956,SUMO2,0.56,0.013,0.314,0.478,0.316,0.112,0.737,0.963,0.013,0.076,0.749,0.742,0.014,0.812,0.753,2.429,5,0.0,0,0,0
P04278,SHBG,0.644,0.024,0.359,0.5,0.253,0.177,0.801,0.983,0.073,0.119,0.814,0.641,0.054,0.684,0.645,2.429,5,0.0,0,0,0
O60493,SNX3,0.484,,0.546,0.519,0.304,,0.973,0.977,,,1.015,0.732,,0.723,0.726,2.428,4,0.0,0,0,0
P25490,YY1,0.644,,0.418,0.518,0.329,,0.881,1.005,,,0.892,0.758,,0.789,0.766,2.428,4,0.0,0,0,0
Q02318,CYP27A1,0.606,,0.376,0.665,0.342,,0.825,1.102,,,0.824,0.777,,0.825,0.776,2.427,4,0.0,0,0,0
O14966,RAB29,0.409,,0.568,0.416,0.329,,0.873,0.906,,,0.883,0.793,,0.76,0.79,2.426,4,0.0,0,0,0
P68104,EEF1A1,0.575,,0.37,0.693,0.342,,0.819,1.069,,,0.816,0.778,,0.828,0.777,2.425,4,0.0,0,0,0
O15072,ADAMTS3,0.64,,0.568,0.203,0.278,,1.062,0.555,,,0.551,0.681,,0.681,0.63,2.425,4,0.0,0,0,0
O75056,SDC3,0.575,0.013,0.501,0.41,0.241,0.118,0.989,0.874,0.085,0.048,0.885,0.618,-0.008,0.622,0.641,2.424,5,0.0,0,0,0
Q8NBP7,PCSK9,0.671,,0.414,0.515,0.329,,0.875,1.0,,,0.888,0.758,,0.791,0.766,2.424,4,0.0,0,0,0
Q9Y210,TRPC6,0.515,,0.432,0.533,0.316,,0.912,1.012,,,0.909,0.747,,0.765,0.744,2.424,4,0.0,0,0,0
P25445,FAS,0.688,,0.412,0.78,0.329,,0.873,1.189,,,0.878,0.759,,0.791,0.767,2.423,4,0.0,0,0,0
P35558,PCK1,0.538,0.039,0.455,0.749,0.177,0.176,0.938,1.027,0.15,0.256,0.93,0.501,0.153,0.505,0.527,2.423,5,0.0,0,0,0
O94811,TPPP,0.601,,0.449,0.582,0.316,,0.923,1.08,,,0.925,0.739,,0.76,0.74,2.423,4,0.0,0,0,0
P49459,UBE2A,0.59,,0.482,0.517,0.304,,0.964,1.007,,,0.974,0.72,,0.733,0.727,2.417,4,0.0,0,0,0
P61266,STX1B,0.439,,0.57,0.194,0.316,,0.913,0.543,,,0.534,0.763,,0.741,0.585,2.417,4,0.0,0,0,0
P14174,MIF,0.628,,0.405,0.58,0.329,,0.864,1.076,,,0.866,0.758,,0.794,0.759,2.415,4,0.0,0,0,0
O95390,GDF11,0.598,,0.519,0.299,0.291,,1.008,0.712,,,0.718,0.701,,0.706,0.786,2.415,4,0.0,0,0,0
P11511,CYP19A1,0.702,,0.402,0.68,0.329,,0.86,1.179,,,0.86,0.76,,0.795,0.759,2.415,4,0.0,0,0,0
P46934,NEDD4,0.651,,0.405,0.565,0.329,,0.863,1.058,,,0.868,0.758,,0.794,0.761,2.415,4,0.0,0,0,0
Q99933,BAG1,0.629,,0.443,0.55,0.316,,0.913,1.042,,,0.92,0.739,,0.762,0.743,2.414,4,0.0,0,0,0
P28222,HTR1B,0.625,,0.401,0.531,0.329,,0.859,1.021,,,0.868,0.758,,0.795,0.764,2.412,4,0.0,0,0,0
P04040,CAT,0.662,0.322,0.417,0.162,,0.748,0.878,0.484,0.779,0.509,0.479,,,,,2.406,4,0.0,0,0,0
Q9C0B1,FTO,0.678,,0.394,0.409,0.329,,0.849,0.869,,,0.888,0.759,,0.798,0.793,2.405,4,0.0,0,0,0
P98160,HSPG2,0.685,,0.347,0.693,0.342,,0.785,1.185,,,0.785,0.777,,0.839,0.777,2.401,4,0.0,0,0,0
Q9BXN2,CLEC7A,0.621,,0.339,0.436,0.354,,0.773,0.905,,,0.799,0.794,,0.831,0.822,2.399,4,0.0,0,0,0
P21246,PTN,0.636,,0.466,0.429,0.304,,0.941,0.895,,,0.918,0.72,,0.736,0.746,2.397,4,0.0,0,0,0
Q9UBR2,CTSZ,0.549,,0.455,0.44,0.304,,0.936,0.917,,,0.936,0.723,,0.739,0.742,2.397,4,0.0,0,0,0
P17676,CEBPB,0.621,,0.327,0.779,0.392,,0.755,1.121,,,0.764,0.847,,0.795,0.852,2.397,4,0.0,0,0,1
O14640,DVL1,0.621,,0.542,0.36,0.278,,1.033,0.802,,,0.808,0.68,,0.683,0.729,2.397,4,0.0,0,0,0
Q9HAV4,XPO5,0.575,,0.459,0.542,0.304,,0.937,1.037,,,0.942,0.721,,0.738,0.724,2.396,4,0.0,0,0,0
Q02246,CNTN2,0.598,0.014,0.302,0.295,0.304,0.131,0.718,0.706,0.013,0.011,0.79,0.72,0.013,0.801,0.789,2.396,5,0.0,0,0,0
P30989,NTSR1,0.536,,0.574,0.279,0.278,,1.031,0.684,,,0.681,0.684,,0.681,0.778,2.396,4,0.0,0,0,0
