SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q8WYP5,AHCTF1,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92466,DDB2,,,,0.421,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92187,ST8SIA4,,,,0.445,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92186,ST8SIA2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92185,ST8SIA1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZA2,RAPGEF4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZA1,POMGNT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ75,ROBO4,,,,0.494,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WZ74,CTTNBP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ73,RFFL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ59,TMEM190,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ55,BSND,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ42,TTN,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ19,KCTD13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ04,TOMT,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYR4,RSPH1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYR1,PIK3R5,,,,0.454,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WYQ5,DGCR8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92481,TFAP2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92482,AQP3,,,,0.36,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92484,SMPDL3A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92520,FAM3C,,,,0.483,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92535,PIGC,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92530,PSMF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92529,SHC3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92526,CCT6B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92523,CPT1B,,,,0.375,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92522,H1-10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92521,PIGB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92519,TRIB2,,,,0.44,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q92485,SMPDL3B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92508,PIEZO1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92506,HSD17B8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92504,SLC39A7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92503,SEC14L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92502,STARD8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92499,DDX1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92496,CFHR4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYQ3,CHCHD10,,,,0.447,0.108,,,,,,,,,,0.345,0.0,2,0.0,0,0,0
Q8WYP3,RIN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXH0,SYNE2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYN0,ATG4A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXW3,PIBF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXU2,DNAAF4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXS8,ADAMTS14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXS5,CACNG8,,,,0.535,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WXS3,BAALC,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXR4,MYO3B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXK4,ASB12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXK3,ASB13,,,,0.5,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WXK1,ASB15,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXI9,GATAD2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXI8,CLEC4D,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WXI7,MUC16,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXI4,ACOT11,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXI3,ASB10,,,,0.557,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WXI2,CNKSR2,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WXH5,SOCS4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXH2,JPH3,,,,,0.138,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WXX0,DNAH7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXX5,DNAJC9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXX7,AUTS2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYA1,BMAL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYL5,SSH1,,,,0.513,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WYK2,JDP2,,,,0.433,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WYK0,ACOT12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYJ6,SEPTIN1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYH8,ING5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYB5,KAT6B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYA6,CTNNBL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WYA0,IFT81,,,,0.511,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WY07,SLC7A3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WY98,TMEM234,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WY91,THAP4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WY64,MYLIP,,,,0.421,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WY54,PPM1E,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WY41,NANOS1,,,,0.481,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WY36,BBX,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WY21,SORCS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVQ1,CANT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVP5,TNFAIP8L1,,,,0.463,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TDU6,GPBAR1,,,,0.5,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TED4,SLC37A2,,,,0.474,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TEW8,PARD3B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEW6,DOK4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEW0,PARD3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEV9,SMCR8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEU8,WFIKKN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEU7,RAPGEF6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TES7,FBF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TER5,ARHGEF40,,,,0.517,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TER0,SNED1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEQ8,PIGO,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEQ6,GEMIN5,,,,0.485,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TEP8,CEP192,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEM1,NUP210,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEL6,TRPC4AP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEK3,DOT1L,,,,0.47,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TEJ3,SH3RF3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEH3,DENND1A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEX9,IPO4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEY5,CREB3L4,,,,0.502,0.046,,,,,,,,,,0.186,0.0,2,0.0,0,0,0
Q8TEY7,USP33,,,,0.515,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TF50,ZNF526,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF74,WIPF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF72,SHROOM3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF71,SLC16A10,,,,0.433,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TF66,LRRC15,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF65,GIPC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF63,DCANP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF62,ATP8B4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF47,ZFP90,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEZ7,PAQR8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF46,DIS3L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF42,UBASH3B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF40,FNIP1,,,,0.472,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TF30,WHAMM,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF17,SH3TC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF09,DYNLRB2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF01,PNISR,,,,0.452,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TED9,AFAP1L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TED1,GPX8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTP8,AEN,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TED0,UTP15,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE49,OTUD7A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE23,TAS1R2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE12,LMX1A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE04,PANK1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE02,ELP5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDZ2,MICAL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDY4,ASAP3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDY2,RB1CC1,,,,0.467,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TDX9,PKD1L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDX7,NEK7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDX6,CSGALNACT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDX5,ACMSD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDW7,FAT3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDW5,SYTL5,,,,,0.031,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TDW0,LRRC8C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDV0,GPR151,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDU9,RXFP4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE54,SLC26A7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE56,ADAMTS17,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE57,ADAMTS16,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE99,PXYLP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEC5,SH3RF2,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TEB9,RHBDD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEB7,RNF128,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEB1,DCAF11,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEA8,DTD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEA7,TBCK,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEA1,NSUN6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE85,GRHL3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE58,ADAMTS15,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TE77,SSH3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE76,MORC4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE73,DNAH5,,,,0.515,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TE68,EPS8L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE67,EPS8L3,,,,0.533,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TE60,ADAMTS18,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE59,ADAMTS19,,,,0.549,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TF76,HASPIN,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTQ1,DEFB104A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVN8,UBE2Q2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUK0,PTPMT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV41,SNX33,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV28,BLNK,,,,0.452,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WV24,PHLDA1,,,,0.352,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WV22,NSMCE1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV19,SFT2D1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV16,DCAF4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUY3,PRUNE2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUX9,CHMP7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUX1,SLC38A5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUW1,BRK1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUU8,TMEM174,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUU5,GATAD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUU4,ZNF296,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUQ7,CACTIN,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUP2,FBLIM1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUM9,SLC20A1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUM4,PDCD6IP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV44,TRIM41,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV74,NUDT8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV92,MITD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVJ2,NUDCD2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVN6,SECTM1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVM8,SCFD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVM7,STAG1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVM0,TFB1M,,,,0.474,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WVK7,SKA2,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WVK2,SNRNP27,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVJ9,TWIST2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVF1,OSCP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV93,AFG1L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVE7,TMEM170A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVD5,RNF141,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVD3,RNF138,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVC0,LEO1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVB6,CHTF18,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVB3,HEXD,,,0.564,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WV99,ZFAND2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUM0,NUP133,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUJ3,CEMIP,,,,0.435,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WTQ7,GRK7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUJ0,STYX,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU10,PYROXD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU08,STK32A,,,,0.521,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WU03,GLYATL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTX9,ZDHHC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTX7,CASTOR1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTW4,NPRL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTW3,COG1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTV1,THAP3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTV0,SCARB1,,,,0.312,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WTU0,DDI1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTT2,NOC3L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTT0,CLEC4C,,,0.48,,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WTS6,SETD7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTS1,ABHD5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTR7,ZNF473,,,,0.539,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WTR4,GDPD5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTR2,DUSP19,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU17,RNF139,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU20,FRS2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU39,MZB1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUB8,PHF10,,,,0.491,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WUI4,HDAC7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUH2,TGFBRAP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUG5,SLC22A17,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WUF5,PPP1R13L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUE5,CT55,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUD6,CHPT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUD1,RAB2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUA8,TSKU,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU58,FAM222B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUA7,TBC1D22A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUA4,GTF3C2,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WU90,ZC3H15,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU79,SMAP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU68,U2AF1L4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU67,ABHD3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU66,TSPEAR,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NDH6,ICA1L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NDH3,NPEPL1,,,,0.474,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NDG6,TDRD9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYU8,MICU2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZC6,COL27A1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZC4,RTKN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZA0,KIAA0319L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ96,CMTM1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ69,TRMT2A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ52,CHPF,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ41,RASEF,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ21,PHACTR4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ20,ZNF683,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ07,ANKRD13A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYY4,DZIP1L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYX8,CEP57L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYX7,SAXO1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYX4,DND1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYX3,CCDC116,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYX1,TBC1D21,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYW5,RNF168,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZC7,ZNF101,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZD2,KMT2E,,,,0.487,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZD4,DCP1B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZJ3,CPAMD8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZP1,TBC1D3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZP0,ABI1,,,,0.458,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZN3,ZDHHC14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZL9,CDK20,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZL8,PELP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZL2,MAML2,,,,0.491,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZK6,MCOLN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZJ1,UNC5B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZD9,DOCK3,,,0.472,0.508,,,,,,,0.964,,,,,0.0,2,0.0,0,0,0
Q8IZI9,IFNL3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZH2,XRN1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZF6,ADGRG4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZF3,ADGRF4,,,,0.549,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZF2,ADGRF5,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZF0,NALCN,,,,0.523,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZE3,SCYL3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYV9,IZUMO1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYU2,HACE1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZQ1,WDFY3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYT8,ULK2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYI0,SHLD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYH5,ZZZ3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYG6,LRRC56,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYF3,TEX11,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYF1,ELOA2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYE1,CCDC13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYE0,CCDC146,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYD8,FANCM,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYD1,GSPT2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYB8,SUPV3L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYB7,DIS3L2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYB5,SMAP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYB4,PEX5L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYB3,SRRM1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYB1,MB21D2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYA8,IHO1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
