proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35
Q9NS69,1932.1,98.703,,101.16,2462.4,719.4,,,11634,671.4,269.95,149.2,363.99,97.36,,87.736,,9381.3,6168.6,2136.4,3869.6,3339.6,3007.9,7865.5,7897.7,8750.9,9352.8,8867.3,8743.2,7797.3,5196.4,3005.3,8736.8,7446.1,4984
Q9NS86,,,,,,,,,,,,,,,,,,5676.7,,,6836.7,3601.4,1574,3714.2,2408.4,2362.6,4390.1,2224.2,1454.4,8057.9,3123.4,,3253.1,2734.4,2155.9
Q9NS87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NSD9,21754,8595.2,15976,3613.3,20926,5276.4,,18325,102710,148820,22439,38951,73818,38921,18821,44819,26508,140820,90467,123620,171600,136750,50814,61127,60885,35096,58385,177610,60648,209460,64891,87571,89789,148360,29427
Q9NSE4,,,225.29,,4374.9,,414.99,,2815,6886.9,2160.4,3600.6,728.3,,,1057.6,606.37,5924.7,2445.8,9979.3,4899,3015.7,6547.7,827.45,7180,7366.6,5349.2,9967.4,6743.7,10237,4053,5221.9,,5215.7,
Q9NT62,,,,,,,,,,1701.2,,,951.61,,,,,,,,,,,,,,,,,,,,1592.7,1047.8,
Q9NTJ5,,384.91,,,,,,,,4476.7,805.44,,2604.9,,717.79,,,2520.1,1787.5,5112.9,6050.9,1766.5,1401.1,,1683.7,1094.1,1695.5,2732,1056.9,6544.6,,829.76,3429.3,5296.8,1379.1
Q9NTK5,,,40.688,942.69,,,,,,11182,6814.5,1569.9,8844.9,376.99,958.75,,,3967.3,12608,20386,4658.2,6036.2,13122,612.05,,2836.8,2227.1,5086.4,7068.3,19124,1809.1,8772.3,1107,25454,5738.1
Q9NUJ1,,,639.02,,,,,729.39,1160.6,1044.9,,,2369.4,,,4554.3,,1511.5,,3239.7,5616.2,3237.2,3090.7,1070.8,,1043,3426,2660.2,4715.1,,741.55,,5548.1,3009.6,3596.7
Q9NUN5,,,,,,,,,,,,,,,,,,1872.1,,,,,1862.6,2690.4,,,2031,2304.1,,3302.8,3313.5,,2478.6,,
Q9NUQ9,,,1511,,,,,1279.1,12994,6414,5450.9,,1121,,,,549.86,9191.7,2343.6,3661.8,7550.9,1325,8764.4,4703.1,5529.1,4518.8,10971,6911.4,6209.5,9738.6,,5766.6,,3075.9,1216
Q9NUU7,,549.4,,,,,,,,1800.5,,,,,,,,,,,,,,,,,,517.11,1298.4,1837.5,452.4,,,,
Q9NV70,,,,,,,,,,,,,356.04,54.658,,,,5671.8,,,3008.6,,1072.8,2172.5,,,1307.5,,1166.2,,,,,144.07,
Q9NV92,,,,,,,26,,,,,,,,,,,139.1,204.05,393.08,,343.2,150.37,,416.49,351,166.4,534.3,510.9,360.77,247,,178.43,400.4,178.1
Q9NV96,288.32,,445.86,,805.22,,,1413.6,4165.3,4554.1,2818.9,1000.1,396.26,,455.07,1530.7,845.3,12312,3990.7,5767.4,13666,11104,11509,6521.7,7070.3,12866,6279.7,9168.2,16488,21090,13278,7611.1,6021.1,8051.1,14872
Q9NVA2,,,,,,,539.8,,,1295,1688.8,1340.4,,,580.71,,,8851.6,11848,16396,13967,11817,9100.1,3660.9,4326.6,6552.4,1813.6,13336,14378,11747,,16068,8221,11050,5006.2
Q9NVE7,,,,,,,,,393.93,231.46,,49.975,,,,,,1088.9,551.1,608.9,2532.4,1358.5,1235.9,643.78,924.71,1273.1,1125.2,689.21,1402.8,1846.5,,1326.8,1781.2,716.23,1306.4
Q9NVH1,,325.41,,,,672.72,,484.07,2438.4,2709.6,2605.4,,1239.2,,704.1,,1132.2,3880.5,1305.1,3053.6,5835.5,4475.5,2868.9,3346,7126,,3072.6,18552,3024.2,6115,,2418.5,,1856.4,2267.9
Q9NVI7,,,967.22,,914.32,,,,5976.3,9397,7368.3,3202,1996.3,753.59,994.74,865.02,2155.8,3800.8,1351.9,5655.4,10388,,1645.3,1568.3,2703.4,6044,8527.4,5803.8,14836,12304,4875.8,6494.1,4820.7,7433.9,5883.3
Q9NVJ2,5008.2,1370.6,14947,847.26,5964.7,768.66,1659.3,6214.1,46098,33576,17961,2762.1,15026,6455.3,5562.9,8870.2,9225.5,13779,15073,37048,30512,27372,20802,27511,24677,33720,38505,31017,33709,39394,25626,23297,26751,36802,21515
Q9NWB1,1097.2,740.84,3956,538.75,3183.2,,793.01,1040.7,12207,,2488.9,3222.1,2708.1,1212.9,1985.7,5545.7,5224.4,1967.4,1709.2,1976.4,,5143.1,1735.3,,2342.6,,2916.1,3940.1,,3972.8,2940.9,2394.8,,2689.1,1921.3
Q9NWS8,,1070.3,3385.8,996.16,,,,,896,1177.5,,,,,,,,,812.76,1107.8,,,,,,,,,,,,,9806.8,,
Q9NX05,,,,3225.7,,,,,5699.5,,6205.4,,,,,,6993.9,,,,,,,,,,,1609,,,710.35,,,744.7,
Q9NX14,,733.84,1125.9,1020.3,1581.5,1871.8,1156.9,1193.4,4963,5189.8,3696.2,2123.1,2507.7,1463.2,,1548.2,1281,12692,2332.1,9612.3,11576,7707,7060.7,8073.5,8471.2,11761,10518,12091,11166,12008,8547.8,8528.2,8681.9,12088,9418
Q9NX40,1410.4,830.04,993.75,480.73,,848.39,799.47,,4020.7,4724.5,2365.7,1087,1789.9,790.75,1226.3,1513,368.71,1085.4,673.88,10582,9057.4,1802.4,1729.4,2743.9,5788.4,5508.3,7984.9,14286,12331,10562,11368,9983.4,3572.5,5285.1,5253.4
Q9NX62,364.33,,,,501.49,,,,2261.1,,,,,,,,,1518,2308.1,630.57,,,1009.6,5218.5,2602.4,925.7,4470.4,7453.3,3996.4,6027.4,7264.5,,,,1452.7
Q9NX63,1997.9,3862.6,2035.5,512.66,1853,2399.6,4827.3,,13583,15985,5871.8,2958.2,5455.3,2393.4,1900.8,7284.3,2311.8,11889,12619,3704.3,14474,15115,15471,15145,20451,20234,19724,27915,10988,11275,23172,14338,17927,16351,22949
Q9NY59,,,,54.889,,,,,,,,,,,,,,5832.1,114.65,795.74,4278.4,885.39,937.89,1238.9,,936.99,3585.5,3948,2810.8,1376.7,692.91,835.25,4518.6,1151.5,750.14
Q9NY65,2637.5,655.89,3515,,5433.8,,,6707.2,23140,24214,7662.6,5914.1,11262,4289,1842.9,9167,3986,32174,37861,48619,45067,36178,33546,21185,24936,22482,21583,47776,24015,30266,23472,25001,19099,28609,19457
Q9NY72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NYB0,,167.67,,,,,,,,,,,544.91,,,,,,1208.7,,977.57,974.9,698.11,1208.7,732.88,605.84,,1814.5,,1213.7,692.87,,,,
Q9NYB9,,,2665.5,,971.48,,1310.4,2358.2,22370,13860,7395.3,,5890.3,1745,2158,,1016.4,6996.1,3924.7,3853.5,9949.5,9660.7,5478.3,8263,,5462.1,9294.1,10540,5231.7,17910,,,9579,8217.5,6449.6
Q9NYF8,,,,,,,,,5052.8,3001.1,,1282.4,,,,2003.7,,,719.23,1639.2,515.47,,,,,,,,59.212,,,,,,
Q9NYI0,8057.8,3060.8,3484.9,,14997,1150.8,1766.1,10894,26428,81811,40371,9210.3,27889,8314.8,16389,19328,5749.5,30266,46590,72642,58186,80575,73002,18355,70139,56905,19109,149950,107160,45135,115480,77049,23757,121690,90150
Q9NYS0,,,,,,,,,,,,,,,,,,,,,,,,,789.18,746.02,3120.5,1749.8,1241.9,,,754.87,,,762.62
Q9NYU2,,284.52,1521.1,501.33,1440.4,,,1682.1,7348.7,3406.8,1088.9,2221.3,2982.7,,2325.9,,2412.2,16860,6217.3,4010.4,9371,,1398.2,4951.4,3939,2458.6,7430.3,4483.6,8618.8,11786,505.58,1442.2,8100.5,13665,1724.1
Q9NZ01,491.61,,371.85,,,,,,3388.9,954.99,953.27,,673.91,248.1,806.29,,,13778,1750.2,4785.1,8015.6,5577.6,,5876,1562.9,2413.8,5938.4,4118.9,,1515.2,,,1937.8,1298.1,288.97
Q9NZ45,12124,13487,20617,6869,16668,13256,11658,14455,67721,73562,44747,11469,31895,13656,8942.7,19330,13845,45374,31059,54671,53311,56778,48362,39485,50912,48711,59405,60540,85993,42674,44392,45433,60912,43071,72719
Q9NZB2,,,,,,734.5,,,4915.7,2675.2,116.52,43.868,,3747.6,,,,8310.1,2976.1,4317.2,10199,3772.3,1560.3,7071.7,6450.2,6660,12838,6544.3,4432.1,7297.6,11942,3065.7,12327,13738,1118.4
Q9NZJ7,,,,,,,,1147.8,2303.9,2883.6,1149.6,1606.7,974.91,,,,789.12,4041.9,,4377.6,2680.3,,7094.1,2135.8,6128.2,3131.3,8943.2,3072.7,7064.3,17902,4381.5,1289.5,12153,5590.3,
Q9NZL9,,224.9,,,,1036.6,,1606.7,,,,,,,,,,,,,,,,,,,,,,,,,,6007,2297.4
Q9NZN3,363.64,851.55,2040.8,270.96,1877.4,,724.42,772.58,17461,26338,21962,2946.1,9013.7,1787,364,5285.8,1905.8,23557,18893,23979,16516,15676,10805,12318,16545,24709,24537,36239,31204,33097,12937,36444,17041,20224,28493
Q9NZQ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NZR1,,,,,556.72,,,,,2382.2,1056.7,1657.2,,,,,,1403.5,4449.4,7579.8,,1519.6,8318.5,842.67,,,,1734.7,2972.7,503.16,,2412.1,,6918.2,3141
Q9NZT1,2083.2,5465.9,1123.3,3394.4,2258.7,20084,6548.7,1508.8,,,3465.2,2397.7,3724.3,1355.8,4624.1,1825.5,33261,1110.8,,,,3412.9,5491.5,,,3388.3,,,1915.7,4998.1,2335.1,4876.8,,4723.6,1743.5
Q9NZW5,,554.78,,,,,,,11222,2899.8,3127.7,825.43,1614.9,,,1673.9,1663.4,10620,3032.1,2237.5,2782,6886.7,3238.5,3601.4,4767.3,6531.7,10891,18265,13349,9940.9,7593.3,9233,6863.1,7807.5,5119.1
Q9P003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9P032,,,,,,,,,1232.5,1573.3,673.1,,,,,545.44,,,1133.5,,,1197.1,,,,1025.6,1193.9,1518.9,1189.8,1575.7,1490.9,,948.8,1252.2,537.38
Q9P035,2561.5,1285.4,4181.8,,558.58,,,2424.9,11684,19914,8517.3,4077.4,7876.7,4066.6,1127.6,3611.1,3651.4,12647,,10432,17983,17591,12787,10767,9589.5,12364,21173,12980,11364,35195,5815.1,6300.6,24484,24213,2803.1
Q9P0I2,,,,,,,60.601,,,,644.06,576.97,,,,,,1310.9,533.18,402.69,533.66,546.44,,445.5,1774.3,,2466,3037.7,1670.1,651.44,2069,436.32,619.8,3037.5,341.71
Q9P0J0,5463.9,5837.1,5005.5,784,8552.5,6805.2,5074.1,2054.6,30207,16894,28962,6716.9,7554.1,5139.4,428.12,1955.5,1670.3,18890,17485,30001,20142,29546,14026,21025,25350,14709,30263,44659,34437,11998,33195,19467,30281,30944,20465
Q9P0K1,,,,,,,,,1473.4,,,,,,,,,,,420.38,,,455.41,1219.4,2207.4,1831.7,1544.7,3981,1940.8,2233.1,1950.6,2894.4,1508,,
Q9P0K9,,,103.81,,,,,474.1,3162,1732.4,,,773.63,,,496.46,703.69,5612.9,1471.9,916.61,1227.1,2593.4,1966.7,1112.5,616.72,1313.3,1853.8,3807,1574.7,922.59,877.64,1314.9,1750.8,3153,1077.8
Q9P0L0,1703.6,3543,1563.5,280.89,1664.6,,912.79,4794,10855,10142,1999.8,2814.9,6539.7,943.91,2635.4,2250.9,2891,20334,17937,18686,22751,19135,16009,20732,6301.5,17887,24652,20458,20431,32464,19341,10234,9938.8,29268,16530
Q9P0S9,,,,,,,,,1813.9,2140.1,,806.28,,,,897.93,,1273.2,,1075.9,,1387.6,,,1178.7,697.87,,,1663.5,1205.7,,,,,
Q9P121,,907.82,,333.98,,275.58,,,,,,835.79,,,,,,651.3,,3004.1,1040,1763.2,3445.2,,2427.3,899.17,873.46,3951.5,6305.4,3959.8,,5330.2,3573.1,,2442.4
Q9P1U1,,318.25,296.22,668.33,,,,957.2,,2496.5,,762.58,1203,1657.1,,,,12447,5345.2,,11431,8516.2,3745.2,11641,3711.2,1700.9,9767.4,9430.3,10345,15561,5727,6983.9,9037,6921.5,5468.1
Q9P1Z2,,,,,,,,,,,,,,,,,,,211.2,297.19,625.66,,,,,,,,,,,,,,
Q9P253,,,,,,,,,,,,,,,,,,,,,,,,,,,540.27,,,,,,,,
Q9P260,,,,,,,,,,,,,,,,,,1402.9,1099.6,1202.2,,1225.7,1452.1,1200.8,,,1356.3,1762.8,1062.5,,1143.7,,1389.6,,985.35
Q9P2C4,,,,,,,,1403.9,1543.5,2013.2,,,,,,,741.01,,,,2182.3,1772,2632.2,,,1245.4,1812.1,,1176.9,2102.9,1773.6,,1928.9,2028.6,
Q9P2J5,1934.8,717.65,5806.7,879.14,661.41,,1628.4,3390.2,40973,31231,6069.3,1381.3,16046,11410,3192.1,16812,7270.7,21520,20748,22324,55554,29353,10677,17333,29649,10668,27399,48090,6053.5,51590,18663,12453,11018,27066,2850
Q9P2K5,7166.5,3662.6,14484,,5047.6,1198.7,2696.5,11231,49570,24556,8124.5,5313.7,6939.7,7851.6,6225.8,10198,20192,7978.3,4562,6861.9,22282,8669.4,3075.4,12465,18976,9686.4,10329,5560.4,11831,24904,24609,8052.5,27507,12615,8700.3
Q9P2R7,10644,3503.7,8388.5,2795.6,9605.4,4462.8,,11420,47883,81354,28570,19991,25552,17614,8956.8,16226,7209.7,58052,55543,85639,51890,71171,76267,58445,72623,51399,60577,104520,68497,139140,48950,70152,62708,105990,59994
Q9P2U7,794.48,,,,,,,,19760,2021.9,6846.1,1521.9,6538.7,1187.3,,1207.9,1161.2,35709,13560,31354,41612,24541,35440,35626,13338,30199,40553,37243,28100,28319,,8852.6,30753,23460,18643
Q9P2W9,,,,,,,,,,,,,,,,,,,,,,,,,254.94,214.94,,,264.54,1433.6,1477,277.97,206.45,306.9,
Q9UBB4,,,,,,,,,368.81,,,,,,668.82,,,6882.8,906.4,2958.1,2021.8,4445.6,5184.2,1071.5,809.62,1063.3,1038.6,6476.5,,6926,917.38,1143.4,,1357.3,786.93
Q9UBB6,2321.9,2121.5,2627.5,3716,5904.7,114.4,,4408.6,69088,103650,40126,12933,45563,4214.4,10994,15007,9407.8,108430,61245,71695,85703,69983,98955,72606,93399,50810,83895,141210,47921,168830,48907,47795,64820,99239,54823
Q9UBC2,325.01,681.46,,639.59,,,,592.65,778.24,1407.9,3163.7,537.39,,,,,,,1065,1601.5,3151.9,1076.1,1941.3,1984.8,1737.9,2226,5615.8,4746.1,1443.2,5023.8,2620.1,4257.4,688.98,3550.4,1879.3
Q9UBE0,,,,,,,,,1218.1,1730.5,767.69,,549.72,232.68,,479.7,,578.44,2085.2,3474.6,1578,1256.5,817.07,,2859.4,,323.03,442.97,485.62,5320.7,1199.3,1896.3,1417,4102.6,1233.3
Q9UBG3,,433.22,,,,,,,,2579.2,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UBQ0,341.5,,1358.1,,,265.26,604.88,,3659.7,6147.9,1279,3189.6,4972.4,1973.6,392.59,2111.9,1322.3,1881.4,4429.4,6787.3,6383.2,6166.2,8151.8,436.73,8767.6,2830,1094.2,7891.1,1334.6,12825,3601.2,10247,2455.5,10982,4605.9
Q9UBQ5,,,,,,,,,,,,,,,,,,2762.9,1407.3,1776.6,2318.1,1724.6,2093.2,4067.9,3666.8,,3404.9,,,3950.9,2892.5,,,,
Q9UBQ7,,,,,,,,,,,,,,,,,,1047.3,,1062,,1227,1577.5,,,,,731.48,,,,3580.6,,,
Q9UBS4,554.31,2048.2,4378.2,906.1,3226.7,3416.1,2244.8,663.55,12475,9181.1,5806.9,1558.2,4475.6,3025.5,1675.8,3915.7,4136.6,3759,6269.9,3841.3,8392.5,2250.7,2843.3,2243.2,2472.4,,1662.6,3554.6,3437.7,8683.1,2274.9,,1481.3,8204.4,
Q9UBS5,,,,,,,,,1728.5,,,,,,,,,648.33,254.23,328.87,619.74,,1853.8,742.32,200.2,173.09,508.46,220.69,213.2,,745.03,977.6,357,282.36,1290
Q9UBT2,739.19,,2686.2,,,1439.4,734.13,2133,16193,10607,2340.8,3407,4158.6,4962,690.93,6891.2,2186.7,8633.7,442.1,2685.3,9309.7,5747.1,1226,,14351,4628.3,6657.1,13197,6960.8,12595,6504.6,5672.8,9629.8,7359.4,3594.5
Q9UBV2,,,1355.5,,826.92,,,,9546.2,3173.8,1438.1,882.55,3633.8,1484.7,407.83,1230.2,,3164.5,2100.5,3805.1,4912.1,3961.1,1819.1,4083,6316.3,3451,3375.2,2595.4,8410.6,5736.5,2602.3,3658.8,3974.2,2305.6,1488.7
Q9UBW8,411.97,,611.72,,,,,1492.2,2460.7,5804.4,1922.2,1398.6,,,,,1020.6,1528.6,2096.9,1834.3,,2619.5,2828.4,1432.1,,2095.6,1663.4,6156,5031,3271.4,,1470.3,,4846.7,2120.8
Q9UDT6,,,,,,,,,,,,,,788.27,,,,,,,,,,,683.87,,,,,3791.7,,,,2055.5,985.93
Q9UDW1,,325.43,376.88,353.39,,,,,,1845.2,1320.5,,,,,627.96,,,2383.9,3652.6,4936.5,828.68,,2673.1,3086.9,1698.6,3458.7,7021.3,3450.4,3913.2,2677.4,2611.1,1938.8,,
Q9UDY4,,,,,,,,,,,280550,,,,,,,,,26682,474.84,425.24,,,,29311,,,,,,,,42286,
Q9UEU0,912.61,,809.91,1234.4,,94.586,397.97,1048.3,761.06,1724.1,,,898.78,453.08,1471.4,317.89,,,1964.3,2245.6,3261.3,3739.4,1893.2,2382.9,1765.6,2843.9,2608.9,7874.6,5399.3,6113.8,1890.7,3217.3,2150.4,4808.1,3192.1
Q9UEY8,1474.1,,,,1036.6,317.38,890.08,998.18,9457.6,16890,8190.7,2662.1,2230.2,2103.3,1440.9,1209.9,504.1,10461,7520,19015,13670,18588,17770,11345,9704.4,10262,8169,13973,15314,22235,7025.8,14842,15477,14742,4067.3
Q9UGJ0,513.8,,,,,,,,,,1068.5,,,,,,,7482.2,,5216.6,5050.4,6682.9,3764.9,,,,,,,,,3115.3,,2588.9,
Q9UGM3,,,,1864.3,,,888.28,,,3154.2,,,,,1890.9,,,,,,,,,,,,,,,,,,,,
Q9UH03,,,,,262.51,,,2040.1,3039.2,9990.4,5420,1149.1,2500,944.81,,,731.29,25183,16111,30819,23674,34843,27852,15384,16793,22201,17860,37897,41629,51748,14691,31868,32404,31879,27814
Q9UH62,,,,,,,,,,,,,,,,,,,1175.4,1970.7,,3142.5,1606.3,1312.7,,,,,,,,,,,
Q9UHB9,,,,,236.07,,,,1327.7,4009.5,,,667.91,,,,,1296.1,,1683.7,4146.6,3265.3,1017.9,939,1133.3,1187.1,,5283.7,,8078.7,1513.2,3672.1,1842.2,3069.3,202.89
Q9UHC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.8,
Q9UHD8,,,1061.3,,,291.28,,,1662.2,5651.2,6347.5,6646.2,5831.4,1796.2,580.25,,1739.5,11505,10429,13285,12881,8388.4,12914,1774.1,3342.8,3088.9,6050.3,12083,11883,3338.6,3986.4,11922,4080.9,7494.3,1897.9
Q9UHD9,430.35,,147.28,110.47,,,,,,,,120.99,205.16,,,,,362,631.26,1113.8,1114.8,1058.8,,303.19,682.18,1104.3,468.42,,1573.5,2278.8,1136.1,743.56,,1394,677.06
Q9UHG3,,,1332.5,1715.8,,908.62,,822.81,2667.1,4673.7,1777.9,4308,2470.8,1727.5,276.92,725.09,,1858.7,,1881.3,3236.2,2991,1367.6,2861.3,1632.7,5557.8,2794.9,9009.5,5619.4,13576,9208.3,2794.7,2364.8,6797.9,6633.2
Q9UHQ4,,,,,,,,,2926.1,,,,,1352.1,,,,,1562.7,1704.6,1187.4,240.25,,,,,,,,,,3519.9,4189.3,4856.8,4517.5
Q9UHQ9,,,845.43,418.94,816.24,1353.4,,,,,,1300.8,1967.4,555.84,2606.9,,1480.7,,9795.5,10832,11863,11196,5943,10223,2202.4,,8475.9,9809.3,7060.1,4976.3,,1325.1,2522.6,,8213.8
Q9UHX1,1507.5,,,341.12,1245.6,461.68,,1140,,4695.2,1037,900.39,3399.7,2061.3,1677.4,1500.4,840.37,761.32,4786.2,1361.9,293.78,1791.5,2205.6,1315.2,1899.1,1085.3,,951.01,1836.6,7265.6,,,2960.8,7640.3,
Q9UHY7,,,,,,,,,1337.6,3350.5,3135.6,834.82,,,,,,578.97,2828.5,3263.3,2865.3,3526.4,3795.2,2136.4,1799.3,2389.3,,,,4241.3,,,,2959.7,
Q9UI09,768.62,739.67,1179.9,425.87,1764.5,1678.1,,2359,11460,7300.2,3086.3,5953.3,2378.8,1158.2,950.28,3375.5,926.9,11708,4197.5,9632.5,12387,16830,5103.1,10507,7797.4,6173.4,3577.8,18799,21276,12867,12648,4055.2,23142,8760.4,18648
Q9UI10,,,,,,,,,,,,,,,,,,977.47,,,,1217.7,,,250.35,220.33,154.23,332.39,273.49,261.94,,,,452.31,258.76
Q9UI12,871.38,1655.6,4504.4,288.43,1249.1,,1375.8,7081.7,57169,61047,24559,8106.7,16976,4769.9,5770.3,5135.8,9955.9,37494,22279,49440,44166,31250,36819,35860,47004,40115,49614,81950,42878,50396,14320,24811,49145,40420,50188
Q9UI15,,230.94,,,,107.36,416.62,1851.4,5338,10411,1561.7,3252.5,2763.3,1205.3,998.15,385.36,,14929,15092,17181,13281,12578,25154,5757.7,9280.6,6525.1,13702,16716,16421,12301,8256.2,7317.5,9562.1,30942,13862
Q9UI40,,,,,,,,,,,,,,,,,,888.15,574.71,693.56,1797.8,2978.8,,188.29,3299.7,2705,3289.6,1718.8,1095.8,2164.4,1105.6,2721.9,1668.1,2607.3,1014.6
Q9UIA9,,,,,670.77,1861.6,,,1282.3,2017.5,914.36,,,,,,109.62,,1122.8,1282.6,,,2968.5,2886.3,1404.4,433.79,4852.8,,1979,5008.7,704.11,,1829.2,1361.6,369.14
Q9UID3,,,,,,,,,720.74,990.29,381.38,,,,,,766.25,3604.3,1619.6,,2387.2,,1681.8,,,,,1952.3,1214.2,,,,,1795.6,
Q9UIJ7,,,,,,,,,,,,1498.3,,,1184.8,,,1169.8,2370.2,1341.7,2307.4,2768,1398.2,1970.1,1818.4,2922.7,,6043.1,8006.7,5252,676.39,1145.5,,,
Q9UIQ6,,,,,,,,,,,,,,,,,924.87,2562.4,1192.2,,,2754.1,,,,,1472.6,1905.8,1118.8,2433.5,,,,,
Q9UIW2,,,,,,,,,,,,,,,,,,370.88,,,,,,,,,,,,,,,,,
Q9UJ14,,,,,,,,,870.79,1144.6,,,,,,,,,,,,,,,,,,,1549.2,,,,,,
Q9UJ70,,,,,,,,,3436.6,3787.8,,,,,,,,,1646.4,4401.2,,3264.6,698.05,,,,,,445.08,2799,,3608.8,,2157.2,
Q9UJC3,,,,,,,,,,,2468.8,,,,,,,,,,,,,,,,,,,,,,,,
Q9UJQ1,,137.94,,,,,,,,,,,,,,,,,3758.7,4903.7,,2870.7,,,,2405.6,,4618.2,4314.4,,5989.9,3686.3,483.94,835.08,3399.4
Q9UJS0,,,1025.7,,,,,,,4465.8,2531.1,1994.2,1518.9,,,,,5587.9,3755.2,6288.1,6790.6,4795.7,3924.9,4268.8,5823.4,4001.1,9047,6957.3,5562.4,10528,,5556.2,6263.8,6529.9,4859.5
Q9UJU6,,,,,,,,,2102.2,2164.5,2481.9,,,,,101.72,,2273.7,1963.4,1534.3,4765.1,5841.2,4661,,1295.4,2928,2098.9,1872.6,,6267.3,2072,4070.5,1639.5,4210.2,73.647
Q9UJV8,,,,,,,,,2093.7,1769.3,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UJW0,975.23,,1085.9,,,,,,,,1844.5,,,,1471.6,,,,,773.59,894.1,,,,,444.33,,1129.8,,,,,,4818.1,2505.7
Q9UJZ1,469.06,,387.1,,378.6,471.89,,,3842.4,2413.6,822.95,376.39,1629.6,519.22,,2527.4,559.79,5584.4,5015.6,5977.4,2531.6,2245.6,2053.3,4221.5,4450.3,2732.7,4208.9,7512.1,4509.2,5849.9,4017.2,582.06,3657.2,4075.5,5133.5
Q9UK22,,,1388.4,,,,,1475.5,6652.5,12860,814.39,2298.6,1086.8,,,,1365.9,3214.6,3725.3,4038.8,3926.2,,5011.1,1904.2,6782.1,1894.3,2669.9,2665,7436.6,6440.1,4559,2639,,6077.5,4023.8
Q9UK41,,,,,,,,,,,,,,,,,,,933.18,1091.8,1978.7,,2093,,1064.4,812.6,1255.6,4345.1,1146.8,,930.73,936.69,976.03,3131.4,
Q9UKA9,6014.8,432.02,3460.8,362.97,9241.4,,,5303.1,10166,11310,3862.5,5430.6,11811,7447.5,10520,,1219.4,2255.6,10052,4624.9,9575.4,16573,18209,3989.5,11116,2787.8,2255.6,15186,4555.6,28855,4428.2,12277,2215.4,12676,
Q9UKF2,1496.3,,2704.4,,,,,10996,8413,6214,,,,11442,,14289,,,,,,,,,,,,,,,,,,,
Q9UKG1,,,,,,,,,,1125.9,466.86,1976.9,,,,,,,801.18,2415.2,2889.9,3403.7,4900.8,1938.1,7367.8,,489.65,1511.9,2596.8,5829,847.53,344.77,202.27,7094.4,1911.4
Q9UKM9,,624.26,1393.2,,,206.86,,1870.1,16259,5306.9,,,1414.4,2718.7,1371.7,4769.6,1642.7,7976.9,2514.2,2615.9,15784,5058.9,4009.2,3652.1,6470.4,5788.3,,6341.2,3122.5,13376,2685.5,2529.4,3200.9,5784.6,3640
Q9UKT9,1499.3,637.28,829.09,,578.02,998.27,1730.6,2488.2,,,1147.9,4787.1,,2242.1,5741.5,2433.3,,,,,,,,,,,,,,,,,,,
Q9UKU0,,,553.61,,,,,647.93,1764.4,,,,3226.4,,,,,6759,,2808.5,,2340.3,,,,,,1650.6,787.41,1711.2,,,1168.5,,
Q9UKU7,,,,,,,,1188.4,,2005.7,,316.45,,,,,1424.3,,,,,,,,,,,6093.6,,1084.1,1529.1,,1926.6,,1507.1
Q9UKV3,,,,,,,,,1947.9,,,,,,,1026.2,,5048.8,,,,,5789.1,,,3968,3981.2,4974.2,4729,4444.1,3340.2,3799.1,3702.4,4855.1,
Q9UL15,,,,,,,,,667.57,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UL25,483.24,,551.17,,97.846,,,,3498,4664.9,261.23,855.3,2034.8,630.13,,1071.8,26,7968.8,3869.8,6739.9,4281.2,2339.9,1825,1135.8,2087,1707.9,4630.6,2278.3,5505.9,,3371.8,2436.8,2522.9,4699.5,5063.2
Q9UL26,,,,,,,,,,1364.8,,,,,,,,,400.99,1454.2,,,,,,,,849.46,,,786.16,945.49,,,1061.6
Q9ULB1,,,,,,,,,,241.84,,,,,,,,803.32,,675.48,293.19,815.61,615.1,,,,,835.12,666.49,,,585.47,1934.6,695.4,
Q9ULC3,,,,,,,,,,484.71,,,,,,,,,,,830.5,,1341.7,683.73,1457.8,1581,,1278.9,1015.4,2778.3,941.89,1501.4,1379.2,1738.3,1520
Q9ULD0,,,,,,990.27,,,1249.5,5285.4,1734.7,593.38,768.53,404.03,,,,4280.1,3975.2,3481.2,9855.6,7370.3,,5745.2,9493.9,8420.8,6072.6,20241,8474.3,7813.1,5261.4,3899,12749,,8792.8
Q9ULJ8,,,,,,,,,,,,,,,,,,,,,1605.3,,992.04,914.29,,836.37,,,,1862.9,,1167.4,,,1103.6
Q9ULP0,,,,,,,,,3933.2,11764,3260,,1984.2,,381.94,,,9335.5,4132.5,8986.6,7784.3,11798,10200,8553.9,15193,10220,10784,15519,11268,19608,8841.2,12017,10541,11299,2344.5
