proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35
Q99959,,,,,,,,,,,,,,,,,,2165.6,337.84,,2099.5,,,,2027.1,844.66,1085.7,1260.8,,734.09,1813.8,1375.9,2000.5,1187.6,
Q99961,,,,,,,,,,,,,,,,,,,1818.1,1169.9,,2260.5,2505.3,3125.7,1745.5,2413.5,2796.8,3274,4604.7,6731.6,1625.5,4618.8,2638.8,7230.1,589.68
Q99962,4359.6,13209,11278,7146.4,4978.7,2586.5,8701.4,9009.9,52462,75082,58833,12157,31504,9420.2,14664,22329,11525,55454,61334,80935,50556,80905,107140,41413,63590,43196,45530,71597,74664,111060,40931,56858,48379,128660,60182
Q99963,,,146.71,875.79,,,,339.33,2396.5,1987.8,2849.1,,914.26,,,452.77,182.69,2412.2,837.52,,1947.7,7207.6,7173.9,2373.5,3189.3,2333.9,2518.2,2700.6,6861.5,11551,3615.3,4652.3,3320.9,5747.4,986.23
Q9BPW8,957.42,,697.07,,433.03,,,1627.8,14334,14117,8031.1,6174.7,8856.9,6023.6,3735,3547.5,2624,18581,5482.2,11855,21352,18727,8927.3,4889.4,,4844.8,4983.6,,18532,10852,10343,15523,9152.4,11060,20418
Q9BPX5,,,,,,845.15,,1018.6,,,1878.1,,,,1133.8,,,,,3120.2,2324.2,1908.1,2738.5,1497.3,1793.6,,,3417.7,,3055.8,2346.1,,2060.5,3211,4178
Q9BQ70,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.31,161.59,,208.82,,225.15,300.98,
Q9BQE5,,,,,,,,,150.72,,305.4,,,,,,,5855.3,2780.8,1890.3,,4703.2,638.99,415.4,2480.2,,531.7,930.6,,,926.34,2823.6,,,1678.1
Q9BR01,,,,,,,,,,,,,,,672.61,,945.62,,1601,4433.1,,2014,1875.2,1158.4,,,,1149.8,,6265.1,,,,3396.1,
Q9BRK5,,,,,,,,,,,,,,,,,,,,,,,,226.44,,326.38,,,401.9,,457.3,297.61,,,
Q9BRQ6,1164.6,1002.3,,,300.39,1101.9,198.86,238.87,3759.1,3912.8,353.76,1431.6,586.38,192.74,189.88,280.3,254.3,,1435.7,3056.2,6432,,146.03,1577.3,3068.5,7532.6,,2402.7,2633.8,8971.5,3497.1,,1780.7,,
Q9BRX2,,,,,,,,,,,,,,,,,,309.82,261.99,260.9,333.73,,,,,,47.344,,,,,,,,
Q9BRX8,4527.7,8248.1,16957,3029,16021,9281.3,3721.2,4910.4,35558,41087,22668,9201.9,17212,7417.5,11466,14060,17750,26667,25770,32821,45891,36331,26177,44483,9973.5,22106,25142,60938,27245,52151,36960,21372,14595,39398,5132.3
Q9BS26,,2871.6,,,2709.7,2014.7,887.28,861.95,3015.8,14089,3213.9,1622.1,8246.7,1362.5,1237.9,,,5176.8,4941.4,7857,5856.1,13404,5412.7,,3316.4,995.03,4614,6493.5,5073.3,9275.8,7303.7,2889.3,4831.6,15646,4086.4
Q9BS40,,391.19,,,,,,,2181.3,5392.9,,,1101.7,569.85,592.28,,,,,,,,1918.7,,,,,,1882.4,706.47,1883.5,,1411.8,1783.1,1882.4
Q9BT78,,,,,,,,,2177.1,9121.4,2149.7,,244.05,523.49,1402,,,6859.2,11311,2489.4,3124.9,3948.3,7840.1,3272.2,3467.6,,7078.7,4642.7,845.26,10337,1617.6,6048.2,2141.3,5745.1,4248.1
Q9BTE1,,,,,,,,,,,,242.57,,,,,,,867.49,1593.6,,1052.1,,,,,,,,,,,443.89,,
Q9BTE6,,,,,,,,,,,,,,,,,,,,,,,,,1197,,1553.3,,,,,,,,
Q9BTT0,1734.8,,,,788.65,487.4,,2780.6,12573,3533.4,1556.7,,1487.2,927.03,1803.1,2504.9,,4341.2,903.15,1485.7,3091.1,1635.8,,1703.9,1882.4,410.8,2735.1,,,1854.2,3968,,3844.1,1545.9,
Q9BTV5,,,,,,,,,,,,,,,,,,968.55,1554.6,1016.8,3055.5,1081.8,1136.3,712.79,1259.9,724.21,2108.9,,3143.8,4474.9,,955.76,1275.1,1336.3,1084.8
Q9BTW9,,,296.06,,,,,,2554.1,3351.3,,248.51,,,,,,3283.2,2746,3502,5438.1,2181.3,5435.1,1348.7,2966.2,1015.8,3913,,1859,2114.4,,3066.3,2623.9,1044.1,
Q9BU61,1261.7,,,,,,,,,,,890.82,,,539.34,,,1177.3,,,1227.1,,767.2,,,,,,,,,,,,1187.1
Q9BUB7,,,,,857.64,434.61,,,1991.8,1642.6,1554.5,,1737,94.901,,845.29,446.17,,,1184.8,1242.6,2458.7,1101.2,632.87,1430.4,632.42,,2406.5,3549.4,2202.9,1174.4,,1577.3,1464.3,1584.2
Q9BUF5,,,1121.7,,1230.6,,,,13166,,,,,,,4862.7,3166.2,,,,,4360.2,,,,,,2589.9,,2400.4,1486.5,,2458.4,1808.3,
Q9BUJ2,3578.3,1749.3,2546.7,,2606.3,4612.9,3654.1,3258.4,2656,,,,,1896.3,1507.3,,,1647.6,,,,,601.55,2407.2,2408.3,,1409.2,,,3004.9,991.12,,,1647.8,
Q9BUR5,,,1220.5,854.01,,1074.5,,,10325,9200.2,2301.9,1565.4,,,,2518.1,1395,6800.1,,4124.8,5398.4,3878.3,,10513,3381.8,7093.1,8136.3,9751.6,7802.2,10051,3871,6677.8,,7873.2,8804.9
Q9BV23,,,,,,,,,144.15,5517,1776.3,1223.9,1094.4,,,,,6834.8,4243.1,3698.5,8236.1,3626.3,2196.4,3121.2,4789.3,1893.8,3333.4,2283.8,1132.6,1657.2,1305.9,,4593,3068.9,920.34
Q9BV35,1019.5,,,,256.79,,,,3302.8,3866,3757.4,433.12,,,1238.7,,,260.4,,332.89,,,,,,,,,,2031.9,,,,,
Q9BVA1,1146.8,2121.3,2190.5,,,1855.6,1591.3,,5299.9,6354,,,,3445.6,,,,6339.9,8611.3,8720.1,,6625.6,7897.7,3701.5,1058.7,,7046.3,12472,9318.6,8824.3,5056,6203.4,5586.5,7501.9,4622.8
Q9BVC6,1237,,,2140.8,,,1883.8,,5728.6,5607.3,3447,,,2363.8,2106.6,,2502,4705.3,2668.2,602.48,3271.9,828.8,3435.9,3151.9,,2405.7,4002.4,3462.8,3369.2,5418.2,2625.6,2983.1,4663,3388.1,3498.3
Q9BVK6,9299,16110,16497,11166,20589,11829,10351,4498,25791,49727,21515,19438,15145,15269,11566,20197,15515,11837,8319.2,9182.5,11920,24688,8989.4,24746,14369,18007,19462,36470,37058,20297,50995,15501,29838,22442,35571
Q9BVK8,,,,,,,,,,,,,,,,,,,,,2373.6,,,,,,,,,,,,,,
Q9BWD1,,,,,,,,,,,,,,,,,,,,1062.4,,,,,,,,,,,,,,1003.1,
Q9BWF3,1747.8,,,,,,,,6174.7,2043.5,1021.7,,,1154,,,1155.1,,1823.1,2249.3,3068.5,1543.9,,2881,,729,1488.5,,1043.2,1162.6,1459.1,1979.7,6387.1,3710.6,1071.5
Q9BWH2,,,,,,,,,,,,,,,,837.06,,2156.5,,1260,1600.2,1660.4,,,1187.1,1241.7,922.6,1428.2,1371.3,,1227.4,,,,551.17
Q9BWM7,,171.8,1698.2,,1359.5,306.8,465.28,1678.1,29784,30155,19536,452.92,8435.3,4164.7,1906.4,3364.4,1782.5,37574,23660,31519,40143,40894,30370,26543,45001,37995,45598,72800,38556,52033,33892,37867,46851,40530,30543
Q9BWS9,,,,,,,,,,1006.7,,,238.6,,,,,,,,,,,,,,,,,,,,496.96,1386.4,
Q9BX66,,,,,,,,,,,,,,,,,,276.63,,,460.24,297.24,340.71,,,,,,,1437.8,,,83.235,,
Q9BXF6,,,,,,,,,1153.7,1574,,,206.45,,,,,,,,,,,,808.44,,,,819.69,,,,,,
Q9BXK5,,3756.9,,,,,,,,,,,,,,,,,,2108.4,,,,,,,,,,,,,,,
Q9BXP5,,,,,,,,,734.74,2066.6,,266.5,544.03,381.84,,589.16,,1224.4,544.17,,2997.9,3021.3,2327.3,,1312.4,1005.5,269.98,,,4022.2,,331.28,1057.6,4354.9,687.77
Q9BXS0,,,427.23,,,,,,,,,,,,,,,,,,,,,,,,,,6908.6,,,1083.3,,1058.4,
Q9BXS5,846.08,575.14,,,2119.7,873.45,,1240.7,8722.2,3128.4,992.04,,1198.8,,,668.65,,9914,6631.6,6236.9,4328.5,8432.1,6689.9,6665.2,15351,2131,6362.9,10600,4563.1,7004.8,1161.8,,5788.2,2773.9,2357.4
Q9BY11,738.62,1566.4,2435,,625.26,1048.9,,1435.8,6042.1,7841.3,,,3845.7,,1819.6,5047.5,,10623,4337,7076.5,12432,7816.1,10002,1053.9,4329.1,8554.9,3400.2,14154,16103,22909,11177,9066.5,13429,20279,16232
Q9BY67,,502.24,1045.3,356.89,,,1431.3,,4144.2,3596.7,885.41,2264.2,2061.8,1724.6,,,78.57,,,5782.4,4969.2,5722.9,7881.8,2065.6,5373.9,8163.6,4656,4223.3,3367.4,4645.9,3664.1,4965.1,,3701.9,8618.3
Q9BYB0,,85.913,319.14,,,,,,625.02,872.32,1435.2,539.88,778.09,,,,,1465.9,,1281.9,4243.2,,1810.6,,1168.7,1375,509.74,,6794.8,3492.7,1263.3,2784.4,2469.9,5227.3,2587.9
Q9BYH1,,,,,,,,,2536.7,,2150.2,,1135.9,513.99,609.78,,,,,,,,1689.4,,1926.9,,1440.2,,,,,,2116.1,,
Q9BZC1,2124.9,491.68,4679.6,,3638.7,332.29,,1798.6,2139.8,6953.4,2049,1961.6,8265.3,1582,3824.1,4178.3,5602.8,2334.1,,,3290.8,4977.1,5398.5,725.93,2732.9,,752.95,1037.5,825.43,,3785.1,,2104.5,2912.6,
Q9BZC7,,,,,,,,,,,,,,,,,,396.41,,,,,,,,,,,,,,,,,
Q9BZV1,,,,,370.17,,,,2240,2483.7,1957.8,762.53,,1268.3,,,,2261.5,2048.1,1842.4,3921.9,3117.8,,,5117.6,,5045.3,3425.7,2588.9,,4365.8,1744.6,,2486.1,2773
Q9BZZ5,,,,,,,,,563.76,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9C040,,649.17,,,,278.28,538.14,2189.5,13221,25430,9490.8,5997,10842,3300.8,1969.3,3154.8,2711.4,19570,23771,22951,40009,31980,22924,20578,13027,15355,7788.8,23839,15517,42358,11554,22357,16912,33266,18832
Q9C0C9,,,470.14,,,,,261.32,397.35,698.65,261.73,155.12,,,,,,470.4,998.74,2546.5,3083.4,1453.9,3180.3,1379.9,2203.4,1128.3,1118.9,,2442,1985.4,770.83,1525.5,2080.9,1344.8,
Q9C0D0,,,258.86,,,,,315.29,454.37,3451,,,,,,,499.34,2478.9,,3492.9,8491,2733.6,,5156.1,4070.8,3338.1,,2905.9,5666.4,3717.9,2334.4,880.1,2074.4,3009.4,1009
Q9C0D9,,,,,,,869.55,,,,,,,,,,,,,,,,,1417.9,,,,,,,,,,,
Q9C0E8,,,,,,,,505.39,,1341.6,,611,,,,,,,1140.1,1368.5,,,1940.8,,1131,,,1537.3,,,1348,1239.4,,,1718.6
Q9C0H9,,,,,,,,,,,,,,,,,,1097,,,1534.5,,,,,,,,,1758.4,,,,,1168.7
Q9GZN7,,124.01,,,,,,471.26,,,,,3206.5,,,,,6164.5,787.77,6518.5,7525.9,3985.7,3547.6,2453.9,5426.1,6504.5,3645.2,2613.7,2387.8,5902.7,,3374.1,2231.3,2254.4,3683.3
Q9GZQ8,,,,,,,,,,,,,,,1437.9,,,2527,3514.3,,,5019,,2703.7,,,5344.8,7080.5,9057.3,7522.2,,5407.3,5206,5831.2,5831.2
Q9GZT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9GZT9,494.87,,,,,,,,,,,,,,,394.91,,,,,839.48,,,,,,,1565.6,,,1405.2,,,,
Q9GZV7,,,886.18,,,,,,961.04,4802.3,1960.4,1525,,,1113.1,,136.88,5278.9,1152.7,8119.3,7518.1,9874.3,8883.7,4137,3969.8,6691.7,4296.3,5064,7362.1,4654.1,4343.8,7363.6,9951.8,7147.8,
Q9GZY8,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.9,2756.2,1747.8,2174.6,,,1511.6,3294.3,
Q9GZZ8,1196.8,,,14089,,,,,,,,,,,1261.7,,518.44,,501.16,,,,,,,,,,,,,,,,
Q9GZZ9,,,,,,,,,,,,,,,,,,,609.15,1576.9,,,,,2979.3,,681.97,864.6,,802.18,,,740.92,2588.4,
Q9H061,,,,,,,,,5124.4,4444.3,1762.8,,1299.2,445.68,,1045.9,,2564.5,,8643.7,3343.9,,2194.7,10819,5011.8,11221,5881.7,10337,2603.8,8047.1,6853.3,1489.7,1826.6,,8131.6
Q9H0E2,,,,797.09,,,951.56,,,53.68,,,2029.2,,629.75,,,1242.5,2239.2,8619.6,,2646.6,6368.3,,,3377,7189.5,8181.7,6917.9,,4418.7,4125.7,790.66,16540,5194.2
Q9H0Q0,342.46,522.89,,,,,,1188.4,11472,4840.4,4146.2,2151.2,1375.8,2110.8,1431.3,734.96,1716.4,15967,4528.4,10899,16727,10845,7292.5,8729.4,14857,10794,14402,11184,7886.5,12168,4609.2,7880,10338,4643.5,3858.2
Q9H0Q3,,,,,,,,,3882.3,6194.7,3742.9,,,1551.9,,,,6046.5,3540.5,1583.4,4248.5,5316.2,6797.3,3663.5,8421.6,725.81,5638.6,9508,10956,4871.6,5055,,7029.5,1573.8,5554.5
Q9H0U4,10628,7261.9,12531,6060.6,12777,3918.8,2662.6,8684.7,67845,67169,44523,24384,31308,14016,12283,17883,13495,63570,48131,72912,83389,75498,88791,56542,74647,68700,73760,96328,104980,104210,75350,81049,74229,87067,88386
Q9H115,12677,4782.4,17357,1047.8,12550,3857.2,2513.4,23261,79510,99363,51966,20430,35401,7727.9,12105,21625,23604,82879,83374,107190,128380,116700,136030,65105,109090,73347,77921,155910,110310,167200,81460,128540,82310,135450,101120
Q9H1E5,,,1269.5,,,,,,3502.1,3550.4,,1725.8,1405.2,1785.1,,,,2933.2,1817.1,1985.4,,3307,,,3572.3,,3415.1,4734.2,,3434,2170.8,,3357.9,2513.6,2746.3
Q9H1K4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.033,232.38,,
Q9H1V8,,,,,,,,,329.39,275.12,2932.6,,,,691.47,126.25,,3606.9,3634.1,7250.7,4603.3,5973.3,5175,2772.1,5660.9,3726,3158.9,8496.3,6949.2,7783.2,4570.8,3462.1,4639.7,5716.4,3799
Q9H1Z4,,,619.42,,,,,,2734.7,,,,,,,,,,,,,692.24,2567,1239.6,1911.7,322.63,,6301.9,3042.5,5706.5,1626.2,5217.6,2577.6,6470.7,345.8
Q9H223,,,,,,,,,,,,,,,,,,,,,,6051.9,,,,,,,,,,,,,
Q9H237,,,,,,,,,,,,,,,,,,605.09,,,,,,,,,,,,,,,,,
Q9H254,,,,,,,,2705.2,4282.1,,4057.3,,,,,,,,,5069.4,,2975.9,4337.6,,,,2229.1,,,,,3602.3,,,
Q9H267,,,,,6377.8,,,,,,,,,,,,,2193,1803,,,,,4638.5,4401.1,4158.4,,,,,,2659.3,,,
Q9H269,,,,,,,,,,,650.38,,,,,,,1888.6,,,,,,1241.4,269.16,282.51,489.34,404.77,,1680.1,,,374.97,,
Q9H270,,,,,,,,248.19,,,,,,,,,,4895.5,3162.8,3991.6,6330.7,3141.5,2401.5,,519.24,,1489.1,,867.58,1299.4,539.34,1055.6,,,271.38
Q9H2H8,,,,,,,,,,,,,,,,,,,,,,,,,,881.19,,908.22,,,,,747.98,,
Q9H2M9,,,,,,,,,,,,,,,,,,1341.5,795.74,876.19,1519.8,1038.5,1727.3,3197.8,3573.2,1729.9,2988.2,3766,297.02,5376.9,,225.78,516.24,2738.8,1134.2
Q9H2X9,966.52,954.23,1499.8,,,,,,16229,2661.9,788.79,2182.5,1052.1,412.86,,1598.5,,28211,3806.3,3426.7,20516,9645.5,11988,9828.6,13098,12719,25406,16158,9094.4,16582,9136.4,5504.2,17178,8813.9,7213.1
Q9H313,670.21,,,537.38,,,,,1291.4,1362.6,,,,,,1239.3,,1932.4,,1264.6,1831.1,,1505.2,1655.2,,1067,1245.2,3035.1,1202.5,,,1004,2738.4,1063.9,2343
Q9H3K2,,,,,,,,,855.84,,207.99,112.1,544.12,,79.405,,,1969.1,,641.3,2644.8,1417.9,1391.1,958.7,1029.9,1193,3366.4,3248.8,,1344.1,952.87,1175.9,749.68,,925.26
Q9H3S7,,,,,,,,,,,,,,,,,,1284.3,2474.6,,3476.5,1835.6,,,,,1635.3,2420.9,,3482.7,,,,1314.1,1609
Q9H3Z4,,,,,2992.3,2796.6,3307.3,3612.8,11028,16577,12539,5979.2,1480.6,2070.8,,1357.5,,3883.7,3977.6,13294,4876.3,5629.2,9140.4,5252.9,8853.4,8194.2,6431.8,6665.2,19063,16258,988.6,25783,6736.2,17611,31308
Q9H444,,,,,,,,,,,,,,,,211.85,229.89,792.25,173.23,,,,382.6,,1028.8,1903.6,1129.1,2779.4,1916.4,,2510.1,375.26,290.36,305.26,1293.3
Q9H479,,,,,,,,,,1912.9,851.09,1662.9,,,,,,3985.2,1073.9,514.95,2032,2651,4848,1387.1,2103.1,,,5185.6,,3443.9,,,4057.9,2957.5,
Q9H492,,3106.6,5117,1320.2,4196.3,2436.6,4604.7,5114.1,20441,24808,11598,2417.4,6842,,4011.5,2608.1,,20140,4305.7,35998,38284,38072,38874,32775,4653,19358,31050,48389,49008,51638,18780,35606,20290,54412,18538
Q9H4A5,,,,,,,,,868.14,1936.7,,,525.67,,,,,,,,,,,,,,,,,,,,,,
Q9H4G0,587.82,,1068.7,,264.18,309.02,,,11591,21606,10891,1487.2,3640.9,2551.7,982.43,5511,117.5,23850,7951.3,25488,54642,20060,22286,22131,31248,26220,34497,58026,45999,54333,22871,41868,55831,52924,29187
Q9H4G4,,,,,,,,,,,,,,,,,,,,965.46,,,,1516.8,,,,1706.8,,2197.9,,,1546.1,,
Q9H4M9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3970.3,,
Q9H598,,,,,44.388,396.94,,1549.4,,112.36,,,66.582,,,,,942.51,458.56,1740.4,960.64,513.49,2369.1,1261.4,418.63,425.85,1655.9,3065.7,398.06,2745.2,779.47,513.69,1933.2,712.5,496.95
Q9H6U6,,,,,,,,,,,,,,,,,,,,,,,,,240.93,,355.17,248.76,295.97,310.31,148.55,,233.74,339.52,166.23
Q9H7B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H7Z7,451.43,1059.5,500.35,1909.1,309.33,1731.8,473.01,,2650.5,3165.5,2683.8,,,,,,,6477.8,,5808.6,5469.4,3390.7,3939.6,3429.4,,2854.1,2985.6,4705.4,4478.5,4473.6,1153.2,1514.4,10164,2447,2972.1
Q9H845,,,,,,,,,,,,,,,,,,1646.5,857.65,,,523.97,,,,,837.26,,,126.25,,,,,
Q9H8H3,,,,,,,,,1396,1635.6,800.51,,,,,,,930.76,,,1856.9,,,,,1876.3,1731.2,2645.2,,2948.1,2238.5,,2838.7,,1876.3
Q9H8S9,,,,,,,,,2082.7,,,,1065.2,,,,,2259.4,1066.7,2975,1544.3,4121.9,2266.8,1931.3,1953.3,3025.9,,,,2179.8,1067.9,,1649.6,5329.5,3193.8
Q9H8Y8,,,,,,,,,1038.8,2470.7,,,1306.1,,,,,,,,,,,,,,,,,,,,,1975.8,
Q9H936,21540,1542.2,10399,2824.3,9872.1,1082.4,,11759,100700,117870,42089,19586,47486,6806.6,18064,16453,10960,120630,106040,150780,157750,125320,116210,105860,124960,88574,129930,205940,152510,172140,110490,107650,117170,121180,112700
Q9H9A6,,,,,,,,,,,,,,,,,,,,,,,1193.2,,,,,1390.1,,,,,,,
Q9H9B4,9128.8,1953.5,7633.1,46.709,3412.7,2682.5,306.01,3149,55616,39435,22330,9716.2,10891,6118.8,5280.7,7839.2,3781.1,68266,42788,71120,92922,48902,43441,43716,45082,45616,51708,64953,64262,84397,48992,33801,51052,59661,38476
Q9H9S3,,,,,,,,,,,,,,,,,,933.11,795.89,,1100.1,,287.57,,,347.97,464.97,,,,298.55,,,,
Q9H9S4,,,,,,,,,,1252.9,1062.5,,,,,,,,,,,,,254.2,,,,,,588.35,,,,,
Q9HAP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HAV7,,,,,474.86,382.04,,,,1681.4,1250.1,,,,,1085.4,,,,,,5092,,,1454.1,1574.8,,2237.5,1375.5,3407.6,1315.2,,,,
Q9HB71,726.75,2433.9,,1622.3,,,779.53,,,12049,4232.8,2533.8,5618.7,1616.6,1498.6,,1324.9,1994.4,9669.1,4389.3,1097.1,1645.1,14319,,1909.3,,,3459.6,,4414.6,,1011,,19469,
Q9HB90,,,894.14,149,443.88,,,,3759.3,,1100.5,,,,,,,3074.9,971.52,955.65,3470.6,5744.3,,2809.5,,1187.7,1624.2,7054.8,1212,2355.5,1446.4,897.32,1566.6,1789.8,1209.9
Q9HBZ2,,,,,,,,3809.5,,,,3619.6,,2900.6,,3719.3,2722.2,,,,,,,,,,,,,,,,,,
Q9HC38,,,,,,,,,,,,,,,,,,1564.3,,,2076,2005.9,2095.6,1188.9,1468.1,1947.4,,2851.6,772.13,3897,,2603,,419,
Q9HC84,475.95,,,284.83,,,,,,7661.3,,,,,,417.81,,,,,,,,,,,,,,,,,,,
Q9HCD5,,,,,,,,,,,,,,,,,,,,1581.5,,,1028.6,,960.56,876.96,,1298.2,,1653.8,,,1367.6,1597.2,1121.6
Q9HCM2,,809.8,,,,,,291.15,1360.8,3333.8,1347.6,,1157,,,,,3777.9,472.93,2146.7,2681.6,1505.8,5328.6,6830.4,4172.9,2388.7,3295.7,4906.1,,6705.9,2497,,1923.2,,2490.9
Q9HCY8,826.81,985.13,,1116,1551.4,,1549.2,2662.6,,1124.9,,1323.8,,1269.9,1415.7,3502.2,,,,,,,,,,,,,,612.41,,,758.34,422.2,
Q9HD20,,,,,,,,10713,,,,,,,,,,,,,,,1023.3,,,,1328.1,,,,,,1209.4,,
Q9HD42,241.4,2645.5,1370.7,303.06,837.27,,339.33,,,2390.3,679.82,1539.8,1084.9,444.81,918.42,215.21,,,2822.2,3061.5,,8089.1,3564.7,,11248,4212.1,,6278.9,3542.3,1164,8647.5,1715.4,,7353.7,7537.8
Q9HD45,,,,,,,,,1985.8,2692.2,,1369.7,,997.53,,,,3113.6,2053.5,1866.9,1934.6,2759.9,1942.9,2489.2,4102,3040.2,1619.2,7102.9,,4056.6,1991,3477.3,4900.5,4067.1,2131.4
Q9HDC9,21857,3897.6,24620,4382.1,10791,12832,9033.8,7897.1,70670,33106,25876,19978,22538,8670.7,14086,21617,14346,39755,26358,42245,55251,55785,30287,17344,46498,29549,43403,58591,35416,67429,34574,25195,42216,46601,36332
Q9NP72,1695.1,,2116.8,383.08,,829.79,,,6439.4,5156.4,4019.4,4787.3,4832.7,,738.65,1098.8,2423.2,9781.2,4007,7390.2,13405,10433,,5001.1,4577.7,5050.7,3658.3,4642.2,7995.6,4933.6,9688.1,7379.7,6183.4,4827.9,7147.9
Q9NP79,1164,,479.67,,572.95,,,672.58,4941.9,7806.8,2848.2,985.41,1372.3,683.01,799.06,790.41,,1930.5,4327.5,5148,10548,8238.8,9460,4173.9,12462,2817.2,2866.3,13178,5803.8,6954.5,4538,7225.5,5427.5,6868.1,9558.6
Q9NP81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590.8,,,,,
Q9NP90,,,,,,,,,2544.1,,2971.1,1837,,2199.4,,,,2493.6,,2393.8,,,2326.2,,,,,,,,,,,,
Q9NPA0,1138,2773.1,,753.29,2241.6,,,,5452.7,3263.8,5270.1,1759.3,2073.6,1930.7,1950.4,1527.6,2934,,,1526.6,1023.2,4782.1,,,1669.6,,2825.9,4999.8,2836.9,,,1999.3,835.38,4114.5,2400.2
Q9NPQ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.42,,763.3,,,,,633.35
Q9NQ29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NQ48,,,,,,,,,,,,,,,,,,,,,,1067.6,1007.6,,843.09,,1058.3,1405.1,,,,,1208.2,2073.9,980.17
Q9NQ66,654.14,,1368.7,,,827.92,1481.8,,,2313,,740.55,,935.35,,,,11954,4144.7,10469,16462,4016,11833,10073,7324.7,2533.9,2777.8,7607.8,6902.4,14338,1900.2,1585.2,4253.2,8573.6,8660.9
Q9NQ86,,,,,,,,,,871.88,,,,,,,,1271,687.63,,,,1060,,1883.6,,834.69,3315.5,1698,4349,,,,1436.6,
Q9NQC3,5796.2,4175.8,4540.5,1359.8,7298.5,2398.2,3276.5,5028.8,43119,45186,33616,13576,17584,6616,7193.4,5191.6,6275.2,22049,32096,55134,28729,29504,49327,15532,22881,16024,30110,58826,36980,39941,12410,38200,41722,44881,30355
Q9NQE9,,,,,,,,,,,,,,,,,,1560.2,587.13,,535.68,,2017.6,,1788,,1613.5,,,,,,,,
Q9NQW7,,,,,,,,,,,,,,,,,,1971.2,,1325.7,4541.5,,1253.9,1537,2888.9,1054.7,2103.7,,1258,3676.4,834.07,1101.4,1554.2,2750.5,983.52
Q9NQX7,,,254.39,,294.36,,,,822.85,767.3,397.33,,380.37,,211.74,473.35,,1994.1,760.58,910.95,1132.3,1286,782.54,,1051.5,1017.8,1268.3,3311.4,1636.6,969.6,895.18,770.44,1235.3,1080.5,790.88
Q9NR31,5261.2,3170,4455,2407.6,3314.3,1467.4,3117.6,5028.2,17836,22246,5345.5,8023.9,5192.2,4300.7,4916.8,7946.7,5682.9,9345.9,14260,23242,16922,33994,28862,12005,10969,6574.4,22546,30814,11415,32325,20169,27544,12431,30094,24782
Q9NR45,,,,,,,,,,,,,,,,,,992.51,,1675,2161.6,4926.5,2886.6,,434.23,269.14,315.25,263.35,211.37,3450.5,,808.68,173.22,3288.7,
Q9NR46,,67.814,,,949.44,,,,5513.7,8650.1,4414,3617.1,2230.8,623.75,,,,3682.4,3796.1,2499.4,10817,12403,6449.1,3554.9,6838.6,8166.3,4423.2,7949.8,2200.6,3150.2,1683.9,4388.6,7610.9,7514.1,1636.8
Q9NRG7,,,1057.1,,1375.5,,,1086.9,3280,2679.3,2379.9,,2229.3,,,3958.5,,,,5323.7,8720.2,7844.1,2155.6,1612.9,909.82,2222.6,1835.6,5937.2,3562.8,,,,,,3803.2
Q9NRN7,,383.15,,,,,,,1099,2154.3,,,1143.9,,641.78,,,1342.8,1180,1468.1,2669.3,806.17,579.88,1303.2,,1160.7,,,,,2657.3,,,2789.4,
Q9NRV9,,,,,,,,,1917.8,1959.3,,,,777.12,,,,,1673.3,,,,2796.7,,,,,,1944.5,3200.9,,,1966.2,2533.3,
Q9NRW1,435.87,839.42,676.75,2532,2193.3,,1272,765.24,7345.3,5764.9,8354.1,7091.2,3453.6,2088.7,930.27,,891.28,14361,5993.7,7820.5,5504.3,12555,16823,7407.5,17799,13504,8070.4,11333,19969,13076,16616,12172,14414,13804,11531
Q9NRW7,,,,,,,,,1740.2,1285.9,743.78,,643.61,,280.1,,,,,642.25,,,,,1463.3,1571.3,,4015.4,,1918.3,,1288.3,1688.6,2889,1330.2
Q9NRX4,,968.55,,,1891.9,,627.95,661.19,,9206.8,4181.1,4998.6,5242.4,2208.3,,1851.3,,,,,,,,,,,,,,,,,,,
Q9NRX5,,,1038.5,,,,,901.5,2785.9,3150.8,1533.5,387.77,,964.65,,1263.9,744.7,970.59,815.13,2987,3943.9,,1149.4,904.11,990.02,1196.9,864.23,4159.7,1219.1,1252.9,1164.9,1051.2,1629.8,1292.8,842.75
Q9NRY4,,,,,,,,,726.33,1464.5,,,405.2,969.09,607.11,,,1389.4,,,,,5466.9,,1532.2,959.87,,,704.46,1152.5,1321.9,,1497,,
