proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
Q15233,2523900000,2310200000,3330100000,3767000000,2801500000,2965900000,2191200000,2269900000,2946700000,4233100000,3328200000,1990400000,3042400000,711510000,1931100000,2046300000,1977300000,2833200000,908010000,1461600000
Q15257,3570500000,3107300000,2567600000,3556600000,3262100000,3973200000,2655100000,3549500000,2336200000,3226300000,3278500000,2496200000,1929000000,1546700000,3185300000,2982700000,1899600000,2542100000,4920800000,3202800000
Q15262,130430000,114910000,76960000,121120000,103380000,63273000,108610000,74135000,106210000,105530000,141980000,115650000,108910000,479470000,55157000,114890000,0,99140000,41134000,0
Q15274,575470000,1233100000,1805400000,808540000,1110800000,1331400000,1952500000,530960000,1450700000,1018400000,1730800000,486130000,1222100000,550530000,918910000,769800000,714890000,726720000,1546900000,530190000
Q15276,599130000,786270000,830210000,662130000,424460000,796580000,543750000,656440000,552770000,963540000,818910000,537690000,641350000,422310000,598610000,607610000,153710000,694890000,441990000,509810000
Q15286,496670000,698720000,809570000,654570000,417920000,699950000,860080000,567270000,804720000,940180000,724980000,420720000,424790000,604150000,806910000,624630000,180520000,765060000,1230700000,1176800000
Q15287,30278000,37649000,123590000,0,0,0,0,23267000,0,19459000,84989000,130900000,34546000,0,24109000,0,0,20672000,0,0
Q15291,9948300,12230000,19903000,21340000,0,0,0,11285000,16514000,0,14959000,12844000,13603000,14427000,19865000,12640000,0,0,0,0
Q15293,1021400000,609110000,766900000,963000000,456000000,774560000,719420000,692550000,598880000,653780000,487330000,879880000,726260000,247140000,813650000,551300000,627130000,602460000,455750000,591520000
Q15303,0,0,6186100,26564000,0,0,3096200,0,0,0,0,0,0,0,0,0,0,0,0,18565000
Q15311,23173000,19182000,82030000,20937000,35033000,38578000,15443000,93712000,31388000,55087000,44087000,24961000,43701000,4538800,32951000,48965000,1830700,26027000,50789000,54269000
Q15334,2441800000,3185600000,3691600000,3270600000,4592100000,3605400000,3988000000,4566200000,3357200000,3941600000,3653200000,3580900000,3327700000,2195400000,4174000000,2663500000,1693400000,3836700000,2509900000,1772000000
Q15349,587370000,547050000,664760000,935290000,746970000,1090000000,675090000,790220000,743130000,918130000,405460000,679040000,654000000,341530000,820970000,531060000,232530000,623490000,1092300000,552120000
Q15363,173970000,167130000,226560000,197150000,148790000,176270000,239730000,303780000,195230000,228850000,256790000,192380000,142640000,103680000,183050000,401940000,319590000,169740000,261050000,189420000
Q15365,5668500000,6652900000,7696200000,6021700000,7413400000,7507500000,6465100000,6377300000,6891700000,7835300000,8794200000,5862000000,5484800000,4303400000,5936000000,6022800000,3657100000,6897500000,5815200000,4593700000
Q15366,2820600000,3385900000,4341800000,3517300000,3643000000,4309200000,3245800000,3946300000,3398200000,4146100000,4061300000,3025400000,3161900000,2168200000,3254200000,3526200000,1748000000,3373100000,3250400000,2665600000
Q15369,364740000,319510000,429110000,387800000,521160000,635630000,433600000,514740000,128770000,398700000,659510000,390530000,348600000,200530000,475530000,269040000,377980000,536450000,577830000,397440000
Q15370,1571500000,1330500000,1495200000,1512400000,1610400000,1694000000,1525300000,1534600000,1324800000,1533800000,1929200000,1391700000,1234300000,709410000,1092100000,1093800000,844230000,1663800000,1493000000,1404200000
Q15382,570690000,436150000,577500000,591730000,564550000,613090000,626190000,682410000,480280000,548250000,368710000,485540000,442560000,389630000,472860000,525640000,251110000,518800000,433410000,514280000
Q15386,12949000,0,34316000,22213000,18279000,58710000,32274000,23906000,42385000,29998000,0,11076000,16730000,0,12232000,45907000,28026000,27631000,26357000,39545000
Q15393,897340000,1004200000,1301600000,1020500000,642530000,1384800000,1071600000,830950000,1171300000,947020000,636960000,1101900000,1052300000,367770000,862700000,846910000,814350000,890720000,366480000,241410000
Q15404,452370000,515260000,768080000,406690000,390540000,791240000,1286900000,773530000,553780000,681320000,913670000,457500000,370340000,163830000,493430000,527540000,1488600000,814810000,827010000,300210000
Q15417,1077100000,1927100000,2224600000,1664500000,3100800000,1932400000,2418400000,2046600000,2766900000,3356500000,3941500000,2263500000,2656200000,1190200000,1733900000,1279700000,3634800000,3185200000,2013500000,1299500000
Q15424,324030000,414790000,354500000,321520000,321510000,421550000,300390000,251450000,359130000,494750000,407230000,404730000,292800000,92958000,123420000,279470000,228750000,315970000,24600000,141560000
Q15427,90705000,21135000,110710000,134090000,48121000,111100000,51517000,58789000,23656000,42314000,149070000,70430000,58182000,12694000,57806000,38953000,107530000,54870000,69956000,0
Q15435,3797400000,3829200000,4732200000,4178800000,4133100000,4929500000,4094000000,4104600000,4293000000,4837000000,5579000000,3869000000,4348400000,2123800000,4378700000,4622000000,3044300000,4557600000,5210700000,4279900000
Q15436,1422200000,1559800000,1633700000,1505000000,1540000000,1485200000,1567100000,1343200000,1583900000,1403800000,1066500000,1789800000,1331300000,1581900000,1597000000,1660700000,1226400000,1082100000,1482300000,1057900000
Q15437,0,71786000,97778000,49145000,74924000,128400000,92433000,110320000,78559000,65244000,60187000,127060000,0,30918000,76248000,51059000,55043000,97555000,49654000,29518000
Q15459,730480000,689130000,986390000,837170000,755850000,491300000,562580000,552780000,683860000,899460000,841260000,593200000,463910000,157250000,465860000,446530000,566220000,692940000,174030000,298120000
Q15477,389050000,580740000,264260000,362430000,270440000,328800000,378640000,423860000,478090000,405670000,261490000,1019900000,576190000,2102500000,758700000,1474800000,127460000,185720000,846840000,131710000
Q15493,401330000,605290000,968830000,692700000,1095600000,657970000,482580000,694730000,1150000000,751900000,1120700000,794540000,779090000,292010000,674140000,789760000,408380000,1095700000,529320000,339210000
Q15526,30846000,22237000,32984000,43929000,24242000,32132000,25849000,102610000,50098000,30941000,20107000,26101000,23557000,77681000,23056000,67496000,21156000,71221000,37991000,70573000
Q15555,4449000000,3576300000,4512300000,4140900000,4127400000,7002300000,4663400000,5470500000,3645900000,5302700000,6507000000,3629800000,2753300000,3087100000,5355600000,4370200000,2370900000,4761300000,6295000000,6327600000
Q15582,165910000,322320000,257170000,234700000,103890000,187410000,317720000,543410000,446940000,359380000,210820000,283790000,374230000,200410000,218700000,81505000,346480000,250260000,174480000,110760000
Q15599,556110000,936050000,829790000,608620000,359830000,582570000,382880000,510910000,551620000,635490000,402180000,454630000,390540000,124990000,468480000,147300000,830530000,655250000,693750000,370470000
Q15631,2144700000,1829100000,1903400000,1945800000,1311500000,1691200000,1720200000,1329600000,1706700000,1436800000,1846000000,1612100000,1182600000,966050000,1396800000,1459400000,894430000,1043300000,1225300000,1009100000
Q15637,273640000,169890000,393160000,305880000,315250000,286990000,200270000,240330000,290630000,361520000,352140000,282780000,177500000,6132600,120580000,90379000,65149000,147890000,66969000,102910000
Q15654,38732000,198280000,253450000,127920000,214150000,164410000,130590000,117670000,186020000,192520000,371740000,245750000,251800000,46463000,193990000,76463000,477000000,228170000,43902000,12934000
Q15691,4534400000,6038400000,4414700000,3064100000,5190400000,4441100000,5098300000,4646800000,5510600000,5941200000,6765300000,6735500000,2557700000,2959300000,5354000000,3223100000,2038300000,4246800000,2546800000,2303900000
Q15700,1242900000,1015200000,1136700000,1401200000,832100000,1233400000,977030000,1136900000,836270000,1120000000,942540000,833400000,832690000,463580000,909160000,1144100000,310450000,1093700000,1591100000,2121800000
Q15714,81772000,91720000,107820000,0,69590000,64546000,18963000,57988000,69252000,58095000,89226000,24218000,21840000,102150000,22536000,66629000,53193000,98601000,48226000,139470000
Q15717,933220000,1075300000,1087500000,1228000000,915850000,1154100000,836720000,970320000,1038300000,1343400000,1136100000,1016300000,1039000000,398740000,1010300000,658850000,439590000,926730000,634930000,352700000
Q15735,25076000,10039000,0,26228000,0,16149000,14186000,13454000,0,16930000,0,8309000,0,13736000,14441000,0,0,13751000,0,0
Q15738,40172000,50234000,39712000,18178000,59931000,37320000,57051000,59781000,45633000,89782000,83342000,21400000,27916000,32576000,86474000,39658000,140860000,39065000,138620000,50575000
Q15746,1025800000,1290100000,1407200000,938350000,892750000,942990000,910890000,1222200000,1158600000,1241000000,1400100000,1022600000,1037400000,813540000,991040000,742910000,2934700000,1113400000,653970000,511870000
Q15750,152360000,122780000,120030000,76589000,146300000,187410000,176590000,241350000,148710000,133580000,135310000,140500000,118890000,35513000,181180000,0,53566000,188180000,198780000,71524000
Q15768,49799000,48591000,55425000,42906000,63567000,96304000,21354000,54435000,42100000,88800000,155550000,52131000,10164000,44077000,57376000,92055000,0,26077000,77243000,35052000
Q15773,388170000,405800000,1586900000,485820000,430370000,550770000,301890000,481690000,306520000,1658600000,492440000,378190000,210160000,185040000,400850000,310010000,92751000,443280000,271710000,646200000
Q15777,113720000,78766000,53675000,98942000,106530000,158340000,48334000,49890000,41520000,66774000,86529000,135190000,64432000,24065000,22047000,137230000,14048000,104610000,21228000,8926800
Q15782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54521000,0,0,0
Q15785,35534000,24464000,42553000,55299000,45659000,68268000,36523000,11035000,78336000,87519000,53866000,0,71109000,18494000,31182000,49534000,9041100,33362000,31535000,0
Q15796,30733000,89513000,119560000,88614000,131920000,126270000,142080000,142410000,125380000,94056000,82675000,109480000,124610000,119600000,101430000,90411000,24359000,130800000,22772000,51078000
Q15797,43263000,25363000,67003000,17475000,75504000,70396000,119000000,46253000,52497000,103200000,65024000,97302000,57105000,0,115900000,115940000,7452400,36573000,9976500,8308100
Q15800,0,22091000,22280000,0,25423000,0,0,23203000,32994000,0,0,24914000,33332000,0,0,0,0,28145000,0,38442000
Q15811,889580000,745980000,793470000,686360000,814570000,975930000,523660000,584380000,618450000,1237400000,806820000,566900000,552380000,157880000,508640000,293370000,245920000,740530000,568070000,1259500000
Q15813,327760000,370140000,537870000,372670000,301410000,566700000,185540000,422490000,357140000,384320000,575560000,351570000,278940000,229140000,412270000,476180000,61571000,503350000,343780000,115270000
Q15814,90656000,52398000,120000000,97297000,55153000,66496000,122900000,98229000,47953000,34963000,0,78986000,57688000,63740000,36907000,0,0,136450000,0,71277000
Q15818,298150000,266930000,269070000,248480000,155910000,442840000,308500000,331070000,327360000,464650000,240090000,224210000,182430000,75370000,305530000,225170000,211380000,184300000,1742000000,1623200000
Q15819,2649600000,2395600000,3195600000,2846600000,2903800000,3090500000,2738900000,2757800000,2741300000,2980500000,3473600000,2714400000,2338200000,1670100000,2820300000,2503300000,1515800000,3357400000,3760400000,1900700000
Q15831,0,0,0,12279000,0,20561000,0,17704000,18900000,12625000,13873000,0,0,0,29080000,0,0,0,23241000,27076000
Q15836,64037000,100620000,140640000,63303000,203730000,45435000,61132000,42167000,98387000,96408000,155190000,45231000,78042000,0,53444000,31009000,48657000,128390000,32524000,67458000
Q15843,60969000,5957600,0,0,69187000,23183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q15847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91719000,0,49853000,0
Q15904,868140000,1153500000,1130000000,969080000,851210000,1181900000,908750000,861650000,945050000,1208600000,1118000000,821580000,728360000,586750000,945480000,958790000,227700000,973440000,1808200000,2577300000
Q15907,2894900000,2754800000,3050700000,3545600000,3234800000,3529500000,3869300000,3408100000,3190500000,3585000000,3571000000,3073800000,2782900000,2475600000,3343400000,3458500000,2477000000,3049500000,3471500000,2803700000
Q15942,324410000,465810000,695460000,319860000,460750000,261580000,323120000,217690000,681850000,543630000,457960000,441480000,189660000,22176000,146460000,178160000,1728900000,499450000,127440000,271850000
Q16134,815200000,797650000,764240000,549010000,730030000,915450000,1091900000,841740000,530750000,928630000,568250000,654790000,740460000,502120000,763380000,900660000,730610000,702990000,975490000,344950000
Q16143,3184100000,3504500000,3874100000,3617800000,3727000000,3754800000,1735700000,2098700000,2288200000,3403500000,4775600000,2871500000,438830000,870540000,2172000000,2102000000,465150000,4437700000,4716500000,9453600000
Q16181,22773000000,24422000000,28115000000,26688000000,24006000000,30843000000,31268000000,26771000000,24077000000,30916000000,29512000000,24042000000,22410000000,16951000000,27188000000,26378000000,15369000000,28884000000,32031000000,31170000000
Q16186,248040000,195070000,323500000,171610000,217060000,212540000,186290000,233480000,268420000,239310000,320620000,134180000,147130000,147710000,156770000,241560000,163760000,171730000,193300000,184550000
Q16204,378900000,396200000,551870000,500640000,439890000,399250000,523840000,503310000,321000000,555250000,649310000,351740000,403250000,251080000,442250000,424960000,116220000,374740000,477580000,801430000
Q16222,13640000,20205000,18917000,16173000,11252000,0,19576000,17375000,32178000,36512000,22712000,33454000,14088000,21455000,34317000,20562000,40221000,11106000,65252000,33720000
Q16270,0,12321000,52343000,26081000,0,0,65757000,0,39630000,21084000,0,21767000,0,14190000,0,0,301170000,27805000,18680000,0
Q16352,20250000000,14796000000,29809000000,17648000000,16758000000,22351000000,15557000000,17252000000,10467000000,21738000000,21785000000,13529000000,12624000000,10808000000,20107000000,23148000000,14294000000,31099000000,20871000000,22136000000
Q16363,95736000,331310000,182710000,159200000,115460000,117620000,156450000,216740000,117810000,138010000,246280000,514420000,78835000,80989000,186840000,111090000,379800000,67101000,43529000,27599000
Q16401,742230000,907930000,845770000,711200000,841540000,784760000,929670000,928350000,754100000,924990000,869250000,955670000,643520000,452840000,518430000,806900000,921300000,686180000,523150000,410300000
Q16512,0,0,0,0,0,0,0,0,0,0,14908000,0,0,0,0,18044000,0,0,0,0
Q16527,72390000,103210000,84231000,210930000,109060000,51344000,138380000,97605000,20257000,0,38351000,81413000,26932000,0,16756000,35055000,973960000,106260000,0,0
Q16531,3242400000,3366100000,3768600000,3623500000,2996900000,3957500000,3189200000,3626400000,3066900000,3682700000,3850400000,2982700000,2071500000,1736600000,3370000000,3613000000,3059800000,3307900000,3598100000,3089400000
Q16537,489210000,458640000,228010000,444120000,273450000,395940000,254180000,251650000,247630000,235550000,385290000,308790000,169420000,63771000,203700000,303870000,261220000,252780000,457260000,547430000
Q16539,18301000,73836000,17861000,46333000,101920000,97004000,74038000,49290000,42196000,97856000,51164000,0,81929000,79393000,114050000,134940000,180790000,89814000,0,0
Q16543,498490000,498820000,430040000,770140000,671400000,1274200000,692370000,1067200000,1072900000,794920000,968870000,952620000,699500000,503630000,860010000,1013500000,700240000,1280700000,984080000,1397900000
Q16555,1.5738E+11,1.6374E+11,1.9511E+11,1.7562E+11,1.7006E+11,2.1385E+11,1.8935E+11,1.896E+11,1.5183E+11,2.007E+11,2.2343E+11,1.5216E+11,1.3185E+11,1.0599E+11,1.7951E+11,1.8625E+11,1.0836E+11,1.8294E+11,2.4736E+11,2.374E+11
Q16563,0,0,58330000,0,0,0,0,14001000,0,205920000,218660000,145810000,0,0,0,0,72174000,0,106800000,0
Q16566,144960000,112550000,294200000,293320000,350800000,253950000,153970000,179650000,153920000,203610000,302090000,196820000,126730000,113680000,196870000,133890000,76758000,257610000,699500000,955650000
Q16576,54689000,248140000,118510000,193500000,151890000,336990000,217840000,228750000,185440000,263370000,277430000,131620000,113930000,0,232090000,192180000,310010000,49058000,63730000,0
