proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
Q9H3Q1,346890000,1126800000,1144900000,425110000,971330000,34324000,265060000,221220000,672550000,696260000,1209600000,691080000,720610000,49664000,127880000,47423000,127670000,881630000,201830000,338400000
Q9H3S7,843040000,566580000,698080000,822440000,694370000,981290000,867560000,909260000,356500000,941810000,654210000,735770000,590920000,567810000,607360000,793440000,391640000,720590000,779570000,714860000
Q9H3U1,19118000,18197000,21501000,42610000,18250000,42236000,0,104530000,13153000,28707000,14237000,35442000,0,0,9720400,14232000,123100000,0,23092000,3994700
Q9H3Z4,1216500000,2579100000,3422200000,2670100000,2243100000,3683700000,2803100000,2515300000,3131600000,3784500000,3570700000,2422400000,2180500000,911410000,2463000000,2479100000,329780000,3200800000,3782300000,10064000000
Q9H425,77869000,280560000,457470000,231270000,462410000,108350000,107870000,121020000,381880000,269210000,265620000,157890000,226460000,98494000,273200000,64624000,137540000,536680000,66832000,135310000
Q9H444,427710000,349740000,346780000,470630000,233630000,430180000,411260000,314160000,417650000,345920000,404940000,540980000,464550000,200650000,334890000,257830000,154080000,372840000,342730000,591950000
Q9H446,18272000,35105000,24941000,14557000,34712000,0,0,31478000,24308000,0,35742000,27521000,16123000,28698000,32693000,32745000,0,20979000,0,0
Q9H469,7773000,17423000,14698000,6707800,0,42752000,18984000,0,33358000,0,0,0,0,0,3768300,9442200,0,5102500,15607000,0
Q9H477,92033000,99456000,85599000,114570000,135320000,47042000,38894000,106110000,103350000,159960000,142520000,76449000,140270000,29479000,102990000,47946000,81856000,64058000,34181000,19801000
Q9H479,1141900000,648000000,1026100000,1300900000,1195100000,1336600000,799470000,849670000,948750000,926040000,965850000,919530000,586730000,494820000,1016900000,629730000,432910000,1420300000,1276000000,1034800000
Q9H488,0,19372000,33376000,0,0,85861000,200280000,26031000,0,18090000,28183000,33872000,19469000,21795000,73183000,53111000,79100000,0,31998000,15547000
Q9H492,2852200000,2563300000,3132800000,3161800000,2743200000,3875300000,2629800000,3404500000,2334400000,3159100000,2960900000,2337000000,2500700000,1843700000,2304400000,2845600000,1180900000,3697300000,3721300000,3065300000
Q9H4A3,352940000,140680000,170100000,145880000,143240000,238870000,266170000,227960000,220750000,133180000,126670000,349560000,243620000,209160000,170950000,313590000,527400000,227880000,440240000,134900000
Q9H4A4,1104500000,1591300000,1682700000,1100600000,1449600000,1477800000,1681900000,1399500000,1567500000,1820800000,1475200000,1236200000,1341900000,794670000,1198600000,1281300000,1310100000,991130000,1240200000,587130000
Q9H4A6,48504000,109900000,91007000,91157000,44546000,104540000,96614000,104850000,76745000,118920000,121190000,147570000,45765000,19797000,120410000,87676000,110430000,52479000,56791000,11454000
Q9H4B7,0,0,0,0,0,0,0,0,114790000,0,0,0,0,0,0,0,166980000,18033000,0,0
Q9H4G0,6589200000,9473400000,11956000000,8672800000,8488900000,12177000000,7563900000,10120000000,8931100000,13119000000,12076000000,6559700000,7792500000,4128400000,9915700000,8145300000,2669300000,9590200000,11977000000,15553000000
Q9H4G4,25577000,183950000,259170000,34564000,174750000,66741000,166140000,36091000,207570000,43760000,81268000,45567000,30851000,108910000,42241000,26924000,35447000,0,55120000,0
Q9H4I2,0,0,0,0,0,146360000,0,0,0,172960000,164160000,0,81560000,0,0,0,0,0,0,0
Q9H4L5,3044400,0,3776300,0,2876300,3231500,0,0,327040,0,6174000,0,0,3213900,1048700,6302600,0,456350,0,0
Q9H4M3,186760000,189070000,400720000,517880000,178160000,246670000,342470000,434880000,131950000,258940000,464180000,320030000,95263000,108750000,173240000,796500000,135310000,586580000,376600000,171060000
Q9H4M9,910100000,1036100000,1139400000,1124900000,1058100000,1694100000,870600000,1395400000,1273400000,1522800000,803010000,1020200000,823440000,326520000,1146000000,771900000,1625700000,1331700000,1338600000,775900000
Q9H553,46232000,31468000,25785000,34810000,24328000,47655000,0,23025000,29881000,52055000,0,0,12721000,0,0,0,64400000,0,46167000,11073000
Q9H598,324540000,804610000,729700000,442950000,578560000,627870000,659440000,414660000,530160000,815910000,819400000,520540000,334120000,152670000,547480000,715520000,0,520550000,168460000,383700000
Q9H5N1,0,19342000,59677000,18280000,90855000,67665000,32407000,19070000,17518000,67797000,83633000,22997000,15488000,17400000,53471000,62686000,63464000,19560000,0,0
Q9H6K5,98959000,53144000,73117000,35757000,102490000,149840000,41691000,38037000,78992000,152540000,131650000,89867000,49840000,91000000,71003000,122890000,0,44025000,64608000,193930000
Q9H6Q4,72515000,25477000,42560000,41591000,78565000,37997000,55176000,63601000,58742000,44295000,30680000,31101000,33629000,6269100,42404000,42555000,0,18238000,0,0
Q9H6R3,400450000,563310000,520750000,489630000,456230000,559840000,659250000,518920000,531770000,697810000,567870000,471840000,433330000,358780000,358770000,326550000,774640000,436050000,532920000,255050000
Q9H6U6,25494000,13091000,18515000,19090000,92179000,97173000,0,88645000,35918000,18748000,64169000,18695000,38081000,0,35069000,0,0,59683000,155160000,157340000
Q9H6X2,0,0,0,0,0,0,0,0,0,73216000,0,92461000,0,0,104840000,0,62589000,0,0,0
Q9H6Z4,88401000,119000000,193430000,161340000,181590000,95162000,95729000,65446000,54350000,192100000,121860000,42772000,63346000,0,55350000,0,25484000,116460000,14926000,19381000
Q9H7B4,82086000,37190000,30097000,24380000,62004000,33359000,86864000,61129000,58449000,57088000,0,19420000,45927000,47360000,27237000,86045000,0,86634000,119340000,50942000
Q9H7C9,233740000,41215000,273560000,185730000,174300000,228080000,233090000,185850000,139170000,82670000,67789000,187310000,142430000,108280000,83883000,115080000,58684000,139330000,138680000,49151000
Q9H7D7,15995000,100940000,123800000,132030000,43650000,90418000,27611000,81658000,79076000,87825000,25794000,119230000,61663000,27242000,129450000,0,146320000,91393000,203490000,78132000
Q9H7P6,19666000,30616000,42377000,3616600,74073000,0,0,53343000,0,35088000,58789000,32036000,14536000,45156000,0,18798000,14902000,55628000,4671800,0
Q9H7Z7,1274900000,833250000,1229900000,914420000,1097700000,1555100000,989710000,1114600000,722510000,1146500000,1652100000,897180000,505340000,856630000,809420000,1686700000,378490000,892690000,983730000,1002700000
Q9H832,245270000,149870000,512220000,182820000,300840000,564500000,266790000,445230000,225660000,322550000,597310000,206050000,172810000,120530000,231470000,344080000,124990000,328040000,405690000,283520000
Q9H845,550990000,393380000,321640000,664160000,363750000,657050000,508100000,586120000,403900000,421910000,312660000,460370000,399760000,355160000,448820000,451090000,499990000,210830000,870250000,488830000
Q9H871,0,0,18130000,16788000,0,16116000,16639000,22368000,0,0,14842000,21439000,12492000,0,17903000,0,18101000,0,29315000,0
Q9H8H3,959080000,821010000,616930000,576370000,1208600000,547430000,892650000,937490000,878740000,1030500000,774170000,129610000,420110000,356700000,728480000,444450000,595590000,740110000,223470000,503310000
Q9H8L6,0,0,8303500,0,4694600,0,0,6850700,0,2144600,7670600,40807000,0,0,0,15639000,169880000,17325000,0,0
Q9H8M1,39118000,32586000,30585000,39047000,30075000,40595000,35917000,25216000,27548000,30224000,26657000,17712000,29317000,0,27926000,32652000,0,23318000,36872000,18437000
Q9H8Y8,166240000,196570000,252940000,184090000,211160000,240290000,200380000,223970000,201790000,322350000,304910000,202320000,185440000,103530000,184200000,161150000,207270000,234440000,179210000,204010000
Q9H936,2194600000,1583800000,1924500000,2516300000,2021900000,3614600000,2373600000,1832100000,1621200000,2645100000,1402700000,1684500000,1714400000,1355500000,2323200000,2073900000,282790000,2625800000,6287800000,5673300000
Q9H977,291010000,215800000,478070000,278070000,618670000,562440000,358620000,536480000,361360000,573340000,645460000,322280000,238340000,475630000,567160000,660590000,150330000,275000000,264430000,251330000
Q9H993,399480000,446910000,592060000,470950000,615360000,918240000,594890000,478590000,436240000,635790000,488420000,531590000,560140000,529090000,481030000,677020000,223970000,549010000,432230000,381250000
Q9H9A5,21409000,0,5986700,0,8197900,0,0,7071500,0,0,0,0,0,0,0,0,0,0,0,0
Q9H9A6,415700000,400930000,554470000,406860000,386000000,547190000,308990000,429630000,360890000,430170000,415700000,376180000,423470000,389470000,443290000,376150000,363160000,448600000,471290000,553410000
Q9H9B4,5086500000,4895400000,5631600000,6100200000,5597500000,6767500000,5064800000,6125300000,5033000000,6700400000,5019800000,4201800000,6714000000,2781000000,5649700000,5803300000,1169200000,6150300000,6987000000,7912200000
Q9H9C1,44608000,25406000,1477400000,33776000,16360000,33215000,37671000,41763000,29310000,37855000,11303000,22807000,6971100,47834000,34726000,31067000,0,17924000,19420000,60387000
Q9H9E3,23566000,0,26421000,0,0,0,0,0,18693000,0,19822000,23945000,0,0,0,0,22932000,28138000,0,0
Q9H9H4,80550000,104490000,37781000,71483000,140540000,98169000,83007000,129350000,62652000,155530000,228530000,152270000,110740000,34280000,69227000,7581400,60532000,71829000,43550000,29519000
Q9H9H5,265600000,278880000,289970000,168320000,302020000,324030000,177180000,220950000,200410000,282920000,281200000,82822000,126110000,10399000,163050000,218310000,58972000,387000000,65929000,223620000
Q9H9J2,37505000,12653000,38979000,37690000,18786000,49556000,15695000,48602000,12633000,36883000,53258000,21545000,25669000,0,0,49450000,12240000,0,76220000,27464000
Q9H9P8,119190000,69036000,246750000,68383000,100100000,335810000,121200000,139130000,159020000,251710000,159340000,68292000,91166000,93164000,121400000,215990000,70409000,118760000,172870000,101630000
Q9H9Q2,65486000,68325000,75667000,70086000,76257000,140460000,73982000,99918000,87923000,127780000,82887000,75852000,72940000,36546000,157100000,157330000,54837000,86560000,129990000,191050000
Q9H9Q4,25744000,6797800,0,41929000,0,134180000,18204000,10786000,16351000,41976000,22966000,53111000,10939000,8344300,83818000,42895000,13481000,9746500,28656000,0
Q9H9S4,553660000,256420000,531300000,498390000,607350000,495250000,536380000,356780000,291250000,653250000,355530000,321330000,332280000,303400000,436640000,463190000,263290000,636460000,470850000,575230000
Q9H9T3,15481000,24626000,0,21006000,36866000,24183000,26169000,39028000,24358000,29467000,0,26581000,12406000,0,0,0,22555000,16039000,0,27489000
Q9HA47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HA64,1413400000,2020900000,2740900000,2194300000,2122200000,1613800000,1248400000,2184600000,1638000000,2337100000,2212300000,1484300000,1754100000,826070000,1365600000,976510000,958100000,1711700000,1241000000,1061000000
Q9HA65,265140000,195990000,213390000,231390000,185970000,381410000,305870000,246810000,148200000,225520000,329250000,315860000,171920000,198250000,423270000,392180000,144970000,238380000,280140000,249300000
Q9HA77,34729000,21171000,5500600,19095000,26549000,0,0,0,0,6597600,6338700,9621500,0,0,0,11132000,77951000,0,19170000,0
Q9HAB8,206700000,170780000,104080000,94153000,167290000,209250000,142020000,186470000,263560000,206500000,132070000,173830000,174840000,265600000,220020000,180770000,56302000,182310000,97734000,155340000
Q9HAD4,33672000,32448000,12493000,0,12593000,71910000,23576000,29391000,38527000,17219000,16043000,50886000,0,32995000,15546000,0,6779100,48085000,48595000,58706000
Q9HAP6,10954000,28196000,35201000,48962000,34629000,73555000,25112000,39199000,66765000,82944000,58911000,26549000,45037000,19556000,51190000,52455000,0,38537000,60989000,70833000
Q9HAR2,170640000,72647000,116900000,75173000,316310000,195430000,218760000,276870000,120200000,413650000,268830000,165630000,31297000,180410000,179150000,115590000,0,299060000,393960000,335300000
Q9HAS0,26785000,25399000,33328000,31650000,30997000,30058000,16316000,51604000,11619000,35212000,42695000,23162000,21634000,6623300,24973000,31487000,45204000,32744000,34904000,8707700
Q9HAT2,51414000,36314000,49684000,90025000,27772000,162230000,0,114530000,24000000,180440000,186200000,28022000,90500000,122130000,170580000,169640000,229360000,55635000,151130000,126730000
Q9HAU0,17824000,13724000,13034000,14106000,40690000,30052000,32738000,51170000,50470000,43814000,72700000,0,45191000,13937000,39510000,7570800,55130000,10759000,0,15398000
Q9HAV0,19755000000,19465000000,23161000000,21240000000,19860000000,28139000000,21948000000,22928000000,17629000000,24178000000,26907000000,19684000000,17762000000,16461000000,24716000000,24252000000,9986200000,21283000000,31427000000,28777000000
Q9HAV4,40152000,20763000,8199100,49393000,26551000,32269000,6631000,8928300,5528800,19818000,36131000,52061000,0,12269000,17905000,0,12153000,6086000,0,0
Q9HAV7,421270000,175410000,320680000,257520000,202620000,448300000,362200000,309610000,255630000,219900000,232860000,235290000,231780000,262280000,286070000,267380000,235220000,341620000,366570000,200480000
Q9HB07,505770000,461320000,527980000,610220000,597730000,539000000,682310000,316640000,557780000,514560000,632610000,457230000,311230000,186790000,402240000,270750000,159310000,338920000,214010000,195310000
Q9HB19,38699000,22749000,25674000,23430000,24781000,46700000,26623000,20209000,22026000,24974000,21537000,0,19112000,14330000,22286000,0,0,0,0,39251000
Q9HB21,48992000,43876000,19826000,27446000,114900000,62813000,35318000,41566000,22305000,70025000,77438000,17931000,17509000,56271000,24860000,37171000,0,68377000,63825000,154150000
Q9HB40,0,0,0,0,0,15126000,0,0,17355000,0,0,0,0,0,0,0,0,0,0,0
Q9HB71,1843600000,2453300000,2464700000,3140400000,2165500000,2493400000,1717400000,2503100000,2013000000,3361300000,2452300000,1995100000,1837100000,1005700000,2176200000,2168800000,1258200000,2282500000,2767200000,2036300000
Q9HB90,414230000,412470000,267990000,347480000,254330000,394500000,238880000,409800000,336270000,436020000,263050000,350450000,251690000,197170000,452370000,297400000,265450000,343860000,312340000,338200000
Q9HBF4,24269000,7878500,20265000,36732000,0,24505000,0,18967000,27317000,13937000,7985500,5881900,22394000,0,6095900,67032000,7667800,11032000,24556000,16166000
Q9HBH5,84342000,125620000,67317000,126740000,88859000,180090000,125380000,96378000,114600000,126820000,76019000,63644000,53190000,53901000,67552000,167270000,76555000,125530000,100450000,95654000
Q9HBI0,20033000,18828000,7214200,8127000,0,21950000,0,15339000,9138100,79633000,0,29694000,0,0,81496000,3385900,14281000,0,24614000,0
Q9HBI1,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0,0,36679000,0,0,0
Q9HBI6,15791000,22174000,5522100,18917000,27077000,29516000,18565000,23650000,31419000,26407000,0,15001000,17278000,0,0,6964600,0,8370100,14796000,4626700
Q9HBL0,453880000,440210000,499060000,431970000,415500000,384790000,402600000,314540000,431060000,408760000,323790000,597480000,378040000,294780000,262380000,310900000,2228500000,401100000,188790000,109820000
Q9HBL8,85595000,108300000,145730000,160520000,92572000,198240000,237620000,21119000,80260000,189750000,232900000,144350000,124930000,47825000,83994000,41554000,67612000,109220000,137110000,59466000
Q9HBT6,17337000,60126000,91141000,147330000,110540000,71002000,87889000,0,115570000,84713000,29682000,28773000,93327000,0,126210000,65266000,0,70943000,110100000,43477000
Q9HC35,20770000,14611000,22725000,24416000,18086000,23953000,39050000,14561000,0,0,0,24796000,15083000,36854000,9890700,31991000,31880000,33300000,15707000,9538500
Q9HC38,4156500000,4008100000,4826600000,3962400000,4579400000,5077000000,4603800000,4396500000,3842400000,5221800000,6031300000,3728300000,3173300000,2901200000,3267000000,4138500000,2292900000,4206200000,5360800000,3426800000
Q9HC56,80016000,19842000,139950000,109350000,191100000,156210000,70549000,176560000,0,163890000,156790000,107170000,76185000,52381000,114270000,116060000,8173300,76573000,67005000,142560000
Q9HC78,9049200,28649000,79960000,12859000,35922000,30311000,22280000,42750000,85713000,51026000,40288000,95748000,52186000,41730000,36850000,14659000,19805000,35780000,21470000,0
Q9HCB6,206550000,305300000,384040000,242060000,384920000,339160000,160410000,213820000,261050000,389670000,280840000,170300000,304270000,113720000,271350000,248830000,206880000,165300000,345900000,110120000
Q9HCC0,1526600000,1321700000,1572600000,1644600000,1803200000,2132100000,1311600000,1825900000,1526500000,1996400000,1940000000,1634000000,1688200000,958480000,1470000000,1312100000,770560000,1454300000,1632600000,1015100000
Q9HCD5,34238000,77755000,67525000,85679000,59242000,64348000,55503000,71566000,76770000,111220000,62875000,37770000,60573000,0,36759000,62817000,27716000,23877000,0,0
Q9HCE6,37920000,26101000,41430000,5669400,36675000,19094000,22441000,8852800,0,27354000,8988500,22771000,0,16343000,12779000,19366000,0,26834000,47911000,2981000
Q9HCG7,79191000,90615000,65006000,31345000,107010000,169950000,75285000,139130000,71840000,149530000,167440000,30809000,62517000,16201000,141450000,16403000,51998000,107100000,83429000,111230000
Q9HCH3,262750000,163780000,45509000,252950000,52009000,438670000,80819000,61627000,302970000,228710000,388520000,57005000,264170000,67226000,216990000,27412000,112840000,61973000,423660000,1321600000
Q9HCJ6,2595100000,2418000000,2982400000,2810900000,1800000000,3184800000,2126700000,2557800000,1715500000,2978600000,2459100000,2202300000,1664500000,1135900000,2880800000,2512900000,963810000,2828700000,4891000000,3721600000
Q9HCK4,22461000,36483000,69289000,101080000,0,23938000,42763000,70131000,36918000,192940000,0,72101000,0,0,48459000,86590000,15601000,58637000,0,52800000
Q9HCM2,358640000,228460000,210750000,323480000,476310000,677950000,437580000,437690000,345910000,769860000,558830000,261260000,158470000,521470000,448880000,630770000,69006000,257130000,596970000,934570000
Q9HCM3,0,0,0,0,0,0,0,54846000,0,28563000,70873000,0,51880000,0,0,0,0,24617000,87335000,16387000
Q9HCM4,19492000,30434000,27974000,24730000,42748000,34188000,39078000,44149000,68005000,46799000,61591000,27173000,30753000,19958000,24997000,29269000,3821200,23629000,20395000,27082000
Q9HCN4,37256000,69576000,52578000,38797000,27160000,21071000,43938000,40049000,22183000,59701000,30892000,39866000,24606000,0,40293000,0,15932000,38678000,17682000,28085000
Q9HCP6,3395900,0,3711600,0,8925900,0,8567600,0,0,0,0,0,0,0,5285500,0,0,0,0,0
Q9HCU4,110020000,147420000,146550000,103670000,86641000,84657000,45479000,43651000,112190000,81100000,116170000,73831000,84116000,35710000,111390000,38537000,66446000,64725000,28601000,0
Q9HD15,47235000,0,0,0,0,0,42160000,0,29211000,0,62032000,0,0,0,0,20501000,35986000,31949000,0,0
Q9HD26,41679000,32401000,19808000,0,42414000,0,0,0,0,0,0,0,20187000,0,0,28250000,0,0,53861000,46494000
Q9HD42,125880000,124380000,183860000,151040000,126370000,276180000,85290000,120810000,115810000,148910000,241340000,22335000,144420000,108670000,111820000,139620000,118780000,288760000,206130000,66349000
Q9HDC9,2144400000,2035800000,2372900000,2325000000,1136900000,2737900000,2178300000,2118400000,1974800000,2489700000,1319000000,2053100000,2082200000,980390000,2706600000,2039000000,2199800000,1716100000,3519400000,1902500000
Q9NNW7,583940000,245170,347350000,298840000,392320000,642640000,594100000,423970000,218450000,490270000,581500000,195740000,241500000,230930000,404910000,295470000,191230000,403880000,373620000,319090000
Q9NP61,38888000,23940000,30787000,15180000,13586000,13482000,37374000,47822000,0,15048000,11328000,0,0,0,0,17563000,0,0,0,0
Q9NP66,19219000,21141000,48341000,37288000,12529000,16890000,12732000,13953000,9807000,18934000,25949000,33538000,33190000,0,22925000,36196000,0,44595000,0,13883000
Q9NP72,779950000,918650000,897920000,669370000,946810000,894090000,1081900000,799260000,602910000,1061500000,1030300000,753410000,914450000,762440000,947190000,1111400000,417920000,968660000,1093900000,1229700000
Q9NP74,0,0,0,0,39199000,58148000,0,0,0,0,54331000,0,0,0,50621000,0,25859000,0,62833000,57149000
Q9NP77,16632000,18455000,18693000,21193000,0,0,0,0,12234000,9551400,15206000,0,17873000,0,0,0,0,12374000,0,13302000
Q9NP79,1071600000,1071500000,1269000000,1330300000,1199400000,1666800000,1002300000,1447800000,1236400000,1485600000,1350700000,1228100000,1229600000,1181100000,1147100000,954600000,741150000,1336600000,1372800000,1555100000
Q9NP80,83859000,16019000,25056000,43050000,44579000,150160000,81674000,97716000,15545000,49853000,0,76528000,24929000,22838000,51546000,54154000,35008000,47561000,60859000,58609000
Q9NP81,483570000,353600000,329570000,417570000,293810000,456330000,277580000,504120000,196540000,382340000,306520000,341190000,276160000,207780000,335870000,405740000,77256000,404340000,664480000,440570000
Q9NP92,14835000,0,6554600,12295000,12507000,15242000,44737000,16647000,11951000,32845000,0,15576000,0,7334300,0,18404000,86357000,0,51670000,23010000
Q9NP97,486800000,516680000,405860000,345050000,563870000,962200000,545690000,711690000,305590000,543360000,904570000,504060000,456550000,146150000,647120000,431140000,195090000,988450000,587760000,725390000
Q9NPA0,38351000,16858000,18571000,24462000,21621000,120250000,98791000,31012000,30359000,38069000,0,26758000,22497000,0,71165000,0,19969000,32438000,87197000,75477000
Q9NPD3,14419000,0,17356000,33874000,17488000,12447000,0,14173000,138200000,16796000,19766000,19184000,15567000,37811000,18111000,0,136400000,198750000,0,0
Q9NPF4,27335000,22370000,35335000,56957000,23547000,35324000,23336000,24122000,20391000,42998000,42605000,23598000,20532000,0,54472000,21122000,6901400,75115000,34562000,4326100
Q9NPH2,2163800000,2513400000,2317000000,1788400000,1836500000,2292700000,1857300000,2274200000,2126400000,2703200000,2355800000,1810500000,1844000000,1177000000,1991700000,1679200000,3023800000,2010500000,2243300000,1468200000
Q9NPI6,10737000,0,0,0,7472600,0,0,0,10563000,275040000,301690000,0,0,0,0,0,0,6580900,0,0
Q9NPJ3,595550000,496810000,886100000,947430000,730560000,1031000000,1013700000,560400000,657380000,758550000,793500000,821380000,791220000,291130000,823310000,699830000,129570000,838360000,1111100000,1035300000
Q9NPQ8,471750000,386960000,484860000,406040000,270150000,548270000,292230000,416980000,320700000,452760000,300120000,443220000,331440000,405350000,304550000,292910000,693420000,463520000,352430000,351230000
Q9NPR2,31023000,89554000,49534000,84898000,36139000,0,42557000,108850000,29802000,107540000,51538000,36145000,31930000,62714000,55047000,97047000,0,29088000,36944000,0
Q9NQ35,400320000,330570000,302370000,399140000,521230000,354770000,332460000,602440000,229060000,512170000,273840000,400190000,381870000,309450000,325040000,404050000,188940000,395460000,27200000,359380000
Q9NQ48,692610000,828920000,1056000000,730970000,1146900000,916300000,788010000,1351000000,619750000,1537100000,1410600000,761740000,889850000,773690000,809230000,1012300000,151080000,962370000,636220000,816080000
Q9NQ66,6524100000,1959200000,2515300000,2655800000,1367900000,3030900000,2542900000,7269500000,7869200000,2701200000,2844200000,1880500000,1423300000,829760000,1780800000,2076200000,194960000,6342100000,3198700000,5262300000
Q9NQ79,363850000,329860000,397210000,333630000,275670000,542830000,235700000,564900000,286540000,528860000,547980000,317570000,189790000,331220000,284950000,450620000,183700000,538820000,250060000,282660000
Q9NQ86,32643000,13258000,17678000,22323000,14065000,21801000,132300000,53605000,10760000,68332000,48979000,30788000,15746000,11595000,36500000,37489000,12008000,49457000,145120000,95772000
Q9NQ88,103690000,79176000,85873000,109730000,158010000,24092000,139050000,76098000,138970000,97920000,88652000,66805000,85471000,45919000,85529000,32633000,29543000,127360000,85889000,79106000
Q9NQA3,0,29194000,20177000,32008000,22750000,43569000,24025000,21232000,54152000,63648000,93173000,22085000,31864000,20034000,24570000,0,0,28811000,0,17975000
Q9NQC3,6833400000,6078600000,8655600000,5651500000,6194800000,6867400000,5147500000,4194500000,6675200000,8324600000,8277300000,4670200000,5103600000,3240300000,4804500000,5926900000,2564000000,6792800000,4870800000,12470000000
Q9NQC7,62226000,42576000,52299000,38933000,38876000,86318000,63510000,105070000,42086000,60407000,36146000,17125000,41372000,44755000,61126000,10072000,19397000,72955000,154040000,198240000
Q9NQE9,443130000,408300000,1014000000,809350000,766260000,1144000000,623110000,924360000,461060000,871700000,888830000,588650000,403440000,343450000,596770000,733160000,562460000,860960000,991020000,887250000
Q9NQG5,280690000,348000000,419750000,257950000,229780000,254550000,292420000,284650000,272780000,282500000,356820000,298860000,199340000,74265000,255360000,228100000,100870000,180110000,38213000,27786000
Q9NQP4,88658000,0,135960000,20721000,0,0,75248000,65896000,43860000,71867000,73093000,0,65401000,0,87450000,0,0,0,90116000,69257000
Q9NQR4,1748600000,1469900000,1330800000,1394500000,1732600000,1750200000,1983200000,1218600000,1248800000,2019300000,2129900000,1945300000,1113800000,1426400000,2023200000,2324200000,670430000,1205200000,1154100000,962820000
Q9NQT8,151940000,111370000,136030000,179910000,85829000,255810000,120870000,116020000,189580000,230200000,152570000,157940000,150230000,93185000,41131000,153600000,166840000,156590000,113120000,107330000
Q9NQW6,295480000,195190000,581990000,341190000,64921000,679410000,82599000,398190000,36130000,262730000,416950000,176730000,93991000,59713000,505670000,293850000,1094400000,703320000,771330000,35520000
Q9NQW7,2202300000,2219300000,2427300000,2008400000,1457900000,3179700000,1902700000,2648300000,2065900000,3083400000,3240500000,2059700000,1622600000,1305900000,2408400000,2391200000,1485200000,2215100000,2683700000,1676800000
Q9NQX3,1756800000,2580500000,3003900000,1890100000,2067800000,2179900000,1528400000,1953400000,1438800000,2373500000,2595400000,1599000000,1550500000,984350000,1723100000,1665500000,321970000,1703700000,1378400000,1246300000
Q9NQX5,0,28912000,0,27881000,16880000,39823000,26091000,0,23803000,21811000,20792000,25591000,26371000,0,0,0,0,26388000,0,50854000
Q9NQX7,29818000,30309000,28915000,29017000,35625000,27730000,27433000,42805000,33128000,34923000,55609000,4721900,25373000,0,13327000,7471300,0,51398000,17042000,27374000
Q9NR12,97949000,69958000,90718000,53857000,0,0,0,59681000,0,0,0,24185000,0,0,0,0,1234800000,0,17397000,30996000
Q9NR19,20338000,22358000,19501000,34780000,37301000,0,48042000,74075000,21009000,35501000,22332000,23076000,19878000,0,35067000,24763000,0,24980000,25572000,18032000
Q9NR22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NR28,597220000,532080000,697480000,935860000,623500000,1146900000,972370000,788290000,654520000,1114400000,857100000,244660000,482840000,212820000,808860000,623710000,526710000,639230000,530830000,1011800000
Q9NR31,276020000,187360000,331230000,282790000,229240000,422680000,269530000,235680000,448190000,233350000,289250000,155770000,188970000,93809000,275090000,224440000,235870000,215010000,268310000,349300000
Q9NR45,795830000,676300000,852290000,991560000,1038400000,1472100000,879890000,1027200000,726270000,1457000000,1460500000,879260000,561490000,436610000,881830000,951840000,630840000,1090500000,1539700000,617960000
Q9NR46,2607500000,2283100000,2875800000,2846300000,2857600000,3274700000,1993100000,3326200000,2221200000,3297800000,3264000000,2157600000,1697100000,2055000000,2018300000,2830900000,1224500000,2574700000,3665700000,5725100000
Q9NR50,86973000,151570000,122410000,164780000,147500000,145150000,121500000,103390000,144030000,179350000,194110000,100300000,53224000,24871000,136490000,182430000,39398000,97318000,39580000,97125000
Q9NR56,113330000,22900000,25960000,58805000,45520000,158000000,129710000,108830000,80434000,37545000,134120000,100990000,37571000,21078000,125020000,56068000,71290000,82089000,77434000,19509000
Q9NRA0,20697000,11270000,26233000,17648000,17559000,29659000,10922000,41068000,23118000,28773000,8496700,19057000,18367000,26230000,33600000,13173000,0,25506000,12668000,34232000
Q9NRD1,0,8488500,8359400,0,13178000,21903000,31586000,52224000,28711000,1210800,77983000,0,24207000,22831000,38190000,54677000,0,27426000,24478000,14220000
Q9NRD5,51191000,67024000,0,0,44109000,0,0,0,0,0,0,0,0,0,62600000,62047000,0,15154000,83474000,103450000
Q9NRF2,33651000,322760000,124010000,30758000,52473000,51128000,26440000,147860000,154560000,150440000,131220000,24154000,117750000,0,134480000,0,77307000,140830000,0,63875000
Q9NRF8,191740000,238210000,299850000,227990000,234500000,324430000,210890000,401370000,218800000,356530000,356700000,213140000,247860000,223950000,315990000,313280000,133470000,279600000,128680000,79420000
Q9NRG1,53811000,79286000,79825000,392430000,93744000,584490000,87546000,543970000,71480000,83046000,87087000,342740000,18500000,432520000,476970000,466510000,290910000,73749000,794050000,485250000
Q9NRG7,1248700000,922330000,980010000,937520000,809560000,1696100000,1145100000,835840000,759680000,1816000000,1035300000,1498700000,1784100000,444740000,1047200000,1459300000,752100000,720200000,1500200000,952310000
Q9NRG9,1138200000,1135500000,1227300000,1067500000,1036800000,1092100000,1138100000,1503000000,1048800000,1063200000,1685100000,904260000,941850000,873900000,1063500000,997820000,1469300000,991450000,1201000000,993520000
