"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","t_test_p_value"
"Q9UMS0",-0.2533113,-0.4299521,-0.9496962,-0.7746032,-1.0782568,-0.3747993,-0.5782848,-0.493798,-0.7894949,-0.3750539,0.3528417,-0.570376,-0.2715082,-0.4804518,-0.4731042,-0.2180841,-0.3491948,1.0947344,-1.022023,-0.6376621,-0.9719317,0.195909323540568
"Q9UMS4",1.0119804,1.13170744,0.06670679,1.03414647,0.87345739,0.26688562,0.9921371,0.53298983,0.84808777,1.156222,0.76885107,0.79710528,0.35422229,0.95971184,1.23841301,1.06620216,0.95139813,0.11206801,1.03126882,-0.12371461,1.00029112,0.979111468812473
"Q9UMX5",-0.0601497,-0.47951741,-0.33627216,-0.35073587,0.2118957,-0.59119256,-0.34209321,-0.43925467,-0.37673497,-0.28751146,0.03401615,-1.02612639,-0.46259599,-0.52398387,-0.67487882,-0.10122948,0.127506,1.09473436,-0.34056438,-0.08334343,-0.59951638,0.297906177479213
"Q9UMY4",0.2354298,0.59503833,0.20200806,-0.14319741,0.04889659,-0.43819171,0.04388386,0.04567773,0.01545909,-0.53170918,-0.92154124,0.24352546,-0.09158011,-0.08890496,0.08821232,0.07087283,0.04860274,-0.60999745,0.07514425,0.44730482,0.42366136,0.313130136176026
"Q9UMZ2",-0.8975376,-1.1413563,-1.1283801,-0.8600407,-0.545039,-0.6941143,-0.8192188,-1.2955509,-0.8212415,-0.3360349,-0.6196788,-0.2839548,-0.8896366,-1.0248352,-0.5021216,-0.4331554,-0.4367624,-0.1777525,-1.4728608,-0.9698256,-0.8290971,0.0373739890872863
"Q9UN36",1.462715244,0.041876209,1.734002657,0.72503275,0.728251667,1.764579884,0.853887653,1.698713319,0.35190559,0.423579638,-0.008406473,0.386840587,1.522643228,0.236057144,0.093348746,0.708953816,0.15955138,0.124411318,0.969937708,0.376521484,0.856663728,0.764016307413679
"Q9UN37",0.027964139,0.230633025,0.030903143,0.270213375,-0.562160281,0.077402501,0.083780668,-0.138024504,0.072447003,-0.120547205,-0.512744772,0.057910769,0.111828151,-0.23096113,-0.183967358,0.125868563,0.000107525,1.094734356,-0.119440812,-0.060041653,0.312389566,0.155916184406749
"Q9UN86",0.303563764,0.105047536,-0.580947864,0.386613077,-0.143671338,-0.606279422,-0.164163061,-0.25209939,-0.242488599,0.289298127,0.180374489,0.336955117,-0.07076892,0.10758542,0.262508026,-0.051630257,-0.210095851,-0.009260597,0.187468924,0.245461487,0.424595942,0.887976824968494
"Q9UNE7",0.0382839,-0.6085782,-0.2220698,0.04464124,-0.64661618,0.38636053,-0.40098383,0.53078891,-0.44662546,0.01583677,-0.63132377,-1.0953142,-0.15356355,-0.78594912,-0.24575967,-0.5587818,-2.13242026,-0.80156717,-0.19229056,-0.20497136,-0.36788816,0.45727792538312
"Q9UNF0",0.47868838,0.69317148,0.25762013,0.27526807,0.58072111,0.10460651,0.03022288,0.25744018,0.30978867,-0.24746893,-1.15521524,0.17242288,0.3940289,0.64938415,-0.21985454,0.22209055,-0.33310519,-0.24467633,0.57577062,0.03702754,0.02906416,0.117483918774842
"Q9UNF1",-0.042981569,0.627885315,-0.197625221,-0.51526467,-0.448576173,-1.851789027,0.045582263,-0.000346908,-0.010733399,0.172427905,-1.281156541,-0.105326082,0.191982277,0.290319789,-0.714276667,-1.372233932,0.133952057,-0.509005631,0.371746715,-0.650781315,-0.169244909,0.458731259556118
"Q9UNH7",-0.197031617,-0.317707862,-0.040780231,-0.005978582,0.210685695,-0.071685372,-0.059245128,-0.025934667,0.398255153,-0.043906216,0.159935139,0.121698413,0.099606582,0.233763007,-0.289276387,-0.138168434,-0.838807963,-0.489012099,0.019117486,-0.126901229,-0.277783535,0.668302257021816
"Q9UNM6",0.5499294,0.5385776,0.1575399,0.7785415,0.5061155,-0.0233828,0.7618644,0.3223448,0.5621584,0.6489946,0.4124433,0.5106676,-0.1992752,0.3697612,0.5713624,0.6056009,0.4825106,-0.2394049,0.5501132,-0.5149849,0.6391146,0.534554592208592
"Q9UNN5",-1.0376815,-0.9092778,-1.2701157,-0.5135811,0.3125417,-1.0141451,-0.8339515,-1.1004789,-1.1076433,-0.2808585,-0.3159941,-0.6382055,-1.0078574,-0.7321058,-0.2954821,-0.2248463,-0.4895409,1.0947344,-0.7134916,0.4977897,-0.8094796,0.162834255435668
"Q9UNP9",-0.49472688,-0.66288869,-1.23527933,-0.79774455,1.40651464,-1.47925275,-0.53436004,-0.83836421,-0.58396404,-0.51829803,-0.72593557,-0.53103254,-0.43911268,-0.39114754,-0.77990848,-0.68531654,0.02589127,1.09473436,-1.17756227,-0.39065596,-0.73455641,0.0951720791278829
"Q9UNS2",0.0856,0.247,-0.668,0.314,0.0899,0.246,0.285,4.99e-10,0.0127,0.255,0.133,-0.273,0.0581,-0.255,0.232,-0.079,0.251,1.09,0.405,-0.299,0.237,0.637923482793629
"Q9UNW1",-1.4673081,-1.5143026,-0.8758513,-0.8716965,-0.9475084,-0.6946831,-1.4900359,-0.8882931,-0.756882,-0.6260133,-0.6517681,-1.3593186,-0.6422061,-0.8224668,-0.6549283,-1.3678453,-0.5008438,1.0947344,-1.5707183,-0.9646793,-1.6002851,0.41049068404565
"Q9UNW9",0.25974964,0.49256507,-0.08107707,-0.32588209,0.07914974,0.34855672,-0.12225379,0.13291019,0.15591774,0.4413251,0.65406596,0.63418238,0.07081205,0.60526824,-0.50432817,0.28247431,-0.53466773,-0.18311003,0.45703311,-0.65995464,0.4480299,0.71325526576948
"Q9UNX3",0.057952897,0.019197165,-0.693218245,-0.002582245,-0.3807531,-0.39348069,-0.396719297,-0.238967992,0.046352008,0.542593796,-0.085119948,-0.678076469,-0.414794251,-0.089433524,0.604842809,0.239089175,-0.3372215,-0.801567167,-0.034404067,-0.767008554,-0.088008765,0.905310651044339
"Q9UNZ2",0.773529,0.8606905,0.7552008,0.7742154,0.8202535,0.582102,0.60455,0.535998,0.8446111,0.7989976,0.6395114,1.3352151,0.8837386,0.7669317,0.6899111,0.9377252,0.6985683,-0.1384569,0.8611834,0.7341131,1.1079019,0.544427465759787
"Q9UPA5",0.38688116,-0.33808684,1.00828865,-0.31091653,-1.02895931,1.32816884,-0.42753171,1.35830397,-0.37262023,-0.17692284,0.01671827,0.05970532,0.2197602,-0.52644736,-0.65552677,0.8395296,-1.31961481,-0.28523377,0.17975382,0.10296012,-0.12946578,0.751192142508792
"Q9UPN3",0.5142632,0.4944408,0.8699534,1.2953687,1.0148381,0.6313512,1.0970512,0.8499749,0.5882077,0.3412308,0.3002081,1.3520616,0.6519843,0.4329527,0.860277,1.2459564,0.5174354,-0.3955804,0.7045927,0.8472022,1.594138,0.615595227476093
"Q9UPN9",-0.16971034,-0.26795034,0.66104159,0.06216002,0.01595296,0.73429765,0.12477528,0.54093585,0.36405838,-0.96762753,-0.2927707,-0.24735607,-0.03788897,-0.07502907,-0.82368596,0.25993207,-0.18387039,-0.9865178,-0.37169367,0.08673874,0.17814602,0.46375339433623
"Q9UPQ0",-0.763202874,-0.931167094,-0.007609488,-1.208928788,-0.370032452,-0.205711302,-0.874147013,-0.10152919,-1.7718646,-0.190943515,-0.388515641,-1.246613248,-1.147770504,-0.466329552,0.219860488,-0.459736181,-1.05808434,1.094734356,-0.994062807,0.032096549,-0.315657207,0.603704250725307
"Q9UPR0",-0.94198682,-0.88596833,0.01916549,0.05554641,-0.73789153,0.31899417,-0.10188034,0.12299247,-0.77051526,0.10389749,-0.53693141,0.29574743,0.75793389,-0.25039874,-0.19749154,0.52432935,-0.78287991,0.11621207,-0.82845462,-0.42986138,-0.60984278,0.79777069927757
"Q9UPR5",0.38904494,-0.94928824,0.67509487,-0.43093561,-0.45932987,0.96864428,-0.87906725,1.04049646,0.06398093,-0.61531279,-0.38333188,-1.03125985,-0.03586005,-1.02329529,-0.26174622,-0.1492483,-1.05702367,-0.28523377,0.35354803,-2.03263642,-0.4547037,0.815598529691962
"Q9UPT5",-0.26082514,-0.39731437,-0.52589469,-0.36330375,-0.04000032,-0.41659062,-0.37673701,-0.53130556,-0.15959068,-0.18879963,1.79695248,-0.3886642,-0.22786836,-0.57532454,-0.26278764,-0.72664377,-0.25717462,1.09473436,-0.4178703,0.0457286,-0.28658538,0.0643997408972278
"Q9UPT6",-0.538030605,-0.424482583,-0.052458339,0.130492316,-0.201218376,-0.649981719,-0.477712601,-0.202967462,-0.361269425,-0.259173959,-0.311109189,-0.003103269,-0.160806534,-0.389804947,-0.31540551,-0.670788438,-0.160816822,-0.522644334,-0.764820632,0.184460227,0.048324005,0.363711476790463
"Q9UPT8",0.361316,0.36221301,-0.18165304,0.22834344,-1.04034115,-1.23495212,0.36592867,-0.8735986,-0.26850549,-0.87642734,-0.03969815,-0.02474283,-0.05865006,0.29499502,-0.22652677,-0.93036489,0.13793728,0.45109339,0.20884571,-1.19740177,0.28461158,0.0958941655863322
