"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","t_test_p_value"
"Q15428",0.19833241,0.20670142,-0.79324347,0.23065321,0.11401476,-0.03277592,-0.17291284,-0.27912793,0.23199554,-1.06073986,-0.01019572,-0.35420022,-0.08501888,0.30800986,-0.59065095,-0.60336393,0.07430566,1.09473436,0.24236689,-0.29039314,0.15531833,0.909780666400348
"Q15435",0.53672522,0.20276788,0.77455138,0.57035353,0.52296808,0.77888789,0.41018609,0.52464713,0.35267377,-0.0996786,0.39091515,0.39555868,0.48560505,0.336006,0.45468272,0.38898131,-0.01461836,-0.07459824,0.41288315,-0.2788178,0.53596176,0.375017491126546
"Q15436",0.3808696,0.5607377,0.5571333,0.510539,0.1151685,0.6475843,0.3678273,0.3174641,0.8751121,0.8013484,0.5268815,0.5216339,0.1743484,0.9386842,0.5751178,0.534271,0.4683512,-0.1181199,0.2533387,0.5767804,0.6077207,0.383746310490961
"Q15459",0.956248381,1.105416057,0.278410734,1.041954138,0.745369545,0.295826752,0.887680024,0.357360777,0.879529787,0.765082333,0.64782602,0.859711436,0.294036381,0.921612711,0.838276002,0.44957772,0.008212456,-0.187503546,0.904356507,0.396553179,1.026081594,0.508824963211293
"Q15477",-0.6969262,-0.545877,-1.2282404,-1.1127251,-0.4276003,-1.4871723,-0.995241,-0.6439051,-0.3375529,-0.6390923,-1.0310942,-0.6275826,-1.2480688,-1.0201277,-1.0688152,-0.876013,-0.5504097,1.0947344,-0.8644885,-1.8694077,-0.9291493,0.551151774256318
"Q15493",-0.45282264,-1.46995934,-0.31362849,-0.12807367,0.17908863,0.17391941,-0.63471211,0.01573234,-0.36384237,-0.68979319,0.42736078,-0.14185467,0.50271613,-0.57799247,-0.26813812,-0.62746487,-0.08240211,1.09473436,-0.257208,-0.44989414,0.19246667,0.319889050269779
"Q15554",-1.2159929,-0.5281182,0.1731643,-0.9310153,-0.4950164,0.585341,-0.6508609,0.4834782,-0.5917096,-0.6357094,0.157078,-0.4243703,-0.3458858,-0.472215,-0.6359193,-0.5096931,-0.2228527,-0.200686,-0.3645363,-0.1267892,-0.9470784,0.768445111152652
"Q15555",0.43574619,-0.03326643,0.82636804,0.7432831,0.40214738,0.53717406,-0.46808754,0.68725203,0.18426815,0.21130383,-0.46645437,1.14885562,-0.89367332,-0.13442323,0.57699637,1.03068823,0.56475008,-0.52680322,0.32483693,0.26622327,1.01143357,0.474100468061978
"Q15582",-0.4780113,0.6996582,-0.1452567,0.5520099,1.0023207,0.5147557,0.8883906,0.8112671,1.2040691,0.6236289,1.5069346,0.7663618,1.7104952,1.3308895,0.7472954,1.3454177,1.0879148,-0.2027039,-0.4053153,1.623961,0.515704,0.170247786723853
"Q15631",0.85453469,0.62790989,0.27269276,0.43811188,0.4429689,0.18798404,0.2795497,-0.08790988,0.42884798,0.93755012,0.49954116,0.57538149,0.63336505,0.72691801,0.71970032,0.86582404,0.52991574,0.5497635,0.57239445,0.26573616,0.65211378,0.591836226580273
"Q15637",0.11754398,0.68975291,-0.3235189,0.52338739,0.11880839,0.05138309,0.45221614,-0.56369155,-0.12921401,0.33273429,0.13896966,-0.05069589,-0.41772416,0.47673478,0.51141429,0.58303074,-0.45817183,-0.21002286,0.43479154,-0.06544857,0.52976248,0.603937271864883
"Q15642",-0.44317916,-0.43477909,-0.33136591,0.29290639,0.10528311,-1.58134824,0.14863103,-0.53072846,-0.22787348,-0.02292871,-0.11783341,-0.51696565,-0.12696888,-0.18238988,-0.3178259,1.10742311,0.64571294,-0.41587684,-0.57908138,0.24927478,-0.90493741,0.904468789492138
"Q15654",-0.53493129,-0.66359989,-1.21003302,-1.67095154,-0.10321769,-0.5973813,-1.58131471,-0.98799577,-0.12924825,-0.20599703,-0.41010505,-0.6579341,-0.01385854,-0.59408094,-1.01400518,-0.42451222,-0.43742788,-0.05192055,-0.77719444,0.8498617,-0.496602,0.10992454350502
"Q15691",0.7496497,0.8049914,0.7744177,0.9873984,0.7774891,0.6230418,0.8684657,0.6927251,0.9185245,1.1786265,0.7124049,1.0871485,0.9078495,1.0116307,1.1019841,1.1507355,1.0389725,0.3140425,0.7471001,0.0784004,1.2114179,0.943174747622494
"Q15714",-0.321875799,-0.233124267,0.037493805,-0.2697493,-0.21432325,0.083088139,-0.067352274,-0.12590151,0.061376024,0.063600732,0.02099274,0.585697761,0.049734101,0.148524384,-0.009542288,-0.144349898,-0.039354302,1.094734356,-0.088762972,0.236915297,-0.251563332,0.112711410354918
"Q15717",0.7807149,0.9587523,0.3427734,1.1209367,1.0925804,0.6779008,0.9710796,0.6389561,0.9327056,0.8444378,0.7180898,1.2420403,0.7540384,0.8094611,1.1189355,1.0844065,1.0896264,0.1301487,0.8649262,0.2199206,1.0188436,0.918087876676578
"Q15738",-0.91697297,0.24900138,-0.63511164,-0.75775896,-0.59569737,-1.14561035,-0.57709813,-0.73006623,-0.7504945,-0.32289152,0.06161107,-0.58916164,-0.90033569,-0.69606588,-0.58367522,-0.68074027,-0.35667003,1.09473436,-1.44501125,-1.73941026,-0.61198791,0.542077890742771
"Q15746",-0.9475917,-0.8007924,-0.8120788,-0.6728882,-0.6419581,-0.6336352,-0.8687404,-0.8238856,-0.7472575,-0.3406335,-0.4932562,-1.1153159,-0.6056601,-0.5872431,-0.3232133,-0.2471636,-0.374009,1.0947344,-0.7727157,0.3249946,-0.8418046,0.0418629468519773
"Q15796",-0.24484706,-0.48014741,-0.66639612,0.08375503,-0.3278409,-0.11246363,0.17886282,-0.38325403,0.06355581,-0.5319488,-0.23816849,0.08132093,-0.34546108,-0.11767114,-0.45539303,-0.07423874,-0.01726099,1.09473436,-0.49134016,-0.23673258,0.20074364,0.381893794639368
"Q15811",-1.117970084,-0.392264228,0.001735005,0.175134262,-0.457098363,-0.121583,-0.533305272,0.149690071,0.069402341,-0.136210061,-0.255133951,-0.05635528,0.087572499,-0.445583439,-0.769724569,-0.549381719,-0.121653577,1.094734356,-0.531570226,-0.276554826,0.195843196,0.691882136954426
"Q15813",-0.96393295,-1.04483088,-0.52591199,-0.64873399,-0.15857589,-0.91606957,-0.67430696,-1.46295311,-0.44874944,-0.40093645,0.04582723,-0.71850656,-0.04671109,-0.83742792,-1.19196842,-0.97961053,-0.1975666,1.09473436,-1.29571336,0.71790728,-0.40909775,0.259892382862106
"Q15814",-1.004031618,-0.651585646,-1.517936549,-0.873262474,0.001624635,-0.836089705,-0.320036449,-0.540259912,-0.59799091,-0.031551045,-0.566948476,-0.291125053,-0.783060104,-0.551729413,0.111060387,-0.68215265,-0.108402156,1.094734356,-0.835462732,-1.044412413,-0.11034718,0.107525442152723
"Q15819",0.6268015,0.7132576,1.1516783,0.4126727,0.9976694,0.7072411,0.8130401,0.7815249,0.7190416,0.7857575,0.9849452,0.9211822,1.120302,0.8983959,0.7769372,0.9091741,0.6476339,0.3670008,0.6839582,0.6572158,0.7891735,0.875515730453779
"Q15843",0.25725844,-0.22725617,0.27023251,0.30274327,0.04386933,0.29408415,-0.44790441,-0.07792083,0.24992037,-0.28513382,0.01445252,0.37926296,0.37070402,0.36089492,-0.60111732,0.16612008,0.33461766,1.41808604,0.20241868,-0.03990662,0.14518644,0.876778747616227
"Q15847",-0.33633311,-0.27233868,0.07320296,-0.75905582,-0.14157199,-0.32050903,-0.07889371,0.08447181,0.14605902,-0.31310824,0.09953847,0.13082336,0.37538957,-0.23319294,-0.14579067,1.08840246,0.80176875,-0.28430103,-0.62020384,0.29631398,-0.53707402,0.292714643287029
"Q15904",-0.66384389,-0.80934526,-0.06774742,-1.4804782,-0.2855916,-0.09290477,-0.59262678,-0.20441969,-1.30777867,-0.37920544,-0.7513965,-0.64244701,-0.43510932,-0.98733893,-0.39496677,-0.45709075,-0.60141841,-0.63936299,-1.00295587,0.50896898,-1.10003911,0.627057151128073
"Q15907",0.62566501,0.69075366,0.78883271,0.42212718,0.68895335,0.80636496,0.60941043,0.8184476,0.65427902,1.13709711,0.66850558,0.9641367,0.68306543,0.499115,0.83114211,1.07845502,0.96992068,0.01627164,0.48246605,0.79671307,0.40150102,0.576950744221563
"Q15942",-0.0432,0.0368,-0.183,0.22,0.0397,0.107,0.379,0.334,0.48,0.0773,0.558,0.0829,0.182,0.341,-0.0452,0.224,-0.589,0.614,-0.105,0.283,4.99e-10,0.33793258788152
"Q16134",-0.63665471,-0.35391815,-0.71566991,-0.5990723,-0.4908996,-0.65223701,-0.80916164,-0.8306887,-0.81139563,-0.25136761,-0.0117116,-0.46050413,-0.97687548,-0.74938433,-0.14095553,-0.199236,0.24921376,1.09473436,-0.65051619,0.05569536,-0.65901275,0.288077993605298
"Q16143",0.79271094,-0.05986625,0.72975788,-0.13215891,0.24538893,1.28742937,-0.16630527,0.87222702,-1.12299383,-0.26455456,0.03109508,-0.74680491,0.03621132,0.05103903,-0.41798707,-0.22306496,-0.33125937,-0.46156293,0.55059834,0.79274839,0.18901553,0.640988369840552
"Q16181",1.4394179,1.2369977,1.784963,1.3597547,1.2576373,1.7705999,1.4243019,1.6520242,1.2745612,1.3575644,1.4293855,1.4478484,1.6604037,1.0302766,1.3334386,1.4455011,1.4303304,0.4567579,1.4732653,1.4195541,1.4282482,0.652854732635624
"Q16186",-0.4457569,-0.6874884,-0.8934793,-1.3000615,-0.7123442,-1.1001289,-0.988721,-0.8096728,-0.7936958,0.1797918,-1.0262021,-0.8333533,-1.0192056,-0.9694455,0.1689819,0.1811767,-0.3801801,-0.5739148,-0.5133847,-0.7415306,-0.6540179,0.189403877130066
"Q16270",-1.82571251,-0.44974519,-0.10951106,0.13381444,0.08254654,-0.27328635,0.36190174,-1.04883529,0.0267684,-0.52738459,0.86987175,0.15403528,-0.27113733,-0.62112078,-0.44217649,-0.19965489,-0.40213509,1.09473436,-0.95179386,-1.57264911,0.11682646,0.77320295947911
"Q16352",1.2120845,-0.4074876,1.9192424,-0.1569495,1.5860606,1.835509,0.8943009,1.6214141,0.9120355,1.2503429,0.8907374,-0.4853057,-0.4039523,0.4661225,0.5446238,-0.36835,1.2363346,1.233396,0.9928437,1.7677306,-1.6121115,0.75017731841897
"Q16363",-0.58942228,-0.39838371,-0.64920034,-0.44953391,-0.42016386,-1.12742067,0.07011408,-0.82781001,-0.22564501,0.1694285,1.25489096,-0.45354933,0.31774871,-0.32480773,0.35637821,0.7126646,-0.03401147,1.09473436,-1.65539625,0.41872266,0.02859022,0.0309536261992042
"Q16401",-0.71455857,-0.88873778,-0.19329824,-0.41577587,-0.10041514,-0.2318306,-0.56925939,-0.37200289,-0.32884114,-0.1358033,-0.11231395,-0.18571492,-0.84894321,0.11949093,0.37031845,0.27536722,0.6751332,-0.32213434,-0.2878715,-0.86348707,0.04667828,0.24200485170779
"Q16512",-0.95954327,-1.03090705,-1.02072982,-0.78611231,-1.64375508,-1.29213816,-0.69301008,-2.0321949,-0.79111066,-0.83413251,-0.68383194,-1.72726126,-1.21701011,-1.3025091,-0.23179434,-0.67158494,-0.4548676,-0.63936299,-0.97428911,-0.01665229,-1.83731308,0.729641522492276
"Q16527",-0.02605793,0.0809602,0.15745794,1.26612902,0.42805367,-0.3855619,0.53915061,-0.36394414,0.06212587,-0.6112773,1.07641461,1.29718487,0.27852542,-0.16160896,-0.4740377,0.15822653,0.51535912,-0.20711872,-0.64280368,0.48259196,1.08387228,0.498801689611432
"Q16531",0.9154997,0.9850104,0.6749641,0.7301003,1.4236824,0.5956066,0.849953,0.7522227,0.7744832,1.0024319,0.2987845,0.9047011,0.8357646,0.9288888,1.1042014,0.9616445,1.0220027,-0.4387712,0.9277726,0.3301041,0.9628785,0.899291367092344
"Q16537",0.258353413,-0.084755635,0.074768519,0.024385784,-0.21589569,0.214961684,-0.729668785,0.154673032,-0.17475854,-0.101187208,-1.558501615,0.064362867,-0.945407489,0.18372774,-0.008938459,-0.02043282,-0.14968623,-0.42111273,-0.098865412,0.135983229,0.018904202,0.0906402321786589
"Q16543",0.1735688,0.366066,0.6533271,0.4732194,0.502727,0.4647653,0.2744926,0.5323694,0.9978336,0.3868691,1.0260197,0.678222,0.5186775,0.651827,0.4920778,0.4501394,0.110373,-0.151868,0.2707877,0.1146124,0.2911694,0.66928962320417
"Q16555",2.328532,1.896823,2.718023,2.007548,1.800506,2.740626,1.992297,2.60134,2.147582,2.107026,2.15264,2.001439,2.383569,2.015801,1.702495,2.099276,2.146039,1.539599,2.272677,2.524534,2.079909,0.810617003501133
"Q16563",-0.12782389,-0.613521168,0.04166315,-1.083418701,-0.336983096,0.005276129,-0.429572911,-0.458266527,0.026313984,0.193052948,-0.324136635,-0.270599865,0.195583533,-0.189608051,-0.134064547,-0.143016227,-0.367835331,0.200314553,-0.511730489,-0.397623655,-0.659093595,0.407418056516489
"Q16576",0.238840035,0.2441457,0.060311541,0.453180644,-0.028240878,-0.109286144,-0.750786527,-0.986547732,-0.972133341,-0.005946563,0.26841395,-0.2993018,-0.767232051,0.130368106,-0.340046372,-0.74987926,0.05955309,-0.176096739,0.253079094,0.283204449,0.60887518,0.0233884651454473
"Q16623",0.40128171,-0.88066416,0.57761323,-0.46561193,-0.60471875,0.19791258,-0.96144289,-0.01141883,-0.2184667,-0.22219545,-0.52471371,-0.18247386,-0.41105284,-0.37818951,-0.49494218,-0.0782309,0.07374491,1.09473436,0.20024597,-0.28592315,-0.08202487,0.862960509514741
"Q16629",0.91182066,1.05329447,0.48652627,0.68576506,0.66520597,-0.00935556,0.67863387,-0.08221565,0.5256159,1.0217005,0.4908617,1.18257339,0.01384297,0.55631538,1.13144642,1.10558677,1.01220271,0.22222678,0.70988312,0.40108873,1.11370954,0.604667940535689
"Q16630",0.49100265,0.43870616,-0.3996228,0.38269831,0.05286315,-0.38147209,0.2255097,0.12499942,0.49711195,0.61448729,0.20942227,0.46210019,-0.02506218,0.48103285,0.71460977,0.35382107,0.4560363,-0.14654154,0.48325944,0.02192552,0.41021386,0.688734623588379
"Q16635",0.449175293,-0.130483532,0.547460152,-0.23972845,-0.07604431,0.057268258,-0.15086039,0.051660821,0.025475646,-0.940416013,-0.052758453,-0.008442868,-0.547482876,-0.533617229,-1.33013721,0.079998725,-0.082955093,-0.509352314,0.745895664,-0.12716239,0.002172362,0.411489004295883
"Q16643",1.2701935,1.5945874,0.9552203,2.0038004,1.5764842,0.7569892,1.5893778,0.7232199,1.6109681,1.5341485,1.6772464,1.9205886,0.9648281,1.6513395,0.8719966,1.6448243,0.7468951,0.3719946,1.4268378,0.9646365,1.8041971,0.532868321175836
"Q16653",0.53933591,0.59654984,1.59327945,0.21967226,-0.04634836,1.40492722,0.79514201,0.94095656,0.2085948,-0.32731765,-0.57077746,-0.07018305,0.40183638,0.30613078,-0.62099461,-0.14526773,1.22023523,0.03209136,-0.06911567,0.53507563,-1.95803955,0.229457385809292
"Q16656",-0.89375678,-0.32991382,-0.50645455,-0.58320042,-1.47239566,-0.55824485,-0.62077697,-1.29516068,-0.31357052,0.32639927,-0.70302813,-0.18713041,0.01701003,-0.5066625,-0.57518784,-0.69545779,-1.74040636,1.09473436,-0.64454799,-0.40343543,-0.37389616,0.841432176915772
"Q16658",1.6854491,1.6273688,1.3343277,2.2095963,2.0035862,1.0182905,1.6631306,0.9654401,1.6717764,1.8172349,1.956821,2.1641112,1.8862131,1.6944767,1.7323355,1.8479452,1.7791294,1.3162841,1.9435742,1.3655676,1.6344685,0.868307499124535
"Q16666",-0.9082882,-0.6932304,-1.751776,-1.316513,-0.1914173,-1.0888358,-0.9401292,-1.6053171,-1.2871537,-0.5975224,-0.5511793,-0.9556301,-1.0175338,-1.155811,-1.0835996,-0.5931412,-0.1667566,1.0947344,-1.220693,-1.2403881,-1.7010375,0.314234235845236
"Q16698",0.55444421,0.81782989,0.70523032,-0.46527574,0.44192169,0.54081353,0.61401363,0.52447096,0.51526914,0.62572976,-0.07736519,0.12599499,0.44961934,0.67335569,0.7291193,0.30440818,0.43868311,-0.33755724,0.77320767,0.37109273,0.33674555,0.894412880418006
"Q16718",0.50990285,0.61402407,0.68462151,0.03810485,0.46466309,0.80031761,0.3993028,0.82360521,0.4382543,-0.12503851,0.26458825,0.52142918,0.08041598,0.36689695,0.2898884,-0.24008901,0.04605773,-0.10015136,0.36759146,0.16107676,0.31453053,0.526101067833382
"Q16720",-0.49664546,-0.54005753,0.41243416,-0.8817024,-0.73721329,0.37365133,-1.13135727,0.06767934,-0.79188985,-0.50966761,-0.63350238,-1.08943886,-0.4288162,-0.90103362,-0.35478051,-0.39503486,-1.10762688,-0.29429507,-1.03632898,-0.01331108,-0.82440703,0.602853745273975
"Q16740",-0.41639102,-0.37720809,-0.94476442,-0.19570359,-0.22941295,-0.30208613,-0.26633266,-0.53034023,-0.30522688,-0.08883242,-0.38880524,-0.55626034,-0.018678,-0.24537124,-0.62235213,-0.34123498,-0.34726902,-0.05192055,-0.61382045,0.1117963,-0.6797265,0.503752966545388
"Q16762",-0.01435219,0.22246396,0.92442799,-0.34931709,0.15955786,0.5741923,0.23546033,0.58067516,0.13958126,-0.91681077,-0.37260541,0.06992042,0.38107671,0.26353031,-0.28308266,-0.0935797,-1.26848595,-0.22092632,0.20247813,0.07181459,-0.06694679,0.509042741472479
"Q16774",0.26050213,0.15639573,0.06594802,0.3347749,-0.08322845,0.29537883,0.36311601,0.35711704,0.0917849,0.08641663,-0.39548001,0.29216443,0.29799247,0.2319034,0.19123766,0.26651873,0.39814931,-0.0833537,0.06580706,0.18773001,0.20607024,0.819087757753233
"Q16775",0.49666769,-0.33933871,1.05619451,1.02122392,0.73032869,0.89159088,0.65322123,0.9496097,0.10334023,0.24186652,0.69388091,0.94363064,0.59276786,-0.03019743,0.57057571,0.40013702,0.29254117,0.23792104,0.68399391,0.45022845,0.816927,0.943728933004961
"Q16777",-0.37487584,-0.67759688,-0.56092721,0.28471181,1.05695285,0.76673366,0.61167337,0.4121715,0.19455772,0.0508999,0.67789037,0.89208097,1.05761589,0.52828849,0.01498731,-0.01805533,-0.20735453,-0.27649579,-0.88362971,0.27984744,0.19459928,0.158294550569964
"Q16778",1.3816187,1.4229977,1.073203,1.1442255,1.2713835,0.8380213,1.353004,1.0338756,1.5033236,1.6084701,1.4476951,1.2691582,1.5407441,1.3179474,1.3703604,1.7715933,1.9282688,1.1765447,1.2451384,1.1461648,1.3135536,0.307660884716213
"Q16795",0.61573769,0.49667435,0.79428003,-0.34869458,-0.20207654,1.00295036,0.31519114,0.89931989,0.1276759,-0.05832273,0.34567155,-0.16688507,-0.31156519,-0.12805356,0.18160035,0.02913905,0.13688307,-0.38091119,0.75478802,0.3180823,0.18153527,0.736326010381207
"Q16798",-0.21012556,-0.20931826,0.28074803,-0.41500324,-0.74153354,0.31993995,-0.55007907,0.30669722,-0.41118242,-0.1645517,-0.21298559,-2.08551315,-0.33079945,-0.27851824,-0.19740984,-0.78561527,-0.07547023,1.09473436,0.15550966,-0.341248,-0.9613323,0.491031693039624
"Q16799",0.5557829,0.6104565,1.3839568,0.2285225,0.3799638,1.3809592,0.4450029,1.2434738,0.8658627,0.7408687,0.9116563,1.4480468,0.5361054,0.8495031,0.3780514,1.1916046,-0.5703553,-0.3273247,0.8785131,0.5566046,0.5340039,0.865596649164079
"Q16822",0.02373018,-1.16199548,-0.53198726,-0.77208636,-0.10240387,-0.13176358,0.62254646,-0.14346677,-0.55375638,-0.52823249,-0.47740945,-0.62879109,0.39766963,-0.90997858,1.1084033,-0.57594149,1.40681382,1.09473436,-0.56400735,-0.14002855,-2.15712222,0.0365521267015366
"Q16836",0.81378311,0.95239511,0.34400291,0.52050327,0.40413313,0.25146748,0.86380365,0.08813892,0.63329341,0.30029416,0.06873893,0.18269523,0.36906882,0.68324539,0.34303886,0.21710904,0.41589537,-0.22798916,0.58556554,0.09458455,0.30254043,0.259236429475176
"Q16850",-0.03664754,-0.49505876,-0.80691014,-0.06389448,0.10710831,-0.16199107,-0.95390006,-0.22583877,-0.02093767,-0.20433112,-0.28759508,0.23705289,-0.10673636,-1.34905209,0.01792847,-0.45692852,-0.04345511,1.09473436,-0.98442478,-0.77657306,-0.30402847,0.486978614375799
"Q16851",0.7718256,0.7815639,0.895353,0.864651,0.6353131,0.8025162,0.3545671,0.8322477,0.7510199,0.7847761,0.501698,0.7253979,0.9351339,0.6668016,0.6730881,0.3005614,0.7740632,-0.2675409,0.5977838,0.3818033,0.5792835,0.00377346985897305
"Q16864",-0.48603104,-1.0893586,0.30042553,-1.11290845,0.16964999,0.36851118,-0.51037006,0.2608009,-0.26447158,-0.55709376,-0.48277775,-0.65213775,-1.01515529,-0.9903402,-0.31024951,-0.08878029,0.07690405,-0.12306399,-0.12816938,-0.08151962,-0.07892809,0.508755417084282
"Q16881",0.7027026,0.8076319,0.1495536,0.6262978,0.5088203,0.0728228,0.4081272,0.2477091,0.4106968,0.6523899,0.654687,0.2534712,0.2624161,0.4995974,0.6717924,0.32289,0.1355904,0.1061606,0.6057994,0.1643734,0.714833,0.569123470494079
"Q16891",0.9645144,1.1922863,1.0914363,0.567055,0.5429313,1.173965,0.9474758,1.1741914,0.9308612,0.8782561,0.3960464,0.6022053,0.4822898,1.0341198,0.7994123,0.3095289,0.6215421,0.2956724,0.9113321,0.7673798,0.2988149,0.350717773011049
"Q1KMD3",1.2078019,1.3969371,0.8684003,1.1247569,1.0973255,0.8574005,0.9742541,0.8295349,1.2310557,1.0232289,1.0030821,1.3224537,0.9212938,1.3701849,1.1432538,1.22216,1.0932966,0.1156315,1.1817309,0.6099433,1.2601827,0.545728673249126
"Q27J81",-0.79035534,-0.05001012,-0.08482209,-0.32862808,-0.04664453,-0.19196947,-0.19713219,-0.21877341,-0.28193536,-0.02350531,-0.04058498,0.01850582,0.16260124,-0.11438396,-0.19916597,0.01780698,0.12702371,1.09473436,-1.72028543,-0.55308495,0.02069461,0.858852618932904
"Q29RF7",-0.037930579,0.458574329,-0.060447412,0.106908188,0.003719783,-1.001124315,0.29633729,-0.273857356,-0.164204403,0.063391047,-0.341182534,0.003707152,-1.50521073,0.148971056,0.002020298,-0.513617228,0.106576132,0.282365486,0.093674744,-0.272724561,0.392060842,0.153768594786655
"Q2M2I8",-0.350022192,-0.342955177,0.410205567,-0.266715537,-0.115280439,0.523181486,-0.477398509,0.414741217,0.041434287,0.007987597,-0.158080079,-0.015819921,-0.040904632,0.04815478,-1.049971994,-1.14402233,-0.242003248,1.094734356,0.106736496,-1.109789443,-0.896445565,0.715027364382306
"Q2TAA2",0.080099423,-0.084717587,-0.382924646,-0.516974702,0.203645794,0.002646077,-0.411828677,-0.151890573,-0.166511122,0.155343536,-0.661940498,0.195893035,-0.233542583,-0.195283547,-0.03195487,0.137581161,-0.003347816,-0.285819072,-0.195507818,-0.542525043,0.000708475,0.253208222584447
"Q2TAL8",-0.582610046,-0.113582459,-0.183382556,-0.850646816,-0.831402651,-0.318968028,-0.246195774,-0.517614558,-0.505306614,-0.718865579,-0.427288101,-0.956495099,-0.023470276,-0.918265593,-0.543664208,-0.193363285,-0.006348733,1.094734356,-0.497038017,0.734679029,-0.243525794,0.779650551006367
"Q2TAY7",-0.13264015,0.371454,-1.09658593,-0.11317053,-0.11307742,-0.40895022,-0.45784497,-0.32389812,-0.21818622,0.31155902,0.07218605,0.0848655,-0.17679761,0.17008986,0.42667102,0.34985535,0.2174673,0.1637904,0.29482274,-0.14043216,0.11435223,0.559245287760791
"Q30154",-0.68161794,-0.26014986,-0.35509922,-0.50814461,-0.80449959,-1.12095308,-0.2638965,-0.82250081,-0.11559907,0.08497139,0.02342043,-1.145505,-0.24692542,0.23674879,-0.73776059,0.16106462,0.07325154,1.09473436,-0.89980679,-0.40039069,-0.20866337,0.641437430075028
"Q3KQU3",-0.841764661,-0.708490962,-0.736686232,-0.067418284,-0.388536755,-0.209195135,-0.593561853,-0.626452597,-0.681967946,-0.363526333,-0.287353604,-1.104090321,-0.002009918,-0.523165804,-0.939225197,-0.690830803,-0.877374677,1.094734356,-0.690896928,-2.001401127,-0.439114332,0.874772970415153
"Q3LXA3",0.665902708,0.503077656,-0.003075292,0.557924124,0.438689364,0.847884209,0.228795368,0.109810527,0.24837326,-0.263565988,0.118976065,0.36203641,0.057852279,0.650481418,0.423998246,-0.20455763,0.147980584,-0.010960484,0.648428625,-0.500174824,0.542001094,0.568796154295952
"Q3SXM5",-0.7009811,-0.2382051,-0.1602512,0.3215225,-1.1381045,-0.1799295,-0.7292621,-0.2713767,-0.4844825,-0.2619724,-0.2463048,-0.865796,-1.2630181,0.1221234,-0.7232585,0.267225,-0.4485272,-0.4769021,-0.2587526,-0.7982903,0.1509667,0.114574021550955
"Q3V6T2",-1.11498502,-0.8972278,-0.52200547,0.03961917,-0.54061024,-0.66685175,-1.34381942,0.11960616,-0.72923841,-0.48112016,-0.55252362,-0.27747469,-0.74345656,-0.75734052,-0.62045045,-0.43518493,-0.72599877,-0.17775246,-1.11031743,0.06277419,-0.85197683,0.712922030992515
"Q3YEC7",-0.37248976,-0.76196956,-0.27262575,-1.69025143,-0.19166099,-0.41004226,-0.94646289,-0.3559771,-0.46390801,-0.69724395,-1.16933801,-0.72023281,-0.62596109,-0.63710473,-0.57287285,-0.44133885,-0.68237216,1.09473436,-0.01129166,-1.6290976,-1.80701947,0.549072530077704
"Q3ZCM7",1.277402,1.1183993,1.0707313,1.3063991,1.0903145,1.2890589,1.0357004,1.4849451,1.4123428,1.3812813,1.5701985,1.130799,0.9469159,1.058203,1.500952,1.3232752,1.0679422,0.4655189,1.3099477,1.2679931,1.3812651,0.600443546949597
"Q3ZCQ8",0.10359156,-0.10102509,-0.40559448,-0.60572685,0.07447132,0.09998202,-0.03892869,0.09635483,-0.04195492,0.05053144,-0.19375567,-1.02798909,-0.58809892,0.05084337,0.12262744,0.01160602,-0.13173082,1.09473436,-0.3738274,-2.17944172,-0.06072823,0.402645926500961
"Q3ZCW2",0.19232471,-0.01074053,0.39484691,-1.13806032,-0.82867101,0.46020178,-1.05483201,0.23805572,-0.10876607,-0.1859381,-0.66923837,-0.10134829,-0.34834574,-0.16544149,-0.49287008,-0.5811038,-0.81126902,1.09473436,0.03366679,-0.23820539,-0.86468648,0.968836564292743
"Q49A26",-0.63636336,-0.90632422,-1.00453176,-0.54331236,-0.72034968,-1.30110466,-0.94978106,-0.65798417,0.30516707,0.01750313,-0.31718127,0.05438385,-0.56880397,-0.92339805,0.152969,-0.25241855,-0.0559584,-0.5739148,-0.62439124,-1.11172789,-0.49012767,0.110345315928097
"Q4G0F5",0.10496186,-0.19599065,0.41459466,0.07866257,-0.1182625,0.26173853,-0.22616276,0.0522454,-0.17567196,-0.32958937,-0.52532971,-0.06629791,0.18588274,-0.24995695,-0.30359337,0.08144098,-0.34911265,-0.13097622,0.1933805,-0.40605997,0.29651169,0.365592794022187
"Q4G0J3",-1.49013382,-0.2500491,0.19896245,-1.32447272,-0.89793976,-0.56775388,-0.49275343,-1.18452798,-0.35221112,-0.49192011,-0.01640886,-0.76610682,-0.30351969,-0.31623307,-0.73196433,-0.41128793,-0.67816663,-0.20068599,-0.66604516,0.20275126,-0.83245875,0.917069558635818
"Q4G0N4",0.274901887,-0.040892105,0.240822482,-0.174881186,0.335959111,0.001630262,0.349112359,0.286269669,-0.669306878,-0.08695824,-0.0179162,-0.483118056,-0.39193311,-0.21642483,-0.05267147,0.345905301,0.646673147,-0.535211084,0.180737814,0.142495307,-0.130802501,0.871940485602924
