"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","t_test_p_value"
"Q3KQV9",-0.8025194,-0.680834,-0.5911847,-0.719469,-0.4639268,-1.1070789,-1.4489655,-0.9918602,-0.5593695,-0.7233201,-0.5773115,-0.6430839,-1.1675128,-0.6966653,-0.6496602,-0.8208045,-1.1978241,-0.2321356,-0.5932739,-0.8189647,0.577351714258805
"Q3LXA3",0.6501068,0.5469777,0.6388764,0.6492885,0.6547367,0.6053066,0.6253122,0.3937392,0.6754326,0.6022616,0.6515966,0.6417241,0.6397301,0.6479222,0.6767199,0.6312693,0.6129469,0.624692,0.5238807,0.6233228,0.463507411249297
"Q3MHD2",-0.5900707,-0.4858994,-0.6960208,-0.5592387,-0.5496402,-0.6498004,-0.7670829,-0.4152518,-0.4101398,-0.7324218,-0.6064533,-0.8175376,-0.5808628,-0.7889658,-0.5731843,-0.4999751,-0.4852272,-0.9430567,-0.4505294,-0.798781,0.175303448687048
"Q3SXM5",-0.41834331,-0.26989117,-0.39057661,-0.51203029,-0.21856948,-0.34679635,-0.25505518,-0.03386267,-0.26646561,-0.31606298,-0.35233274,-0.07452446,-0.13814001,-0.28313369,-0.53228985,-0.21864299,-0.15103287,-0.77881603,-0.14419672,0.11191925,0.777136333155848
"Q3SY69",-1.1293089,-1.1698772,-0.6997887,-1.2173987,-1.0487486,-1.3538891,-0.5887237,-0.7810145,-0.7948835,-1.1338083,-0.5208214,-0.9565777,-0.6673024,-0.4618133,-1.5370963,-0.6961198,-0.7298782,-0.6366893,-0.8784287,-0.9750531,0.383984328305323
"Q3V6T2",0.07636242,0.04812986,0.17303845,0.15564676,-0.07703889,0.22403507,0.11697316,-0.35620524,0.26278383,0.40631778,0.25800805,0.1761486,0.21263947,0.0780356,0.04896552,-0.22819528,-0.09864922,-0.64012175,0.1803026,-0.30244511,0.609662003236506
"Q3YEC7",0.205639,0.20745789,0.06749865,0.20229373,0.07318101,0.20662547,0.09248125,0.26216905,0.19384464,0.22325086,0.08388894,0.31776727,0.27154745,0.27307514,0.33174554,0.02881788,0.15110287,-0.0886598,0.17777324,0.29641388,0.614547169358912
"Q3ZCM7",1.619265,1.78138,1.607923,1.659242,1.657025,1.63737,1.831222,1.928173,1.781762,1.826449,1.776128,1.706201,1.852568,1.755788,1.845231,1.48228,1.726294,1.82931,1.820323,1.857517,0.504686659974197
"Q3ZCQ8",0.147147805,0.175260257,0.243278571,0.223558151,0.190912719,0.215964172,0.169210847,0.379661926,0.102241143,0.21617948,0.211679455,0.279212336,0.061779667,0.24232318,0.295244348,0.13449952,0.231814535,-0.000251705,0.173854573,0.382937951,0.821959392176462
"Q3ZCW2",0.5229198,0.5591043,0.4636169,0.4713215,0.504128,0.4302593,0.5022093,0.7668388,0.5238964,0.5516361,0.4359153,0.471465,0.3274848,0.366726,0.4286502,0.362369,0.5328848,0.1688769,0.40834,0.6215594,0.0669309899172631
"Q460N5",-0.9482987,-1.2057641,-0.8591603,-0.969704,-1.0548953,-1.0850972,-0.8461309,-1.0698793,-0.8828797,-0.9753731,-0.887543,-1.137909,-1.1653617,-0.8042868,-0.9213664,-0.7786952,-1.0489267,-1.1563889,-1.0647134,-1.1063721,0.904170535679953
"Q49A26",-1.0498783,-0.4760035,-0.7649888,-0.7580033,-0.5534083,-0.7493521,-0.9757921,-0.8822808,-1.1000975,-0.8997354,-1.128602,-1.1324713,-0.9910991,-1.2494599,-1.1871029,-0.6855556,-0.7752258,-0.4233535,-1.1094929,-0.9338236,0.115566696147688
"Q4G0F5",0.6950714,0.6876478,0.6291911,0.6317978,0.6933751,0.3958429,0.5783083,0.7154308,0.6330836,0.5027727,0.557183,0.7572001,0.6500003,0.4846015,0.5181265,0.5375752,0.5841986,0.5078638,0.7284868,0.7138586,0.588273292754633
"Q4G0N4",0.7967102,0.7624039,0.9196013,0.7896924,0.8118124,0.8948834,0.8560953,0.7354203,0.8713658,0.821722,0.8317613,0.8116421,0.8289739,0.8363504,0.7900061,0.7949025,0.7472738,0.6810829,0.7930234,0.9263622,0.42089777139577
"Q4G0X4",-0.6567093,-0.8361276,-0.610812,-0.4534674,-0.6815341,-0.7444038,-0.4314352,-0.8510603,-0.7153827,-0.6880964,-0.4688574,-0.8034251,-0.7713547,-0.6831991,-0.7215358,-0.6570627,-0.5900299,-1.0296774,-0.4606324,-0.578583,0.873734732190774
"Q4G176",-0.11290506,-0.15010242,-0.26803951,-0.13734163,-0.06812233,-0.07829583,-0.14711253,0.04807506,0.16714421,-0.44693995,-0.23044729,-0.01905741,-0.52095778,-0.54532728,-0.72839552,-0.15445979,-0.19833961,-0.44720231,0.07320452,-0.19701573,0.017960049565076
"Q4J6C6",0.5690433,0.6259081,0.4679195,0.5197698,0.4954766,0.6892809,0.618015,0.8041085,0.7049371,0.5973433,0.422756,0.6941932,0.616228,0.6501961,0.6237827,0.4457549,0.5806474,0.4717111,0.5083591,0.7793925,0.520639240332403
"Q4KMP7",-1.6814254,-1.5591271,-1.2793608,-1.7139043,-1.232519,-0.9968837,-1.1495005,-0.9738722,-1.2196195,-1.3266773,-2.5538221,-0.9581491,-1.2454459,-0.7605325,-1.0128537,-0.7875764,-0.9494569,-1.1940463,-2.2244571,-1.8451007,0.679767050785015
"Q4LDG9",-0.6189802,-1.3387687,-0.8970658,-1.0788622,-0.8391188,-0.7928538,-0.91645,-0.9079272,-0.5473661,-0.8065628,-0.8274836,-0.9742753,-0.8921358,-0.6408615,-0.7379115,-0.7334311,-0.8397944,-0.5897729,-0.8059816,-0.9342376,0.215658283238804
"Q4V328",0.3574976,0.3302401,0.4033626,0.4073986,0.3586333,0.3393522,0.3600978,0.6778893,0.3693448,0.4323128,0.4448974,0.4116452,0.5287595,0.5513692,0.4642969,0.440222,0.4872113,0.047573,0.3932701,0.2664198,0.994744568116072
"Q4VC31",-0.6119131,-0.5542046,-0.6067332,-0.6224618,-0.9361072,-0.6004262,-0.569795,-0.5498506,-0.6211572,-0.4759739,-0.7792503,-0.5159951,-0.522196,-0.7499722,-0.4119057,-0.5907968,-0.6390222,-0.5649732,-0.4945833,-0.3632386,0.210013943229377
"Q4VCS5",-1.4909406,-0.8006049,-1.1097817,-1.0726177,-1.3393394,-0.7414219,-1.0812043,-1.0412623,-0.9383542,-1.1008344,-1.1293669,-1.2524179,-0.7881039,-1.0783764,-0.2790764,-1.1334372,-1.2830033,-0.403365,-1.1815013,-0.9242023,0.650307868331939
"Q52LD8",-0.492320545,0.004716066,-0.474610356,-0.086051709,-0.118382101,-0.19590983,0.030589609,-0.013883453,-0.079644778,-0.040085897,-0.099695578,-0.47686989,-0.114233725,-0.208602463,0.024848969,-0.01007571,-0.248655203,-0.442081657,-0.226268838,-0.389134044,0.284162388636952
"Q52LJ0",0.468772,0.5282655,0.5715058,0.4785693,0.4323078,0.5157054,0.5416881,0.3206419,0.4416855,0.5499128,0.4386029,0.5152831,0.5341989,0.5401781,0.5826039,0.4539242,0.5128196,0.3172312,0.5104253,0.2517463,0.89846379306949
"Q53EL6",-0.23538211,-0.27443254,-0.2381417,-0.31919092,-0.19220023,-0.30315114,-0.35036189,-0.4580309,-0.36687426,-0.29572885,-0.13094473,-0.65304645,-0.20518964,-0.32761069,-0.15701835,-0.52985324,-0.35437489,0.06876552,-0.29211806,-0.84495673,0.761623509212722
"Q53FA7",-0.9101119,-0.7569391,-0.4515162,-0.1895151,-0.7717012,-0.650648,-0.3336781,-1.1479232,-0.2737801,-0.4049661,-0.3092588,-0.7358008,-0.8057355,-0.4387216,-0.2792394,-0.4531391,-0.6551873,-0.7177916,-0.5254221,-0.8716005,0.947912964259992
"Q53FP2",-1.0194589,-0.7694703,-0.7032818,-1.0169514,-0.97216,-0.74568,-0.9304656,-0.3575636,-0.7811658,-0.9759381,-0.9382289,-0.9866692,-0.9713404,-0.8376647,-0.6711979,-0.6408861,-1.0443066,-0.7968886,-0.8640513,-0.7860807,0.357011098787288
"Q53FT3",-0.36507988,-0.26781561,-0.29483512,-0.25141343,-0.11894932,-0.04130885,-0.0839378,-0.46654439,-0.30005384,-0.12302564,-0.07174985,-0.26242396,-0.21313368,-0.28430237,-0.17907148,-0.10924013,-0.18107779,-0.34921272,-0.12297972,-0.25202207,0.567639281509867
"Q53GG5",-0.5313035,-0.7691324,-0.3860664,-0.7869492,-0.5334865,-0.5244119,-0.695867,-0.7212302,-0.2592722,-0.1879345,-0.0922224,-1.138109,-0.8206243,-0.6447562,-0.3700809,-0.596593,-1.3421129,0.1923652,-0.2622848,-0.6226484,0.750655595725221
"Q53GL7",0.4383882,0.4402983,0.4361203,0.3975168,0.5383582,0.3613996,0.4752598,0.5480033,0.5123147,0.4147929,0.3665525,0.4083969,0.3413195,0.3016039,0.3957441,0.8140471,0.5136841,0.2909878,0.3840224,0.5880618,0.627369951014379
"Q53GQ0",0.02333259,0.23698851,0.33528225,0.40184719,0.10861472,0.51975948,0.41522012,0.21696757,0.12166442,0.1813432,0.34754999,0.42100121,0.49630734,0.3859657,0.22389438,0.4456549,0.13821989,0.48590608,0.4286189,0.28611466,0.410060202278271
"Q53GS9",-0.9870968,-0.9767945,-0.6845521,-1.1758397,-1.0610906,-1.1950642,-1.0726572,-1.5127177,-1.3875148,-1.4282798,-1.3327173,-1.1841515,-1.1558111,-1.3425465,-1.4292406,-0.6410844,-1.0579992,-0.7243712,-1.3533471,-1.2681063,0.738548648458815
"Q53GT1",-0.3124811,-0.177811,-0.7885067,-1.1290958,-0.4921083,-1.0182438,-0.2613077,-0.4490145,-0.5151896,-0.4649659,-0.7537771,-1.1187762,-0.3311856,-0.9704224,-1.2747805,-1.059337,-0.743077,-0.6749965,-0.5105004,-0.2320883,0.405785419083126
"Q53H12",0.6026836,0.40150798,0.53468528,0.35429618,0.04064498,0.63309784,0.43908952,0.57079663,0.45742601,0.32182854,0.37578837,0.46044929,0.41555995,0.50691327,0.25200784,0.52926768,0.2868729,-0.01690754,0.26790723,0.5605412,0.410380783268529
"Q53H82",-0.63347647,-0.52653422,-0.38676922,-0.26693516,-0.50494285,-0.36348665,-0.36980939,-0.83270219,-0.29108279,-0.09824172,-0.1966822,-0.48694454,-0.17220343,-0.27123797,-0.13342183,-0.5060783,-0.27606895,-0.03482712,-0.42554628,-0.37699015,0.0505654316771628
"Q53H96",0.09379051,-0.0915272,-0.48406043,-0.13160025,-0.15215336,0.35658725,0.02221256,0.04534466,-0.03060615,0.08656576,-0.05090091,-0.07373965,-0.1460263,0.06574823,0.20009435,-0.21755048,-0.04988051,-0.15516445,0.07640647,0.16849008,0.605031470990656
"Q53HC0",-0.9148501,-0.6026159,-0.961074,-0.8811979,-0.7413911,-0.482072,-0.6967844,0.0031197,-1.048525,-0.7883578,-1.0047017,-0.3984233,-0.9259739,-0.4106651,-0.7727081,-0.9768052,-0.6328464,-0.65621,-0.6907032,-0.6559539,0.751070461844015
"Q53HC9",0.2520711,0.1138377,0.2419483,0.1852513,0.3727206,0.2016225,0.3233982,0.3506738,0.4269742,0.2842924,0.2099806,0.3632974,0.3872978,0.3430635,0.4513551,0.5062001,0.4516229,0.1624504,0.2706441,0.3601909,0.193880508207913
"Q53S08",-0.7175181,-0.5599393,-0.4855003,-0.3924619,-0.4082029,-0.3476,-0.7679313,-1.0260868,-0.2815313,-0.4614369,-0.3709258,-0.8499069,-0.7284605,-0.8039167,-0.9086166,-0.1701479,-0.6646245,-0.6249102,-0.7600753,-0.6188428,0.384367324712694
"Q53T59",-0.35319672,-0.24117011,-0.22910531,-0.20308108,-0.17453166,-0.12943341,-0.15264285,-0.31663595,-0.25697697,-0.08114282,-0.13766989,-0.13925652,-0.33224548,-0.37581735,-0.03703243,-0.11955071,-0.34286973,-0.24975614,-0.16219214,-0.47296679,0.838687811998822
"Q53TN4",-0.25477012,-0.09040512,-0.41329602,-0.47102564,-0.19625025,-0.69322907,-0.49062813,-0.61593097,-0.03879988,-0.0889567,-0.0348433,-0.42219365,-0.58513024,-0.85478212,-0.08367371,-0.58698369,-0.90134395,-0.01018382,0.1282763,-0.72113744,0.98845474097792
"Q562E7",-0.9013733,-1.1227997,-1.0665213,-0.9526004,-1.2507758,-0.8065602,-1.1042026,-0.9892369,-1.1057572,-1.1965164,-0.9474244,-0.9827826,-1.0913163,-1.1715005,-1.0073875,-1.0531933,-1.0569627,-1.1464846,-0.8463774,-1.1736583,0.845469681580497
"Q562R1",-0.5140052,1.343368,-0.8402794,-0.5257893,-0.7618728,-0.6688764,-0.8176114,2.2392495,-0.4211718,-0.6763665,-0.4723076,2.1277121,1.4263731,-0.5829567,-0.4353458,0.5012318,-0.9763551,2.3686664,2.1708326,-0.4730351,0.387899717918352
"Q567U6",-0.260775005,-0.219069015,-0.018262398,0.164104386,-0.094259452,0.147389515,-0.002630312,-0.264966698,-0.058866658,-0.130951232,-0.041170284,-0.398953509,-0.079333892,-0.368968896,-0.074932685,0.939509953,-0.234007102,-0.044782804,-0.25402561,-0.155681821,0.786957162519655
"Q56VL3",-0.3030694,-0.6086751,-1.013769,-0.7114472,-0.6608873,-0.7130907,-0.7864701,-0.7694435,-0.9108391,-0.2308659,0.0118369,-0.1317719,-0.4512018,-0.2043633,-0.2823194,-0.195505,-0.1126769,-0.8568405,-1.0123889,-0.3676976,0.00134476711486378
"Q58FF6",0.2334587,-0.02330108,-0.12666907,-0.01808863,-0.12307821,0.17784438,0.02222895,0.26452777,0.17592232,0.09203921,0.03815376,0.16316625,0.45663016,0.14173137,0.1670059,0.32830481,0.17426001,0.10241594,0.24058006,0.14371108,0.0406426822825599
"Q59EK9",-0.6028361,-0.7003932,-0.6377292,-0.7153091,-0.6518955,-0.9800443,-0.4288849,-0.4022414,-0.4566513,-0.4510569,-0.3870918,-1.0565518,-0.5204615,-1.0177072,-0.5987116,-0.2907357,-0.6028134,-0.4068727,-0.538306,-0.8860541,0.943614544261567
"Q5EB52",-1.290273,-1.202774,-1.237448,-1.210404,-1.065204,-1.222934,-1.322623,-1.064648,-1.115121,-1.310164,-1.228821,-1.294737,-1.215806,-1.295017,-1.319755,-1.06256,-1.160091,-1.032787,-1.208945,-1.024481,0.741485391095095
"Q5EBL4",-0.6017626,-0.5474732,-0.4042327,-0.9510953,-1.2574078,-1.0142443,-0.4505945,-0.6261375,-0.3710642,-0.3099201,-0.4281239,-0.307899,-0.5201045,-0.5853636,-0.2434631,-0.607738,-0.487534,-0.6514646,-0.7464804,-0.6567134,0.148932621433693
"Q5EBL8",-0.5222352,-0.6540099,-0.5866286,-0.635332,-0.3694756,-0.5488293,-0.5492364,-0.5268191,-0.5831985,-0.7087684,-0.6777389,-0.8235692,-0.6301292,-0.4992284,-0.5497068,-0.6357697,-0.8128068,-0.4933726,-0.5742139,-0.5270661,0.133981539382284
"Q5EBM0",0.332604235,-0.665024111,0.338847293,0.018961321,0.220191697,-0.043178964,0.150771132,-0.507260956,0.041856383,0.0195292,0.141529373,0.565653883,0.211767434,0.335777549,0.339949286,0.396884167,0.509711245,-0.188418468,-0.241336082,0.007071924,0.121569815890578
"Q5GJ75",-0.5927935,-1.1065066,-1.3210687,-1.2263851,-0.9319377,-1.1704092,-1.0952825,-0.8866096,-1.0428554,-0.9062959,-1.0167177,-1.0102836,-0.7781961,-1.614644,-1.1106175,-0.5879516,-0.9214952,-0.689689,-0.6793879,-0.7984297,0.0915802789236593
"Q5GLZ8",-0.104820845,-0.131728998,-0.05794383,-0.213101982,-0.171138922,-0.367771884,-0.307793566,-0.013080708,-0.070034246,-0.18641715,-0.120255137,-0.172559209,-0.000718807,0.038399614,-0.092859457,-0.339145847,-0.28954853,-0.277888336,-0.428894289,0.069991726,0.964662635144618
"Q5H9R7",-0.137327096,0.085699246,-0.533738284,-0.097074732,-0.144453201,-0.53021316,0.080994707,-0.503812064,0.060356222,-0.12837357,-0.269530153,-0.285727515,-0.365966452,-0.095954987,0.008049664,-0.212975329,-0.063707974,-0.429629442,-0.396881997,-0.156505485,0.85664632000416
"Q5HYI7",-0.4394092,-0.88701065,-1.09466215,-0.60719383,-0.63021997,-0.71298756,-0.35906877,0.07829959,-0.60380078,-0.32169819,-0.78095312,-0.26763711,-0.42039362,-0.4947301,-0.74746494,-0.76704578,-0.136085,-1.39253155,-0.4360453,-0.52225491,0.852468097649779
"Q5HYK3",-0.09652122,-0.20211297,-0.47037804,-0.56764472,-0.28314027,-0.46482275,-0.13430351,-0.26139636,-0.24900566,-0.36257726,-0.8552706,-0.50269821,-0.8867996,-0.73196934,-0.9337411,-0.23019804,-0.40881011,-0.24777945,-0.36931634,-0.25003083,0.0641373615438153
"Q5JPH6",-0.3849456,-0.782045,-0.8280397,-0.7666484,-1.2029749,-0.7499017,-0.7633251,-1.3448067,-1.1716797,-0.5027073,-0.7202681,-0.9605472,-0.7313607,-0.8713742,-0.5806606,-0.8023303,-0.9193252,-0.5572487,-0.8864111,-0.210408,0.0407131895435729
"Q5JPI3",-1.5504826,-1.4354999,-1.2231388,-1.1669389,-1.1299858,-0.8100522,-0.969555,-0.9338838,-1.3265584,-0.9541603,-1.2051406,-1.0013916,-0.9988493,-1.3580148,-1.1884891,-0.948487,-1.1781113,-1.2094619,-1.153707,-1.4299596,0.796035533797506
"Q5JR12",-0.8130852,-0.8711078,-1.2601432,-1.0138799,-1.2343888,-0.8145874,-1.2096234,-0.8354937,-0.8745909,-1.3412464,-0.9582324,-0.9917629,-0.8103904,-0.8857698,-1.0500566,-1.3442556,-1.0516381,-0.7183327,-1.3514683,-0.7820727,0.905757413638473
"Q5JRX3",0.12564344,-0.12961511,0.19259869,0.0932192,-0.38797305,-0.67069617,0.23472969,0.16439475,-0.23376791,-0.23025623,-0.13413947,-0.47639404,0.11484594,-0.21215598,-0.28740952,-0.21006943,-0.1218256,-0.30755072,-0.64844386,0.06898379,0.344085143704367
"Q5JSH3",0.7092261,0.529187,0.5272181,0.4990869,0.4428404,0.556338,0.5065248,0.5037542,0.5542325,0.7194694,0.5779217,0.6127261,0.6300186,0.6697956,0.7710976,0.5862936,0.6236656,0.4767772,0.6105393,0.4995375,0.00334056801253795
"Q5JTV8",-0.20906182,-0.31879069,-0.33655999,-0.59228257,-0.19271115,-0.30807352,-0.36037218,-0.83641159,-0.38496997,-0.65439587,-0.11952753,-0.35553677,-0.26066551,-0.65333278,-0.55886022,-0.34532991,-0.26368848,-0.02336508,-0.37590242,-0.34847739,0.557533184117504
"Q5JTZ9",-0.42844121,-0.5219962,-0.37156295,-0.63482325,-1.06118999,-0.0292281,-0.53670282,-0.69080366,-0.56177757,-0.75117611,-0.7712373,-0.56568745,-0.45099039,-0.44908661,-0.91685065,-0.54572276,-0.77561518,-0.06000117,-1.02994704,-0.39082767,0.66277089827971
"Q5JU85",-1.1349876,-0.7494594,-0.5637563,-0.9384106,-0.5505224,-1.1452902,-0.8570903,0.3343572,-0.881892,-0.3883944,-0.8280091,-0.6455927,-0.9292416,-0.6326356,-0.5840502,-0.6689789,-1.0071212,-0.3135514,-0.5925698,-0.4477577,0.868790653791485
"Q5M775",-0.09784711,-0.0809346,-0.18991007,-0.0541751,-0.2361995,-0.13503624,-0.05656235,-0.45461796,0.14153823,-0.11366705,0.09527668,-0.248672,-0.09126106,-0.13817434,-0.20568491,-0.24578213,-0.78416635,0.6507929,-0.38004114,-0.01640558,0.992808727434837
"Q5MNZ6",-0.3574591,-0.2388395,-0.4386576,-0.2854339,-0.5382359,-0.3196696,-0.5511533,-0.5223783,-0.345266,-0.2676964,-0.3308703,-0.3969685,-0.4584078,-0.3360241,-0.3218996,-0.205611,-0.3668726,-0.3839687,-0.5227504,-0.7210769,0.833214870921712
"Q5PRF9",-1.1973777,-0.9676442,-1.053567,-0.8613633,-0.7921476,-0.8411199,-0.9485197,-0.9595081,-0.7995123,-0.9153847,-0.9856736,-0.7642768,-1.308835,-0.9808993,-0.74868,-1.0594649,-1.1083986,-0.7583057,-1.0536412,-0.8532317,0.38673818430171
"Q5QJ74",-0.6817483,-0.4470105,-0.976204,-0.4183754,-0.3313065,-0.3699562,-0.6129576,-0.5599818,-0.3822996,-0.2983045,-0.5344632,-0.5735419,-0.3562074,-0.587969,-0.6812726,-0.4497155,-0.9206068,-0.397745,-0.4733467,-0.6920597,0.748477095971017
"Q5R372",-0.7022049,-0.7637151,-1.1324616,-1.3710031,-1.203609,-1.1429535,-1.0571943,-0.9906423,-1.1653574,-0.9582393,-1.2005556,-0.8314325,-1.302934,-0.9172032,-1.0793346,-0.8160433,-1.0206053,-0.6590616,-1.2707038,-1.0352332,0.289197039999915
"Q5R3I4",-0.7868236,-0.5858576,-0.6043532,-0.4136405,-0.8510988,-1.0652499,-0.7781409,-1.0117584,-1.0298881,-0.7160503,-0.6968884,-0.9394385,-0.4652635,-0.4750451,-0.4824369,-1.1328307,-0.6866608,-0.2229994,-0.1460799,-0.7210424,0.148136981212467
"Q5RI15",-0.7925544,-0.6404615,-0.8791544,-0.887815,-0.8084204,-0.7179953,-0.6750152,-0.8371449,-0.7720931,-0.6085777,-1.0011869,-0.8101334,-0.7836624,-0.521534,-0.3901217,-0.4865037,-0.6331195,-0.6022059,-0.6840384,-0.6213344,0.0501227482905438
"Q5SQH8",-0.9579651,-0.9085459,-1.126583,-1.4246017,-1.0071365,-1.1283588,-1.0516573,-0.8042189,-0.8892899,-0.8959482,-0.6638158,-0.8632121,-1.0586742,-1.0572935,-1.0112406,-0.7451089,-1.0056214,-0.2515245,-1.182893,-0.7420053,0.0979410528203816
"Q5SQI0",-0.022941907,0.007847576,-0.0237164,-0.187615035,-0.053936622,-0.179971194,0.032658866,0.009239515,-0.049031299,-0.124933755,-0.081121108,0.076894748,-0.052028727,0.031642844,-0.013604538,0.122925392,0.004768478,-0.642645159,-0.058995076,0.307835151,0.831570304086049
"Q5SRD1",-0.7224891,-0.787032,-0.742369,-0.7336837,-0.7348543,-0.7542669,-0.7506468,-0.646751,-0.8632036,-0.7461258,-0.8357156,-0.8579421,-0.7682372,-0.8116685,-0.8121187,-0.7346598,-0.8034759,-0.7711571,-0.78115,-0.6639502,0.296601556235211
"Q5SRE7",0.618237,0.5666568,0.5280747,0.4567494,0.4847027,0.5844714,0.7452241,0.2811634,0.578957,0.8628443,0.7465682,0.6438928,0.5670578,0.6090906,0.770662,0.5331022,0.2643352,0.334064,0.5682958,0.5366786,0.433634288107282
"Q5SSJ5",-0.57836782,-0.09326525,0.04365125,-0.02075352,0.22249395,0.26811378,0.1043507,-0.20429738,0.4454912,0.08599009,0.2226307,0.27763711,0.31065581,0.22611419,0.43801574,0.15250166,0.10235108,-0.17662001,0.32950338,-0.11587796,0.448661189257071
"Q5SW79",0.12122988,-0.0139356,0.05303572,0.17709557,-0.1303588,0.11509655,0.1129083,0.04550767,0.12191051,0.10500632,0.1881967,0.07695017,0.0319388,0.27444211,0.08532513,0.04704449,-0.06941705,-1.10700349,0.19544317,-0.15796839,0.462506079006476
"Q5SYC1",-0.5240715,-0.2813654,-0.5167155,-0.6521381,-0.3236009,-0.1166868,-0.5668069,-0.2998913,-0.1494452,-0.1439701,-0.2139271,-0.5141322,-0.4654645,-0.4386845,-0.633779,-0.6446394,-0.3345851,-0.78947,-0.2323099,-0.6590973,0.313997057019209
"Q5T013",-0.08582808,-0.10347735,0.16867701,0.01156363,-0.03170421,-0.02146187,0.14967246,-0.20537053,-0.28486618,0.08918946,0.20678493,0.15728266,0.02545406,-0.08287254,0.28894034,-0.15593543,-0.04491622,-0.14799413,0.13944366,-0.08220797,0.311293341736
"Q5T0D9",0.205479245,0.282161859,0.135190166,0.170004415,0.088444619,0.342420866,0.136808584,0.727697196,-0.009014792,0.241123634,0.18897504,0.413043152,0.062026193,0.191516647,0.363614144,0.030771525,0.320438999,-0.219398052,-0.016554031,0.791720266,0.869017155331703
"Q5T0F9",-0.8885931,-1.3546958,-0.7927755,-0.7785813,-0.7175495,-0.6268103,-0.6458761,-1.221945,-0.6292117,-0.7739969,-0.6999942,-0.7021576,-0.7906743,-0.7441978,-0.530034,-1.1854392,-0.8012252,-0.8162844,-0.5602254,-0.9357227,0.55186367719784
"Q5T0N5",-1.2547187,-1.483442,-1.5426983,-1.291227,-1.4215935,-0.9704468,-1.5505753,-1.237861,-1.3538047,-1.4743888,-1.1500851,-1.8799821,-1.2238481,-0.7439129,-0.9084315,-1.2489921,-1.3021825,-1.1940463,-1.2912066,-1.0205151,0.247325106801173
"Q5T1M5",-0.5867503,-0.1895326,-0.5832917,-0.299749,-0.2393634,-0.361174,-0.5276958,-0.5422782,-0.3864523,-0.3004477,-0.4107269,-0.3686964,-0.2213005,-0.3083068,-0.3224392,-0.5457032,-0.5147802,-1.0306214,-0.302493,-1.184049,0.328931500099037
"Q5T2E6",-1.0467578,-1.4443544,-1.287827,-1.8834389,-0.6829045,-1.1272691,-0.9662702,-0.5729332,-1.792112,-1.4929752,-1.1249201,-1.1388553,-1.4271416,-1.269123,-0.9620892,-0.8604537,-0.5994932,-1.1550204,-1.2642856,-1.0692995,0.617689395685763
"Q5T2T1",-1.2901727,-0.938779,-1.1458745,-1.1837183,-1.2766589,-1.2244074,-1.3671087,-1.5952884,-1.1561744,-1.1844477,-1.0801434,-1.2374171,-1.0477319,-0.9550932,-1.2812535,-1.3402554,-1.329417,-0.2081141,-1.1670455,-0.7567018,0.147406521468372
"Q5T440",-0.00597374,-0.06036588,-0.10145679,-0.01660917,-0.19562679,-0.11574767,-0.27509601,-0.08792304,-0.13441569,-0.19137951,-0.15100389,-0.01089394,-0.21055047,-0.13633925,-0.12963323,-0.04775526,-0.20531429,0.24183934,-0.14921413,-0.12155679,0.64956638690327
"Q5T447",0.003931681,-0.061339329,-0.033376922,-0.087576071,-0.574035568,-0.110077983,-0.038377108,-0.145007413,0.062665177,-0.217029999,-0.12490626,-0.121761229,-0.213892059,-0.083920492,-0.13901008,0.213858121,0.077571424,-0.520194565,-0.143794239,0.039212735,0.900933637729874
"Q5T4S7",0.13725226,0.1454227,0.18266545,-0.15136014,0.11265594,0.24931193,0.14817869,0.16178405,-0.22483901,-0.21069839,-0.17908932,-0.05942537,0.01218666,-0.12860277,-0.25985154,0.16349557,0.2319153,0.1341631,-0.18118476,0.27358353,0.263784753422307
"Q5T5C0",-0.47433985,-0.10374082,-0.94624083,-0.55160915,-0.03317384,-0.31235513,-0.17415469,0.30964897,-0.4500669,-0.57502591,-0.32909985,-0.26206089,-0.21254746,-0.5179964,-0.36588283,-0.37792402,-0.39568597,-1.02034827,-0.16109764,0.11212233,0.578067795460384
"Q5T5P2",-0.54836963,-0.61223003,-0.95723439,-0.71458963,-0.8509028,-0.90406516,-0.40851843,0.01656533,-0.67472186,-0.98061355,-1.13405081,-0.3779174,-0.38438791,-0.35393604,-0.2907992,-0.34974546,-0.42609362,-0.80855276,-0.85544075,-0.35841218,0.66762407067858
"Q5T5U3",-0.7657031,-0.9932041,-0.9214393,-0.7874377,-0.6371761,-0.7920121,-0.8264522,-0.285581,-0.6040116,-0.7210821,-0.3989723,-0.6407804,-0.6031176,-0.9229817,-0.646808,-0.421898,-1.0453928,-0.6990832,-0.460359,-0.5782097,0.420492166903353
"Q5T5Y3",-0.5307634,-0.5381573,-0.4562276,-0.7214088,-0.5172243,-0.5251805,-0.400935,-0.65467,-0.6830503,-0.6065864,-0.8110249,-0.8744727,-0.7145066,-0.827037,-0.8596627,-0.3540613,-0.5976112,-0.4235898,-0.6041891,-0.4560071,0.22639818002438
