"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","t_test_p_value"
"P10301",0.43694519,1.1656554,0.1813395,-1.26072691,-1.19276904,-0.1034916,0.07508495,-0.22092536,0.58982915,0.34445216,0.02240275,-0.56201888,0.25691056,0.24341217,-0.25152737,1.11514686,-0.01995679,-0.19197989,-0.27946924,-1.07242303,0.3766708,0.61246409,0.3813354,0.12047294,0.25864443,0.99518035983835
"P10321",-0.21883636,0.38208837,-1.69624288,-0.59725816,-0.86709056,0.0852339,-0.74475558,-0.21155903,-0.09168042,-0.18916509,-0.16177614,-0.68944573,-0.31646964,-2.21616378,-0.31390832,1.66512487,0.49441884,-2.69453897,-0.19131252,-0.19962235,-0.31465005,-1.1583207,-0.28240632,0.37800191,-0.26003087,0.731356952888
"P10412",1.7099733,2.30328959,0.17363736,1.93408028,2.11690841,1.08341643,1.80869051,0.28766459,0.93588365,0.79850611,-0.07084997,0.36165097,1.77885081,1.30506827,1.95623163,1.56559247,2.59356522,2.34271047,2.6646999,1.98055133,2.33773074,2.06534292,-0.36869029,-1.18743475,-0.49662485,0.758873784295853
"P10515",-0.4910892,-1.4259764,0.8420541,0.1441885,0.7529949,0.2598742,0.3863251,0.5288299,-0.4138045,-1.2029372,0.6357179,0.423438,-0.2735383,-0.5892632,-0.5292832,-0.4050313,-0.3554022,0.227881,-0.2998046,0.480373,-0.8931526,-0.7191372,-0.2233228,-1.5515302,-0.3189798,0.950332976973692
"P10599",0.9192949,0.8651595,0.8426863,-1.9051266,0.5781417,1.2469917,0.4817456,0.5334032,1.0725442,0.9502911,0.5112701,0.7894626,1.4155742,1.3286156,1.1027789,1.3723245,0.3984842,0.8262993,1.1316545,0.1960025,-0.1095055,0.4471021,0.635751,0.8101083,0.3644338,0.461587559985475
"P10606",-0.6398267,-0.6192849,0.624469,-0.2899456,-0.1474718,-0.4072287,-1.4245371,-0.4276481,-0.9933522,-0.6000669,-0.8736129,0.4192831,-0.1694899,-0.0378022,-0.5427867,-0.3727279,-1.5959918,-0.3766926,-0.3145432,-0.4565328,-0.4942864,-1.1368775,-0.3060455,-0.942005,-0.4299641,0.342045962618119
"P10636",1.49399705,-0.03445606,0.94321438,-0.38628951,-0.73714522,-0.48239501,-1.73972162,-0.44839644,-0.60608636,-0.87856205,-1.49264149,-0.72334395,-0.44510599,-0.99932133,-0.48101769,-0.57611318,-2.32276338,-1.56113958,-0.36165347,-0.48922289,-2.12442325,-0.64725745,-0.7919698,-0.7828669,-0.85922227,0.0968124793471028
"P10643",0.86919172,0.04552499,-0.91872717,-0.40215598,-0.86847131,-1.07964658,-0.45273985,-0.3287877,-0.53355592,-1.67412256,-0.94401704,-1.45524255,-0.49970131,-1.40060324,-0.52624279,-1.51359239,-0.10204327,0.06462938,-0.27404708,-0.41855546,-1.25747144,-0.47570141,-0.63935558,-0.25219688,-0.48923209,0.405423329471963
"P10644",-0.393310023,-0.427730687,-0.494431801,0.47814275,0.154989057,-0.34864952,-0.088262309,0.130207985,-0.983020137,0.009046628,-0.046526548,-0.242026897,-0.10806417,-0.200576267,-0.004392434,-2.329749328,-0.888352147,-0.129012031,-0.003391901,-0.32150766,0.018418966,0.194241485,0.29630367,0.006680284,0.250635788,0.845231403346418
"P10768",1.1589033,1.4474795,0.6976937,0.6183042,1.190166,0.9769285,0.9808481,0.7982634,1.0443396,1.1767057,0.7412111,0.9508637,0.5574199,0.6703576,0.4093524,0.3531767,1.0825886,1.0709856,0.8787694,0.8515141,1.1982001,1.3280009,0.7929698,0.4623023,0.7689115,0.867802785649608
"P10809",2.161948,2.22424,1.885846,2.015189,2.236128,2.45248,1.931244,2.16081,1.902985,1.646732,2.201785,2.064026,1.427003,1.949018,2.161979,1.572181,1.789066,1.755583,2.110801,2.199026,1.866705,1.694128,1.245508,1.44306,1.69867,0.247664918112399
"P10909",1.1142953,1.2860435,1.0629809,1.6740774,0.985633,0.702525,0.9559816,1.0232055,1.240309,1.3324663,1.4414269,1.6094485,1.2272623,1.256295,1.2448475,0.4661928,1.4103864,0.8583162,1.2757321,1.8111545,0.9413423,0.909436,1.4615342,0.7980426,1.1020669,0.391396332187778
"P11021",1.868954,2.120015,1.553155,2.7571,2.090147,2.444288,2.199625,2.185303,2.363567,1.994382,2.096861,1.65128,1.916319,2.318353,2.149344,2.572252,2.577872,2.369888,2.511408,2.246403,2.347817,2.372367,2.135562,2.21169,2.163401,0.819362501850372
"P11047",0.71288948,0.99961017,-1.07397935,0.30326245,-0.15233723,-0.27934796,-0.51882731,0.42060866,0.17903052,-0.13755705,0.90273851,-0.07367174,0.3684085,0.7426838,-0.71580541,0.96275701,-0.11745317,0.02972433,-0.5095099,-0.44815079,-0.70589808,0.09988186,1.21990465,0.42407128,0.67987172,0.958018803740817
"P11137",0.21303198,0.15199223,1.20677277,-0.91163678,-0.2223474,0.01394841,-2.5692861,-0.63700739,-0.47928555,-0.79234681,-0.53598535,-1.55480189,-0.36029298,-0.16927476,0.26625933,-0.98436988,-1.0344845,-0.25944998,-2.00865439,0.20860347,-1.53018524,-1.70210335,-2.20587066,-1.38276081,-0.48612937,0.229697332420322
"P11142",2.527037,2.330484,2.361126,2.654485,2.500058,2.514422,2.3677,2.372692,2.642866,2.436076,2.344796,2.019222,2.415509,2.607482,2.44978,2.727956,2.701693,2.632331,2.681358,2.638649,2.47419,2.532046,2.35836,2.481719,2.365346,0.742544205781463
"P11166",0.5956983,0.66212468,0.47530954,-0.47826281,-0.21732211,-0.8773185,-0.29137551,-1.11916637,-0.98208926,0.23523448,0.22954877,-1.3671841,-0.20037414,-0.27976948,-1.61334367,-0.69419202,-0.02426463,-0.83805811,-0.30237612,-0.03938315,-0.34291009,-0.74345782,-0.64304022,0.1520063,-0.89321311,0.16238292661246
"P11171",0.625726712,0.451475679,-1.312046091,-0.852868389,-0.405811443,-0.324788269,-0.714886905,-0.884808266,-0.511115015,0.446194273,-0.782916972,-0.482235216,-1.055897838,-0.459721223,-0.551054897,-0.480949127,-0.002735806,-0.286262811,-0.812191469,-0.284522221,-0.554808846,-0.661593172,-0.851143321,-0.406125762,-0.605656653,0.91649337120234
"P11177",1.312174203,0.87810329,1.44406353,-0.097585351,1.129150039,0.790187761,0.699049809,1.277949353,-0.175516541,0.584864825,0.998977666,1.328015508,-0.057741571,0.564592271,1.129238184,0.282459555,0.865510809,0.284238959,0.807335212,1.333715363,0.568735455,0.098426869,0.006696078,-0.187768981,0.675326296,0.814017373348297
"P11215",-1.743757232,-0.44075879,0.189344001,0.003348548,-1.118840992,-0.730169118,-0.863387511,-0.870252726,0.125696447,-0.702218052,-0.003838576,-1.809771146,-1.017833232,-0.165667446,-0.646447694,-0.064833203,-0.682373651,0.534176766,-0.977979471,-0.256643394,-0.014465592,0.041258844,0.403305105,-0.734961886,0.358766269,0.188843352758799
"P11216",1.8041069,1.3703357,1.5700559,2.1104771,0.9726615,1.249784,0.8146932,1.21415,1.3376161,1.3777992,1.006622,1.0976107,1.4551563,1.609395,1.8798813,1.3095299,1.4363843,0.9319978,1.7572049,1.4283832,1.2616217,1.6409482,1.4561263,1.341872,1.2719378,0.242945172484523
"P11217",1.010875773,0.179114783,0.693225531,-0.003399912,-0.785165664,-1.14572534,0.60315104,-0.077274883,-0.207761915,-0.759972533,-1.440902598,-0.952874809,0.249912407,-0.20963417,0.627880087,-2.288897636,-0.319634222,-0.095046481,-0.396089925,0.43577761,-1.777661754,-1.180733862,-0.631907224,0.045100507,-0.226279755,0.0301221531649834
"P11233",-0.37438737,-0.98446071,0.81729902,-0.81643178,-0.62299117,-0.92717483,-0.60501391,-0.54908557,-0.60259961,-0.06248532,-1.02766491,-0.57723312,0.57175272,-0.41133046,-0.12156393,-0.54811951,-2.04982791,-1.13315694,-0.32345097,-0.36760603,-0.25733158,-0.28342357,-0.44433082,-0.86041496,-0.47284025,0.731852502409351
"P11234",-0.276957711,-1.061768594,0.365923625,-0.565074543,-1.614613911,-2.147635173,-1.628865035,-1.313766424,-1.04742724,-1.038869528,-0.786074686,-0.055879314,-0.111345995,-0.005837507,-0.267842309,0.313187708,-1.166781234,-1.273840754,-0.557135051,-1.010994589,-1.075357775,-1.17736333,-0.29806645,-0.374493561,-0.131398109,0.466411116729829
"P11277",1.502455041,0.826050152,1.086059846,0.255172832,0.353807474,-0.35146844,-0.396948485,0.091471292,-0.23238201,1.149721195,0.806324652,-1.209624257,0.008620265,-0.374234969,-0.709374097,0.305552572,-0.470126964,-0.158147773,0.124095903,-0.2601239,-1.325923319,-0.64366926,-0.538623877,-0.144624489,0.022553321,0.0420417953339405
"P11279",0.365990878,0.593329547,0.009576608,-0.19340266,-0.072347428,-0.048993535,0.232951068,0.478026186,0.509934451,0.340133857,0.391872126,0.563288966,-0.662625731,0.489146182,-0.827958107,0.64514034,0.578474813,0.457347161,0.454750997,-0.208451676,-0.360795384,-0.379031428,0.016385333,0.462825862,0.260240946,0.938139847243294
"P11310",0.27653627,0.86159935,-0.75886367,0.34942423,0.6156268,0.33646949,0.19057235,0.26190427,-0.9143231,0.4372597,0.76968451,0.34486425,-0.03853791,-0.89715568,-0.6013493,-0.94250583,-0.24922174,0.13615272,-0.33899487,-0.34244068,0.36079298,0.13965606,-0.24120624,0.52725609,-0.37363297,0.733163119403298
"P11387",-0.46031499,-0.18508913,-0.06189191,0.41153964,0.51125787,-0.12578383,0.16470312,-0.08305408,-0.16783447,-0.56986884,-0.55482085,-0.42686182,-0.07069219,0.15699355,0.1121737,0.42717609,-0.07184636,-0.71919951,0.41166587,-0.5136941,0.79273106,0.22039805,-0.15794181,0.58848347,0.20309012,0.825122992207256
"P11413",1.2213391,1.24970395,0.01361802,1.64122707,0.62814031,0.9031122,0.87486169,0.92804878,0.70565101,0.8697544,0.45165966,1.37717519,1.37869259,1.46426985,1.46632895,-0.04417046,-0.1253252,1.89387527,1.07936183,0.92523495,-0.11692014,0.38680093,0.40176148,0.39382484,1.04285007,0.77293810079509
"P11498",-0.5209329,-1.7667847,0.3493669,1.5003411,0.4341548,0.2404169,0.209713,-0.0497901,0.2208617,0.6687895,0.5767592,0.4965986,0.5243499,-0.1057171,-0.1113888,0.3481349,0.2490564,0.1301637,0.9594125,0.5724853,0.1953055,0.1361302,0.3840599,-0.1932082,0.5582657,0.798093713655264
"P11532",0.59107255,0.83783548,0.71677791,0.16434895,0.63418895,0.4432802,0.45812919,0.13088172,0.79696398,0.4541591,-0.01489203,1.0229948,0.57291789,0.57484851,-0.02879053,0.46080917,0.73097281,1.13030199,0.9410999,1.02882078,1.29180435,-0.61687823,1.03737949,0.28873886,0.44935092,0.962598322946807
"P11586",0.09265609,0.29554007,0.25230732,1.42639395,0.80866738,1.22298185,0.51398101,0.29619205,0.32544143,0.6539705,0.94632525,-0.13874242,0.2237198,1.29843631,0.80058405,1.18520732,0.03771099,0.42270462,0.91089637,0.69510897,0.59756933,1.01221995,0.8341045,0.43270243,0.53177897,0.982006809989015
"P11717",-0.603611475,-0.59911974,-2.232515706,-1.61244362,-0.469619899,0.009638364,0.590924403,1.136055837,-0.379049958,0.231015791,-0.31780944,0.488175893,0.704348411,-1.292050811,0.328793821,0.618168408,0.461731188,0.520292556,-0.963967635,-0.351972589,-0.12757569,-0.852378767,-0.533280581,-0.329958439,0.68679486,0.0780200509426757
"P11766",1.0414271,1.0937419,0.55429548,1.23329661,0.2904228,1.01790351,0.86372774,0.50670043,0.33417512,1.04278484,1.15652868,0.70316688,0.36553442,1.28560524,0.98507366,0.79782117,0.87757801,0.81691554,0.07185418,0.7480768,0.86390504,0.62796975,0.99864831,0.7687184,0.79841887,0.435056693658495
"P11908",-0.437408809,-0.288392526,-0.071592867,-0.176594349,-0.024228704,0.11833835,-0.649056326,-0.439330326,-1.699728995,-0.13195232,-0.359351372,-0.011874259,-0.004351203,-0.210410543,0.098255094,-0.245580658,-0.042894354,-0.108164882,-0.122801863,-0.327733346,-0.228161828,-0.142115186,-0.442457696,-0.560034495,-0.054507764,0.423606874608302
"P11940",0.4182385,0.3793987,-0.8892777,1.0549583,0.8929455,0.8387098,1.0880978,1.2170748,1.2959445,0.8359557,1.1774036,0.9815806,0.4236313,1.0839373,0.7071995,0.5249557,0.5598766,0.5206528,0.6770432,-0.1404377,0.9592632,0.7692685,0.8826199,1.0831674,0.8771987,0.378046798557856
"P12004",-1.25371762,-0.0884754,-1.15961904,-0.13080136,0.31606863,0.45585271,-0.0448362,0.39264959,0.18462974,0.08292147,0.45864312,-0.32631453,-0.19062356,0.19276963,0.2590853,-0.33709252,0.15271393,-0.14166462,0.05795144,-0.32809806,0.08473005,-0.18145439,-0.49800814,0.15365964,-0.28741371,0.301777798449854
"P12081",0.01154655,-0.04692507,-0.35156667,-0.43412965,-0.2502084,-0.04087902,-0.38796429,-0.13257049,-0.55629239,-0.57914982,0.60837321,-0.50760824,0.69142652,0.29876257,0.45423479,-2.08601409,0.17271952,0.05029365,0.09458013,0.22542932,-0.32488737,0.17902537,-0.31226827,0.3415592,-0.05695338,0.337988151832889
"P12109",0.80651,1.2286994,0.179482,0.6862341,-1.6525422,0.2707212,-0.1520948,0.3953998,1.0945442,0.109784,0.1627172,0.2101348,0.5120327,0.6400777,-0.7568666,-0.3900308,-0.2987694,-0.2429363,0.4021754,-0.6650199,-0.3947515,-0.1237059,1.2612322,0.9644106,0.3771447,0.163634531514286
"P12110",0.62331648,1.03074206,-0.58269503,0.23449381,0.54380366,-1.09091214,-0.12479244,0.30945891,0.92467434,-0.20828839,-0.05625646,0.03673215,-0.4527171,-1.44059878,0.23594672,0.79535361,-0.21308724,-0.28206072,0.60900793,-1.84095786,0.24681407,-0.08559126,1.03390258,0.82467285,0.31203867,0.686397164064815
"P12111",1.47287892,1.74716708,0.42668995,-0.21791,-1.26938425,0.38976751,-1.52331125,0.51899919,1.43796701,-0.05315126,0.67228453,1.48926572,0.74710928,-0.62734028,-0.92160406,0.82607558,-0.27349022,0.23659766,-1.08089842,0.22036092,-1.18852311,0.34915407,1.81617739,0.95146232,0.71524461,0.494274939004899
"P12235",-0.08949679,0.68065467,1.30192677,-0.80119778,-0.35939913,0.20564845,-0.35128068,-0.09562227,-0.18376771,-0.3905127,0.71572873,0.68257579,0.45178721,-0.45054704,0.20290978,-0.33271888,-0.13637018,-0.13485725,0.07982004,0.39730126,-0.03291366,-0.84980064,-0.46958133,-1.6751211,-0.20217835,0.484065556848263
"P12236",1.212547028,1.644269135,1.986868074,0.319549376,0.986679914,0.627676512,0.819345571,1.44989163,1.58080907,1.125056023,1.686561039,1.820438174,0.035166487,0.327631229,0.31621863,-0.416870134,0.416601008,-0.004222137,-0.213905417,1.02654777,0.958725001,0.382541618,0.995227422,0.800654418,1.52462611,0.398334682514038
"P12268",0.3228614,-0.8001113,0.2668579,-0.3585049,0.6545899,0.6735178,0.5707654,0.5905617,0.3558372,0.1398209,0.5400167,0.5546181,-0.5725221,0.6609627,-0.7065668,-0.7583471,-0.1854554,0.0862631,-0.1703809,-0.2274195,0.2176792,0.5103905,0.4871978,0.2284756,0.6086259,0.241773112114952
"P12270",-0.34066278,0.13273236,-1.03476287,0.5121773,0.89050994,0.34283856,0.58225595,0.49997946,0.30757407,0.43069569,0.82878972,-0.20193097,-0.09725103,-0.0911599,-0.33217749,0.75221873,0.30781815,-0.01570746,0.44912145,-0.04672276,0.3004927,0.27205688,0.27272364,0.45700011,-0.04191702,0.472825876255021
"P12277",1.53846155,1.40545044,2.67271651,2.12262944,1.24985066,1.52529963,0.76020711,-0.96753125,0.16018671,1.23522507,0.05231476,1.478997,1.27389414,1.00626156,1.69982709,-0.03414214,1.1137661,0.13744382,1.9176142,2.36781085,-0.21121919,1.26409101,1.2869184,1.70185886,0.51203918,0.0674206794828478
"P12429",-0.20172437,1.28377744,-0.42135811,-0.17459333,-0.48447669,-0.25726182,1.39314086,-0.35326627,1.3348772,1.09539944,1.26895729,1.15059032,1.19098389,1.75912023,0.93785999,0.67670479,1.88081727,0.04117792,1.65284698,1.1164791,1.90483162,1.22452338,1.01882353,0.7745311,1.30508184,0.289741921391475
"P12532",1.68011984,-0.47995165,1.70260499,0.18397361,0.74861035,0.53524649,-0.31341818,-1.90968081,-1.17057141,-1.09067724,-1.61682645,0.43236087,0.23641379,-0.82533401,1.15631122,-0.61450936,-0.11130188,-0.23597396,-0.18070601,1.28464189,-0.34299173,-0.01464831,-2.06759323,-2.51679051,-1.31408062,0.278428032961729
"P12814",2.1589987,2.5952945,1.6375899,1.6898894,1.3004511,1.9673582,1.0184576,0.8445821,1.5597901,1.1103616,1.5374139,0.6657836,0.9992032,1.4630995,1.4046992,1.8009424,1.4452056,1.3751405,1.2775864,1.2289174,1.299567,1.6707298,1.5324708,1.2927659,1.1320525,0.168760476042753
"P12830",-0.869554499,-1.453761727,-0.675179319,0.571137979,-0.22178375,-0.456635144,0.40153259,-0.445724811,-0.376696543,-0.223448084,-1.731908891,-0.536553307,-0.462334483,0.145809252,-0.031541573,-0.019675579,-0.030875964,-0.234776721,-0.107890278,-0.351643196,0.007537584,-0.305132995,-1.197392367,-0.150900861,-0.544073047,0.777206063789658
"P12955",0.3779165,-0.2192707,-2.4012175,0.1232547,-0.4922011,-0.4649263,0.3843121,0.1422341,-0.1095798,-0.3486576,0.1903852,-0.9200589,-1.5589376,0.6967828,0.3805631,-1.1970524,-0.1035637,-0.729278,-0.4785377,0.1098925,0.1381386,0.3600668,-0.7464375,-0.3037455,0.4068819,0.521548322301126
"P12956",0.6603014,0.7701361,0.1195328,1.9406263,1.3728194,1.7467107,1.5312946,1.2689926,1.594495,1.3557168,1.3304287,0.8842376,1.3665917,1.4994391,1.26355,1.5502096,1.1953819,1.1966748,1.7411535,1.279647,1.3220556,0.8722347,1.199635,1.6540167,1.1501259,0.524487334975792
"P13010",0.6618861,0.4077928,-0.3980053,1.9704306,1.0167933,1.5351601,1.3712623,1.1339088,0.9693004,1.1016026,0.9826001,0.742706,1.1799558,1.4270752,1.3281609,1.4344441,1.0721513,1.1377338,1.4887179,1.4262044,1.2642712,1.2167235,0.7797077,1.405801,0.8328641,0.53055983383164
"P13073",0.82931779,0.74759834,1.38261631,0.07031084,0.58684556,-0.21668559,0.01227547,0.93202508,0.5139139,0.31396523,0.13962787,1.29130731,-1.88813124,-0.72640238,0.22427641,-0.83406508,-0.52349196,0.29652194,0.15887336,0.50374659,0.31852158,-0.63287198,0.51082986,0.17378801,0.64832994,0.221079163298592
"P13164",0.14151649,0.02750775,-1.34462783,-0.22663222,-0.44296862,-0.60540548,-0.88427682,-0.26549303,-0.26091079,-0.98198268,-0.4345042,-0.55349289,-0.31325211,-0.3844715,-0.25198511,0.0945799,-0.72636778,-0.78396621,-0.19725459,-0.595983,-0.44049947,-0.85903769,-0.26840928,-0.68485725,-0.32364485,0.949039828502745
"P13473",-1.246937614,-0.585362687,-0.434119935,0.38313812,-0.079626104,0.168304969,-0.362117092,-0.299955292,-0.354371505,-0.253535054,-0.291510174,-0.491356755,-0.290354952,-0.007573175,0.071416566,0.323846525,0.247295531,0.084009095,-0.172675964,-1.377454264,-0.468047551,-1.696495949,-0.197951297,-0.188521924,-0.711415332,0.798944486567987
"P13489",1.5227927,1.4891633,0.8296577,1.7458092,1.2778049,1.5381305,1.2931778,1.3779345,1.2830738,1.5427764,1.7571868,1.2802652,1.2536405,1.6024364,1.1835094,0.8626853,1.7852142,1.8198652,1.6674048,1.4373667,1.7582573,1.8432831,1.5982461,1.7006357,1.5733554,0.657109693306011
"P13591",1.42987879,0.94394977,1.86028867,-0.72314416,0.61587875,0.72087743,0.04650309,-0.99930183,-1.07124578,-0.5096583,0.90661673,-1.1238307,0.69073311,-2.2012178,0.27424848,0.38683772,-1.29688445,0.87247846,0.81275335,0.77848205,-1.49354982,-0.90023134,0.09706553,-0.37832224,0.45489137,0.377569615102355
"P13611",1.4087554,0.2945838,1.4252719,0.2263985,-0.7437103,0.6595694,-0.3402656,1.3166907,0.1825039,-0.9108804,-0.7562923,0.6866184,1.4377677,0.2888884,-1.2984201,0.2062352,-0.3870703,0.9027641,-1.2711578,0.6027261,-1.8432932,-1.5485775,0.1432527,0.1308571,-0.2937132,0.165728843985314
"P13637",1.1665457,-0.415902,1.9120985,-0.3858949,0.6950128,0.4637957,-0.4698546,-2.0371688,-1.0420935,-0.7737053,-1.0644818,0.4220574,-1.0217067,0.0946113,0.1609422,-0.5010827,-0.1985358,-0.1558938,-0.8160697,0.9460789,-1.0264382,-1.9784851,-1.0802302,-0.9662603,-0.6867984,0.365152251896717
"P13639",1.2872539,1.5788874,0.9008203,2.2489376,1.9198582,2.0949713,1.823799,1.8507911,1.6062946,1.513213,1.631676,1.5880541,1.6636161,1.9836539,1.6853016,2.0515353,2.1091212,2.0531206,2.0238397,1.8668278,2.0046572,1.9993109,1.8540984,2.0201101,1.8013532,0.537092968496144
"P13645",2.443204,2.886845,2.321925,1.614716,2.607968,2.421147,2.562725,2.0237,2.969373,2.277083,2.139921,2.546332,1.838953,2.165847,2.014523,1.929901,2.029166,2.382535,1.658505,2.733401,2.83331,2.765455,2.511112,2.280656,2.035687,0.913277770870879
"P13647",1.03209864,1.33329915,0.64977485,-0.11321717,1.0629783,0.67285763,0.86476418,0.22686631,1.73394207,0.46880672,0.53685624,1.04937002,-0.6916136,0.03332261,0.40645721,0.26425318,0.64203723,1.24593605,-1.20279073,1.28785187,1.34572946,1.18602763,0.8737937,0.23030957,0.46670889,0.97010105847601
"P13667",0.8877034,1.2674618,0.2204842,1.8026935,0.724358,1.6811153,1.3506768,1.3013679,1.917576,1.2687806,1.5033796,0.5780977,1.1115412,1.4213075,1.1745904,1.5213258,1.4115968,1.2575536,1.3932022,1.2757401,1.3217895,1.5165555,1.3883044,1.6183596,1.1748555,0.667908083884198
"P13671",0.13644339,0.34734075,0.25566876,-1.22184595,-0.73168605,-0.6004249,-1.44609065,-1.62153121,-0.70173844,-0.05221967,-0.64709594,-0.51684523,-0.14960243,-0.71924943,-1.36159073,-0.58324179,-0.75664625,-0.78742244,-0.48845472,0.30072849,-0.77195827,-0.81718656,-1.07730958,-1.39511851,-0.69130369,0.401859510532274
"P13674",-0.29950907,-0.31604181,-1.97690654,0.05672745,-0.15515276,0.55747105,-0.60448504,-0.25799137,0.56283274,-0.52687729,-0.10369616,-0.37101947,0.28014167,-0.02935747,-0.2991593,-0.57798231,-0.39785857,0.19266325,-0.32053092,-0.48389749,-0.20718588,0.19317756,-0.39064744,-0.12179848,0.32866498,0.429011894741371
"P13693",0.4884667,0.4963638,0.8476603,-0.1334263,1.3394102,1.2150205,1.20712,1.1016357,1.2917252,1.0050349,0.6311326,1.1580598,1.378728,1.1334383,1.362772,1.0742419,1.4355144,1.4962401,0.5605557,0.6881824,0.7221308,0.8381783,0.7191058,0.3558092,1.1200779,0.150090627888798
"P13716",1.0088572,1.4604257,0.9266875,0.7518775,0.5665524,0.6973823,0.4912484,0.4437836,-0.6817066,0.7776062,0.1051619,0.3662223,0.2694358,1.2363217,0.7695335,-1.3524284,0.502688,0.2118993,1.0270362,1.1042214,0.5411495,0.9688004,0.2795427,0.2785762,0.2614208,0.0720167080958923
