"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","t_test_p_value"
"Q92783",-0.57587643,-1.05470087,-1.02902759,-0.32394402,-0.6160294,-0.41390821,-0.21272047,-0.43859852,-0.07612316,-0.16750441,-0.44949776,-0.33906194,-0.34391144,-0.75079027,-0.47592035,0.07955957,-0.29359628,-0.37180311,-1.12631683,-0.43992304,-0.23504897,-0.24993024,-0.20084757,0.01082709,-0.18023177,0.192032598346917
"Q92797",-0.30430494,0.09520342,-0.19980944,-0.5878109,-1.52665233,-1.36187301,-0.71622847,-1.21794569,-1.25505768,-0.80811678,-0.9704832,-0.32671435,-0.98679596,-0.37937701,-0.90146663,0.40563895,-1.17704872,0.36951069,-0.78540016,-0.45298145,-1.06067774,-1.10134059,-1.47042516,-0.43559012,-1.01685628,0.0701254304633774
"Q92804",-0.86648994,-0.438896519,0.133316418,0.068114614,-0.696306507,-1.101653353,-0.441506003,-0.1155024,-0.369869814,-0.316276896,-0.706660804,-0.916572974,-0.156350315,-0.283198058,-0.081642465,-0.538358228,-0.072077057,-1.263812348,0.152077219,-0.540221213,0.360530865,-0.099935804,-0.385726839,0.06522832,-0.000525583,0.259401456424943
"Q92841",0.08812836,0.31226713,-0.1177371,1.3163243,1.30430037,1.02666947,1.26279135,1.23504904,1.36036282,1.04326841,1.12462268,0.72379688,0.82244533,0.4506924,0.91946302,0.88395894,0.37868435,0.51056063,1.06561894,0.96316601,1.20085915,1.01129562,1.01482961,1.46346077,0.99686211,0.371726619514707
"Q92878",-1.04047818,-0.77055842,-1.25565363,-1.02101288,0.10547577,0.08128435,0.11811641,0.46189409,-0.15263278,0.43921207,0.55881826,-0.03550594,-1.24694293,-0.02032833,-0.44214655,0.3142596,0.19394157,0.16811337,-0.98731511,-0.63401555,0.56148594,0.01034614,0.33566715,0.60871802,0.25796136,0.00205988289817343
"Q92879",-0.5552029,-1.4141487,-0.6189985,-0.1715673,-1.4433293,-1.5289143,-0.8158002,-0.5637099,-0.762021,-0.992207,-0.694129,-0.9505418,-0.9660223,-1.5851513,-1.0110505,-0.4195509,-0.7723589,-1.7160829,-0.7170285,-0.8487447,-0.8299154,-0.1515067,-0.686012,-0.6835988,-0.9450717,0.683005851614685
"Q92882",-0.93664234,-0.61191531,-0.71350004,-1.45261073,-2.23863635,-0.42130839,-0.24868637,-0.23115903,0.45459643,-1.52433193,-0.97564133,-1.21377298,-0.28993977,-0.43762634,-0.5305495,-0.16977506,0.13729244,0.38266339,0.17727078,0.09521114,0.11410854,0.17751347,-0.80131946,-0.47518519,-0.28333625,0.167563071116373
"Q92896",0.30178649,0.12734601,0.39334178,0.80936264,-0.0796261,-0.42013767,0.99009094,0.95642525,0.47912491,0.59710513,0.51819275,0.55900242,0.02418793,-0.03410061,0.46612844,0.1333255,-0.40959044,0.05456627,0.16005091,-0.23353931,0.9467952,0.52334622,0.85020808,0.74615175,1.13780899,0.792123569752105
"Q92900",-0.58094772,-0.85825135,-1.22949247,-0.58041108,-0.07961049,-0.20536892,-0.13714697,0.07423294,-0.17095221,0.3404221,0.01941591,-0.90753132,0.07735795,0.03803303,-0.16630487,-0.43617529,-0.35224884,-0.03637315,0.08064397,-0.88915917,-0.39141684,-0.12153323,0.35333488,0.86354759,0.12457903,0.0325828714444529
"Q92905",-0.58491004,-0.30709222,-0.90534111,0.07686563,0.03040853,-0.06139907,-0.05298707,0.0367113,0.45854258,-0.49384199,-0.04651529,0.02544206,0.2101629,-0.24093782,0.15938034,-0.27254791,-0.41969721,-0.91460803,-0.5408346,-0.36683449,0.14808735,-0.40723294,-0.4546659,-0.55245193,-0.1758412,0.575879057547817
"Q92930",-1.08120271,-2.17552713,-0.5025068,-0.39606214,-2.54773914,-1.73930415,-1.67773886,-1.41500038,-0.46182202,-0.88852482,-1.55351697,-0.01607638,-0.28891177,-0.75033506,-0.9560133,0.39722537,0.25039202,-0.16534301,-0.73482962,-0.16082011,-1.05053001,-2.45820213,-1.18573037,-1.85456715,-1.36854827,0.949299073821382
"Q92934",-1.6410297,-0.771991,-1.2795616,-0.4130195,-1.2165936,-1.5147787,-1.4001805,-1.420138,-0.8848398,-1.0732932,-1.5750916,-1.2469693,-1.1879902,-0.379377,-0.8977611,0.0700041,-1.043465,-1.0682195,-1.0131898,-1.2734407,-1.5767308,-1.1509725,-1.618408,-1.6539428,-2.2865655,0.256763542261394
"Q92945",-0.02969535,0.0101805,-0.04766145,1.20224659,0.98031943,0.94029711,1.17340931,1.12807309,0.80759829,0.7725003,0.39133867,0.40205862,0.73429267,0.79456857,0.38141702,1.20681729,1.1906071,0.84428981,1.36778929,0.65486081,1.28425776,0.92949713,0.84938376,1.41302141,0.85075675,0.328421812951393
"Q92954",-0.41146748,-0.23949328,-1.10179541,-0.05165788,-0.74497133,-2.17572073,-0.39586422,-0.62192525,-1.01696492,-1.41953398,-0.27345811,-1.74615858,-0.73166771,-0.42725172,-1.43362517,-0.82980649,-0.24473673,-0.77732055,-1.07867686,-0.27084257,-0.39641771,0.86542659,0.69335246,-1.96013,-0.04818772,0.536544576849999
"Q92973",-0.24345124,-0.06565561,-0.51268894,0.9323009,0.65326307,0.48283538,0.62187321,0.50462213,0.66228313,0.13991473,0.92520459,0.42821719,0.52457774,0.74704345,0.46582751,0.65442913,0.24178296,0.07961299,0.24287333,0.40885911,0.61904583,0.56643736,0.67847896,1.0082799,0.53580363,0.434064677808445
"Q92974",-0.99869587,-1.34836783,-0.41336666,-0.67661188,-0.42154933,-0.38135324,-0.73600102,-0.77220663,-0.21936436,-1.4597579,-1.4194795,-0.86613264,-0.11227726,-1.00293625,0.01691995,-0.42311579,-1.50601368,-0.69621767,-0.62352881,1.76511826,-0.63950659,-1.29951786,-0.78379892,-0.43766088,-1.69058466,0.64775974285742
"Q93008",-1.06575534,-0.52544198,-0.15658166,-0.12427979,-0.13583468,0.21847341,0.04513851,-0.25522631,-0.01157049,-0.27487812,0.41370539,0.24558292,-0.02832751,-0.0910287,-0.11296481,0.23414953,-0.54422166,0.08551298,-0.37001622,0.06104518,-1.02167993,-0.09752181,0.16286095,0.35156457,0.20094588,0.213899291378342
"Q93009",-0.306070086,-0.20248364,-0.084491072,-0.221175855,0.545597595,0.108343899,0.409143452,0.153733653,-1.698170193,0.025526829,0.30876081,-0.152258914,0.605106678,0.158214548,0.001989932,-0.486887477,-0.321016999,-0.446579911,-0.432817011,-0.441404575,0.29734156,-0.803336426,0.100636243,0.316104409,-0.461147916,0.609618669272592
"Q93045",0.1472427,-0.5618844,-1.7070196,-2.5032745,-0.8895358,-0.5757194,-0.5987762,-0.5984554,-0.1118578,-0.2865193,-0.6882501,-0.5606161,-1.5365784,-0.5532016,-0.3971287,-0.1575642,-0.1920754,-0.2979977,-0.3902967,-0.3762817,-0.1245609,-0.2073801,-0.2874955,-0.1253073,-0.9243999,0.183123823936941
"Q93050",0.2789872,-1.04204834,1.66361606,-0.20215282,0.40737678,-0.11836786,-0.83634962,-0.78270987,0.08495225,-0.98235537,-0.26824778,-0.20648291,0.17400366,-0.15785302,-0.40808131,-1.02907044,-0.02319094,-0.13896497,-0.64836028,0.70558868,-1.02947563,-1.26447739,-0.9986411,-0.69714222,-0.62776344,0.556675071198866
"Q93052",0.44481389,0.83850994,-0.63597389,0.64011497,-0.68813992,-0.35494255,0.41535229,0.24130141,0.52645362,0.18942155,0.13804895,-0.15887202,-0.16053162,-0.03670885,-0.10475018,0.23617349,0.20335138,-0.56199376,0.32442189,-0.23583453,0.0801467,0.3846716,0.3605497,0.26300012,0.2747968,0.685922984203722
"Q93077",0.97718856,-0.63529993,-1.60587678,-0.62132552,0.2178364,0.63177628,0.65967766,-1.4917129,-0.17612286,-0.31859565,-1.30902962,-1.20451719,1.09583308,0.10206798,-1.4634221,2.1746211,1.95754209,2.11277757,2.47601664,0.02460847,1.49158335,1.25018305,0.35594806,-0.43689852,-0.80214374,0.0245269725840517
"Q969G5",-1.1639938,-0.066347,-1.0644054,1.4319793,-0.6830657,-0.3446048,-0.7729725,-1.3545698,-0.5680998,-0.7105042,-0.8130721,-2.0650052,0.1990224,-0.0855927,-0.12456,1.6651249,-1.0049004,-3.6893331,1.6952085,0.6438181,-0.6574702,-0.2421638,-1.7330583,0.0936556,-0.6147087,0.481564887160799
"Q969H8",0.429405295,-0.696988537,-0.315087439,-0.402515874,-0.314430524,0.765690327,0.124019933,0.35287822,0.532305895,0.165445049,-0.152686263,0.214839512,0.55393313,0.032681774,0.431165736,0.211490539,0.129556533,0.431111754,0.181269764,-0.009544637,0.12083091,0.223133681,0.467304747,0.381794368,0.311184298,0.011483069141311
"Q969Q0",0.04061293,0.34564171,-0.03835536,-0.22664587,-0.27547032,-0.14390605,0.06828442,-0.56598654,-0.74084537,-0.56496285,-0.99541404,-0.96391268,-0.85129409,-0.23170346,-1.15485901,-0.24064498,-0.02779453,0.22791847,0.05487703,0.02095289,0.11782512,-0.21420802,-0.67263299,-0.39086816,-2.00935452,0.0740035332687784
"Q969X5",-0.11634464,-0.28397648,0.28326895,0.09887518,-0.34639042,-0.3682583,-0.21895196,0.39646114,0.17544476,0.60142042,-0.03354469,0.52692887,0.36458434,0.44101392,-0.64205731,0.42171155,-2.32589632,0.23540536,0.66260236,-0.18861611,1.10344165,0.52683984,-0.4013214,0.14163875,0.25363805,0.896956398485749
"Q96A26",-0.171493624,-0.002809302,0.62484465,-0.140081913,0.034825106,-0.442446888,-0.817386807,0.120361614,-0.318586758,0.059764045,-0.272127618,0.328210374,-0.926657853,-0.319024957,-0.412134621,-0.243713605,-0.623305143,-0.408976901,-0.769665779,-0.5321694,-0.284989103,-0.434530158,0.079720367,-0.871315548,-0.525966249,0.146510765651563
"Q96A33",-0.8127013,-0.7542524,-1.1053226,-0.5310425,-0.435807,-0.5608383,-0.5151856,-0.6543013,0.3555586,-1.4557055,-1.1785143,-0.7685999,-0.448121,-0.4330188,-0.3580938,-0.2797116,-0.4412864,-0.4177527,-0.4494317,-0.5216791,-0.1248242,-0.7640747,-0.8929434,-0.371165,-1.4421495,0.3274809357824
"Q96A65",-1.1619602,-0.1752368,-0.9174018,-0.1090235,-1.1463777,-0.6852205,-1.2377874,-1.2417558,-0.4458304,-0.9976924,-0.2099911,-0.3952619,-1.3423051,-0.760811,-0.4684603,-0.9152586,-0.5295814,-1.1482573,-0.5193568,-1.4356819,-0.7876359,-0.2356871,-0.5513805,-0.7226824,-1.2011437,0.251033191362862
"Q96AB3",0.654788957,0.233807008,0.211834513,0.003664531,1.029719605,0.49882208,0.774692315,0.7861228,0.548558866,0.598534736,1.305725987,0.976209883,-0.181331331,0.673797937,0.65307969,0.632666553,0.796446513,0.064896085,0.311755027,0.865723908,0.631365476,-0.072518292,0.005749018,-0.063764646,0.149807132,0.00884310377040153
"Q96AC1",0.90995307,1.50752685,-0.13649638,0.97912787,-0.35381394,0.08164042,0.22055788,-0.05267454,0.0892593,0.51949048,-0.0394941,0.08608401,0.30979969,0.15027996,-0.03147061,0.34400433,0.45642966,-0.37013013,0.30549068,0.24978533,-0.17951334,0.12348803,0.56944752,0.3272515,0.44023449,0.323452183830258
"Q96AE4",-0.45764136,-0.4679042,-0.78590359,1.12358911,0.89142905,0.36574507,0.52465093,0.82742303,0.85393937,0.66002969,0.61320384,-0.01444987,-0.04220649,0.75352742,0.41725122,0.64503432,1.20945669,0.79508495,1.19542883,0.60132372,0.45094622,0.3918672,0.52960861,-0.36512984,0.72567103,0.406524686094864
"Q96AG4",-0.98514827,-1.33135307,-0.25711366,0.6234217,-0.12949991,-0.38912091,-0.29931743,0.38735576,0.26489292,-0.37785541,0.60225204,1.01633079,0.14908461,-0.1360915,-0.71080344,-0.72741866,0.602804,-0.36409473,0.6120069,0.19599522,0.82217196,0.74291932,0.04750273,-0.35314113,0.6888223,0.513365227170493
"Q96AQ6",-0.7814609,-0.4192465,-0.5994867,-0.3908941,-0.6757702,-0.8592736,-0.9703295,-1.1155458,-1.080119,-0.2988995,0.4640599,-0.5461024,-0.6416127,-0.5745772,-0.5963735,-0.4932551,-0.311197,-1.3564203,-0.5497234,-0.7878712,-0.1789422,-0.7841278,-0.7018963,-0.3439825,-0.7474862,0.168762060567728
"Q96AT9",-1.10378276,-0.81970723,-0.3245247,0.26822282,-1.25757977,-0.78678887,-0.68922347,-0.55889944,-0.26858417,-0.10492366,-0.44929858,-0.20251311,-1.03073885,0.49557077,-0.06460056,0.46580389,-0.15957107,-0.16311845,-0.40012891,-0.1292099,-1.64478291,-1.80172409,-0.61297913,-0.54315184,-0.43654338,0.600228545708559
"Q96AY3",0.17742013,-1.40576243,0.17087612,0.60331141,-0.47915414,0.70507377,0.51310644,0.36402044,0.32244394,-0.61446071,-0.08812522,-0.47251376,0.50993302,-0.30463075,-0.77199889,-0.21634449,-0.31754072,-1.18230982,0.10973774,-1.85269094,-0.26605778,0.29795639,0.38598283,0.07624432,0.35543032,0.918918900522171
"Q96B97",-1.41271191,-0.97239389,0.03850709,0.05151749,-1.5853818,-1.44236483,-0.0970686,-0.4831141,-0.28806353,-0.17742002,-0.18897904,-0.74388553,-0.29626333,-0.186191,-0.30932501,-0.90140111,-1.28754462,-0.22950391,-0.54805184,-0.18474615,-0.11528137,0.11354869,-0.42827755,-0.2933537,-0.5926626,0.629653704126579
"Q96BJ3",-1.2491614,-0.2143159,-0.1231393,-0.5803754,-1.902282,-0.3914129,-2.5682807,-0.3862797,-0.5177411,-1.321164,-0.501587,-0.4406705,-0.3566415,-1.1349441,-0.7189036,-0.1866333,-0.2169413,-0.4652564,-0.396864,-1.4263846,-0.5074123,-0.39,-1.0299452,-0.1921937,-0.4184717,0.0628959004280724
"Q96C19",0.41251227,0.70175755,0.1573458,-2.40226068,-0.16065095,-0.11140171,-0.44664275,0.08703474,0.79507709,0.49512822,-0.05622194,-0.19373855,-0.20963342,-0.17723373,-0.16519995,-0.42203618,0.38580647,0.4629275,-0.47877123,-0.50585722,0.35514122,0.21824878,0.19977216,-0.37979384,0.06598452,0.652112367393733
"Q96C23",-0.8551916,-0.35915497,0.52393123,-0.16727366,-0.73485675,-0.0683017,-0.64740532,-0.30878977,-0.8148748,0.00891984,0.1287086,-0.32443428,-0.22082612,-0.9329467,-0.51460788,-0.24721427,0.4253225,-0.28693996,-1.07061451,-0.25097889,-0.70435756,0.04850223,0.46967699,0.17649421,-0.36508497,0.386888576004865
"Q96C86",-1.32730429,-0.92065528,0.06819855,-0.17555928,-0.24528651,-0.20927871,-0.81560836,-0.38563198,-1.59706667,-0.44997725,-0.39117863,0.01714804,0.0260711,-0.562701,-0.1631137,-1.85175306,-0.04740159,-0.26140824,0.089889,-0.48372342,0.26385022,0.04611111,-0.56155408,-1.29613399,-0.65455338,0.753920387478233
"Q96C90",-0.1034977,-0.5045759,0.4190033,-0.3376397,-0.5327804,-1.0480826,-0.7019733,-0.8439696,-1.000339,-0.0815691,-1.3509685,-1.1653561,-0.6681917,-0.7439114,-0.2428713,-0.5338072,-0.3129721,-0.1897423,-0.495389,-0.3474878,-0.509915,-0.6669745,-0.3191027,-1.5659843,-0.8720319,0.192907752746051
"Q96CM8",0.16810313,0.28472961,-0.25493933,0.37085806,-1.17533137,-0.35581543,-0.57641468,0.38382092,-0.4962426,0.2997986,0.47306502,0.82225624,0.05574259,-0.52019684,-0.02111,-0.48412563,0.35949762,0.1044448,0.50376455,0.03586322,-0.42543639,0.17786041,0.03086659,0.06868793,0.86702501,0.605561055229753
"Q96CN7",-0.37189243,-0.65077918,-0.4584246,-0.01291519,-0.60925149,-0.85038829,0.369766,-0.23373656,-0.28282243,-0.31667927,-0.50301188,-0.72631122,-0.72646243,0.02464578,-0.69084845,-0.87962278,-1.2854023,0.07931182,-0.59490135,-1.67844608,-0.40628896,0.10341721,0.0284341,-1.03482459,-0.35415426,0.58918313550141
"Q96CS3",-1.26645165,-1.466746266,-0.896592319,-0.531896579,-0.769868569,-0.326216426,-0.15251986,-0.164171748,-1.400432914,-0.29993117,0.451015947,-0.141127873,0.080957562,-0.313812016,-0.63113268,-0.800937803,-0.223584925,-0.183824136,0.009531344,-0.533525767,-0.10747604,-0.314092831,-0.508687009,0.485182294,0.058398212,0.113785970421289
"Q96CV9",0.08877856,-0.99483078,0.90410787,-1.77596711,-0.15708282,-0.70089237,-0.68674545,-0.95043771,-0.18665905,-0.40363194,-0.19167439,-0.36667834,-0.45707075,-0.47413612,-0.50949945,-0.39786426,-0.53324521,-0.71615198,0.22719715,-0.44061817,-0.22551552,-0.7743737,-1.12895263,-0.44698855,-0.08866887,0.855522716502633
"Q96CW1",1.08790354,0.5656043,1.16613221,0.43596043,0.10741915,0.20355863,0.25662498,0.49581844,-0.34207565,0.12478905,0.65781181,0.23932137,0.23922593,-0.03020598,0.11309023,0.73835485,0.59163883,0.10911203,0.47851264,0.81944199,-0.05029638,0.4973991,0.34653923,0.79043389,0.4357961,0.212567749680952
"Q96CX2",0.4439604,1.0163475,-0.2551469,1.2964541,0.631646,0.1795092,0.5280239,1.0397397,0.5124404,0.9363922,0.7570277,0.725231,1.5349064,0.7167373,0.9790288,0.5698636,1.4288736,1.4897159,0.9962171,1.3326542,1.2679257,1.4587741,0.8734112,0.5957909,0.9919213,0.660921425674233
"Q96DB5",-0.730384718,-0.16980288,-1.576283253,0.071872133,-0.100434514,-0.462427622,-0.008808131,0.254605747,0.013971256,-0.709201882,0.170207882,0.420709942,-0.627477326,0.053412283,-0.237504261,-0.147561464,-1.025079083,-0.214121936,-1.021781503,-0.332657327,-0.101362694,-0.691835014,-0.329605,-0.996500849,-0.09242782,0.661100068096706
"Q96DG6",0.4861807,0.2233013,-0.1910034,-2.464659,0.5875183,0.0654737,0.8474801,0.7410226,0.9075957,1.263062,0.5617957,0.88828,1.604686,0.2919949,1.1223942,0.5030008,0.640581,-0.2227298,0.2402538,0.3172702,0.1910378,0.1747438,0.3715144,0.2208548,1.0907687,0.234260311679097
"Q96DH6",-1.4547977,-0.50737316,-0.88592405,0.4307374,-0.2901809,-1.44698327,0.29267976,-0.60480119,-1.43258011,-0.02808697,0.57804329,0.53461004,0.37670497,0.29665628,0.19047904,-0.74271858,-0.18541975,-0.97925051,-1.42155186,0.14345785,-0.06984385,-0.59471485,-0.56557341,-0.86667493,0.01223237,0.994557313071319
"Q96EP5",0.14149901,-0.37352568,0.62420337,-1.00063021,-0.45726194,-0.35514383,-0.39792504,0.3526073,-0.62695759,-0.11901443,-0.52980184,0.05323146,-0.3989851,0.09788012,-0.37177544,-0.02857295,0.22958432,-0.69398545,-0.36052187,-0.16783026,0.06410234,-0.54545681,-0.12341644,0.43018478,-0.74678758,0.960877807375468
"Q96F07",0.47709831,-0.835515169,0.681703384,-0.106523796,-0.883321922,-1.270643357,-0.679653794,-2.374186826,-0.789237389,-1.316914152,-0.782493997,-1.404187086,-0.742704066,-0.461965112,-1.344401138,-0.418715122,-0.008456139,-0.480850979,-0.534435109,-0.322971589,-1.529559533,-0.551618058,-1.615406624,-0.644605422,-1.047601215,0.192776991560255
"Q96F85",0.89467605,0.34123741,1.04367782,-0.75461157,-0.13188885,-0.16719234,-0.47926549,-0.02615182,0.17578218,-0.02210441,-0.60915433,0.50504626,-0.4532218,-0.84579428,-0.30698818,-1.24690641,-1.19572655,-0.48778267,0.07319156,0.38505274,0.13791982,0.40587302,-0.19061658,-1.17880674,-1.22131963,0.413140641810689
"Q96FJ2",0.14243479,-0.134783339,-0.177323472,-2.100153374,0.17743693,-0.202124989,0.337027422,0.344073643,0.311766192,0.265342641,0.160137696,0.46541275,0.320862501,-0.308466082,-0.403340998,0.624120612,0.041745828,-0.007418146,0.606822912,-0.426903458,-1.062405722,-0.264892285,0.38726006,-0.163758818,0.30121755,0.308455898492212
"Q96FL8",0.08505515,-1.97773754,-0.30585362,-0.4917974,-0.66478799,-0.37412772,0.01857235,0.3522228,-1.18071659,1.03601733,-1.02179988,0.05061118,0.43301276,-0.31358202,-0.51674687,-0.47263446,-0.5186235,-0.31011146,-0.39823761,-0.37495426,-0.75282107,-2.22931975,-1.18069041,-0.90477319,-0.18543319,0.469366924882944
"Q96FQ6",-0.56138437,-0.82823268,-0.86810332,0.01362284,0.60017076,-0.283027,-0.04736556,0.26244432,0.04616177,-0.21452749,-0.19476636,-0.41276272,0.00690547,-0.84850255,-0.34907724,0.09536754,-0.96494264,-0.33865052,0.35180517,-1.98896931,-2.06879045,-0.96103581,-0.10494127,-0.53271833,0.22207631,0.590979620290457
"Q96FW1",-0.134948944,0.1352216,1.231532013,0.603624747,0.525212622,0.896414401,0.502917007,0.644651144,0.383565289,0.715946089,0.637515261,0.746352082,0.097649595,1.069858193,0.812534711,-1.968188714,0.855669365,0.286988538,0.787734562,0.584043061,0.959894971,0.849706644,0.383156801,-0.008595932,0.780280435,0.687000637480146
"Q96G03",0.62715022,0.66926836,-0.27162867,1.02357462,0.70376674,0.5160956,0.35729133,0.52984675,0.8997063,0.61111454,0.66872216,-0.04936856,-0.27032268,0.06395851,-0.33573711,0.99448179,0.4996644,1.01914706,0.82564508,0.63799239,0.4791213,0.49706664,0.87058538,0.33033865,0.18764219,0.99240906571507
"Q96GA7",-0.46414068,-0.23528063,-0.06590334,0.1596557,-0.68744558,-0.41475419,-0.42447351,-1.08076257,-0.73737949,-0.33347114,-1.26110669,-0.48566889,-0.10976195,0.37257853,-1.06035004,-0.05881737,-0.03408159,-1.02848126,-0.34338849,0.33231404,-0.93312686,-0.04871687,-0.61609598,-1.57093811,-0.37752321,0.0213672195434135
"Q96GG9",-1.49298052,-1.07978093,-0.85779931,-0.22652346,0.1441362,-0.63625666,-0.07317328,-0.86429315,-0.63958205,-0.56366416,-0.37915298,-0.53296687,-0.76588694,-0.41723877,-0.4372103,-0.22521761,-0.49942337,-0.75706649,-0.68783054,0.04275447,-0.37869836,-0.30399841,-0.93268737,-1.21617866,-0.85518174,0.522873765455969
"Q96GK7",1.76e-11,0.0564,0.00397,-0.486,-0.275,-0.447,-0.43,-0.659,-0.224,-0.276,-0.263,0.0374,-0.249,-0.404,-1.36,-0.712,-0.856,-0.438,-0.284,-0.51,-1.29,-0.5,-1.52,-1.86,-0.262,0.0869979199812542
"Q96GM5",0.11158876,-0.54364739,0.51382995,0.5611343,0.61154383,0.5949894,0.53056305,0.52718488,0.93683975,0.33566763,0.25318479,-0.84094616,-0.50389665,0.35024402,0.57271672,-0.30925969,0.61051732,0.79422628,0.46048591,-1.26401013,1.01207334,0.77881553,-0.16187554,0.05644169,0.29243495,0.829288779889858
"Q96GX9",-1.102207828,-0.550161386,-1.383964177,-0.418741778,-0.221913759,-1.698895908,-0.487303061,0.269320976,-1.37166063,0.162594806,0.095978876,-0.554129216,-0.129708254,-0.167388292,-0.132068113,0.584437956,-0.518268623,0.050560444,0.009780732,0.031706683,-0.521791864,-1.599692198,-1.706073064,-1.409000537,-0.118804146,0.392252120812751
"Q96H79",0.89645939,-0.36378546,0.5557998,-1.37518396,-0.76147916,-1.43050995,-1.11265033,-0.51574332,-0.495464,-0.58025014,-0.58809229,-0.50198725,-0.66740341,-0.15022444,-0.24135541,-0.49914134,-1.29888975,-1.11827626,-0.56065813,-0.47540961,-0.27756789,-0.38643046,-0.50329653,-0.3214606,0.05228772,0.758001398689407
"Q96HC4",0.02312048,0.3438252,0.10043952,-0.54707949,-0.84363012,0.10915105,-0.12577757,0.12560366,0.61338151,0.21267907,0.16186834,0.01280664,0.16996649,-1.3262246,-0.71721787,0.45475148,-0.1383504,-0.92382486,-0.23463985,0.11944394,-0.65963239,-0.75136781,0.6905162,0.86443794,-0.04602715,0.822443469845293
"Q96HE7",0.103040752,0.191450738,-0.554591033,0.485166385,-0.048503562,0.537529419,-0.205999615,-0.405016824,0.466069691,-0.215031573,-0.198902228,-0.181102701,-0.968087021,0.38663442,-0.008044708,-0.039177018,-0.48425842,0.243670683,-0.155385658,-0.043603522,-0.327491047,0.052216983,-0.256438379,-0.590098562,0.86856804,0.749636115644573
"Q96HN2",0.47247327,0.4849063,0.72067687,1.46724671,1.40178421,0.01497992,1.09226416,1.00190415,1.78118117,1.48536956,1.14970671,1.14299725,0.81689062,0.25562233,0.92066181,1.85475835,1.59132885,0.60895325,1.27694109,0.9830419,1.74665114,1.21351166,1.42601734,2.23383832,0.85246397,0.433338062850131
"Q96HY6",-0.71357053,-0.64169517,0.39055898,-0.50001893,-0.49572149,-0.17694238,-0.56968836,-0.4349881,-0.90187828,-0.49826825,-0.97548994,-0.46268747,-0.94512104,-0.23142547,-0.04088061,-0.8860819,0.13514978,-0.32019967,-0.32313559,-0.41352191,-0.3802731,-0.28299971,-0.40008405,-0.20368813,-0.20493616,0.638091860317251
"Q96I24",-1.13345169,-0.82409813,-1.13512579,-0.38980574,0.203502,-0.18682808,0.20242568,-0.11994092,-0.18892488,-0.41098883,-0.1783009,-0.24976885,-0.44068352,0.0246764,-0.66334631,1.66512487,-1.11281806,-0.2804886,-0.01708158,-0.30928938,0.03533669,-0.02343757,-0.77537177,0.28604262,0.02767606,0.0665132603214562
"Q96I99",-0.61591423,0.23204972,-0.85222237,0.77727297,0.710402,0.7283888,0.53408024,1.05240431,-0.10131929,0.68632948,0.79635696,1.42503688,-0.09238358,-0.05156864,0.54252649,-1.57277386,0.01897743,0.17027032,0.81683374,0.89167814,0.57391097,0.19581738,0.25074655,-0.26538716,0.3319385,0.587106523031271
"Q96IU4",0.33114233,0.55683444,0.04104548,-0.57138203,1.2538328,0.95537823,1.07044438,0.49457653,1.03901917,1.13474927,0.31266627,1.10445872,0.9118908,1.35368346,0.94326641,1.62900437,1.23141835,1.03847429,1.03921834,0.47954046,1.07254406,1.23157313,0.85082126,0.07223596,0.88791735,0.0929401115076251
"Q96IX5",-0.65640251,0.08619771,0.42426665,-0.52707074,-0.03091146,-0.94920475,-1.12452657,-0.47832183,-0.38233989,-0.60652908,-0.40637238,0.28823109,-0.26275127,-0.06978756,-0.16036624,-0.6525979,-0.70588959,-0.39417048,-0.61332294,-1.01099459,0.02219356,-0.35019332,-0.10642928,-1.52031331,0.02994655,0.244367715160169
"Q96JJ3",0.31559955,0.34803762,0.5158015,-0.03910436,-0.64639405,-0.53758282,-0.11706922,-0.7286246,-0.39584899,-1.05571888,-0.61200001,-1.23972239,-0.47854642,-0.49356453,-0.9191359,-0.1677688,-0.38764941,-0.40221829,1.72567079,-0.57772285,-0.06305094,0.07748829,-0.05721491,-0.9535488,-1.07420236,0.0187380469637239
"Q96K17",-0.59766299,-0.65686548,-0.28721819,-0.38067284,0.01695583,0.18867009,-0.21340484,-0.89869816,-0.49885439,-0.96029031,-0.5121243,-0.5366862,0.25019337,0.22203274,0.23676115,0.74233193,-0.0989568,0.47500495,0.532862,0.17696981,-0.45444941,-0.35480146,-0.6730099,-1.27981642,-0.86864931,0.201797071165392
"Q96K19",-1.5993085,-0.771991,-1.8311528,-0.4130195,-2.1103941,-1.8469906,-1.8590678,-1.5922618,-0.7189508,-0.7513904,-1.0632404,-1.110368,-1.1879902,-0.379377,-1.7404653,0.0700041,-1.3201123,-0.9202506,-1.0131898,-1.2734407,-1.254235,-1.1967188,-1.1997954,-2.8388815,-1.2383238,0.611803146835549
"Q96K76",-0.1182036,0.1178548,-1.1675654,-0.4130195,-1.1388849,-0.8908484,-0.8741993,-1.2472116,-1.2037022,-0.8284301,-0.6847652,-0.9362157,-0.986796,-0.379377,-0.4684603,0.5874775,-0.9909989,-0.615425,-0.6715447,-0.5584065,-1.3576226,-1.9584388,-0.9366924,-1.0673817,-1.0915931,0.413384474663457
