"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","t_test_p_value"
"Q99961",1.4773682,-0.38454157,-0.12628009,-0.638853,-0.61966506,-0.81845751,-1.17459214,1.89314108,-0.6283121,-0.45393841,-0.57869583,-0.70147854,-0.09624477,-1.01485054,-0.37780198,-0.46839542,-0.50981,-0.50880801,-0.33840618,-0.73116014,-0.47348698,-0.44039192,-0.99602193,-0.21863486,-0.33272096,-0.37661344,1.81969432,-0.08114617,-0.36147944,0.891828817868335
"Q99983",0.001389307,-0.228757319,-0.524493759,-0.340999465,0.975160307,0.503528866,1.160916624,0.030484855,0.280758308,-1.54400383,2.237895008,-1.102896351,0.961793613,0.11713875,0.436973225,-0.71574163,-0.547026446,-0.037355184,1.396596177,0.973006214,1.064112726,0.067233212,-0.743184645,0.591288548,0.742138574,0.548677253,-0.035489108,1.748194267,-1.049568429,0.941003700822683
"Q9BPW8",-0.564528743,0.027078868,-0.040954594,-0.229761379,-0.232675023,-0.388952177,-0.16651224,-0.130665274,-0.739118071,-0.152116491,0.565687838,0.195594937,-1.352500403,0.008769003,-0.252459372,0.027663097,-0.615134671,-0.803632418,-0.199074415,-0.327230219,-1.068967247,0.168325294,0.093530753,0.198539082,0.012227762,-0.714699744,-0.290381751,-0.87444577,0.35189932,0.923444443586
"Q9BPX5",0.0906,0.251,0.414,0.125,-0.064,-0.167,-0.232,-0.336,-0.335,-0.349,-0.0488,-0.831,-0.303,-0.438,-0.65,-0.013,0.00482,0.0705,-0.686,-0.347,-0.366,-0.282,-0.322,0.00768,-0.178,-0.0364,-0.36,4.31e-11,-0.116,0.0787828673639096
"Q9BQA1",0.02366137,0.24044179,0.49618966,0.54480091,-0.11373096,0.36592379,-0.6898393,-0.45802452,-0.67316766,-0.70323622,-0.50655256,-0.64239669,-0.68538795,-1.39577188,-0.44851797,-0.52819647,-1.22620269,-0.40089197,-1.40910742,-1.07019497,-1.59643091,-0.64763434,-1.07053134,-0.25686522,-0.0146919,-0.7524766,-0.31592522,-0.68233503,-0.58821936,0.00543899620422235
"Q9BQB6",-0.357758203,-0.488992614,-0.021733074,-0.3014554,-1.161639773,-0.772070127,0.173733283,-0.066457458,-0.29041775,0.210738679,0.035140463,-1.526521452,-0.338398835,-0.911532051,-0.644088684,0.008661906,-2.077068751,-0.053135057,-1.350796094,-0.447948433,-0.007841729,-1.4146815,0.333824954,0.258420113,-0.849965709,-0.117153499,-0.283460836,-0.195631173,-0.337614143,0.584238854845618
"Q9BQE5",-0.155,-0.449,1.12,4.31e-11,-0.448,-0.336,0.367,0.255,-0.918,-0.836,-0.156,-1.15,-1.34,-1.15,-0.0576,-0.999,-0.962,-0.576,-0.542,-2.03,-1.01,-1.21,-1.11,-0.67,-0.263,-0.529,1.82,-0.417,-0.72,0.0353751178432293
"Q9BR76",0.21706366,-0.39213711,0.4770016,0.19047834,0.41028816,-0.14397881,0.25955952,-0.16713376,0.17266296,0.06700419,0.07205169,0.31176023,0.20757774,-0.12690253,0.42273279,0.60735783,0.17767065,0.0335294,0.09503541,0.46651292,-0.41219745,0.13504006,0.33971744,0.40641109,0.27626296,0.50796102,0.0422704,-0.15344416,-0.41129299,0.681800923338451
"Q9BRA2",0.073178444,0.106005598,-0.23312207,0.009720212,-0.275926239,0.125829531,0.133565599,0.124283027,0.344426575,0.069750658,-0.061017418,0.166935965,0.421573939,-1.275737011,0.520897939,-0.203320053,-0.450494082,-0.070347774,-0.143152845,0.067890601,0.325254723,-0.061523973,0.201416941,-0.250572699,0.112595402,0.132112423,-0.234917078,0.348025438,0.577153707,0.784166216952571
"Q9BRF8",-0.31254209,-0.15246556,-0.95955803,0.08390652,-0.62996285,0.07990449,-0.14681785,-0.0259637,0.06144845,0.05152253,-0.2295933,0.57508278,-0.55914211,0.39176673,0.311037,0.21067686,0.71996465,-0.09897092,-0.2726561,-0.08244371,-0.17271228,0.04648981,-0.46044572,-0.71278831,0.17793305,0.33070674,0.14439772,0.3748416,0.48085388,0.112745976339186
"Q9BRG1",0.261048537,-0.039212044,0.103695376,-0.192992853,-0.466774565,-0.463285881,0.008862848,0.318888821,-0.101864012,-0.707511716,-0.25261257,-1.002564863,-0.854645001,-0.602700216,0.653788059,-0.141426046,-0.43592938,-0.365464093,-0.919406944,-0.822023164,-0.754443365,-0.905041173,-0.640207812,-0.494475305,0.543115865,-0.29922157,0.25134706,-0.250901829,-0.502213671,0.0331626584805605
"Q9BRK5",0.57405878,0.36359888,0.14403423,0.43428171,-0.08409805,0.23431817,-0.1242595,-0.1359284,-1.18939908,-0.61623424,-0.33262987,-0.90990037,-0.18483547,-0.45140548,-0.55714998,-0.54515909,-0.71027206,-0.3566456,-1.61058827,-0.88732676,-0.83204538,-1.5306019,-0.85955387,-0.56357779,0.14256551,-0.3766005,-0.32762897,0.34335688,-0.38982933,0.0254973324462542
"Q9BRR6",-0.37834138,-0.02996473,0.40255084,0.27943976,-0.26512739,0.18170185,-1.39429827,-0.6091136,-0.79973811,-0.55033719,-0.36483936,-0.86185684,-0.71072086,-0.71104279,0.29644907,-0.72666599,-0.84478593,-0.29553757,-0.61390112,-0.51881143,-0.58911398,-0.55035595,-0.43725783,-0.6476219,-0.1177087,-0.66655045,-0.02844179,-0.01456663,-0.42907052,0.429862292119601
"Q9BRX8",-0.40853617,-0.17619696,0.18470814,-0.08742458,-0.26188192,0.18724914,-0.84042437,-0.51795052,-1.42453685,-1.41988015,-0.94250823,-0.71070981,-0.55421702,-0.66825831,-0.76673628,-0.77127436,-0.76465577,-0.20873565,-0.77746907,-1.38187163,-0.93230276,-0.54292498,-0.72116117,-0.19799012,0.13699257,-0.44488613,0.12358931,-1.12506106,-0.15962601,0.231540637969712
"Q9BS26",0.12254954,0.45380525,-0.23197871,0.10754131,0.60227974,0.26212843,0.34556008,-0.43899105,0.16983142,0.45740011,0.30206958,0.39508588,0.38086644,0.4357313,0.47851002,0.60233541,0.5085492,0.41626923,0.47833634,0.58546012,0.76879039,0.45072406,0.66072148,0.44462041,0.01361669,0.70728346,0.15751703,0.57494706,0.52238205,0.0418701824949311
"Q9BSD7",-0.12512442,-0.15785209,-0.35109941,-0.04621035,-0.51987671,0.42141433,-0.35494594,-0.14497763,-0.59214811,-0.67214038,-0.34830703,-0.36813984,-0.47379521,-0.67324135,-2.09062626,-0.94502098,-0.47564641,-1.77714487,-0.52300764,-1.2499247,-0.4259446,-0.66886679,-0.4541898,-0.88097419,-0.65559693,-0.81213717,-0.89457696,-1.01249663,-0.33846779,0.00152415416399946
"Q9BSJ8",-0.05846364,0.48873785,-0.01564873,0.39166787,-0.16361004,0.42113886,-0.26175309,-0.06044276,0.67330516,0.79335531,0.26159807,0.2087317,0.75404784,0.68430614,0.42992458,0.89256147,0.49278496,0.85764441,0.79123808,0.62875282,0.58408069,0.66650495,0.88149967,0.68834815,0.15717223,0.72465636,-0.52716453,0.40161821,0.32136914,0.031213391180048
"Q9BT09",0.43438279,1.36748786,0.34594804,-0.15955233,-0.50736666,-0.49078943,0.13647896,-0.6182811,0.26108788,0.32096874,0.26796601,0.09785724,-0.18682247,-0.03013902,0.28150279,-0.1855841,0.23768544,-0.1452419,-0.42809178,0.35219827,-0.32238647,0.03097919,-0.44035026,-0.76389283,0.39386746,0.46660159,0.88018811,0.97270569,0.92180168,0.717309788740193
"Q9BT78",0.10553937,0.05283774,-0.04710391,0.04416741,0.21277939,-1.05796383,0.07980381,0.03928922,-0.01546809,0.09178025,-0.15502918,0.10064956,-0.03783757,-0.06725675,0.11556826,0.2083584,0.07967173,-0.20690144,-0.2014212,-0.14817844,-0.11591071,-0.0706447,0.26530456,0.39978259,0.05598638,-0.28808168,-0.11835285,0.12417303,0.1642388,0.53052251046647
"Q9BTT0",0.097802723,-0.057114362,-0.446466049,-0.264271355,-0.528089142,-0.343855762,-0.407072584,0.006889376,0.220316218,-0.340818254,-0.163004313,-0.230445188,0.139705436,-0.310588558,-0.039833645,-0.806134993,-0.219671196,-0.409938918,0.235617919,-0.27710704,-0.311843362,-0.040424559,-0.021948883,-0.586816842,-0.18654085,-0.012730446,-0.045845539,0.019409222,-0.603062757,0.878734855506438
"Q9BTV4",0.06656285,0.50386297,0.31330484,0.30919382,0.70866225,-0.71611445,0.53129903,0.06127845,0.76977879,0.69163627,-0.38902629,0.32380217,0.55638831,0.55497906,0.59549886,0.63427841,0.75625189,0.43704525,0.78880613,0.56229351,0.49863036,0.21817484,0.73786128,0.42459224,0.49710157,0.38288571,-0.57520382,0.15431272,-0.44749203,0.757912092208839
"Q9BTW9",-0.68093849,-0.64500816,-0.73590536,-0.31515143,-0.57979708,-0.36726388,-0.55271358,-0.60425512,-0.79598247,-0.69339945,-0.05584991,-0.14470797,-1.23166142,-0.47077846,-0.69237806,-0.4976139,-0.56432643,-0.69503188,-0.32126533,-0.53688907,-0.54374244,-0.27117669,-0.55085111,-0.68070915,-0.47860927,-0.62110495,0.03138951,-0.76763839,-0.64646913,0.543012446366265
"Q9BTZ2",-0.37019837,0.45528291,-0.64859903,-0.54999302,-0.61234231,-0.57348737,-0.6047628,0.15160932,-0.55983861,-0.46745562,-0.34537517,-0.12490141,-0.14699812,-0.66403758,-0.51857081,-0.48409736,-0.86254503,0.25759656,-0.18783101,0.06385157,-1.5405095,-0.37103269,-0.81348051,-0.44159284,-0.90806048,0.54303627,-0.19962906,0.39619268,1.09551959,0.684867464234746
"Q9BU23",0.01626641,0.15804849,-0.15776318,0.1520265,-0.61539332,-0.96154268,-0.67372863,-0.37740126,-1.3728542,-0.38589752,-0.5965911,-0.6678299,-0.55231589,-0.22517413,-0.5510552,-0.14789038,-0.15895688,-0.42347081,-0.93906201,-0.78245736,-0.71321044,-0.22987492,-0.11595347,-0.30115235,-0.46196732,-0.38436032,0.21738199,-0.28906646,-0.30952881,0.696462738891231
"Q9BUF5",0.06571966,0.61701427,0.88104422,0.07482368,0.8110322,0.44115192,0.70912459,0.27523599,0.24984332,1.06598091,0.38290151,0.79302589,0.28462535,0.82288228,0.20807143,0.57857452,1.26843702,1.14452675,0.70882191,0.84248514,0.9581504,0.69820278,0.87074122,0.90830188,-0.43557507,0.60435506,0.37424241,0.3404485,-0.1587598,0.462381398987434
"Q9BUH6",-0.605623204,0.008260923,-0.565785757,-0.311930433,-0.125775528,0.506208758,0.398355101,0.718242437,-1.693540299,-0.491239523,0.30564174,-0.528269343,-0.550997764,-0.912290956,-0.798060829,-1.07343483,-0.646839101,-0.590396718,-0.4491912,-1.225112788,-0.312032298,-0.202734017,-0.879677657,-0.35966476,-0.641474674,-0.335842551,1.819694317,-0.869617695,-0.296601057,0.318712471604796
"Q9BUJ2",0.158271794,-0.274782452,-0.654236448,-0.008748324,0.448716014,-0.08426876,0.160297125,0.342958155,0.765657191,0.454155007,-0.186094008,0.28752222,0.869829923,0.348788253,0.519782438,0.263760454,0.049782449,0.303862397,0.626749269,0.432637425,0.279521434,0.484764544,0.294564914,0.228396007,-0.30194408,-0.465783473,0.186195246,-0.170078636,-0.323292518,0.500119269008253
"Q9BUQ8",-0.311918667,-0.250817968,-0.150690643,-0.341148202,-0.217260075,-0.319425409,-0.390210536,-0.565619816,0.000682424,-0.222817723,-0.148999373,-0.236387955,-0.228014805,-0.144044273,-0.045516326,-0.214673852,-0.153573149,-0.081308217,-0.075929826,0.033885431,-1.813627726,-0.375571743,-1.054394804,-1.289293341,-0.059488242,-0.116495868,1.819694317,-0.347321715,0.337074322,0.727261661147619
"Q9BUR5",-0.212649034,-0.211727913,-0.225443134,-0.261298875,-0.844078037,-0.777752903,-0.001049217,-0.166503777,-0.414240467,0.002378639,-0.24622597,-0.322731058,-0.066641175,-0.267029447,-0.347040888,-0.972125923,-0.657125257,-0.064697869,-0.714169804,-0.637531304,0.127366655,-0.867305355,0.06058756,-0.992894965,-0.333401978,-0.213897424,1.819694317,-0.713955436,-0.046110471,0.603885293202932
"Q9BUT1",-0.19317498,-0.11291073,-1.15355779,0.02125606,0.40239964,0.15749857,0.11746349,-0.35778505,0.06897143,-0.48777675,0.31598466,-0.09399849,-0.68492711,-0.62073529,0.27885499,-0.3455697,-0.15531192,-0.12037161,0.08170613,-0.27301308,0.12982337,-0.13235563,0.04762866,-0.55880608,-0.02486811,-0.02878349,-0.02191793,0.08949792,0.22125968,0.948021487576987
"Q9BV57",0.03591654,-0.04191294,-0.13952922,-0.89537733,-0.88855068,0.01281802,-1.13691799,0.1092335,0.37804027,-0.05623441,0.12950866,0.13332254,0.34668691,-0.1793845,-0.39978158,0.56423258,0.40342372,0.26957333,0.41138409,0.16883446,0.76670102,0.18039957,0.67269102,0.26552728,0.25821336,0.23997889,-0.61702433,0.80938427,0.23921819,0.0281813082415913
"Q9BVA1",-0.165379106,0.410329238,-0.379280096,-0.598907634,-0.48211547,-0.689470118,0.695814718,-0.76961652,-0.191262203,-0.233404113,-0.338486654,0.798700677,-0.695332702,-0.009508259,-0.290682202,-0.474428492,-0.189548041,-0.742366494,-0.447446209,-0.403048436,-0.499779822,-0.519486333,-0.342707898,-0.527379783,-0.618500374,0.051763918,-0.152668157,-0.197967795,0.121531796,0.867410284794328
"Q9BVC6",0.062940729,0.150199277,0.286734764,0.148307323,-0.331105453,0.001613532,0.315291693,-0.071297599,0.26921028,0.032007056,-0.317604304,-0.117795038,0.345780655,0.246899195,0.418820804,-0.026710196,0.02456047,0.243235408,-0.195935192,-0.014413851,0.654649761,-0.066400035,0.068262133,0.111462091,0.900217823,0.716563864,0.579815226,-0.092779848,0.129842122,0.431646776895838
"Q9BVG4",-0.32550206,-0.32285217,-0.69324411,-0.50370215,-0.88098947,-0.207205,-0.83984481,-0.35597941,-0.41040185,-0.08213383,0.0705347,-0.62972798,-0.70935911,-0.65969885,-0.46097498,-0.64546982,-0.64269486,-0.27566442,-0.62774566,-0.43716969,-0.32552198,-0.34315203,-0.12615985,-0.35506446,0.21309108,-0.10985629,-0.39473683,-0.21525921,-0.41219997,0.134731083112716
"Q9BVK6",0.429828488,0.491597188,-0.602039537,0.123605095,0.001977354,-0.283971174,-0.375327481,-0.156375753,0.216308906,0.675794148,-0.687135382,0.126192247,0.705683954,0.252560441,0.702827217,0.338809185,0.126269355,0.113963925,0.376047693,0.482248111,0.196952776,-0.085947772,0.307930058,0.105241877,0.823535801,0.656522871,-0.300559967,0.699232022,0.410137855,0.0263028358889703
"Q9BW30",0.025049055,-0.333125996,-0.148715929,-0.680760528,0.246285398,-0.347000918,-0.009480261,-1.173984089,-0.638694022,-1.428069435,-0.070072294,0.026537514,-0.508952706,-1.176924549,-0.782043026,-0.930369067,-0.785493083,-0.515931785,-1.793205824,-0.748138183,-0.899554986,-0.742335676,-0.976041867,-0.870047343,-0.192650545,-0.220258072,-0.466334769,-0.636259826,-0.318581933,0.113175347543643
"Q9BWD1",-0.21502879,-0.48817577,0.03095462,-0.22226042,-0.13489648,0.22850196,-0.31919833,-0.38326318,-1.31148109,-0.62702802,-0.18929489,-0.57056385,-0.16655026,-1.31509475,-1.25103777,-1.30104347,-0.91700259,0.28056332,-0.75325697,-0.41706885,-0.1067446,-0.06843868,-0.26783259,-1.18672484,-0.96826498,0.02380959,-0.2783297,0.13932288,0.20262745,0.432872944123108
"Q9BWJ5",-0.13007061,-0.06720682,-1.04744094,-0.07129435,-0.16865626,-0.50306366,-0.39439434,0.06661627,-0.88061148,0.1280323,-0.48648106,-0.11705874,-0.8002291,-0.16716153,-0.42820456,-0.08792304,-0.23876669,-0.21640768,0.06893233,-0.27739328,-0.84425723,-0.06832806,-0.48467197,-0.56161275,-0.44400763,-0.25497652,-0.02467602,-1.11499475,-0.94749912,0.928780901457265
"Q9BWM7",-0.35271522,-0.05639169,-0.17746681,0.02097371,-0.36500338,-0.40646193,-0.12311675,-0.28738972,-0.848086,-0.20814932,-0.6161228,-0.11464578,-0.18728039,-0.39310733,0.15929927,0.02559009,-0.49197057,-0.18071819,-0.14528434,0.13286171,-0.01982471,-0.18551199,0.17493694,-0.38881553,1.23052229,-1.13017391,-0.73873502,-0.24137534,-0.84213119,0.622099460420718
"Q9BWS9",-0.2857862,-0.81038797,0.02233311,-0.51329417,0.04864718,-0.3491989,-0.63247566,0.09056717,-0.63776914,-0.60680691,-0.21082183,-0.65789307,-0.46289246,-0.68794284,-1.13055064,-0.29435239,-0.58639955,-0.72816817,-0.87574501,-0.22313405,-0.53996166,-0.59999628,-0.63759772,-0.63861361,-0.8147548,-0.65487889,-0.16374546,-0.84984689,-1.13237251,0.0747042821409747
"Q9BX66",-0.082422833,0.204059927,-0.234874977,0.194779087,0.192566547,-0.165631074,0.33206218,0.226625116,-0.806395841,0.007173697,0.10151913,0.932741991,0.376016195,0.741868741,-0.867386031,0.177289107,0.45136044,-0.231600482,0.731061657,0.32410935,0.49270349,0.525913294,-0.215851016,-0.331156467,-0.495340749,0.514104847,0.187747366,0.553111034,-0.083383673,0.251170366064054
"Q9BX67",-0.23732479,-0.25563777,0.06380044,-0.05560155,-0.02070437,0.16499297,0.09370249,0.33873124,0.654001,-0.99714461,0.70216915,0.09697721,-0.66050616,0.31472771,0.58155898,-0.33857409,0.17017046,-1.26388452,0.67175347,0.16520044,-1.14044575,0.34969376,-0.68393944,0.14686819,-0.42558921,0.2519216,-0.32294536,0.18080085,0.4341148,0.215649185331281
"Q9BX68",-0.07045844,0.06492159,-0.98413425,-0.40184947,-0.13035827,-0.77737233,-0.14617533,-0.60142763,-0.40988382,0.12122198,-0.07247541,0.18136045,-0.0521775,0.26194957,-0.35161595,-0.1154032,-0.12152535,-0.06875211,0.24038025,0.17068796,-0.1238981,0.25657612,0.42541119,0.20679383,-0.25212659,0.08687245,-0.26874446,-0.19887835,0.24856307,0.00795918134559771
"Q9BXK5",0.148042672,0.211202418,0.083203799,0.296938847,-0.795871908,-0.84308714,-0.533512589,0.00912221,-1.901004867,-0.676229786,-0.16823723,-0.074332725,-0.472885998,-0.666783367,-1.63780654,-0.235828126,-0.31797785,-1.023632177,-0.62703449,-0.864865443,-0.537386396,-0.375771258,-0.02986168,0.006575445,-0.171833698,-0.324646413,-0.942146103,-0.356747251,-0.216391894,0.857152185720277
"Q9BXN1",0.8365207,0.2208714,0.3897724,0.6219159,1.7730381,2.1577948,2.0930926,1.9481527,1.1111394,-1.637157,2.4359238,-0.7464607,0.4582028,1.4144788,0.8233076,-1.0258541,1.2855919,-0.6094416,1.1520632,-0.5452637,1.2385849,-0.8104104,-0.284007,0.4873512,-0.6568767,0.8528216,-0.7781977,0.4097403,-1.0922383,0.00574679986193707
"Q9BXP5",-0.41934415,-0.275180605,-1.275538079,-0.392742012,-0.47057165,-1.275518649,-0.84864819,-0.0164743,-0.779170054,-0.131736668,1.774433795,-0.714572117,0.305066025,-0.569137756,-1.234124834,-0.173881561,-0.524328047,-0.078655579,0.026809198,-0.221518182,-0.006376855,-0.144223209,-0.617199511,-0.489482644,-0.287157938,-0.898778485,-0.582536965,0.069567325,-0.11766846,0.0539195521617123
"Q9BXR0",0.7071919,0.7245151,1.1599453,0.735842,0.7736212,0.2462312,-0.5711536,2.5327313,-1.3321631,-0.5501347,0.3401145,1.5735307,0.6713282,0.7557863,-0.8925317,1.077303,-0.6500826,-1.107251,-0.875834,-0.9872678,-0.788614,-0.6077996,2.033987,1.4975898,-0.4887353,0.8227116,0.1177577,0.8592455,1.8553601,0.533955174407911
"Q9BXS5",-0.701,-0.169,-0.208,-0.19,-0.172,-0.169,-0.015,-0.248,0.283,-0.298,-2.5e-05,-0.278,0.265,-0.068,-0.091,-0.128,0.0264,-0.0147,-0.352,0.0695,0.0206,-0.142,-0.223,-0.0383,-0.345,-0.359,-0.44,-0.0864,-0.836,0.505978601644273
"Q9BY32",-0.116878874,-0.006419425,0.06973965,-0.811743927,-1.009854514,-0.489126973,-0.422404316,0.013163785,-0.125303135,-1.043770081,-0.428742584,-0.529746022,-0.360379123,-0.131652184,-0.712552176,0.257664906,-0.821992253,-0.175478784,0.19795342,-0.316803617,-0.517379659,0.081687147,-0.507687366,-0.503539987,0.01857795,-1.122841859,-0.146536115,-0.05986704,-0.043703531,0.979420073289817
"Q9BY43",-0.01195154,0.2400389,0.09208348,0.16133521,-0.82645296,-0.55838832,-0.60161727,-0.29281134,-0.88585706,-0.61884027,-0.32478968,-0.52893764,-1.03116536,-0.60636898,-0.71797701,-0.81624006,-0.59801061,-0.67270138,-1.25012747,-0.48126279,-0.0526414,-0.54994598,-1.17403073,-0.57654751,-0.70205543,-0.28175207,-0.45517981,-0.02507326,-0.09934949,0.195215259389362
"Q9BY44",0.004125786,-0.798506198,-0.080978769,-0.41678336,-0.65138584,-0.577847084,-0.664948873,-0.072735814,-0.092003446,-0.182562324,0.261846038,-0.284044043,-0.108268414,-1.098587813,-0.660723747,-0.822516552,-0.678626451,-0.522967904,-0.405603935,-0.735699063,0.091193743,-0.421889217,-0.974372339,-0.474395266,1.230522291,-0.266033176,0.319119692,-0.535543253,-0.348524083,0.580380979701396
"Q9BY67",0.3416081,0.3597709,-0.7465169,0.312359,-0.5218614,0.2182648,-0.7663933,-0.2426412,-0.6560991,-0.4847187,-0.8668215,-1.1779619,-0.7490914,-1.1582542,-0.7769515,-0.3054698,-0.4139256,-0.1697084,-1.3508846,-0.2788722,-0.2093245,0.1590331,-0.2863782,-0.100849,0.1899366,-1.5109712,1.8196943,0.3604231,-0.1478522,0.626626699858187
"Q9BY89",-0.00305985,0.069648454,0.410587635,0.063711507,-1.433670973,0.016466946,0.030615112,-0.481531659,-1.05944811,-2.192321117,-0.050985599,0.004050348,-1.619870485,-0.398829466,-0.900663515,-0.642151967,-0.415639426,-0.514461865,-0.610065462,-0.320162537,-1.08081227,0.112165115,-0.678058927,-1.063290934,-0.074557492,-0.412534272,-0.380957005,-0.319727538,-0.01798785,0.302268532147976
"Q9BYM8",0.52640992,-0.37688342,-0.02623535,-1.04571177,0.29495564,0.27689661,-0.0583517,0.40922669,-0.42076019,-0.43804803,0.72145099,-0.11474301,0.03622698,0.59518455,0.08391716,0.34017805,0.08490134,-0.46721464,-1.67594756,-0.87012314,-0.16381321,-0.77159609,0.00191708,0.24093198,0.40528606,0.66643862,0.04621324,-0.22630152,-0.11592473,0.863578998428847
"Q9BZ29",0.03790915,0.3900194,0.64252769,0.69893114,-1.11234782,0.31740934,0.01881684,-0.12328925,-2.09735349,-0.41120716,-0.15063156,-1.14012181,-0.72422382,-1.33772979,-0.55861208,-0.56794541,-1.01713793,-1.88144856,0.23500961,-1.53894308,-0.73495929,-1.60012164,-1.29688441,-0.68354454,-0.42208534,-1.04222468,-0.5073168,-0.72816166,-1.12455817,0.0856117515200864
"Q9BZF9",-0.357797832,-0.34132322,-0.483724704,-0.009078209,0.065600746,-0.320262697,0.02598881,-0.045120136,-0.636574025,-0.244141291,-0.009924427,0.040601184,0.127345251,0.318945727,0.28350512,0.131938465,0.104374385,0.11584562,-0.21974912,-0.269457864,-0.716726463,0.370519474,-0.036247259,-0.144632103,0.301978231,-0.539924864,-0.043016666,-0.147746169,-0.406748899,0.159015386843296
"Q9BZQ8",-0.23866899,-0.97373436,-0.7348012,-0.19556374,-0.41420003,-0.60998031,-0.48668834,-0.08747902,-0.82132121,-0.47408562,-0.51205621,-0.9940306,-0.13920975,-0.50126437,-0.2160418,-1.42693237,-0.20956071,-0.78833476,-0.58425927,-0.85386184,-0.06089036,-0.42649058,-0.6185864,-0.58287818,-0.70205543,-0.34536395,0.32064605,-0.35244312,-0.24922519,0.694336373706069
"Q9BZV1",-0.063184087,-0.909064975,-0.046780449,-0.045299262,-0.632893015,-0.263517653,-0.236367996,-0.205951943,0.088510858,-0.26189754,0.410386216,0.077010518,0.083927433,0.149377112,-1.066430505,-0.007120113,0.313244003,-0.104038918,-0.11847561,-0.220575089,-0.631875652,-0.132882906,-0.005568946,-0.378610374,-0.147994057,-0.120901,0.138200745,-0.510052547,0.156095465,0.266148475323813
"Q9BZZ5",-0.498728521,-0.254911384,-0.967714095,0.054292631,0.045057871,-0.27383088,-0.00074609,-0.084870649,-0.023143541,-0.103315296,0.228379197,0.118630538,0.43878307,0.173779451,0.072854606,0.073407925,0.03775683,0.147615565,-0.043308907,0.239766065,0.321190608,0.118717408,0.104754563,-0.182600729,-0.147980821,0.128374876,-0.587079315,-0.04130298,0.191314057,0.0812017084693728
"Q9C005",-0.23674964,-0.424851,0.19171622,-0.0502363,-0.40767475,-0.23545781,-0.73471042,-0.25618594,-0.35390271,-0.84209973,-0.93788021,-0.66359377,0.01669097,-0.28149596,-0.76607203,-0.77707752,-0.15549345,-0.08827095,-0.02124948,-0.42384803,-0.32002554,-0.07836087,-0.62866569,-0.32289274,-0.3368518,-0.06243135,-0.11712792,-0.08332214,-0.07569467,0.597810307168116
"Q9C0C2",-0.56665034,-0.47570213,-0.33931692,-0.35850627,-0.24031524,-0.3928858,-0.22741938,0.01277762,0.60207707,-0.46867438,-0.14838338,-0.10422317,-0.71722265,-0.8275235,-0.18418876,0.11060889,0.20506451,-0.88765055,-0.44288159,-0.46460246,-0.64234727,-0.86467534,-0.09532303,-0.31843865,-0.26210033,-0.17275723,-0.07952585,-0.16072897,-0.23070777,0.280238184439431
"Q9C0C9",1.26774767,-0.49115459,-0.50130812,-0.48896505,-1.32999467,-0.42656444,-0.47137944,-0.55964449,-0.07151814,-1.03592708,-0.14994706,-0.648328,-0.35593777,-0.0840144,-0.16465413,-0.55543613,-0.24113525,-0.32326182,-0.5453525,-0.94195786,-0.6241913,-0.22989275,-0.53011156,-0.42715834,0.74510124,-0.3181267,0.05334003,-0.25423257,-0.57653149,0.245875076923835
"Q9C0E8",-0.5584363,-0.65892457,-0.27690053,-0.15988893,-0.4885193,-0.8610563,-0.6115778,-0.45474935,-0.69053257,-0.13316108,-0.21371199,-1.88449123,0.13545043,-0.7516014,-0.17732683,-0.61071918,-0.8760142,-0.45766748,-0.58314106,-0.17120569,-0.45506141,-0.39343767,-0.09467265,-0.78853857,1.23052229,-0.47352345,0.06654839,-0.41860085,-0.32452736,0.311404993338513
"Q9C0J9",-0.022404561,-0.509165532,-0.197372979,-0.04066178,0.061203274,-1.641059556,0.821905459,1.814193533,0.125160642,0.37070337,2.530460486,0.789978829,-0.642335813,0.877034361,0.314910021,0.576402792,0.665577318,0.402145295,0.612189093,0.177160757,0.264824403,-0.008150978,1.427584433,1.047255705,-0.002361324,0.527289105,0.213887194,0.577139074,0.619832335,0.208691975022733
"Q9GZM7",-0.084132657,0.190133288,0.875475028,1.20392277,1.146910809,1.021611463,0.547307818,0.793429206,-1.467529877,0.36466048,0.800760777,0.077588567,0.246008361,0.647115646,-1.353697571,-0.000585151,0.864449073,-0.336518911,-0.343794223,-1.418738233,0.606127264,-0.103805611,0.091045157,0.867004611,0.436108789,0.200669518,-0.145860851,0.240402052,-1.178690899,0.168235899766379
"Q9GZN8",-0.21097098,-0.25925533,-0.12219269,-0.20267568,-0.12351413,-0.68459934,-0.17493142,-0.53315236,-0.43463721,-0.40028613,0.56940881,-0.09599632,-0.26700719,-0.67146704,-0.03957659,-0.07928022,0.05374802,-0.04467912,-0.5713266,-0.29178004,-0.70409327,-0.79262003,-0.63286942,0.26334802,-0.20413693,-0.478811,-0.33409355,-0.17743363,-0.0420358,0.519505944079968
