"","Control","Control.1","Control.2","Control.3","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","Disease.22","Disease.23","Disease.24","Disease.25","Disease.26","Disease.27","Disease.28","Disease.29","Disease.30","Disease.31","Disease.32","Disease.33","Disease.34","Disease.35","Disease.36","Disease.37","Disease.38","t_test_p_value"
"Q8N0X7",-0.456174533,-1.656651756,0.171574477,-0.502995733,-0.255217405,-0.395818452,-0.371011272,-0.207146614,0.462697313,0.095444376,-0.083443916,-0.567587079,-0.427133668,-0.223036891,-1.787807807,-1.740068829,-0.167929846,0.494354505,-1.580796563,-1.524856867,0.309490988,-1.65242212,0.404224788,0.22296578,-0.690108984,-0.818066401,-0.759682372,-0.874370118,-1.578785788,-0.457039659,-0.100820598,-1.504167241,-0.006330803,0.070488438,0.350176766,-0.704832454,-0.026067417,-0.335856886,-0.120928105,-1.775469597,0.237540076,-0.525351911,-0.050230586,0.861539754237262
"Q8N111",-1.66775232,1.46978247,1.70476695,-0.23714633,0.68843181,0.7608077,0.68365338,1.36780429,1.24088172,0.92643104,0.98689006,1.06538171,-1.35618379,0.66411662,-0.05505542,0.29352805,0.72532822,1.21219944,0.77820584,0.69595248,0.98202857,-0.2059569,0.83955956,1.2618636,0.60681336,0.37151369,0.16772038,0.68504005,0.31771041,0.22325773,0.85328744,1.33343541,0.20550364,0.91750967,-1.14991807,0.61120898,1.19969232,0.8619054,-1.42554392,0.52409866,1.12235592,-0.19901846,0.70070754,0.479094342010106
"Q8N122",-2.6705447,-2.4310166,-2.5003868,-2.4515538,-2.3980809,-2.5598039,-2.1987645,-2.2981104,-0.4336102,-2.5546252,-2.4637162,-2.1235811,-2.358982,-0.7193573,-2.5621705,-2.5144325,-2.4296096,-0.6192297,-2.3551621,-2.2992228,-2.5850161,-0.4589436,-0.8293121,-0.8379723,-2.3725204,-1.5924336,-1.5340496,-1.6487373,-2.3531513,-0.8517202,-2.4477332,-2.2785333,-0.5891639,-2.2744181,-2.1527174,-2.4241455,-2.5496831,-2.5103603,-2.4283414,-0.4997104,-2.4646217,-2.5408873,-2.5209094,0.000200788794203625
"Q8N126",-1.92954912,0.974221102,1.11985404,-1.011583515,0.547769437,-1.818805289,0.607235632,0.981036389,-0.290332041,0.568343504,0.276069734,0.932757366,-1.617980732,-1.921496361,-0.741271445,-0.513456801,-1.68860903,-1.777025445,0.136729191,0.156760097,0.637139994,-1.685786343,0.103602241,-1.864080535,-0.082931055,-0.006105155,0.388746839,0.254074231,0.038347392,-0.885080251,0.299277851,0.237721755,0.643956334,0.635998815,0.086219519,0.024961058,0.5253643,0.240335224,-0.07979842,-1.808833811,-0.283911694,-0.217290065,0.230702529,0.277993087792677
"Q8N129",-0.19140858,-1.96508234,-2.03445341,-0.35863998,-1.93214636,-2.09387148,-1.73282885,-0.65241952,-0.69129614,-2.08869273,-1.99778237,-1.65764522,-0.45165462,-0.55208501,-0.5751129,-2.04849931,-1.9636754,-0.60919302,0.25745316,-1.83328756,-0.05611594,-1.96085271,-0.42409388,-0.18677804,-0.38230452,-0.42752721,-1.06811318,-0.7096314,-0.29219497,-0.18573406,-1.98179913,-1.81259794,-0.51756428,-1.80848278,-0.06095847,-1.9582112,-1.00522596,-2.04442714,-0.78109664,-2.08390002,-1.99868792,-2.07495454,-2.05497632,0.405257571506939
"Q8N145",-2.3936585,0.14290613,-0.0741318,-2.17466402,0.14867966,-2.28291543,-1.92187341,0.02648859,-2.08390818,-2.2777367,-2.18682659,0.36724274,-2.08209156,-2.38560581,-2.28528214,-2.2375434,-2.15271968,-2.24113578,-2.07827162,-0.04759459,-2.30812812,-2.149897,-2.32219506,-2.32819041,-2.09563008,-1.3155419,-0.55818788,-0.59188649,-2.07626085,-2.36966648,-2.17084338,-2.00164244,-2.00464626,-1.99752727,-1.87582614,-2.14725549,-2.27279454,-2.23347124,-2.1514515,-2.272944,-2.18773213,-2.26399855,-2.24402039,0.0863966398794389
"Q8N163",2.4627393,2.5861156,2.7482374,2.1413848,2.3276085,2.3675384,2.5693642,2.5385341,2.5997793,2.545859,2.6241724,2.9029778,2.6527678,2.5873074,2.4215159,2.6380581,2.240544,2.437443,2.3399731,2.2498276,2.5720931,2.718207,2.286049,2.3550605,2.3982883,2.2618568,2.2905012,1.7794089,2.300289,2.2726443,2.6017763,2.6580487,2.6977835,2.7152018,2.7355325,0.6246899,2.4657881,2.2631782,2.4740365,2.537968,2.3532666,2.4077141,2.3322824,0.824756339528537
"Q8N1F7",-0.333213808,-1.890852589,-1.960223684,0.255343809,0.036360503,-0.149233023,-0.356653282,-1.757945323,0.020797634,-0.289227848,-0.339539707,-1.5834154,-0.316059231,-0.319590602,0.331000481,-0.883151239,-0.49903499,-0.234802764,-0.07810407,-0.529830824,-0.254871676,0.177767641,-0.117218634,-0.086894392,0.159391222,-0.353297371,-0.993883343,-0.062711239,0.004477785,0.273919222,-1.907569385,-1.738368145,-1.741371969,-1.734252976,-1.612551741,0.300070902,0.064575243,-0.037874115,-1.888177455,-0.242741149,0.112960714,-0.473384777,-0.115537543,0.571976873630024
"Q8N1G4",0.46931821,0.71436626,0.46588321,0.98915198,0.3443993,0.73141905,0.43276725,0.54145802,0.51154927,0.67463908,0.64605789,0.52894708,0.09418591,0.66233281,0.32303124,0.75491027,0.66578999,0.80692299,0.62336514,0.75150411,0.61462353,0.53144799,0.67272402,0.63155474,0.24203017,0.42925001,0.91811549,0.7477692,0.62812374,1.11264191,0.63553144,0.66051046,0.37293256,0.54244291,0.70438023,0.24199679,0.77665381,0.68461199,0.1065185,0.64549411,0.2726966,0.33397537,0.40324235,0.714544378279309
"Q8N2F6",-1.9337649,-0.22054916,-0.04267981,-0.32146433,-0.41776182,-0.26877751,-0.28924386,-0.26029449,-1.62401314,-1.81784231,-0.14784693,-1.38679447,-1.62219651,-1.92571214,-0.31079066,-0.86190738,-1.69282481,-1.78124122,0.20215474,-1.56243687,-0.18163528,-1.69000212,-0.07384428,-1.86829631,-1.63573506,-0.85564642,-0.09829238,-0.39678129,-0.60090398,-1.90977268,-0.11635509,-1.54174725,-1.54475107,-1.53763208,-1.41593082,-1.68736061,-0.42353149,-1.77357665,-0.19582049,-0.13471895,-0.10115366,-0.18079596,-0.38623941,8.35544033102142e-05
"Q8N335",-0.326867978,0.300858061,0.528072164,-0.347800017,0.359292739,-0.159758858,-0.075393054,0.381761437,-1.89029246,-0.105402954,-1.993211056,0.155928538,-0.156520002,-0.271456625,-2.091666892,-0.089032657,-1.959104077,-0.594172926,-1.884655896,0.392908068,-0.230032948,-1.956281393,-2.128579952,-0.103314174,-0.457600165,-0.422955888,0.278325192,0.020795283,-0.584075345,-0.386127261,0.078219231,-1.808026621,-1.811030445,0.099387994,-1.682210235,-1.953639879,-0.21018493,0.009349602,-1.957835892,-2.079328704,-1.994116598,-0.475123707,-2.050405004,0.00284548691339751
"Q8N357",-0.32851056,-0.34834283,-0.23064489,-0.30322323,-0.31244851,0.24307456,-0.17072511,-0.43213749,0.64534379,-2.12397851,-2.03306818,-0.41848057,-0.16180594,0.06841835,0.06041356,-0.22464766,0.49996885,-0.03856836,0.32215412,-0.55218669,-0.48235134,0.38388799,0.20620788,-0.65930631,-0.61030874,-0.46281308,-1.10339905,-0.94137929,0.15396668,-0.30878912,-2.01708495,-1.84788379,-1.85088761,-1.84376862,-1.72206741,-0.22951883,-0.10284575,-0.49642548,-1.99769303,0.1905305,0.46582804,-2.11024032,0.40737246,0.0775146325406771
"Q8N3E9",0.68288265,-0.25020994,-1.01855112,0.45158641,0.79958261,-0.18731981,0.7690662,0.10683129,0.69302919,0.55290847,0.76730457,0.16519939,0.45461391,0.44515232,0.59078519,0.17952284,0.57573444,0.76884705,0.57223002,0.6051756,0.457531,0.39477425,0.54120453,0.72268027,0.18823434,0.89817678,0.6727321,0.3944632,0.52270243,-0.24165887,0.78723965,0.51239885,0.60471962,0.8583261,0.64186673,0.47043195,0.09375188,0.57853287,0.56032619,0.52176777,0.50624979,0.77035272,0.27861907,0.303609903520075
"Q8N3F0",-2.236229629,-0.294348073,-2.066068062,-2.017234442,-0.284361992,-2.125486114,-1.764443552,-0.308857152,-1.926478468,-2.120307369,-2.02939704,0.008313716,-1.924661844,-2.228176899,-2.12785284,-2.080113961,-1.99529007,-0.718664519,-1.920841905,-0.41035698,-0.544781774,-1.992467386,-2.164765882,-2.17076125,-1.938200383,-0.459141934,-0.221526022,-0.855089178,-1.918831132,-2.2122375,-0.458508494,-1.844212641,-1.847216464,-1.840097473,-1.718396266,-1.989825873,-2.115365197,-2.076041794,-1.994021885,-2.115514657,-2.030302582,-0.465661334,-2.08659097,0.460239850952033
"Q8N3I7",-0.9121585,-2.3559989,-2.4253694,-1.6775681,-2.3230631,-2.4847868,-2.1237464,-2.2230924,-2.2857808,-2.4796081,-2.3886987,-2.0485629,-2.2839641,-2.587476,-1.1416751,-2.4394152,-2.354592,-2.4430075,-2.2801442,-1.2477067,-2.5099993,-2.3517693,-2.524066,-2.5300613,-2.2975026,-1.5174152,-1.4590312,-2.2726878,-1.1596173,-2.5715369,-2.3727156,-2.2035153,-2.2065191,-2.1994001,-2.0776992,-2.3491278,-2.474666,-2.435343,-2.3533238,-2.4748155,-2.3896042,-1.0173904,-2.4458921,0.955490261823584
"Q8N3J6",0.50629786,1.11510355,1.30544503,-1.73617838,0.66427765,-0.11942187,0.58640451,0.99688067,-1.64542232,0.84984889,0.93649919,0.79400782,-0.42854662,-0.3437939,-1.84679697,0.5818373,-0.2127824,0.4045779,0.04465887,0.33159599,0.68569841,-1.7114113,-0.25073884,0.07033593,0.04379632,-0.1780856,0.28023955,0.51963579,-0.18129606,-0.15526518,0.9007146,0.71598509,0.83439001,0.85134009,-1.43734,-0.24964967,0.40211298,0.35636727,0.75732255,-0.52373885,-0.44376114,0.57794919,-0.61641438,0.720134672465296
"Q8N3V7",-0.64399284,1.17773348,1.35777471,-2.7092328,-2.65576133,-2.81747875,-2.456448,1.22507164,0.0671925,0.51532016,0.2505858,0.08417837,-0.25516468,-2.92016072,-2.81984531,-1.32936631,-2.68728928,-2.77570154,0.46980358,-0.34309247,0.59602369,-0.68160641,-2.85675562,-2.8627505,-2.63020145,-0.20366368,-1.09276512,0.08769508,-2.61083272,-2.90422297,-2.70541232,0.54338871,-0.25098372,-2.53210077,-2.41040125,-2.68182528,0.03270757,-0.57247934,-0.19835673,-2.80750795,-0.05704552,-0.32980989,-0.32383633,0.703771590240763
"Q8N4C8",-1.57794614,-0.19386607,-0.2190737,-1.35895032,0.16528879,-1.46720223,-1.10615918,-0.18265032,0.30605823,-1.46202347,0.22779343,-1.03097553,-1.2663776,-1.56989338,-1.46956896,0.04236803,-1.33700592,-0.31708041,-0.08272835,-0.50764795,0.05678879,-1.33418323,-1.50648212,-1.5124775,-0.25589448,-0.49982746,-0.44144343,-0.55393134,-0.32919389,-1.55395391,-1.35512968,-1.18592832,0.57162012,-0.20632324,-1.06011188,-1.33154171,-1.45708129,-1.41775779,0.33597225,-1.45723075,0.25167103,-0.19603159,-1.42830699,0.360480731128241
"Q8N568",0.79021408,0.4510869,0.38852826,0.47985934,1.14781344,0.98416111,1.24622075,0.56802485,0.66857934,0.83447577,1.33275403,0.04408949,1.17611058,1.16197186,1.08769122,0.75420417,1.07647592,1.23241179,0.47842163,0.92075488,0.96012054,0.24537265,0.76881267,1.09779074,0.3954264,1.05752177,1.02109705,1.28332974,1.08161682,0.51189946,1.29183583,0.67846117,1.14627155,1.19706047,1.15730133,0.41737293,1.18466383,1.28477331,0.86223933,0.97528848,0.54108818,0.85379263,0.64316762,0.209987398823362
"Q8N573",-2.960216887,1.257897635,1.214068166,-2.741239681,0.275823199,-2.84948468,0.546727268,1.28842282,-2.650487235,0.179379525,-2.753401684,0.721228455,-2.648670667,-2.952165187,-0.581258195,-2.804115733,-0.310016251,-2.807707894,-2.644850846,-0.182677318,-0.002695558,-2.716473739,-1.145438162,-2.894755875,-2.662208773,-1.882127299,-1.124773464,0.412278325,-2.642840134,-2.936227718,-0.284418564,0.57671854,0.127995903,-0.507738537,-2.442409224,-2.713832337,-0.238572763,-0.113974447,-2.718028171,-0.162786396,-2.754307181,-2.830569163,-2.810592323,0.222776154433075
"Q8N5S9",-1.72368033,-1.48414709,0.09487907,-1.50468454,-0.29891051,-1.61293644,-0.23378268,0.33127993,-1.41392845,-1.60775768,-1.51684716,0.35503861,-1.41211183,-1.71562757,-1.61530317,-1.56756418,-1.48274014,-0.39681593,-0.7093219,-1.35235218,-1.63814929,-1.47991745,-1.65221632,-0.45386911,-1.42565038,-0.64556169,-0.58717766,-1.40083539,-1.40628111,-1.6996881,-1.5008639,-1.33166255,-1.33466638,-1.32754738,-1.20584611,-1.47727593,-1.6028155,-1.563492,-1.48147195,-1.60296496,-1.5177527,-1.59401946,-1.5740412,0.355105536013069
"Q8N5V2",-1.4118981,-0.4733948,-0.4665628,-1.1929022,-1.1394287,-1.3011541,-0.9401111,-0.2387918,-1.1021461,-1.2959754,-1.2050648,-0.8649274,-1.1003295,-1.4038453,-1.3035209,-1.2557819,-1.1709578,-1.2593743,-1.0965096,-1.0405698,-1.326367,-1.1681351,-1.340434,-1.3464294,-1.1138681,-0.3337793,-0.2753953,-1.0890531,-1.0944988,-1.3879058,-1.1890816,-1.0198802,-1.022884,-1.015765,-0.8940638,-1.1654936,-1.2910332,-1.2517097,-1.1696896,-1.2911827,-1.2059704,-1.2822371,-1.2622589,0.246044500623266
"Q8N608",-2.8250073,-0.5396093,-0.8284255,-2.6060214,-2.5525492,-2.7142696,-2.3532342,-0.3749988,-2.5152673,-1.201647,-1.9192195,-0.7124712,-2.5134507,-2.8169551,-2.7166363,-2.6688991,-2.5840776,-2.6724914,-2.5096308,-1.2044075,-2.7394813,-2.5812549,-2.7535476,-2.7595427,-2.526989,-1.7469042,-0.8867426,-1.1902517,-2.5076201,-2.8010167,-2.6022009,-2.4330026,-2.4360064,-2.4288874,-2.3071873,-1.4689407,-2.7041491,-2.6648271,-2.5828094,-2.7042986,-2.6190892,-2.6953534,-2.6753759,0.331693322757905
"Q8N684",-0.017728767,-0.19074593,-1.949881066,-0.46074281,-0.004264896,-0.370673543,-0.44148227,-0.477328069,-1.810291378,-0.024549815,-0.202929969,-1.573072772,-0.045075204,-0.001964352,0.045532296,0.157274663,-0.12463827,0.103009172,-1.804654813,-0.351783534,0.047624185,-0.014533811,-0.738286408,0.128583096,0.119370692,-0.34295474,-0.983540712,0.108939475,0.185482499,-0.198564407,0.092048217,-1.728025518,-0.209630333,-0.105067178,-0.274751508,0.27187045,0.197041433,0.030145931,-0.17602455,-0.549757515,-0.276554047,0.053097342,0.105043284,0.483092342937702
"Q8N6C5",-1.8248338,-1.5853006,-1.6546717,-1.605838,0.4140468,-1.7140899,0.6948337,-1.4523933,-1.515082,0.3312149,-1.6180007,0.3952902,-1.5132653,-1.816781,-0.2974499,-1.6687177,-1.5838936,-1.6723101,-1.5094454,-0.7545357,0.3289489,-1.581071,-1.7533698,-0.165053,-1.5268039,-0.7467152,-0.6883312,-1.5019889,-1.5074346,-1.8008416,-1.6020174,-1.4328161,0.5859846,0.3877054,-1.3069996,-1.5784294,-1.703969,-1.6646455,-1.5826255,-1.7041184,-1.6189062,-1.6951729,-1.6751947,0.958026255516935
"Q8N6H7",-0.6614786,-1.9974483,-0.6650782,-2.0179857,-1.9645123,-2.1262374,-1.7651948,-1.8645411,-1.9272297,-2.1210586,-2.0301483,-1.6900112,-0.6880355,-0.3715365,-2.1286041,-2.0808652,-1.9960414,-2.0844576,-0.5471584,-1.8656535,-2.1514502,-0.6388686,-2.1655172,-2.1715125,-1.9389517,-0.4598932,-1.1004792,-0.6654041,-0.3887021,-2.2129888,-2.0141651,-1.8449639,-1.8479677,-1.8408488,-1.7191475,-0.7948496,-0.7890115,-2.0767931,-1.9947732,-2.1162659,-2.0310539,-0.1115652,-2.0873422,0.850860037977515
"Q8N6M0",0.064677447,-1.090329662,-1.159700836,-1.110867121,-1.057393635,-0.027894872,-0.858075973,-0.957422302,-1.020111018,-0.04250997,-1.123029741,-0.782892316,-1.018294392,-0.017347039,-0.055880602,-1.173746767,-1.088922713,-1.177339167,0.032456984,-0.259564741,0.017588182,-1.086100025,-1.258398927,-0.147207052,-0.209487142,-0.251744241,-0.193360212,-0.188292056,0.014043077,-0.163068289,-1.107046476,-0.937845113,-0.940848939,-0.933729943,-0.812028665,-1.083458507,0.013648119,0.103318612,-1.087654526,0.115792973,0.005146966,-1.200202049,-1.18022379,2.88391736058789e-07
"Q8N6N2",-1.05679882,-0.01250607,0.32177252,-0.83780297,-0.78432948,-0.94605489,-0.58501182,0.01461186,-0.74704687,-0.94087613,-0.84996559,-0.50982816,-0.74523024,-1.04874605,-0.94842162,-0.90068262,-0.81585856,-0.90427502,-0.7414103,-0.68547059,-0.97126774,-0.81303587,-0.98533478,-0.99133017,-0.75876879,0.02131991,0.07970394,-0.73395381,-0.73939952,-1.03280658,-0.83398232,-0.66478096,-0.66778478,-0.66066579,-0.53896451,-0.81039435,-0.93593394,-0.89661044,-0.81459037,-0.9360834,-0.85087113,-0.9271379,-0.90715964,0.233456198668456
"Q8N6N7",-1.10842803,-0.11764463,0.02211728,-0.88943219,-0.8359587,-0.9976841,-0.63664104,0.12917339,-0.79867608,-0.21152219,-0.90159481,-0.56145738,-0.79685946,-1.10037527,-1.00005084,-0.95231183,-0.86748778,-0.95590423,-0.79303951,-0.73709981,0.03248234,-0.86466509,-1.036964,-1.04295938,-0.81039801,-0.0303093,0.02807473,-0.78558302,-0.79102874,-1.0844358,-0.88561154,-0.71641018,0.06543059,-0.71229501,-0.59059373,-0.86202357,-0.98756316,-0.94823966,-0.0887686,-0.98771262,-0.90250035,-0.27979711,-0.95878886,0.391084610267097
"Q8N6T3",-2.64652357,-0.43099262,0.01303146,-2.42753212,-2.37405918,-2.53578241,-2.1747427,-0.09657165,-2.33677688,-0.47454619,-2.43969459,-2.09955928,-2.33496026,-0.34715272,-2.53814909,-0.4713076,-2.40558795,-2.49400326,-2.33114035,-0.90295163,-0.4238197,-2.40276529,-0.63788515,-2.58105672,-2.34849871,-1.56841171,-1.51002769,-1.62471541,-2.32912959,-2.62253206,-0.62527389,-2.2545115,-0.2701609,-2.25039635,-2.12869555,-2.4001238,-0.44150849,-2.4863388,-2.40431978,-2.52581111,-2.44060013,-2.51686576,-2.49688784,0.481624959408542
"Q8N766",-0.746302167,-0.957953689,-0.789552579,-0.692954677,-2.140407941,0.094192436,-0.666073843,-1.054702849,-0.846161636,-1.03922184,-1.081972519,-1.865907102,-0.674757202,-0.338564994,-0.606307439,-1.259788397,-0.34100689,-0.124676192,-0.672200223,-0.615958168,-2.327345285,-0.494335157,-0.213578531,0.209002182,-0.716907917,-0.635789211,-0.48316812,-0.141724783,-0.531809268,-0.004025168,-0.53991492,-2.020859702,-0.788664515,-0.733527886,-0.125884397,-0.00485211,-0.73048826,-0.783055701,-0.547840139,-0.440976781,-0.70440879,-0.217308934,-0.322751907,0.232532714483022
"Q8N7J2",-0.3726341,0.4239195,0.4265022,-1.6520662,0.3078534,0.3172798,0.5994615,0.6130875,-2.4129389,0.5096551,0.8339121,0.9370538,0.1274534,0.4237763,-0.9665359,-0.4448926,0.2382156,0.4523213,-0.5880751,0.4402993,0.5613111,-2.4789271,-2.6512221,0.1871343,-1.0086842,-0.9456045,0.1270643,-2.399846,-0.463431,-0.3635553,0.6113528,-2.3306737,0.2700881,0.3429564,-2.204858,-0.7833365,-0.1403907,-0.4325453,-0.1383447,-0.2771256,-2.5167617,0.2125515,-0.1801936,0.6149520898392
"Q8N806",-1.0248003,-1.7771768,-1.8465479,-0.7961764,-1.7442408,-1.9059661,-1.5449232,-1.6442695,-1.7069582,-1.9007873,-1.8098769,-1.4697396,-1.7051416,-2.0086571,-1.2032725,-1.8605939,-1.7757699,-1.8641862,-1.7013216,-1.6453819,-1.9311789,-1.7729472,-1.9452459,-1.9512413,-1.7186801,-0.9385915,-0.8802075,-1.6938651,-1.6993109,-0.7979968,-1.7938936,-1.6246923,-1.6276961,-1.6205771,-1.4988759,-1.0713358,-1.8958451,-1.094152,-1.7745017,-1.8959946,-1.8107824,-1.8870491,-1.8670709,0.706234363617961
"Q8N8N7",-0.000963022,-2.369748223,-2.43911867,-0.406667854,0.229906587,-0.273254639,-0.526237002,-2.236841746,0.192978612,0.10244643,0.53971231,-0.178991901,-2.297713498,-2.601225082,-0.126699815,0.288676245,-2.368341286,-0.047722678,0.046176061,-1.054757453,0.255888366,-2.365518623,-0.416074069,-0.408394209,-2.311251964,-1.531164691,-1.472780671,-1.587468396,-0.225542736,-2.585286009,0.30980203,-2.217264648,0.419678356,-2.213149495,0.030852255,-2.362877128,0.021863243,-0.28854445,0.497182204,-2.488564707,-2.403353522,0.229986555,-2.459641361,0.69983259859058
"Q8N8S7",0.52083971,-0.20928699,-1.19058504,0.49576443,0.66670421,0.06989413,0.11745245,0.21612177,-1.05099522,0.03152703,0.82715583,-0.81377652,0.76514586,-1.3526944,0.71930772,0.33097971,-0.36757293,-0.31466789,-0.21613906,1.09260434,-1.27521609,0.67628831,-1.28928313,-0.1905775,0.51619076,0.41634156,0.8804107,0.43228175,0.71303584,0.41557093,0.82804782,0.62236692,0.38191136,0.39417643,0.63392694,0.76088732,0.67818786,0.64612241,0.28950235,-1.24003175,0.07366574,0.24952696,0.38940724,0.646516804542836
"Q8N8Y2",-1.65432294,-0.71581969,-0.03412311,-1.43532713,-1.38185365,-1.54357903,-1.182536,-1.28188232,-1.34457104,-1.53840027,-1.44748975,-1.10735234,-1.34275441,-1.64627017,-1.54594577,-1.49820677,-1.41338273,-1.50179917,-1.33893447,-1.28299476,-1.56879188,-1.41056004,-1.58285892,-1.58885431,-1.35629296,-0.57620427,-0.51782024,-1.33147798,-1.33692369,-1.63033071,-1.43150649,-1.26230514,-1.26530896,-1.25818996,-1.13648869,-1.40791852,-1.53345809,-1.49413459,-1.41211454,-1.53360755,-1.44839529,-1.52466205,-1.50468379,0.241273366521102
"Q8N9I9",-0.323607292,-2.464785583,0.138355976,0.553017137,-2.431849976,0.063695632,-2.232533859,-2.331879592,0.256543347,-1.404717247,0.176121626,-2.157350503,-2.392751158,-2.696260419,-2.595939208,0.088768415,0.106524523,-0.04888178,-0.052157479,-2.332992024,-0.392496492,0.131995512,-2.632851351,-0.336693293,0.856910509,-0.927233147,-1.567819076,-2.381474833,-0.184528229,0.645256504,-0.056160108,0.156215909,0.167909693,-2.308187401,0.51058782,0.76668952,0.106161134,-0.052491939,0.00057287,-0.186021791,-0.023858555,-0.633644298,-2.554678176,0.738250749724188
"Q8NBF2",-0.7613247,-2.2430419,-2.3124126,-2.2635792,-2.210106,-2.3718304,-2.0107889,-2.110135,-2.1728235,-2.3666517,-2.2757418,-1.9356053,-2.1710069,-0.8329761,-0.8755427,-2.3264585,-2.2416349,-0.6795915,-2.167187,-2.1112474,-2.397043,-2.2388123,-2.4111099,-1.7181375,-2.1845454,-1.4044575,-0.611269,-0.792893,-2.1651762,-2.4585811,-2.2597586,-2.0905579,-2.0935617,-2.0864427,-1.9647417,-2.2361708,-2.3617095,-2.3223863,-2.2403668,-2.361859,-2.2766473,-0.9392093,-2.3329355,0.00277079213613146
"Q8NBJ5",-1.667804982,-1.428271721,-1.497642887,-0.015032388,-1.395335697,-1.557061079,-1.196018045,-1.29536437,-1.358053083,-1.55188232,-1.460971796,-1.12083439,-0.104424502,0.212261157,-1.559427812,-1.511688816,0.205312003,-1.515281216,-1.352416514,-1.29647681,-1.582273929,-0.001326212,-0.31532447,-1.60233635,0.465626351,0.109283684,-0.53130229,-1.344960025,-1.350405739,-1.643812751,-1.444988533,-1.275787182,-1.278791008,-1.271672012,-0.159206022,0.509095129,-1.546940136,-1.50761664,-1.425596585,0.394873268,0.18016777,-1.538144095,0.030452773,0.670623128593165
"Q8NBJ7",0.31569006,-1.71153159,-1.78090273,-1.73206904,-1.67859558,0.50630082,-0.61219652,-1.57862427,0.41863857,-0.83334624,-0.80396632,-1.40409431,-0.16946332,0.54491542,-0.30216442,0.02900292,0.62509454,-0.38637771,0.55246046,-0.88076676,-0.49467995,-0.03326032,0.3832662,-1.88559614,0.40744477,-0.16157177,-0.81456223,-0.68789653,-1.63366563,-0.36069871,-1.7282484,-1.55904709,-1.56205091,-1.55493192,-0.03783602,0.27397319,-1.83019996,-0.58134438,0.25869735,0.45912,0.45360514,-0.06287016,-0.4393886,6.93893510665393e-12
"Q8NBS9",-0.02074533,-0.90803438,-1.67637548,0.82148003,-0.09921829,0.80984972,0.55456068,0.13812136,0.29231781,-0.08963695,0.83163585,-0.36528028,0.71882382,0.98259296,0.62381954,0.40257629,0.62149324,0.02343455,0.2505116,0.39535102,0.20326647,0.66557045,-0.16030533,-0.09862399,0.86277703,0.58978005,0.14111817,0.43691893,0.57667714,0.59097643,0.82974377,0.05454191,0.34588921,-0.04469751,0.45384347,0.93354692,0.37328303,0.43746527,0.37788485,0.9295222,0.41874838,-0.1811257,0.53509989,0.202212467712501
"Q8NBX0",-0.18247554,-1.61232237,0.15933357,-1.63285982,0.14398903,0.03997975,-0.03373207,-0.02824533,0.35047539,-1.73593294,0.5219074,0.13852105,-1.54028711,-0.22786607,-1.74347843,-1.69573945,-0.12380528,0.01737488,0.1071683,-1.48052747,-0.07580439,-0.09518011,-0.06912578,0.14476777,-0.69381384,-0.773737,-0.71535297,-1.52901068,-1.53445639,-0.02841759,0.36242898,0.09644786,0.2895146,-1.45572267,-0.63505142,-1.60545121,0.13607167,-1.69166727,0.05401044,-1.73114022,-0.05822384,-0.22512169,-0.76090448,0.716317563786879
"Q8NC44",-0.8783129,-1.4715434,-0.3769381,-1.4920809,-1.4386074,-0.7003779,-1.2392897,-1.3386361,-1.4013248,-0.6702179,-1.5042435,-1.1641061,-1.3995082,-1.7030239,-1.6026995,-0.7260405,-1.4701365,-1.5585529,-1.3956882,-1.3397485,-1.6255456,-1.4673138,-1.6396126,-1.645608,-1.4130467,-0.632958,-0.574574,-1.3882317,-1.3936774,-1.6870844,-1.4882602,-1.3190589,-1.3220627,-1.3149437,-1.1932424,-1.4646723,-1.5902118,-0.8519184,-1.4688683,-1.5903613,-1.505149,-1.5814158,-1.5614375,0.634062228803442
"Q8NC51",0.9677674,0.5536614,0.2477372,0.9356245,0.7750299,1.000292,0.8766207,0.3933739,0.9626689,0.6632042,0.9310771,-0.82016,1.0854598,0.9963822,1.0265852,0.9880839,0.9779619,0.6419005,0.7634147,0.7932643,0.7916676,1.0861445,0.7678973,0.6986343,0.8504247,0.8798285,0.6938493,0.7950247,0.9520767,1.0030391,0.8246713,0.9587336,0.8577077,0.9389868,0.9355196,0.8305515,1.0811326,0.9178811,0.818058,0.8618388,0.8466777,0.7508643,0.8376007,0.288172523158226
"Q8NC56",-0.28717487,-1.90385761,-1.9732287,-0.87117642,-0.24008366,-2.0326468,-1.67160406,-1.77095035,-1.83363902,-2.02746805,-1.93655765,-1.59642043,-0.52967615,-0.27721348,-2.03501353,-0.45895918,-1.90245066,-1.990867,-0.32457218,-1.77206279,-2.05785961,-1.89962797,-2.07192661,-2.07792199,-0.4229633,-0.3663024,-1.00688837,-0.65150227,-0.49348455,-0.56334751,-0.60241458,-1.75137317,-1.75437699,-0.32735277,-1.62555677,-1.89698646,-0.74335522,-1.98320244,-0.52135933,-0.78691374,-1.93746319,-0.01862271,-0.66495803,0.955279721775931
