"","Control","Control.1","Control.2","Control.3","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","Disease.22","Disease.23","Disease.24","Disease.25","Disease.26","Disease.27","Disease.28","Disease.29","Disease.30","Disease.31","Disease.32","Disease.33","Disease.34","Disease.35","Disease.36","Disease.37","Disease.38","t_test_p_value"
"O00429",0.5506386,1.474996,1.6395572,0.8955971,0.8566163,0.551735,0.6962703,1.4803574,0.686317,1.0645968,1.0430295,1.2774373,0.5396812,0.5525894,0.612775,0.8203783,0.5908598,0.8136672,0.8027711,1.0539936,1.0128312,0.8158168,0.7549159,0.8266812,0.8433734,0.5961265,0.9974355,1.1404556,0.6471648,0.7131362,0.7808994,1.4380158,0.8432778,1.096848,0.6836768,0.7607056,1.1802938,0.9232797,0.7074556,0.6488026,0.8895144,0.6292943,0.8701406,0.164492223320561
"O00461",-0.3499996,-0.4714562,-1.9554445,-0.6321966,-0.4080008,-0.5754026,-0.9548499,-1.7531662,-1.8158549,-2.0096839,-0.2137854,-1.5786362,-0.5348698,-0.9885372,-2.0172294,-1.9694904,-0.7754055,-1.9730828,-0.9970099,-1.7542786,-2.0400755,-1.8818438,-1.1468811,-0.3360438,-1.002983,-1.0474882,-0.9891042,-0.9908448,-1.8082075,-0.6058136,-0.855675,-0.8696872,-0.6880898,-0.7438315,-0.3165744,-0.381836,-0.2265959,-0.4611829,-0.6653978,-0.8243199,-0.6472981,-0.8791996,-1.9759675,0.597141583598805
"O00468",-0.34302517,-0.3317411,0.1568026,1.07396419,0.29822872,0.80666461,-0.53646757,-0.30037018,0.76539523,-0.35187503,0.62362006,-0.39609967,1.20449666,0.6757095,0.34644783,0.51587137,1.04074313,0.07467593,0.74693039,-0.62341298,0.03829355,0.31665082,0.40739541,0.77480492,0.71822776,0.94543456,-0.47141353,1.28311277,0.15811008,1.10695294,-0.12176974,-1.9148682,-0.45833913,-0.31231879,-0.06065822,0.48259039,1.12879883,1.29251901,-0.1468541,0.80427284,0.54161096,-0.17976208,0.71720576,0.983020073999118
"O00483",-2.116180809,-1.8766479,0.937310748,-0.014586456,-1.8437119,0.470140594,0.309712522,0.672720263,-1.80642931,-2.000258365,-1.909347947,0.304979598,-0.037456646,0.421816548,-2.007803845,0.305706376,0.486243898,0.514571354,-1.800792744,0.345928427,-2.030649928,0.414502321,-2.044716937,0.480768332,0.003191421,-1.038062669,-0.280708639,-0.262693384,0.410980675,0.070600509,-1.893364698,0.744558609,0.41719304,-1.72004828,0.268711915,-1.869776751,-1.995316187,0.148837378,0.080585736,0.281057816,-1.910253489,-1.986520158,-1.966541928,0.860873171746726
"O00499",-0.1295084,1.30622944,1.3097541,-0.31009494,0.23619566,-1.13876525,1.04236037,1.28982814,0.16301803,0.22013836,0.09139061,1.74181481,-1.63691055,-1.94042616,-1.84010183,-1.79236286,-0.07701761,-1.79595526,-1.63309061,1.06619913,0.33614178,0.28018896,0.46965295,-1.88301034,0.47447951,0.6229137,1.33253756,0.9112828,0.51314575,-0.08880112,0.40523673,0.99084044,0.11576513,0.87070044,-1.43064486,0.55281902,0.69345649,0.27113983,-0.25447563,-1.82776362,-0.08565418,-1.81881812,0.57162875,0.161805720601082
"O00505",-1.396386664,-0.363240244,-0.186005972,-1.177390826,-0.238759536,0.051059207,-0.019198841,-0.193833783,-1.086634724,0.121013733,0.01629424,-0.849416023,-0.209897821,0.042810522,-1.288009472,-1.240270471,-0.157431427,-0.195018813,-0.074666153,-0.319652264,0.184912494,-1.15262373,-0.20459653,-0.145051694,-0.399386654,-0.318267948,-0.259883918,-1.073541665,0.015519691,-0.016422617,-0.070557445,-1.004368819,0.174042287,-1.000253648,-0.878552371,-1.149982212,-0.210142487,-0.28045483,-0.008301988,0.008362037,0.029525097,-0.18969948,-1.246747494,0.68537320355991
"O00533",0.184071506,0.457899437,0.693383089,-0.139575256,0.293321689,0.004033893,0.02648328,0.631344583,0.462717207,0.690078432,0.534035696,0.616761648,0.796429278,0.101656949,0.323341793,0.223079161,-1.637287096,0.466294873,0.375901809,0.239909497,0.750479144,0.794536891,0.315640392,0.374918484,0.023031294,-0.101138682,0.030407235,-0.108097672,0.24753328,-0.178819195,0.542020926,0.297119048,0.742333066,0.288880057,0.397118895,-0.098469618,-0.224109372,0.018423736,0.257524506,0.237111131,0.409268921,0.164810249,-0.011368238,0.662393843894711
"O00534",-0.129699059,-0.619481901,-0.752499553,-0.664651719,0.006421643,0.031913377,-0.902096752,-0.866214375,0.647663017,0.191267516,-0.369456713,-0.145498459,-0.567900356,-0.256103959,0.648188616,0.036892568,-0.014820286,-0.33069758,0.617591089,-0.0009924,0.10182927,-0.553853469,0.593971992,-2.369435701,-1.352278044,-0.12449867,-0.170681879,-1.304362868,0.461095444,-0.306136889,-0.109484198,0.358411864,0.454446546,-0.127113674,0.669145258,-1.489531781,-0.683731326,-0.953192306,-0.029218358,-0.316863837,0.593549361,-0.009406355,0.36469,0.186196953067029
"O00555",-1.41920497,-1.17967168,-1.24904285,-1.20020914,-1.14673565,0.58098295,-0.94741799,-1.04676432,-1.10945304,-1.30328229,-1.21237176,-0.87223433,-1.10763641,0.51731222,-1.31082778,-1.26308878,-0.11954729,-0.56771119,-1.10381647,-1.04787676,-1.3336739,-0.06605252,-1.34774094,-1.35373633,-1.12117496,-0.34108626,-0.28270223,-1.09635998,-1.10180569,-1.39521274,-0.40736352,0.50841358,-1.03019096,-1.02307196,-0.90137068,-1.17280052,-1.29834011,-1.2590166,-1.17699654,-0.29681405,-1.2132773,-1.28954406,-0.5503222,0.000704019406800062
"O00560",-0.43661942,-1.50657956,-1.57595072,-1.52711701,-1.47364353,-1.63536891,-1.27432589,-1.37367221,-1.43636092,-0.26824716,-1.53927963,-1.19914224,-0.18997269,-0.02445414,-1.63773564,-0.61736365,-0.42151268,-1.59358905,-1.43072435,-1.37478465,-0.09780667,0.06736036,-1.67464879,-0.37191692,-1.44808285,0.17774765,-0.60961014,-1.42326786,-0.7297436,-1.72212057,-1.52329637,-1.35409502,-0.41397944,-1.34997985,-1.22827858,-1.4997084,-0.06809749,-1.58592447,-0.60800094,0.1845388,-1.54018517,-0.51399551,0.12963515,2.43856252345203e-06
"O00567",0.4654313,-0.56961508,-1.30312823,0.56025956,0.07126165,-0.14320028,-0.3702633,-0.72762837,0.08022017,-0.05583319,-0.73302283,-1.73221565,0.37274591,0.3637981,-0.2992254,0.54350603,-0.09198114,-0.09237139,-0.32760831,0.14073924,-0.01646595,0.16878261,0.24321431,0.08494353,0.55556008,0.21707425,0.29621884,0.17328569,0.12024654,0.50449543,0.27758172,-0.03952814,-0.07173818,-0.32221929,-0.39126113,0.51025249,-0.99376653,-0.10733927,0.21518578,-0.10391491,-0.23019716,0.33847679,0.02603758,0.557990108124916
"O00571",1.0567807,0.4141887,0.4981364,0.8695786,0.908071,0.805392,0.551204,0.6077717,0.5312214,0.8418184,0.849636,-0.2885021,0.9542747,0.8242833,0.7147165,1.0660484,0.9337269,0.727674,0.876692,0.4388001,0.8167023,0.8807961,0.5712406,0.7952242,1.0163937,0.8153839,0.3227908,0.695793,0.8284854,0.9099499,0.7542455,0.8346763,0.9691326,0.7698236,1.0051339,0.8875102,1.0020878,0.7375005,0.8517994,0.6859092,0.6461905,1.022263,0.9826471,0.50876617386968
"O00625",-0.54698063,-2.36194802,-0.37664905,-0.9558382,-1.05689806,-0.18502728,-0.40136164,-0.566382,0.70969049,-2.48555721,-2.3946478,-0.69169419,-2.28991328,-0.38218949,-0.3875351,-0.32489856,-0.14760976,-0.04831083,0.47643446,-0.84458209,-1.5053567,-1.03563875,0.32841515,-0.26410417,-1.3442337,-0.80380081,-1.4649804,-1.57966813,-0.4179982,-0.73453267,-2.37866469,0.27966448,-2.21246823,-2.20534926,-2.08364837,-2.35507693,-0.91970526,-0.749872,0.19100995,-0.64254059,0.16510897,-2.47181918,-0.20198491,0.561494122303035
"O00629",0.07113809,-0.07756055,-0.08133671,0.39279881,0.14928122,0.16550915,0.34728187,-0.11542793,0.46980088,0.13265668,-1.50634322,0.04010843,0.35138946,0.36816615,0.3214578,0.19784313,0.33127071,0.31584838,-0.01585536,0.24307606,-0.02284612,0.31316828,-0.18721751,0.31649224,0.47130174,0.30711731,0.34587804,0.12786964,0.4112087,0.51991154,0.10075408,-1.32115861,0.26713895,-0.61807345,0.08737978,0.10412974,-0.0678877,-0.46569046,-1.47096801,0.20502965,0.22694181,-0.01620124,0.23213217,0.698982182542686
"O00764",0.514941251,0.568092198,0.756228717,0.008507664,0.305263911,-0.035910667,0.224558445,0.252136007,0.37403918,-0.159785422,0.449491183,0.624593009,-0.128739184,-0.182095914,0.305796955,0.367269805,-0.182609584,0.317786502,0.585524681,0.296851966,0.051986211,0.358814834,0.340626987,0.180346836,0.03036615,-0.262271624,-0.203887595,-0.318575341,0.148574743,-0.215998077,0.343561867,0.106293,0.306333055,0.335636026,0.532931817,-0.026695842,0.283878546,-0.098277645,0.407239027,-0.125793846,0.230458815,0.518982877,0.025999967,0.222384206705411
"O14495",0.29514788,0.33837425,-0.15814352,0.02574573,0.79527452,-0.27601011,0.36637725,0.36945972,-0.71191434,0.82739193,0.9194939,0.45561283,0.23107256,0.31919203,0.49206394,0.0156046,0.09736802,0.78138181,-1.41621034,0.29337881,0.60259366,-0.19477827,-1.66013478,0.70472147,0.35607502,0.04548985,0.47906689,0.1144191,0.59815854,0.23807635,1.05611523,-1.33958101,0.97778742,0.80341042,0.56281305,0.15256045,0.24368356,0.37834911,0.33286049,0.19757992,-1.52567117,0.64745408,0.37843733,0.783745954131066
"O14531",0.7267511,1.1983103,1.3358887,-0.1288177,0.7175307,0.4400192,0.7604774,1.0495659,0.6429202,0.7921246,0.9659619,1.2768527,0.1910399,0.5265238,0.6911732,0.8386875,0.4376231,0.5990245,0.6958119,0.9063872,0.8393461,0.7325708,0.7189808,0.6517993,0.6705942,0.4892557,1.0727414,0.8159192,0.4104101,0.2022284,0.8929293,1.0375361,0.9572999,0.9491221,0.9198519,0.5217346,0.8594647,0.7418516,0.8297841,0.4545662,0.7502705,0.8090237,0.586418,0.887688892980681
"O14558",0.94300121,-1.45451344,-1.5238846,0.54416909,0.12127003,0.78563199,0.41151759,-0.25160097,1.55061004,0.88969009,-1.48721351,0.1890709,0.29257068,0.73971764,0.93578015,1.21574252,0.81060768,1.01656308,1.35087693,0.31709504,0.87882082,0.27331856,1.05520636,1.13809331,-0.38336289,0.65940372,0.141426,0.07233962,0.63859346,0.69560825,-1.47123025,0.59516419,1.03864061,-0.20310685,1.14107013,0.07716236,0.5751783,0.49385551,1.15976698,0.86536765,1.20914115,1.10760783,0.72939299,0.120591885677001
"O14576",-3.27992564,0.69487921,0.88803855,-3.06101107,-0.44973113,-3.16923282,0.01902036,0.68545553,-2.97027092,-0.23021768,-3.073171,0.69985633,-2.96845455,-3.27187753,-3.17159871,-3.12387504,-3.03907115,-0.05949218,-0.76763485,0.09160339,-0.23051301,-3.03624901,-0.68167505,-0.81647246,-0.23000015,-2.20193399,-1.44458082,0.14580491,-0.37124035,-3.25594678,-3.05719124,0.33756022,-2.89101824,-0.4863042,-2.76220751,-3.03360799,0.06966638,-0.05418504,-3.03780321,-3.15926478,-0.51555703,-3.15032224,-0.66003825,0.32922216064083
"O14579",0.05065554,-0.43776264,-2.06274682,-0.8038915,-1.9604398,0.0835707,-0.35543517,-1.86046857,-1.92315723,-0.09024144,-2.0260758,-1.68593869,-0.7298722,0.20173923,0.1602145,-2.07679272,0.30461706,-0.03025332,0.42732499,-0.6964162,-0.12137049,-0.51955868,-0.06589188,0.15829669,-1.06453239,-0.45582069,-1.09640666,-1.11925217,-0.93715459,-0.10509702,-2.01009256,-0.62371144,-0.33777726,-0.2184412,-1.71507502,-1.10726525,-0.41452811,-0.16144452,-1.01082283,0.14495232,-0.15917184,-0.12069339,-2.08326973,0.213011061911069
"O14594",-0.05949,1.4874187,1.5574012,1.6433986,1.6545979,1.5881103,1.938447,1.488425,-0.8892893,1.2141097,1.8582817,1.7693736,1.3147259,1.6138174,0.8862879,0.1496458,1.4885697,1.6611873,-0.1846827,1.179537,1.1874259,0.4318161,-0.1087777,1.5342969,0.4620727,0.9070346,1.3157326,1.5001982,1.2654999,1.6503159,1.8960206,1.7233825,1.1893325,1.8726975,0.9759183,0.5975357,1.6066695,1.4267556,0.3591016,1.459107,0.2136393,0.211756,0.7806531,0.00014819952581033
"O14617",0.091958951,0.785231192,0.99945543,0.448411691,0.160811679,0.551037519,0.268284497,0.758762411,0.567141255,0.254652146,0.192158753,0.20558791,0.31699505,0.517075686,-0.003463437,0.429264574,0.626563999,0.484889881,0.51608221,-1.078949785,0.244659157,0.255954178,0.217834519,0.334799023,0.294250688,0.455064058,0.161007154,0.103474235,0.365656328,0.247055878,0.137629798,0.758784457,0.483643331,-0.031245078,0.064754585,0.404649056,0.692524404,0.373251658,0.406909979,0.525961079,0.697690772,0.236716137,0.371567143,0.239094324616754
"O14639",0.67908446,0.75705158,0.71165194,0.80196926,0.97953994,-0.54969781,-0.63691713,0.60709643,1.26083939,0.66321222,1.3661574,1.03597126,0.91329601,-0.44114941,1.02791523,0.90412737,-1.56673383,-1.65515026,0.6913945,0.56241679,0.86109528,0.42102207,0.51443891,0.56184831,0.44500602,0.04865036,-0.67117137,0.77521591,0.83053011,-0.1417963,1.40007562,0.66022067,0.60478848,0.98131074,1.14410444,0.66952754,0.75030768,0.81374656,1.01901371,-1.68695864,0.62400215,0.87819237,0.68418616,0.0109362917163859
"O14672",-2.495873389,-0.079030982,0.001629625,-2.276879735,-2.223406523,-2.385130838,-0.012071833,-0.096413393,-2.186124061,-0.329112914,-2.289042282,0.252087426,-2.184307442,-0.369939207,-2.387497548,-2.339758959,-0.257862159,-2.343351331,-2.180487513,-0.34683184,-2.410343439,-2.252112774,-0.587517325,-0.441802801,-2.197845945,-1.417758087,-0.660404076,-0.939791372,-2.178476745,-2.471881512,-2.273059111,-0.266898997,-2.106862235,-0.354975554,-1.978042217,-2.24947127,-2.375009987,-2.335686813,-2.253667267,-2.375159446,-2.28994782,-2.366214023,-0.112262301,0.589620526736993
"O14737",0.09351294,0.0832955,-1.75002509,1.23523954,-0.20509067,-1.80944326,-0.36706944,0.06991992,-0.61518875,-1.8042645,-1.71335401,0.04646072,0.35004506,-0.30210351,-0.18705313,-0.20359339,-0.28636521,-0.21483758,-1.60479876,0.10353858,-0.71540017,-1.67642431,-0.69870326,-1.85471851,0.37979707,0.21184484,-0.08471457,0.19230608,-1.60278798,1.31569943,-1.69737076,-1.52816944,-1.53117326,-0.24636666,-1.40235301,-0.01872016,-0.56718119,0.08899109,-1.67797881,-0.031929,-1.71425956,0.17804452,-0.06503098,0.519014287486486
"O14744",0.643786917,0.171590417,-0.001089824,0.467360566,0.024309923,0.209765108,0.251153144,0.154324634,0.37787736,0.528473528,0.138791074,0.111023411,0.62579275,0.189598435,0.430313475,0.732648883,0.448389537,-0.234851084,0.987353929,0.390180468,0.607095048,0.808340348,1.005402855,0.179368474,0.59247471,-0.218279055,0.274079535,0.159824403,0.211737016,0.437625053,0.454279447,-1.603349877,0.428266638,0.304775207,0.199929389,0.782691411,0.241888689,0.416747872,0.750924552,0.331294474,0.799934912,0.630269228,0.10312656,0.204489591495145
"O14745",0.14495432,1.03823568,1.13606676,0.64311099,1.19590576,0.4859755,1.44773496,0.90179243,1.3281434,1.16871311,1.1090736,1.6521201,0.37485425,-0.09742912,1.56052839,0.03281536,0.33267021,0.22526813,1.1398345,0.87888526,1.23857589,0.02902321,1.10362851,-0.37476894,0.1847228,1.0658665,0.77332051,0.90843433,1.20789496,0.51215697,1.09853743,0.77730383,1.33178936,1.15914619,1.69528151,0.04635087,0.9841296,1.03868772,-0.89699915,0.10770586,1.06814456,-0.21566409,0.76629085,0.138683002617931
"O14773",1.2092704,0.7683412,0.9265182,0.5594335,1.1365473,1.3412428,1.2353711,0.8183439,1.7053657,1.2185329,1.0252612,0.991524,0.9281382,1.0675311,1.0612658,1.1893303,1.506649,0.7275536,1.6245191,1.2586816,1.1078641,1.6274497,1.4926283,0.832235,0.9890337,1.3235832,0.9908781,0.6733708,1.1888429,0.6560173,0.741116,1.0966211,1.0369701,1.0642882,1.1013617,1.0536309,0.9164891,0.701483,1.163344,1.3937431,1.4574431,1.2162758,1.5268576,0.0959672467827081
"O14776",0.058638663,-0.4848365,-2.101306395,-0.031837082,-0.17648617,-2.160724421,-0.565749566,-1.899028198,-1.961716841,-0.601572542,-2.064635387,-1.724498333,-0.539945325,-0.629911973,-2.163091146,-2.115352289,-2.030528427,-2.11894468,-1.956080279,-0.305362546,-2.185937186,-0.260823802,-0.397190205,-0.532211143,0.069878336,-0.494380351,-1.13496632,-0.221947928,-0.141965573,0.006381342,-2.048652155,-1.879451028,-1.882454851,-0.154119793,-1.753634667,-0.011195405,-2.15060351,-0.441769768,-2.029260242,-0.776741383,-2.065540928,-0.410181003,-0.125093166,0.417428704622144
"O14791",-1.3733821,-1.1338488,-1.20322,-1.1543863,-1.1009128,-1.2626382,-0.2026251,-1.0009415,-1.0636302,-1.2574594,-1.1665489,-0.8264115,-1.0618136,-1.3653294,-1.2650049,-1.2172659,-0.2404601,-1.2208583,-1.0579936,-1.0020539,-1.2878511,-1.1296192,-1.3019181,-1.3079135,-1.0753521,-0.2952634,-0.2368794,-1.0505371,-1.0559828,-1.3493899,-1.1505656,-0.9813643,-0.9843681,-0.9772491,-0.8555478,-1.1269777,-1.2525173,-1.2131938,-1.1311737,-1.2526667,-1.1674544,-1.2437212,-1.223743,0.0766078658495557
"O14818",0.7373584,0.3762022,0.2329584,0.8078786,0.5530062,0.7181535,0.7606812,0.3544761,0.4550709,0.426398,0.5351663,0.5079819,0.4618199,0.6407112,0.8445738,0.6462807,0.6136364,0.424494,0.6968711,0.4289027,0.5472358,0.615931,0.6624198,0.6432074,0.8235939,0.5910585,0.5310457,0.8641803,0.6041351,0.8047715,0.7859883,0.8079912,0.5513079,0.5956488,0.397455,0.7088805,0.6748032,0.7480419,0.8048306,0.7683341,0.4753798,0.6651076,0.5053097,0.370280799858008
"O14828",0.012933355,0.110253584,-0.178300997,-0.60777041,-1.253266916,-0.239686555,-1.053949259,0.064135416,-0.44673332,0.090492888,-1.31890302,0.134392754,-0.01581617,-0.078616696,-0.093167864,0.08734542,0.088858405,-0.185216849,0.105666812,-0.016108787,-0.15135812,0.118276874,0.236184935,0.149293298,-0.167588284,0.35161391,-0.3892335,0.083129943,-0.239544221,-0.000269182,-0.204917516,-1.133718398,-1.136722224,-0.045369471,-1.007901951,-0.231767722,0.119391155,-0.099387204,-1.283527807,-1.405020826,0.072128408,-0.050752277,-0.0152799,0.488779933451827
"O14879",-0.8822862,-1.6440709,-1.7134421,-1.6646084,-0.9121649,-1.7728602,0.352675,-1.5111636,-1.5738523,-1.7676815,-0.8191669,-1.3366336,-1.5720357,-1.8755513,-1.775227,-1.727488,-1.642664,-1.7310804,-1.5682157,-1.512276,-1.7980731,-1.6398413,-1.8121401,-1.8181355,0.3147912,-0.8054855,-0.7471015,-1.5607592,-0.534718,-1.8596119,-1.6607877,0.1477239,-1.4945902,-1.4874712,-1.36577,0.396155,-0.9450646,-0.9198652,-1.6413958,-1.7628888,-1.6776765,-0.5508634,-0.7331435,0.349066409479852
"O14907",-0.80118178,-0.56164847,-0.63101964,-0.58218593,-0.52871244,-0.69043785,-0.32939478,-0.42874111,-0.49142982,-0.68525909,-0.59434855,-0.25421112,-0.4896132,-0.79312901,-0.69280458,0.05390443,-0.56024152,-0.64865798,-0.48579325,-0.42985355,-0.7156507,0.29555002,-0.72971774,-0.73571313,-0.50315175,0.27693696,0.33532099,-0.47833676,-0.48378248,-0.77718954,-0.57836528,-0.40916392,-0.41216774,-0.40504875,-0.28334747,-0.55477731,-0.6803169,-0.6409934,-0.55897333,-0.68046636,-0.59525409,0.16888767,-0.6515426,0.0308281742482966
"O14908",-0.06678649,-1.22676333,-1.2961345,0.13187711,-1.1938273,0.61664479,-0.07528336,-1.09385597,-1.15654469,0.25571976,-1.25946341,-0.91932599,-1.15472806,0.26078724,-1.35791943,0.29916154,0.54334029,-1.31377283,0.15975843,-1.09496841,0.10716475,-1.22253369,-1.39483259,-0.52911879,-1.16826662,-0.38817791,0.36917612,-1.14345163,-1.14889734,-0.13886368,-1.24348014,-1.07427878,0.39385334,-1.07016361,-0.04833594,-1.21989217,-1.34543176,-1.30610826,-1.22408819,-0.08247077,0.18163635,0.14102608,-1.31665745,0.475870800005953
"O14910",-1.340824237,-1.101290937,-0.186385187,-1.121828395,-1.068354909,-1.23008031,-0.869037247,-0.191474413,-1.031072293,0.054807334,-1.133991015,-0.793853591,-1.029255667,-1.332771469,-1.232447043,-1.184708041,-0.400913988,-1.188300441,-1.025435723,-0.969496016,-0.15698387,-1.097061299,-1.2693602,-1.27535559,-1.042794222,-0.262705516,-0.204321486,-1.017979233,-1.023424948,-1.316832,-0.178624673,-0.948806388,-0.951810213,-0.944691217,-0.822989939,-1.094419782,-1.219959365,-1.180635864,0.004253749,-1.220108825,-1.134896558,-0.094329205,-1.191185064,0.986564014433722
"O14929",-0.7383923,-1.3248173,-1.3941885,-1.3453548,-1.2918813,-1.4536067,-1.0925636,-1.19191,-1.2545987,-1.4484279,-1.3575174,-1.01738,-1.2527821,-1.5562978,-1.4559734,-1.4082344,-1.3234104,-1.4118268,-1.2489621,-1.1930224,-1.4788195,-1.3205877,-1.4928866,-1.498882,-1.2663206,-0.4862319,-0.4278479,-1.2415056,-1.2469513,-1.5403584,-1.3415341,-1.1723328,-1.1753366,-1.1682176,-1.0465163,-0.6189762,-1.4434858,-1.4041623,-1.3221422,-1.4436352,-1.358423,-0.6284423,-1.4147115,0.0616531875652387
"O14933",-0.078457554,-2.367498721,-2.436869175,-2.38803599,-0.402544807,-0.684464648,-0.510364284,-1.194031837,-2.297280605,-0.838716094,-0.162682576,-2.060062821,-1.269515019,-1.130508172,-0.283605777,-0.005917188,-0.380289101,-0.442854169,-0.574449656,-0.777273967,-1.517457873,0.246864059,-0.141391759,-0.182295157,-2.309002458,-0.829945204,-1.47053115,-1.402982063,-0.641851507,-1.13812333,-0.719757779,-0.40780563,-0.098115652,-2.210899983,0.026655635,-1.139626372,-0.181536652,-0.564196429,-0.550535346,-2.486315219,-0.376527593,-0.236706161,-0.211062557,0.116706904806262
"O14936",-0.254,0.352,-0.0743,0.109,0.649,0.0952,0.668,0.388,-1.02,0.367,0.738,0.562,0.253,0.428,0.447,-0.855,0.18,0.656,-0.189,-0.129,0.321,-0.0494,-0.715,0.555,-0.102,0.132,0.459,0.385,-0.477,0.276,0.807,0.81,0.0224,0.801,-0.14,0.245,-0.0012,0.472,-0.875,0.509,0.091,3.53e-11,0.0921,0.60908432946201
"O14964",0.10846806,-1.12519256,0.13117333,-0.36508511,-0.39328654,-0.15208933,-0.89293887,-0.03527042,-1.05497392,-0.1220369,0.04232757,0.20094955,-0.3081966,0.05052438,-1.25634867,-1.20860967,-0.27643751,0.06415848,-1.04933735,-0.06255494,-1.27919479,-1.12096292,-1.29326183,-0.28301342,-1.06669585,-0.28660714,-0.22822311,-0.16275002,0.07730572,-0.07854186,-1.14190938,0.03422129,0.14880734,-0.96859284,-0.84689157,-0.31633056,0.17010816,-1.20453749,-1.12251743,-0.02649475,0.04512517,-0.04968201,-0.0958332,0.963312752478024
"O14974",0.62548673,-0.09305329,-0.450618,0.35708759,0.61104262,0.39533998,0.05310167,-0.13955092,0.27243126,0.05490503,0.82820576,-0.14743993,0.14040055,0.16113736,0.50070172,1.08883449,0.38032702,0.47358289,0.31606702,0.15134281,0.56051569,0.94924777,0.37741727,-0.15080464,0.13128722,-0.35017622,-0.99076219,0.10790575,0.18421561,0.46714051,0.13005975,0.80967074,0.47671686,0.39551015,-0.82368507,0.42364478,0.19787158,0.39550293,0.63193425,-0.01921007,0.43856793,0.68625411,-0.85217534,0.647401494987811
