SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
Q8TCB0,IFI44,,,0.369988893,0.741455795,,,,,,0.819393205,0,0,1,0
Q53G44,IFI44L,,0.00551321,0.573047171,0.779328715,,,,0.095649716,0.195248483,1.068331037,0,0,1,0
P09912,IFI6,,0.044039367,0.576138074,0.873057641,,,,0.203406538,0.319352827,1.079721746,0,0,1,0
Q9BYX4,IFIH1,0.720379855,0.096277268,0.478134792,0.753769313,0.367946119,0.956336145,1.221058626,0.317135739,0.378091989,0.95773922,0,0,0,0
P09914,IFIT1,,0.074010583,0.43984332,0.712550568,,,,0.253509915,0.319242622,0.908864276,0,0,1,0
P09913,IFIT2,,,0.44882641,0.100637352,,,,,,0.3266462,0,0,1,0
O14879,IFIT3,,,0.426060096,0.71981946,,,,,,0.891664847,0,0,1,0
A6NMD0,IFITM10,,,0.588506078,0.210375636,,,,,,0.564749758,0,0,0,0
P01562,IFNA1,0.72301977,0.298666599,0.536560608,0.153607001,0.717149333,1.02511522,0.479012298,0.716211559,0.499343494,0.452731153,0,0,0,0
P01562,IFNA1,0.72301977,0.298666599,0.536560608,,0.717149333,1.02511522,,0.716211559,,,,0,0,0
P01570,IFNA14,,0.06135988,0.424276246,,,,,0.214396455,,,,0,0,0
P05015,IFNA16,,0.074663217,0.459545133,,,,,0.257653859,,,,0,0,0
P01571,IFNA17,0.366797837,0.0161581,0.432207617,,0.044041248,0.841616139,,0.068041178,,,,0,0,0
P01563,IFNA2,0.64319688,0.013516012,0.347221885,,0.150356034,0.78389884,,0.02624947,,,,0,0,0
P17181,IFNAR1,0.574145206,0.268728395,0.666895948,0.570040288,0.665215348,1.067674079,1.069555908,0.666893347,0.665369513,1.063099627,0,0,1,0
P48551,IFNAR2,0.610656888,0.229365557,0.640607597,,0.599051125,1.108706684,,0.600732545,,,,0,1,0
Q86WN2,IFNE,,0.103716246,0.536623639,0.232188344,,,,0.342124204,0.397507965,0.604404813,0,0,0,0
P01579,IFNG,0.943635796,0.224307496,0.634665036,0.719099197,0.648469407,1.150726033,1.235879428,0.591679657,0.600844661,1.132779926,1,0,0,0
P15260,IFNGR1,0.56637943,0.079025407,0.485033404,0.110691263,0.288756414,0.970998765,0.362632023,0.27305587,0.476834226,0.353529773,0,0,0,0
P38484,IFNGR2,0.592494276,,0.430285052,0.139257723,,0.899245001,0.427904336,,,0.423451032,0,0,0,0
Q8IZI9,IFNL3,0.260303688,,0.294759208,,,0.733637806,,,,,,0,0,0
Q8IU57,IFNLR1,0.535732054,0.012989289,0.414918482,,0.100731045,0.885462492,,0.04977605,,,,0,0,0
O00458,IFRD1,,,0.46416426,0.070879271,,,,,,0.247761285,0,0,0,0
Q9Y547,HSPB11,0.398017871,,0.573194668,0.167401578,,0.858066008,0.494303754,,,0.482854833,0,0,0,0
Q9BW83,IFT27,,,0.514743329,0.165706134,,,,,,0.47751364,0,0,0,0
Q96FT9,IFT43,,,0.407208319,0.207363887,,,,,,0.577351602,0,0,0,0
A0AVF1,TTC26,,,0.546290033,0.188739301,,,,,,0.523546699,0,0,0,0
Q86WT1,TTC30A,,,0.595575358,0.227931154,,,,,,0.596074259,0,0,0,0
Q8WYA0,IFT81,,,0.459469338,0.180682747,,,,,,0.512130643,0,0,0,0
Q86VG3,IFTAP,,,0.557726249,0.195056108,,,,,,0.535726291,0,0,0,0
P78318,IGBP1,,0.135274642,0.590793372,0.180682747,,,,0.419411129,0.556356199,0.509845666,0,0,0,0
P05019,IGF1,0.67914033,0.158088501,0.229326365,0.514477619,0.478544427,0.604119792,0.999261749,0.563684603,0.461591033,0.600819302,0,0,1,0
P08069,IGF1R,0.64319688,,0.193765143,0.500787001,,0.538778922,0.983967106,,,0.534704526,0,0,0,0
P01344,IGF2,,,0.187668659,0.061900427,,,,,,0.268444054,0,0,0,0
O00425,IGF2BP3,,,0.330703234,0.492040902,,,,,,0.77271054,0,0,0,0
