SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
P27144,AK4,,,0.503410795,0.57751425,,,,,,0.9919864,0,0,0,0
Q02952,AKAP12,0.551411702,,0.547386711,0.673953172,,1.046809015,1.041968884,,,1.037393039,0,0,0,0
Q02040,AKAP17A,,,0.554407905,0.092773274,,,,,,0.319211,0,0,0,0
Q53H80,AKIRIN2,,,0.560579983,0.518592849,,,,,,1.012075172,0,0,0,0
P14550,AKR1A1,,,0.171492216,0.541407975,,,,,,0.48954047,0,0,0,0
P15121,AKR1B1,0.650599683,,0.249529259,0.760723166,,0.634998925,1.150486904,,,0.647325856,0,0,0,0
O60218,AKR1B10,,,0.416736742,0.692553523,,,,,,0.878828287,0,0,0,0
Q04828,AKR1C1,,,0.374026829,0.680824284,,,,,,0.821767566,0,0,0,0
P52895,AKR1C2,,,0.364653434,0.568042782,,,,,,0.81215215,0,0,0,0
P42330,AKR1C3,,,0.455436027,0.724369323,,,,,,0.928719682,0,0,0,0
P17516,AKR1C4,,,0.259739033,0.408754605,,,,,,0.676623896,0,0,0,0
O43488,AKR7A2,,,0.458940437,0.3018842,,,,,,0.734445003,0,0,0,0
Q96B36,AKT1S1,0.466918237,,0.570253886,0.325419447,,0.948135519,0.769890922,,,0.754547343,0,0,0,0
P31751,AKT2,0.710962772,,0.594460169,0.716576677,,1.089605654,1.210988975,,,1.089654972,0,0,0,0
Q9Y243,AKT3,0.660452439,,0.606296041,0.471437451,,1.103143806,0.947864749,,,0.950385295,0,0,0,0
P13716,ALAD,0.551411702,,0.379329288,0.70067073,,0.834635261,1.041747987,,,0.829608612,0,0,0,0
P02768,ALB,0.694142505,,0.101795232,0.768584205,,0.371730755,1.195376981,,,0.393482293,0,0,0,0
Q13740,ALCAM,,,0.369647831,0.582054443,,,,,,0.818034811,0,0,0,0
P00352,ALDH1A1,0.63627253,,0.536664895,0.787339504,,1.026420127,1.136771191,,,1.028125216,0,0,0,0
P47895,ALDH1A3,0.569552825,,0.636316098,0.723988873,,1.063785295,1.062349313,,,1.134578872,0,0,0,0
P30837,ALDH1B1,,,0.44758426,0.591215706,,,,,,0.92163066,0,0,0,0
O75891,ALDH1L1,,,0.45685867,0.387510174,,,,,,0.864109338,0,0,0,0
P30838,ALDH3A1,,,0.352989344,0.641882906,,,,,,0.79210464,0,0,0,0
P51648,ALDH3A2,,,0.397940954,0.607093837,,,,,,0.855364855,0,0,0,0
P51649,ALDH5A1,,,0.454054598,0.391399859,,,,,,0.870325126,0,0,0,0
P49419,ALDH7A1,,,0.466279898,0.544399089,,,,,,0.950684544,0,0,0,0
P04075,ALDOA,,,0.345865154,0.722013453,,,,,,0.784868846,0,0,0,0
P09972,ALDOC,,,0.505066052,0.631155698,,,,,,0.989641295,0,0,0,0
Q9H553,ALG2,,,0.495435534,0.499796145,,,,,,0.994517648,0,0,0,0
Q9UM73,ALK,0.754505594,,0.433356547,0.425151067,,0.902758492,0.892407482,,,0.922495392,0,0,1,0
Q13686,ALKBH1,,,0.400185402,0.396740632,,,,,,0.895406498,0,0,0,0
Q6NS38,ALKBH2,,,0.600221206,0.465862815,,,,,,0.943925461,0,0,0,0
Q96Q83,ALKBH3,,,0.451328566,0.26939899,,,,,,0.681872424,0,0,0,0
Q6P6C2,ALKBH5,,,0.56713945,0.255688607,,,,,,0.643765155,0,0,0,0
Q8N6M5,ALLC,,,0.306910814,0.179607966,,,,,,0.55823733,0,0,0,0
Q8TCU4,ALMS1,,,0.409498115,0.609776894,,,,,,0.870697099,0,0,0,0
P18054,ALOX12,,,0.495242608,0.719569354,,,,,,0.976831894,0,0,0,0
O75342,ALOX12B,,,0.46628852,0.369596226,,,,,,0.836146674,0,0,0,0
P16050,ALOX15,,,0.356067194,0.549610724,,,,,,0.801730116,0,0,0,0
O15296,ALOX15B,,,0.419898063,0.417670625,,,,,,0.916903857,0,0,0,0
P09917,ALOX5,,,0.415773011,0.653260291,,,,,,0.877431866,0,0,0,0
P20292,ALOX5AP,,,0.225906318,0.69500359,,,,,,0.60026569,0,0,0,0
Q9BYJ1,ALOXE3,,,0.488140904,0.034719558,,,,,,0.148231621,0,0,0,0
P10696,ALPG,,,0.385904285,0.155194804,,,,,,0.469059037,0,0,0,0
P09923,ALPI,,,0.334575249,0.635799347,,,,,,0.765686909,0,0,0,0
Q96QP1,ALPK1,,,0.508770837,0.345899958,,,,,,0.792585148,0,0,0,0
P05186,ALPL,,,0.37547922,0.717752216,,,,,,0.825232076,0,0,0,0
P05187,ALPP,,,0.042148392,0.557027862,,,,,,0.191962638,0,0,0,0
