proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25
O43399,29149000,136230000,295780000,130780000,235270000,49134000,133420000,249420000,79964000,23177000,53409000,42671000,7957600,54177000,65908000,28898000,8398700,38158000,71349000,85311000,75876000,197480000,,54342000,4619100
O43405,,114660,,,,,,,,,,,,,,,,,,,,,15439000,20947000,
O43414,,5734000,5015600,1294400,,,,,2492100,,214460,,,,,,,,1479400,,641620,,1864000,821800,1629900
O43424,,,,,7890400,4366900,1434600,19548000,602560,,,,,,,,,,,,136750000,2745300,,,
O43426,1253700,4337400,13017000,3026200,4368500,,1043200,3354200,5108000,,,1142900,,,,,1009300,206810,,,4584300,2330300,61021000,226020,321780000
O43447,,2140800,3050200,755880,3026300,3599700,788990,7822400,25497000,46357,,799120,,571030,1661600,2129100,,,1469000,22401000,5601100,16949000,1340600,,1576200
O43464,,,,,6337500,,1486500,99468000,,,,,,,,,,,,27628000,1267600,,,39394000,
O43488,182520000,52138000,59298000,69542000,152610000,36165000,249840000,292720000,175690000,65083000,35088000,19335000,17421000,129980000,103580000,199990000,56424000,83980000,214150000,248030000,31093000,113960000,108210000,86827000,58170000
O43491,375150000,85911000,76480000,628770000,1213700000,191650000,2023800000,338790000,355510000,91967000,43654000,13585000,919140000,322490000,211820000,218760000,62406000,423710000,892500000,2013100000,1518200000,1000800000,26998000,56122000,111980000
O43493,,4410400,1377600,198070,7037600,10678000,84779000,7251800,4500200,,538950,,,269290,342650,,58911,115640,941560,,630810,6310200,2063800,5335100,326850
O43583,,1334600,18876000,891170,,,,5458100,7832700,,,,,,6283300,,,6383700,10206000,,1372600,847510,,2621400,
O43592,,6101300,35768000,3442800,3815400,1525900,1868300,14793000,1061700,2595500,,1616300,,,,791350,,,3963100,,,2649500,1084500,865250,91614
O43598,,27840000,67862000,66403000,77263000,14542000,97560000,52630000,21774000,19591000,35706000,,53483000,39896000,19433000,38258000,9360100,24207000,35588000,41944000,6380500,71913000,31623000,11975000,25404000
O43617,,8947400,6615700,,6081100,4629500,,518910,5571000,2500600,,,,,720650,,,2843500,7704200,12107000,3276900,15462000,5168800,,
O43633,,10787000,381130,1071900,15301000,2692200,2641700,53933000,176660000,498030,,590150,,7896200,358910,,,1150400,2044700,,8538500,,,,
O43639,,,,7174600,27005000,,4461000,8425000,354950,,3818700,128290,,432090,7384400,,,,,1290700,,6928600,,,
O43665,,852410,414210,630440,7429800,1236300,1764600,1819100,7344100,,,,,9945300,26986000,542320,,1774100,5129300,5384500,366990,4403000,529670,,
O43670,,6989700,,4014800,50583000,16584000,10674000,5682500,19128000,,1404700,2070100,,880710,,,1770100,326730,224800,15398000,48625000,23284000,,,
O43674,,,,,3849200,1448800,,2348500,19909000,,,,,,,1740200,296030,,,4674400,,6393400,29714000,5021700,13494000
O43676,,,,,13255000,3061600,10811000,8110500,34182000,96148,,,,463410,,,,1232000,,8783800,1929500,5303000,2769300,,33080000
O43678,,4153000,4798600,4870900,17846000,,7802700,24028000,72396000,1023600,,,,2397800,133620,,,,28017,14453000,3008300,2214000,878280,765970,46445000
O43681,56732000,82982000,80250000,25567000,71060000,2399700,60252000,120500000,147460000,17661000,2972300,11310000,45961,17871000,8226100,24187000,7628600,22737000,48495000,124330000,142590000,68297000,27795000,52445000,27488000
O43684,2237500,35535000,15936000,34406000,89725000,5665800,28045000,100280000,103230000,,,1583200,10727,1044200,3212800,1473100,2418900,21387000,5078600,48780000,78120000,100610000,4203200,3724600,
O43704,,,,,,,,,,,,,,,,,,,,,1366300,,,,
O43707,857060000,3348100000,4678500000,1780600000,2908800000,946240000,1011300000,5877800000,703040000,187340000,361220000,298870000,1298000000,661240000,965750000,566330000,594290000,1220200000,2037500000,4276700000,4359300000,2119600000,3759600000,11081000000,1086900000
O43719,,3295300,,1556600,,,,582070,,,,,,,,25151,,,,,,,,,
O43741,,,,,309740,,,248340,726740,,,,,,,,,92088,540410,,,1903300,,,
O43747,11941000,25190000,8564900,30368000,3307300,3509700,5594400,202690000,13192000,5334900,2299900,9347800,,,,831980,5622500,3052900,5729500,11875000,2761700,21853000,2925400,925510,12356000
O43752,,,,,4306600,,,,,,,,,,,,,,,,,,,,
O43759,,75296000,3541700,2235900,3977300,,3571700,,6166000,,,,,,,,183050,1957100,,569380,721590,,13333000,1682600,322160000
O43760,,19061000,11661000,7927100,12836000,9697000,1195700,5061200,24284000,,,,,,190760,,,,,,,22569000,,,
O43761,,3640600,,,,,,,8288800,,,,,,,,,83454,1081100,,,,14917000,,140190000
O43765,,29162000,19114000,2916000,41877000,1743700,19171000,26600000,58212000,,,,,26794000,536070,5981500,4842600,3495200,7508500,12449000,17676000,27710000,785620,5252800,
O43772,,2782700,861700,,8271900,,,760460,57329000,,,,,,,,,,,,,25280000,,,
O43776,27017000,73948000,130240000,38688000,45706000,30355000,52458000,150700000,26114000,13238000,23767000,23979000,10534000,9227800,59546000,39977000,23704000,4806700,45505000,71636000,30595000,95245000,44823000,13951000,24061000
O43790,,955240,,607440,,1112200,,,,10997000,,779110,137270000,,,,,,,,192640,,,427160,31699000
O43809,4582900,232580000,71185000,35110000,125340000,64406000,45947000,88003000,150610000,16639000,4986000,1489900,13433000,10790000,1307900,13773000,73081,61210000,42430000,36247000,13728000,94573000,4660200,1377900,13524000
O43813,602410,83920000,68449000,22959000,106460000,3147200,82448000,191670000,158560000,683670,,,,,11036000,,,340280,20573000,72866000,17843000,89980000,65236000,60329000,224420000
O43815,,8598300,,,,,,,4878100,,,,,929620,,,133720,933280,,3673700,,,,,
O43823,,261770,,142200,867370,,,1363600,435870,,,,,,,,,,,,,,,,
O43837,6866500,103110000,8771400,11771000,111030000,411810,5348600,173580000,234790000,1200000,,11837000,,687380,5367100,8086300,10863000,3981600,1905800,,4466700,19320000,47034000,27315000,82765000
O43847,,2723300,5394300,1568600,1653100,,,12422000,2307100,,,,,,,,,,344110,6021100,4672700,1087800,340090,,
O43852,80870000,23554000,746160000,54707000,443710000,41134000,117500000,167500000,446130000,69577000,6666000,30507000,690830,382450000,80219000,22286000,17983000,45676000,83427000,235580000,609690000,275490000,26645000,10357000,408180
O43865,,4677900,4401800,2074900,,,,978500,1170700,,,,8366500,8050000,,4166100,1877700,,6236900,10130000,,4248700,4407100,10629000,2374500
O43866,,,,4034000,,,,,,,,,,,6719700,,,,,,,983170,624830,6962700,
O43914,,,,,,,,,,,,,,446490,,,,,,3111900,,,,,
O43920,,4267400,1382800,2745300,21256000,3955700,,12145000,67006000,,,,,,,,,,1635400,11828000,2824300,10733000,2916700,2126700,61676000
O43924,,3933600,,,6149400,1632100,5402300,7952300,9029500,8353900,1342600,,,,,,,1699200,1594100,17054000,4455000,4011600,1429300,,
O60216,5731900,32476000,,3914100,9571200,,6475300,15030000,1561500,2123700,,,,,,,,,1195700,9430800,9197500,4559900,188290,,
O60218,,,,,,1356300,7489100,,,,,,,,,,,,,,,,,,
O60234,,3216200,1975600,1638200,3443200,,,2563100,2135600,,,,,,5668400,,,3007400,3702600,,426210,2622300,787540,,
O60237,,,,,,3206700,,755270,,,,,,,44094,,,728230,1268200,1544900,1889000,,1401100,2033500,
O60256,,10144000,,14345000,4232900,,10017000,25342000,23626000,186580,,,7275500,1037700,,2232700,6411100,1580300,2586800,,,,8406100,30443000,
O60259,,455640,,304240,3674500,973200,4950000,1359900,5393500,,,,,,327960,714420,,152860,1997900,8115300,1109800,5668100,324250,54702,
O60262,,,,,,,,,4365500,,,,,,,,,,,4074000,313590,,,,
O60264,,41146000,4105300,23114000,7185200,1378000,268250,5480800,358940,,,1888800,,203010,2915200,901960,,5091500,1261900,12283000,11985000,3005900,,,
O60268,,,,,,719940,,,,,,,,,,,,,,,2490500,,1572100,,20415000
O60271,14997000,27975000,17312000,59663000,74380000,6083700,74682000,11526000,95914000,10017000,21468000,37409000,19738000,7152500,1774400,3100300,2925800,19172000,59524000,156720000,46281000,163060000,2539500,2419500,2245600
O60282,,3020700,274310,,,,,,223030,,,,,,,,,,,,,,,,30902000
O60287,,,,,,,,,,,,,,,,,,,,,2858000,,,,
O60313,1791200,13813000,3489200,416000,56320000,1875800,33289000,135950000,31456000,624530,914210,1419100,,,859810,553980,,7606500,10679000,16074000,15422000,20569000,66624000,31431000,286670000
O60331,951790,245540,148980,450480,573540,639690,,,928910,6710500,,,,,,,,,2624400,3304800,,838300,,,
O60341,,,,,,,,,,,,,,,,,,,,,1737100,,,,
O60343,,,,,,,,,970920,,,,,,,,,,,257240,,,,,
O60437,1178500,1921900,93654,7721800,,11191000,8084100,10773000,53022000,125560,,387550,9865600,11128000,,2393600,,6720700,5102200,4308000,10361000,650920,1814000,,1775500
O60462,,,,,,,1933600,,,,,,,,,,,,2060700,13368000,17740000,,745950,,
O60486,2954900,436850,,,3990300,133940,11229000,19134000,648200,5253200,,,,116990,,408560,,,2266400,1637500,14519000,8009100,356620,491080,688170
O60488,,,,,,,,5472300,1692500,,,,,,,,,,,,,,,,
O60493,,42610000,49795000,44849000,133230000,40702000,52691000,26685000,137600000,12865000,4270800,3299100,7044600,24838000,62887000,18808000,,40404000,93680000,108250000,51779000,86002000,14042000,1106200,15691000
O60502,12092000,1682500,530620,534970,1602500,901680,36835000,8666400,175120,2206700,4657100,,,,3710600,1726500,620240,2935000,2895500,32528000,9832100,25429000,3227900,,
O60504,6135400,,,,27758000,1391200,21790000,51614000,11414000,,,,,,2521300,5780400,2156900,,,32193000,41855000,4161700,,8571900,
O60506,85995000,254260000,378050000,338650000,628040000,132700000,100820000,336170000,253480000,55438000,29189000,18190000,74995000,113840000,67484000,80801000,20723000,103520000,150330000,279440000,350110000,255970000,33979000,77751000,15506000
O60547,25310000,36400000,1282200,138370000,123090000,6242200,517790000,411100000,1804100,10738000,28145000,80251000,9383800,18414000,53481000,166430000,11388000,596460000,270920000,312070000,161090000,226800000,4293000,6651000,
O60568,3414800,,43322000,2117300,13435000,,2408000,11585000,1759800,,,,,,,,,,,,32380000,,,1281800,
O60573,,,416710,555000,2548400,1071400,3282300,50252,4992400,,,,,,,,,,,,1276700,,,,
O60610,,657500,12151000,3082600,8291500,1115800,3556700,10400000,2075500,5472200,,536510,,,,,,,1933700,5719800,37189000,3482100,,1726200,341990
O60613,,,3969700,,,1973000,,1065800,7826900,,,,,360980,2370400,,,,1694300,10455000,2040000,2091000,1381700,,
O60641,14885,5241700,1899000,313590,,391920,,,,,,461680,,314740,,3939400,2572100,,,286410,,1760800,137870000,8753600,324800000
O60645,,,,,3941700,,,14463000,6447700,121950,785220,933160,,,,,,114520,819880,,165350,9731500,,,6228300
O60664,16405000,66963000,361220000,203880000,113650000,12312000,107990000,40993000,8771200,5230700,10377000,10184000,10271000,272540000,46982000,12808000,10707000,18696000,113390000,215930000,206590000,186240000,4030200,13387000,3501300
O60701,11111000,69631000,417690000,305340000,83939000,90486000,16154000,92982000,56759000,10618000,10315000,24450000,66623,136710000,229290000,286340000,,114090000,90015000,99740000,112150000,16295000,8359300,38098000,2375500
O60716,20834000,47754000,7293800,55366000,66008000,22137000,124110000,41269000,36463000,,3727000,1496700,13064000,6314400,1962600,10678000,,24483000,70969000,117080000,156600000,88585000,,1551600,449000
O60741,,,,,11974000,368580,988180,,,,,,,,,,,,14891000,1032200,,1419000,147110,,1491900
O60749,20475000,115630000,108780000,124660000,171710000,76525000,142260000,127290000,98766000,2475300,38678000,9127700,64380000,42203000,17708000,45517000,14203000,33587000,75318000,214240000,338230000,137270000,13075000,26559000,24091000
O60762,,1525900,4052100,4860700,13821000,8769900,6777100,17518000,22665000,,,,,,,,,3275100,5977300,,6660300,6034700,,,
O60763,6900800,310550000,250560000,121060000,136850000,11880000,91825000,333070000,87746000,12495000,37368000,52319000,18332000,27419000,34550000,18250000,4086200,108740000,165140000,123060000,77845000,140440000,3745900,7463800,18527000
O60784,12853000,6540200,,,,,3313100,,,1780900,,,,,,7548100,708670,3249400,4933100,,4017400,439300,,,
O60814,,,,,,,,,,,,,,,,1607600,,,,,,,,,
O60825,,,,,,,,,,,,,,,,,,,,1818100,,,7307200,5390700,
O60826,,,,,4189100,,2572500,2557600,,,,541140,,3604300,1078500,1984200,,2912600,630220,11293000,3331100,7483000,1614100,1314400,
O60831,,7627700,21980000,772650,10241000,5986000,828030,9333100,26979000,7902700,,,,,,,218680,809120,1770000,23149000,12933000,1554400,4361300,5152600,
O60832,,3486200,912950,531760,6679000,,686110,,1794600,,,152440,,207300,2994600,,,301590,288430,,48121000,7582000,,707300,
O60841,7226000,31361000,95213000,16766000,21929000,2692800,4903900,45961000,13017000,1699900,9158300,9010500,16843000,4246300,,108620,3550600,12486000,13090000,28603000,43025000,21477000,218080,81499,1115800
O60861,,,,,,,,,,,,,,,,,,,,,,,3124100,,9356800
O60869,,,15736000,4597600,906620,4726100,9922800,4629200,,2738100,1266000,5837900,4330500,,8096800,12285000,52151,5393300,9016700,13615000,14548000,6699800,152610,,
O60879,975040,,,700480,3138700,18234000,,16724000,10514000,,,334760,,,,1028500,,2464000,1336900,17078000,5254300,,,,
O60884,,6372100,4560100,15740000,39086000,1975300,15752000,240500000,87791000,,,9615.4,,5094900,1584100,2033500,2176500,5081300,5036300,32269000,58871000,27791000,244450,,405670
O60885,,4296100,,1098300,,,925100,,,,,,,535230,,,,1966300,,,5585100,161250,,407560,
O60888,413140,17019000,44562000,39534000,32783000,8955700,76576000,25552000,,28864000,1520600,11698000,70226000,90681000,107830000,21176000,11311000,2400500,19925000,72753000,19568000,33422000,10481000,7877000,40494000
O60925,,10604000,14534000,14462000,,3164600,,5039700,18292000,,,,,192940,22010000,,,,,3090400,7629500,,,,
O60941,,,,,,,1356400,,,,,,,,,,,,,,,,,,2717900
O75027,56790,,,,2216500,,,7098300,8369600,,,,,,,,,,,,,,,,
O75061,,,,,,,1623700,,,,,,,,,,,,,,,,,,43378000
O75077,,,,,458860,,,,,,,,,,,,,,,,,,,,13464000
O75083,93452000,388640000,1131800000,265370000,425090000,562080000,267630000,941350000,438980000,56080000,156000000,101090000,105690000,878440000,786940000,107790000,160200000,172320000,334070000,611270000,234060000,282430000,187010000,281630000,194390000
O75110,,901020,,1800000,,,216430,832330,5377200,,,,,,,,,398840,,,,2775800,191030,,2765900
O75112,,,438000,,,308340,,1487700,,162940,,,,1992100,1296800,,,,,,,,5561700,20811000,
O75116,10843000,58021000,57815000,111450000,136010000,14040000,93277000,252500000,44682000,6893000,5911400,11753000,51076000,14271000,6414400,7593200,15018000,56588000,96393000,310830000,69879000,178400000,17693000,30983000,65507000
O75122,,473130,,,,,,,,,,,,,,,,,,,,,,,545860
O75131,1437500,61870000,15236000,107750000,98999000,59364000,53335000,136080000,82240000,14206000,11406000,11333000,4272200,,12334000,15988000,11300000,16256000,39504000,79820000,101090000,78529000,36625000,74398000,59748000
O75150,56201,70951000,,,45639000,42482000,13879000,,,,,1606400,,,5940200,,5324900,,,1988300,5002800,1631300,2025700,15667000,
O75152,,300360,,,,,,,,,,,,,3557700,,,,,,,,,171960000,
O75165,911870,27585000,7871100,24887000,46013000,3387700,12710000,90030000,8853100,,3144900,5394400,,,24120000,2498600,4477100,3321000,25896000,25381000,8971200,23472000,1104500,29104,
O75167,,,,,,,,,,,,,,,,,,,,,,3477600,,,
O75175,,,,77802,,,,,,,,,,,,,,,,2675600,1029600,,,173760,
O75208,,31024000,1794100,7354700,45418000,155100,1664300,71035000,29437000,,1017900,1220300,,,,1824200,1943100,4624200,2408600,1737400,687700,,1043100,,3092300
O75223,,4504200,4126400,4833100,7538200,35374000,28704000,18518000,55002000,,,,4992300,1458400,,,,10202000,29357000,28085000,18308000,13153000,36351000,13581000,8449200
O75251,,,,,,774980,,1345000,3939400,,,,,,,,,,,7341100,702260,920180,2594300,,8150300
O75306,,54670000,,10665000,175960000,441670,38493000,148990000,389600000,,379750,,,1277200,197270,,1278700,,,9365800,19645000,9749100,,7786600,361380000
O75323,,70614000,30736000,60328000,193510000,69675000,105220000,150580000,376070000,6174600,58884,13965000,14522000,7476700,5944000,5272500,1400100,11998000,6777300,38881000,19493000,69282000,65891000,78439000,153900000
O75340,,47996000,42246000,36904000,45340000,22404000,83010000,32825000,126300000,15149000,11171000,2831200,53729000,34050000,12600000,36488000,,16086000,15916000,81115000,39045000,29651000,14996000,8947200,25114000
O75347,,118290000,96995000,51289000,16633000,9407300,1339700,55671000,61616000,100350000,31510000,35766000,118740000,87738000,259390000,57284000,397460,22834000,84208000,62821000,41976000,32688000,14489000,,16127000
O75348,,3045000,5542700,1782600,78888000,73682000,113690000,214560000,101180000,,,,3331000,,3429800,,,1700800,,161800000,177700000,364260000,,,
O75351,8846800,2220700,,,26045000,329540,9107500,13972000,,2313600,,4695400,,,,,,4336700,17258000,27204000,14652000,28485000,11185000,,
O75355,,,,,,,,,,,,,,,,,,,,,,,,,778960
O75363,,,,,,,,,,,,,,,,,,,,,,,,,650780
O75367,305800000,1417500000,122810000,498690000,205720000,6648900,87678000,421140000,20219000,133070000,127460000,125560000,80092000,1042400000,474970000,703810000,92798000,708230000,321610000,141100000,339470000,136530000,34251000,83441000,403480
O75368,563430,287150000,158830000,170460000,230420000,72806000,248390000,84887000,335550000,21075000,56996000,61296000,122370000,86098000,334470000,181320000,17108000,26831000,144950000,377730000,62467000,146280000,108630000,99177000,96204000
O75369,4072600000,4789100000,2314100000,10492000000,11268000000,2363400000,13378000000,5968700000,13680000000,1778700000,1503800000,1374900000,7296800000,2410500000,7348600000,6276800000,889980000,3613600000,5432500000,19529000000,8933700000,8990300000,564730000,1815900000,104760000
O75379,,,60393,,1300200,237660,,1881300,3712800,,,,,116270,,,,,,,,748310,,,993960
O75380,,,146140,14939,8691500,1314500,,4324000,25535000,,,,,,,,,1012300,530050,8287300,2957500,284630,4776400,,21431000
O75390,120180000,768470000,546500000,269880000,626710000,16561000,98961000,918820000,1156300000,38277000,43110000,131770000,811180,104880000,50087000,98183000,209720000,73183000,116130000,165520000,64389000,216960000,831530000,277640000,760770000
O75396,,42324000,99964000,19951000,125920000,79817000,81288000,154570000,265240000,5045600,1247200,,40096000,12436000,17789000,1563500,957870,45923000,49146000,66092000,32899000,124310000,4051500,8015400,21835000
