Uniprot,Control,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9,Control.10,Control.11,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Disease.21,Disease.22,Fold Change,t_test_p_value
P13073,0.8305125,0.8743467,1.2747638,0.7987094,0.5563421,1.053439,1.0853014,1.0165694,1.1845992,1.0446616,0.9995541,1.1003769,1.3238204,1.1183039,1.0488045,1.0115584,0.6254287,0.64178,0.877601,0.9180659,0.6440298,0.5855368,0.5023269,1.04385,1.0976822,1.053554,1.0064438,1.1322938,1.158778,1.0128674,1.2056883,1.1017065,1.0993412,0.9367404,1.2047179,0.986646562,0.364142719
P13473,-0.05351931,-0.3267647,-0.58168455,-0.29958216,-0.59042869,-0.03208666,-0.51724647,-0.46577216,-0.4554961,-0.44769652,-0.45143428,-0.68020555,-0.25709181,0.14903399,-0.41666032,-0.43771279,-0.56310914,-0.70492877,-0.1715191,-0.34892333,-0.56194457,-0.60810251,-0.50343966,-0.48294728,-0.5799347,-0.661072,-0.70279236,-0.55615553,-0.60982727,-0.62926359,-0.49904849,-0.57575574,-0.57669335,-0.52712728,-0.80186553,1.237515581,0.177929023
P13591,0.3285301,0.8820763,0.7687727,0.8953483,0.6765514,0.6254297,0.9518047,0.8296827,1.1017051,0.9031153,1.077754,1.1970089,0.4963625,1.0278521,0.9146804,0.9252297,0.8689627,0.8370021,1.2237051,1.2202972,0.9065036,1.0864715,0.6558609,0.9891886,1.1015861,1.0815777,1.1658377,1.2030439,1.3546855,1.1229269,1.3487939,1.0306594,1.2584375,0.9824152,1.4339953,1.235122257,0.007426761
P13611,0.544233,0.6476483,0.733095,0.4242777,0.5195491,0.5255792,0.6953022,0.5043959,0.6529003,0.4646001,0.7634809,0.7071592,0.9470585,0.7903514,0.462949,0.6593217,0.5524067,0.6211633,0.8645193,1.4474844,0.8013836,1.0665282,0.6306176,0.4543792,0.7395161,0.9080828,0.9373952,0.78825,0.9392717,0.6911279,1.0795332,0.7499101,1.1538641,0.6842207,0.9775946,1.376364575,0.008819554
P13637,1.2205601,1.2655066,0.5890113,1.7095465,1.0794529,1.3329167,2.0488876,1.8837045,1.9155933,1.9747781,1.7739497,1.926294,1.2911811,1.3421296,1.1090852,0.5165638,1.2946692,1.5553465,1.8111215,1.5743569,1.5478642,1.4735945,1.4223861,1.7811899,1.8062522,1.7542968,1.7419178,1.865017,1.9148489,1.855484,1.5744589,1.7264719,1.8343284,1.7629718,1.7600271,1.012128562,0.860822774
P13639,0.35571357,-0.13156066,-0.39792554,0.44575024,0.36940493,0.26668178,0.58795117,0.72928979,0.44666744,0.40785409,0.53222488,0.16599219,1.11103737,1.17765333,0.24463952,0.72996136,0.39226341,0.30918242,0.45988763,0.15288582,0.51143681,0.28421518,0.43230279,0.71024526,0.81274817,0.51970441,0.44514937,0.01875289,0.30533065,0.57674182,0.477816,0.24481006,0.32294797,0.39485563,0.16797596,1.491806343,0.62107801
P13645,3.4257,3.29168,3.311413,2.841806,3.341576,3.399,2.524719,2.348902,2.30076,2.112727,1.909512,2.098351,3.487038,3.634653,3.316388,3.634686,3.463135,2.752655,3.011685,3.323596,3.135152,3.351273,3.456037,2.473291,2.165861,2.171728,2.819509,2.1454,2.225674,1.864117,2.164529,2.713471,2.130706,1.882294,2.087986,1.005402731,0.91420373
P13646,0.68442018,-0.26300413,0.2260737,-0.20368651,1.39081915,0.64245733,0.13225229,-0.17065212,-1.8045302,-0.20889216,-0.28994583,-0.22072277,0.68707599,0.52501393,0.58579026,1.46249925,0.61353386,0.81509386,0.02987228,0.77069043,1.22601396,0.17796984,1.68205169,-0.25221203,0.61365708,-0.5393098,-0.40614006,-0.96372725,-1.26461741,-0.27988486,0.42901998,-0.35561842,0.51202227,-0.37635303,-0.08713135,-34.24040713,0.407921184
P13647,2.476599,2.277755,2.6075226,1.8274442,2.3520173,2.3565171,1.4200055,1.2917729,1.321487,0.8986681,0.778778,0.9474078,2.4696894,2.5140082,2.3547894,2.6194339,2.5656334,1.7792175,2.0489908,2.3144003,2.4018261,2.3435377,2.4818525,1.3583124,0.9952842,1.1022729,1.6276719,1.0501315,1.1660515,0.9407574,1.2865649,1.55472,1.082215,0.8952365,1.0053643,1.014188463,0.972259684
P13667,-0.39672904,-0.15279614,-0.22200283,-0.33004207,-0.2973653,-0.85325882,0.15127265,0.0482398,-0.01371025,0.03123767,0.09517354,-0.4149318,0.05728911,-0.38831974,-0.10429453,-0.02222751,-0.27800489,-0.36830649,-0.3073896,-0.48327781,0.31486624,-0.17005624,-0.30348397,0.02634027,-0.46895177,-0.01366533,-0.0342443,-0.2110419,-0.30646811,-0.26135664,-0.38760752,-0.84048727,0.02678805,0.28330041,-1.27317062,1.221595086,0.399998253
P13693,-0.06936634,-0.124306992,0.002143195,-0.79894641,0.254396325,-0.341413332,0.039400671,-0.039598857,-0.073445287,-0.172094428,-0.001537654,-0.037381599,0.560610426,-0.015490114,-0.419069744,-0.296149008,0.141488032,0.063895689,0.26678333,0.021982724,0.317988669,0.000635161,-0.072544726,0.313419966,0.209372957,-0.095140381,0.254099832,-0.027890246,-0.212316143,0.069493192,-0.145155658,-0.054805681,0.14140584,0.034673537,-0.057042576,-0.383119866,0.437831655
P13804,-0.276765478,-0.183898956,-0.136737771,-0.769169754,-0.291458639,0.204471837,0.060665767,0.157259707,-0.155516048,-0.556120204,0.07046224,-0.005215233,0.131811779,0.081514021,0.162461226,-0.051945521,-0.170975262,-0.449464947,-0.146766537,0.109804005,-0.314903143,-0.684199978,0.077648185,0.19256989,-0.923836922,-0.127876926,-0.33369806,-0.950653005,-0.231600044,0.261574133,0.169263165,0.041774021,0.124224545,0.043276584,0.328019837,0.737960657,0.971158296
P13987,0.48468898,-0.55833768,0.46102452,-0.250527,0.09480577,0.27381024,-0.49384866,-0.68102701,-0.46501929,-0.28388713,-0.29086313,-0.36684792,0.28055631,0.33043813,0.3027679,0.4312636,0.25172939,-0.70589567,-0.01786005,-0.05567702,0.10332945,-0.39055185,0.12748162,-0.09531881,-0.047185,-0.53666165,-0.07817187,-0.58645769,0.16273313,-0.80893237,0.06488199,-0.66041308,0.09442612,-0.85682483,0.29715646,0.60144588,0.624215142
P14136,1.803424,1.348457,1.681672,1.340483,1.953257,1.797551,1.750652,1.633845,1.217516,1.549192,1.932629,2.220563,2.187802,2.505098,1.885145,1.895582,2.154326,1.912365,2.258309,3.040524,2.784323,2.82821,2.381179,2.797734,2.761571,2.32211,2.34128,1.872108,1.919101,2.108244,2.251153,2.06193,2.618131,2.167739,1.894168,1.365603007,5.31E-05
P14314,-0.33461779,-0.36035181,-1.05263672,-0.41195839,-0.30080628,-0.13590179,-1.02423372,-1.13724739,-0.90892237,-1.1858537,-0.58826185,-1.25648976,-1.41040323,-0.19907593,-0.26806212,-0.26648107,0.01512268,-0.46308937,-0.46819531,-0.23531965,-1.15778018,-0.45649012,-0.12313774,-0.35933624,-0.41447405,-0.90091305,-0.31074816,-0.79699153,-0.88250037,-0.68754308,-1.13422503,-1.70515784,-0.44450238,-0.22799386,-1.1023901,0.839823897,0.12965606
P14324,-0.14696047,-0.13038011,0.04230697,-0.36524892,-0.14979127,-0.03583555,0.39756672,-0.1666078,0.14628145,0.0172865,-0.7969201,-0.27859495,-0.30189927,-0.06108935,-0.21654441,-0.06700243,-0.04084615,-0.42989693,-0.3734914,-0.15720963,-0.30689812,-0.12878625,-0.22494268,-0.86028845,-0.1690092,0.07096457,-0.21652241,-0.19609167,-0.16129091,-0.04110016,-0.05180148,-0.09791634,-0.1174841,-0.22158404,-0.02218636,1.562451867,0.599571571
P14406,-0.394768803,-0.079768289,-0.071407733,-0.443920191,-0.373773604,-0.236970007,-0.413740061,-0.330063931,0.000585439,0.086446898,-0.455137886,0.003524857,-0.07491229,-0.315026647,-0.182168187,-0.08410578,-0.096446963,-0.447109193,-0.685229128,-0.174798039,-0.219522151,-0.338937538,-0.187957038,-0.272939824,-0.315515924,-0.449066075,-0.237568973,-0.040105964,-0.218447902,-0.337805583,-0.33586063,-0.033844008,-0.043480966,-0.459445972,0.137476035,1.042482952,0.534423807
P14415,0.1943925,0.50251902,0.14414543,-0.33917158,-0.35028029,-0.07620395,0.21486133,0.45875271,0.41024623,0.51466989,0.38317748,0.58311864,-0.23106493,0.32328052,0.4724424,0.5036761,0.22563096,0.25041682,0.04405054,-0.18523065,-0.57671442,0.1354999,-0.6595085,0.55196956,0.7153592,0.58819428,0.65692314,0.52233303,0.77688074,0.60298675,0.66949551,0.62453977,0.5889121,0.51912599,0.68985527,1.543158392,0.181888649
P14550,0.11872692,-0.4637785,-0.69483677,-0.52772397,-0.62483033,-0.25342601,-0.44536887,-0.74357359,-0.37284679,-0.47469944,-0.64028493,-0.56969763,-0.4438554,-0.10010951,-0.24949787,-0.43771279,-0.51158611,-0.67900383,-0.54684142,-0.83674095,-0.65457414,-0.40747665,-0.64483867,-0.23116798,-0.5644014,-0.71715925,-0.183592,-0.43118805,-0.50127482,-0.39717335,-0.81292301,-0.84622283,-0.07514561,-0.28169954,-0.64156651,1.026161797,0.614888841
P14618,-0.07279342,0.212149694,-0.112985096,-0.272075003,0.702016715,0.512645252,0.70816218,0.730652828,0.195235085,-0.299575011,0.421389313,0.469189142,-0.020691206,0.318975146,0.013793623,-0.383512338,0.676526085,-0.001624571,0.32921854,0.780734707,0.737866824,0.657166529,0.876056311,0.173353768,-0.18309476,0.039188444,0.258724301,0.191028499,0.120821263,0.286295671,0.392189966,0.28056289,0.437981047,0.08210324,0.406982041,1.056974603,0.850287053
P14625,1.680452,1.735642,1.740126,1.441996,1.710205,1.578659,1.479375,1.461385,1.555104,1.420351,1.446873,1.511269,1.477533,1.280688,1.853674,1.187828,1.41732,1.370782,1.450466,1.675086,1.680591,1.856159,1.479526,1.475441,1.386257,1.541625,1.275793,1.263424,1.207844,1.361273,1.37923,1.404807,1.423362,1.518164,1.225636,0.923054603,0.055716162
P14866,0.89690233,0.6273033,-0.67287199,0.8658989,0.7497678,0.84821378,0.54684537,0.72515271,0.86898564,0.46332971,0.72115396,0.74870052,-0.67799495,0.22175694,0.62631948,0.0878543,0.56856956,0.40972155,-0.14196366,0.01657569,0.77332699,0.43403169,0.15719149,0.38890706,0.17172035,0.34302617,0.37149861,0.54162606,0.3156051,0.30903786,0.22786139,0.56006057,0.32794502,0.57066419,0.40324648,0.494711342,0.432326285
P14868,0.28098101,0.09145387,-0.91681793,0.28010922,0.3616576,0.25133661,0.52535287,0.59676329,0.4318914,0.47122468,0.61783746,0.41581987,-0.19837096,0.56597289,0.37238059,0.18857001,0.08161827,0.36821996,0.32776735,0.25540006,0.42595415,0.76873696,0.42090972,0.7750616,0.62723133,0.49863655,0.18901891,0.50699035,0.05976945,0.43388462,0.33211495,0.49167606,0.29220423,0.51596633,-0.24709363,1.232936541,0.344224048
P14923,1.32070507,1.30503637,1.45798964,0.76048841,1.15071782,1.10686664,0.18719558,-0.52419169,-0.76330086,-1.21359408,-0.69789789,0.02078283,1.69382022,1.56924134,1.44626477,1.61225906,1.49868573,0.64128026,1.06201958,1.05869601,1.47586941,1.22544105,1.37561574,0.04532473,-0.52097423,-0.58939631,-0.08728954,-0.06664613,-0.64143565,-0.82268427,-0.25151592,-0.19464246,-1.21346093,-0.39813844,-0.27425402,1.224018818,0.972376946
P15374,0.6234385,0.4563086,0.8431465,0.1727308,0.5036491,0.6003403,-0.7892423,-0.9091544,-0.3524435,-0.8916367,-0.4180646,-0.1313962,0.6811666,0.8170558,0.4920943,0.7829011,0.6753808,0.3339315,0.1421723,0.4194332,0.2095791,0.4780108,0.8831579,-0.6443985,-0.6511142,-0.4818578,-0.2371115,-0.8672345,-0.3250481,-0.2739053,-0.8345922,-0.1572812,-0.2025071,-0.7985477,-0.8422442,0.715630668,0.8966808
P15531,0.14203964,-0.09229148,-0.26275586,-0.43332695,-0.03013041,-0.3000823,0.41018264,0.3222836,0.38512021,0.25301307,0.34168233,0.22705981,-0.20875182,-0.27329221,-0.08497108,-0.1666623,0.02097634,-0.0977469,-0.26405831,-0.22131977,-0.16214728,-0.16688468,-0.08925668,0.29917563,0.24558649,0.18965266,0.07279934,0.17055987,0.30306154,0.2341962,0.47717474,0.18551378,0.29735833,0.13603339,0.42548561,0.716654713,0.855528401
P15880,-0.223121029,0.048989937,-0.670026225,0.188184183,-0.00427181,-0.294642574,-0.130680574,-0.143329016,-0.170924882,-0.266560914,-0.109392073,-0.260664934,-0.649467441,-0.283348246,-0.36085699,1.547596684,-0.233981861,0.153984823,-0.162089633,-0.280861877,-0.022040215,-0.073975117,0.161214153,-0.393068887,-1.077764107,-0.009948456,-0.512838686,-0.033419085,-0.26028409,-0.024892828,-0.930871664,-0.030648913,-0.866597109,-0.265647936,-0.304228147,1.258983711,0.931153801
P15924,1.63876782,1.58415695,1.84186144,1.24712535,1.68546605,1.66421018,0.54849689,0.30871168,-0.15120755,0.05541083,-0.05832922,0.52348852,1.86070566,1.90195961,1.71449275,1.97640861,1.81700601,1.13462019,1.32775271,1.55550102,1.81025956,1.49554144,1.75420831,0.25826255,-0.04920258,-0.16289149,0.48694939,0.03575802,0.22310841,-0.01963451,0.29659496,0.15033131,0.10108062,0.14955216,-0.01727295,0.948829316,0.703973158
P16152,-0.10177007,0.41398252,-0.0326474,0.24852659,0.60208594,-0.44821478,0.29412006,0.21537767,0.30282128,0.02515979,0.66694349,0.37196379,0.24486053,0.37493431,0.44934123,-0.39984322,0.62516141,0.87188493,1.01447349,0.72196249,0.93165974,0.77012899,0.58800756,0.94799955,0.76843708,0.81448565,0.97830215,0.50269028,0.43959847,0.42814438,0.57596666,0.28196556,0.84841015,0.9303033,0.7205917,2.942685928,0.001126353
P16298,-0.18547193,-0.49860607,-0.29104927,-0.7405363,-0.10939244,-0.29650774,0.10868638,0.02426222,0.24305737,-0.37796193,0.02983229,0.32601598,-0.07642463,-0.11612136,-0.48772376,-0.70921358,-0.2240137,-0.73306975,-0.13874292,-0.18567555,-0.80427382,-0.15745498,-0.50399223,-0.12204324,-0.60396853,-0.19014557,-0.62431464,0.0421126,-0.26253473,-0.09628152,-0.18670002,0.06121022,-0.08350019,-0.48941652,0.31189612,1.883212149,0.19057931
P16435,-0.1364346,-0.38889565,-0.13488102,-0.63099443,-0.37037704,-0.2309,-0.31978894,-0.33736375,-0.12524422,-0.16611789,-0.18434906,-0.28955193,-0.21630626,0.13904064,-0.32135241,-0.01835702,-0.38575385,-0.85315318,-0.26742966,-0.22217647,-0.36241348,-0.08325536,-0.13944544,-0.37501311,-0.57257452,-0.5293069,-0.25379366,0.09549438,-0.099837,-0.46512751,-0.49143688,-0.35757682,-0.7516552,-0.48951457,-0.16966197,1.131745246,0.615850534
P16615,0.94469777,1.04737807,-0.06459189,1.35750263,0.96664348,1.27767979,1.52627806,1.41883565,1.5637823,1.46403824,1.2673586,1.43391185,0.7601408,0.77543073,0.82943251,-0.10540432,0.95456018,1.15681927,1.08729116,1.14798836,1.18698733,1.13732792,1.17652417,1.29683637,1.14873119,1.34926268,1.13877902,1.47987421,1.2759348,1.37402098,1.03029755,1.22325376,1.13206027,1.37542321,1.04158005,0.917341315,0.654582313
P17066,0.4968216,0.3690961,0.4964944,0.2277524,0.4672533,0.4239185,-0.2338805,0.4784565,0.597864,0.2103661,0.5713304,0.5015642,0.6127971,0.5036031,0.4980162,0.4046809,-0.2734445,0.3275664,-0.3683244,0.4634486,0.5858901,0.4660786,0.4863703,0.7179811,0.5966173,0.5984461,0.6850406,0.6340588,0.5664151,0.3531844,0.6027547,0.4609701,0.6900903,0.4865109,0.5859764,1.210027356,0.479767518
P17174,0.57163,0.8001297,0.256677,1.172742,1.2525956,1.1111516,1.3287587,1.305295,1.2857745,1.2284682,1.1690641,1.3116545,0.3177717,0.283162,0.667993,0.2189222,1.2485448,1.0849666,1.2095357,0.9546109,0.9516552,1.0328684,0.9958438,1.111417,1.1292252,1.238741,1.1730773,1.3647589,1.2794517,1.1913882,1.2629009,1.2206504,1.3118624,1.1586029,1.3173479,0.967521774,0.883741711
P17252,0.82159584,0.31569231,0.20798698,0.33026991,0.39467976,0.274833,0.63359189,0.5643835,0.70015503,0.54697898,0.38584672,0.65308751,0.32131314,0.47351238,0.27793515,0.24521738,0.45088546,0.21911596,0.4555479,0.01549177,0.43959721,0.15790468,0.20017149,0.293059,0.43468871,0.5166156,0.52643244,0.51246227,0.52312954,0.46409392,0.27016807,0.397509,0.40166826,0.2071077,0.41368132,0.735497806,0.149411861
P17302,-0.589676315,-0.858607406,0.20441761,-0.422220567,-0.775087391,-0.822098869,-1.085912656,-1.086106579,-0.476993375,-0.452762859,-0.296207619,-0.36319573,-0.765071848,-0.023839872,-0.172217332,0.262357497,-0.691431723,-0.397342315,-0.762410332,-0.557683454,0.174513615,0.34328314,-0.17582329,-0.217449714,-0.408682636,0.154122571,-0.600488208,-0.43722574,-0.492409391,0.004402295,-0.221527892,-0.579910264,0.293610541,-0.100113349,-0.476670993,0.434359161,0.009294606
P17568,-0.727707,-0.68789,-0.18708,-1.22885,-1.2881281,-0.274474,-1.0173481,-1.0211513,-0.7973489,-1.0165003,-0.8991092,-0.8409041,-0.6899695,-0.9948168,-1.138075,-0.3384761,-0.5549949,-1.2825757,-1.3308922,-0.837304,-1.0572312,-0.8249733,-0.7877387,-0.8320439,-0.8632753,-0.9076031,-0.9702876,-0.9254434,-0.9352228,-0.9301099,-0.8641939,-0.7476779,-0.8711657,-0.9779339,-0.6831842,1.062924026,0.557101434
P17600,1.2206748,0.7482864,0.7988005,1.1825211,1.2451213,1.2051457,1.1737509,1.2127716,1.2138185,1.1656033,1.5026589,1.2486593,1.2094892,1.2898265,1.181091,1.1130982,1.3947621,1.3147366,1.6265085,1.3414732,1.4079953,1.1688387,1.1818424,1.4438417,1.5168476,1.4839013,1.7297151,1.3282733,1.3814614,1.2777778,1.4488738,1.3139668,1.6525447,1.6385627,1.497243,1.197439725,0.002361193
P17612,-0.24635755,-0.08372094,-0.28203923,-0.02263693,-0.01918439,-0.11412205,0.15119575,0.06513975,0.35128536,0.3883453,0.28053336,0.14221733,0.13659517,-0.23917352,-0.18261384,-0.26014996,-0.55424376,-0.14168662,-0.24687035,-0.69710792,-0.04116523,-0.15525866,-0.83582164,0.02339004,-0.24514325,-0.40835354,-0.03293224,0.09789986,0.1078604,0.15085819,-0.15259294,-0.225958,0.02500574,0.04719774,0.12479241,-3.165923953,0.003328269
P17677,0.11369346,0.09635574,0.40341756,0.3928104,-0.19598082,0.11633744,0.7700405,0.82717259,0.7175673,0.80375125,0.6938732,0.86095381,0.57820455,0.75555925,-0.30115463,0.54293703,0.30130183,-0.04825553,0.5487714,0.44468299,0.29435111,0.31496218,0.0683306,0.76948619,0.80212173,0.65097672,0.78912602,0.88729185,0.97514775,0.54745486,0.94857797,0.60982435,0.81009744,0.67887212,1.07463465,1.215216155,0.626598404
P17844,0.52727,0.53911056,-0.60782383,0.42629532,0.60498465,1.07265863,0.49332815,0.63360816,1.22775808,0.22821736,0.64291518,0.41426911,0.43912708,0.72221662,0.52103263,0.78147678,0.22342099,0.54641873,-0.32884113,0.57100456,1.04696432,0.66875369,0.37997116,0.61757223,0.45739384,0.42949168,0.20255042,0.46442074,0.18024759,0.40008282,0.17723078,-0.02859091,0.16677572,0.4047715,0.14459154,0.772867717,0.449995082
P17858,0.207084966,0.256577967,0.102645114,0.273830808,0.013013498,-0.499858569,0.067466701,0.13658242,-0.018832915,0.169764386,0.184746562,0.195117033,-0.050451799,-0.045006613,0.100656243,-0.172270161,-0.046897082,0.371299826,0.172523112,-0.008315791,-0.063177843,-0.08549934,-0.350489472,-0.053646885,0.272887493,0.026657001,-0.238009648,-0.052904564,-0.16700181,-0.024401865,0.006966372,-0.092915576,0.383619101,0.105302263,0.067317325,0.026966027,0.37556876
P17980,0.4360094,0.49261818,0.31984974,0.65558593,0.30831108,0.27200206,0.05099485,0.30896157,0.40898872,0.47515959,0.11311861,0.3290113,0.15111353,0.14940785,0.40671589,0.1251083,0.4812707,0.3511498,0.44368401,0.1759671,0.61536764,0.57911178,0.57024081,0.41892481,-0.10294535,0.35738095,0.28265023,0.49895455,0.39074184,0.23327961,0.16991466,0.19457822,0.30388389,0.09823428,0.10280198,0.875384658,0.84353895
P17987,0.43348701,-0.15147916,-0.78528226,0.42926585,0.5129303,0.33299697,0.50767691,0.66165622,0.69931534,0.52043173,0.8693517,0.72634891,-0.05659225,-0.20104352,0.49916767,0.2401417,0.31618106,0.14574566,0.37454848,0.27242688,0.49406804,0.65050766,0.25055236,0.61255794,0.50695601,0.72142311,0.41665658,0.54448393,0.67480028,0.87033263,0.88874234,0.72884961,0.79821312,0.76396442,0.38712184,1.195546417,0.347428879
P18077,-0.186549665,-0.069176402,0.040879959,0.286645341,-0.403853068,-0.345609951,-0.023689624,-0.017267442,0.193425112,-0.088875085,0.039041149,0.175021657,-0.027357222,0.097821477,0.099716737,0.135664363,-0.45563836,-0.22522652,-0.697602005,-0.011997752,-0.026207905,-0.500723158,0.129211019,0.004906639,0.193377203,0.119813954,-0.081112363,0.267516889,-0.321141812,0.23852375,0.004707797,0.246115667,0.101996452,0.073237408,0.078413222,0.725182662,0.960953552
P18085,0.6076298,0.6092518,0.034455,0.7526991,0.6395057,0.5373188,0.571406,0.5707401,0.6975708,0.6960412,0.6309281,0.6975882,0.38092,0.3943124,0.3996163,-0.3230877,0.4505787,0.6737069,0.758934,0.6337647,0.7165545,0.613294,0.4951496,0.607999,0.6771714,0.5520369,0.7455154,0.7344714,0.611388,0.6975332,0.786302,0.8032041,0.7486828,0.7565855,0.6633345,1.005538916,0.679284506
P18124,0.59765757,0.6459744,0.4871539,0.89113455,0.71367223,0.19602783,0.60940031,0.31951667,0.76883174,0.46939806,0.18138991,0.04717722,-0.41441401,-0.39320153,0.35618154,-0.22750546,0.49714547,0.81882593,0.51601338,0.4523764,0.06077995,0.42088587,0.19481163,0.62317834,0.32285061,0.60201203,0.1504211,0.37693633,0.36088062,0.55273348,0.39821804,0.653349,-0.05255335,0.55769889,0.1373623,0.613075928,0.553925398
P18621,-0.009217842,0.197342285,-0.421716928,0.501789902,0.159908261,0.237434263,0.201848038,-0.138671717,-0.089277436,-0.135824251,-0.187677355,0.080472264,-0.093119818,1.487069924,0.135144739,-0.834813575,-0.272311881,0.213623006,-0.127086494,-0.094013855,-0.176137565,-0.131826762,-0.104947987,-0.562576197,-0.45302383,-0.150845368,-0.558541859,-0.27782678,-0.458833003,0.021102655,-0.30616253,-0.207633467,-0.247530794,-0.273669302,-0.445759332,-5.158986921,0.100510034
P18669,0.330227,0.6155467,0.3847941,0.7916985,0.9827441,0.4764279,0.3633694,0.7264994,0.2328843,0.2955735,1.0602678,0.4947396,1.0655476,0.851994,1.2064083,1.0104859,1.1796751,1.4717505,1.4930608,1.1705115,1.17724,1.2674735,1.1318247,1.2345609,1.3237136,1.1787753,1.2740412,0.7918066,0.5361072,0.6803572,0.8783506,0.6926343,1.1762332,1.2251164,0.9464878,1.928233339,0.000202143
P19013,0.243865051,-0.154896062,0.450282064,-0.503240959,1.114894714,0.426182983,0.169347334,-0.666348859,-1.577623484,-0.291056583,-0.294936899,-0.880831265,1.027960788,0.037410458,0.192062128,1.597038061,0.432515535,0.28904913,-0.400107987,0.098731503,1.087937756,-0.090454248,1.368823647,0.31197732,0.041522806,-0.322993249,-0.185878469,-0.989304063,-0.270683908,-0.317741848,0.12386774,-0.312158259,0.007393031,-0.794545899,0.291676121,-0.856327991,0.458994905
P19022,-0.26764128,-0.379333,-0.2769938,-0.77285862,-0.30445858,-0.48341861,-0.44642472,-0.70325689,-0.40161794,-0.42720829,-0.48125033,-0.570743,-0.27648694,-0.37132863,-0.05319701,-0.34101067,-0.21096142,-0.74538937,-0.50278548,-0.1256793,-0.62489822,-0.15339168,-0.21494023,-0.60926433,-0.29729158,-0.4036427,-0.45455568,-0.42831498,-0.47899183,-0.2738249,-0.19062269,-0.56573402,-0.57455985,-0.09895482,-0.53371885,0.806896106,0.176758947
P19086,0.28191262,0.10146652,0.06068171,-0.16358824,0.2213398,-0.07531314,0.05385288,0.1378666,0.17896074,0.1767601,0.09349996,0.22545253,0.18793997,0.2094212,0.12726829,-0.26316094,0.07325227,-0.14116636,-0.24003694,-0.05219654,-0.0733752,0.06924167,0.3274481,-0.3601126,-0.41744648,-0.28408493,-0.62148331,-0.15123572,-0.43841603,0.10123458,-0.29282842,0.11767926,-0.06223259,-0.62982732,-0.65080929,-1.398251409,0.000539886
P19105,-0.120693793,-0.216852085,-0.009521992,-0.21745082,-0.225745581,0.033549267,-0.615684412,-0.299892371,-0.772023292,-0.320768529,-0.638701754,-0.74251091,0.34719017,-0.154637703,-0.057599041,-0.008753593,0.137637894,-0.160538504,-0.076897398,-0.095813088,-0.328315617,-0.18654253,-0.237742947,-0.174117116,-0.317970312,-0.123885715,0.062925186,-0.68892731,-0.34311406,-0.377462257,-0.585273207,-0.437559878,-0.489375362,-0.168149062,-0.675446257,0.646825697,0.607557014
P19338,0.8839801,1.1686188,0.1984931,0.9564618,0.9783054,0.7625824,0.45468,0.5882004,0.4536201,0.3221209,0.8634881,0.4642435,1.0781949,0.95569,1.2262258,0.7400714,0.8874904,0.986788,1.1275274,1.1356445,1.2236413,1.4518448,1.4033377,0.9345659,0.7067069,0.7163891,0.7614972,0.5737798,0.3194349,0.5594372,0.331542,0.4045053,0.5960721,0.8789013,0.5446984,1.259681428,0.211660804
P19367,1.1543585,0.7704983,0.3292478,1.4342354,1.4390204,1.1929224,1.6854685,1.6409887,1.6656712,1.6330973,1.522304,1.6067412,0.8198901,0.4758995,0.6545394,0.3226943,1.2229993,1.313596,1.527004,1.2840257,1.3921474,1.2108925,1.2002807,1.4709957,1.5462097,1.5032052,1.3967941,1.5973261,1.5369823,1.532659,1.5548441,1.449606,1.5152621,1.4035502,1.5775095,0.957784262,0.959660658
P19404,-0.3399072,-0.49188474,-0.52035611,-0.97755689,-0.24997155,0.08475732,-0.82019319,-0.57635995,-0.7002179,-0.8301115,-0.64256909,-0.81453635,-0.29741647,0.21299038,-0.66250283,-0.01091878,-0.66478101,-0.84869532,-0.67112623,-0.61407511,-0.55489581,-0.27677559,-0.41330561,-0.13082063,0.03999417,-0.53421704,0.07507556,-0.64126923,-0.72596713,-0.71059559,-0.45709469,-0.52852545,-0.51330827,-0.14727151,-0.55812817,0.730674483,0.191261782
P19525,-0.38765086,-0.0651948,-0.38320805,-0.0865263,-0.1925209,-0.16887465,-0.52104032,-0.17753204,-0.30063953,-0.32643108,-0.31277033,-0.19998814,-0.53091328,-0.30487017,-0.65243922,-0.22754768,-0.31124407,0.07719708,-0.45514617,-0.30943977,-0.10131504,-0.25123498,-0.24804271,-0.34151832,-0.56968312,-0.45073906,-1.10393928,-0.35361346,-0.66677096,-0.41675382,-1.09116799,-0.16709983,-0.57092056,-0.6224237,-0.41484953,1.685083368,0.037093412
P20020,0.02253555,0.20631789,0.34965916,0.92374663,0.37980686,0.37191274,1.55904374,1.26768608,1.4669953,1.48483372,1.13870613,1.26932097,0.31073944,0.06669666,-0.08988907,-0.39312819,0.28413924,0.57240939,1.09465376,0.68175678,0.40069117,0.42892208,0.36327679,1.11312428,1.07757263,1.00476699,1.14286237,1.253861,1.394457,1.17603178,1.06075365,1.16631837,1.08295802,1.10995113,1.07911296,0.868620588,0.532615909
