Uniprot,Control,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9,Control.10,Control.11,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Disease.21,Disease.22,Fold Change,t_test_p_value
Q6PIU2,0.5204125,0.7058383,-0.6554759,0.7812946,0.4165154,0.6900877,0.6522088,0.7390994,0.8692902,0.9231692,0.6866594,0.8658303,0.4415264,-0.1941085,0.7335778,-0.535394,0.3776457,0.6444631,0.6747938,0.4973672,0.591297,0.6028621,0.5834881,0.7611254,0.6621543,0.7236208,0.4119207,0.806329,0.5535639,0.8146911,0.7593049,0.847215,0.6461978,0.8123112,0.820068,0.945304854,0.886004383
Q6PKG0,-0.11498342,-0.28038345,-0.04431566,-0.22258579,-0.07449772,0.22637412,-0.44419177,-0.63911936,-0.40735528,-0.35727533,-0.50884201,-0.561424,0.12826897,-0.22019148,-0.09911106,-0.10236945,0.12883624,-0.58522591,-0.36759224,-0.04382791,-0.84857752,-1.04090523,-0.21215039,-0.47493967,-0.55695447,-0.49142029,-0.71309485,-0.59034829,-0.54539935,-0.22846444,-0.64734184,-0.37744938,-0.56421497,-0.63591458,-0.52795659,1.463344748,0.086949532
Q6UW68,-0.18684468,-0.23376554,0.13889239,-0.4142509,0.35008959,0.16408956,-0.40104374,-1.01200209,-0.20319862,-0.16450371,-0.53112623,-0.3674658,-0.08066193,-0.28130185,-0.18247636,-0.25070709,0.10295061,-0.55345596,-0.28972402,-0.55688345,-0.54853443,-0.24701219,-0.13975157,-0.35178306,-0.58224878,-0.42762732,-0.52278145,-0.41444553,-0.39806172,-0.27150509,-0.3796894,-0.44224778,-0.6393398,-0.64495419,-0.52114561,1.572511316,0.176364115
Q6UWP8,-0.4243919,-0.38614469,-0.14945478,-0.86034187,-0.34372258,-0.58748378,-0.67021993,-1.12397124,-1.16456528,-1.13664084,-0.90761776,-0.53085111,-0.31040873,-0.10774115,-0.47095268,-0.5921989,-0.12973191,-0.93972174,-1.45359042,-0.71349121,-0.44455403,-0.57155698,-0.38777837,-0.50434302,-1.01814719,-0.98012415,-0.05846266,-1.04822139,-0.80959607,-1.36336239,-1.01341315,-0.01925117,-0.92596872,-1.41870348,-1.49382241,1.056345122,0.6374986
Q6VY07,-0.29538799,-0.137062841,-0.078377648,-0.46443744,0.082685376,-0.262127843,-0.184975917,0.138151456,0.399065109,0.182770363,0.090052842,-0.070838931,-0.059901106,0.096133366,-0.089727356,-0.028772011,-0.091346383,-0.442694002,-0.472779991,-0.333104729,-0.200096957,-0.284076455,0.061150656,-0.537812793,-0.093947368,-0.17755058,-0.250017905,0.218189803,-0.005242276,0.128987649,0.287007013,-0.077646448,-0.252670679,-1.024963316,-0.105948347,3.246801392,0.139212259
Q6YP21,0.086253609,-0.342489694,0.132497914,-0.560869764,-0.496126375,-0.948099759,-0.098983478,-0.144315609,0.054972654,0.091449885,-0.087761945,-0.131424968,-0.095763748,0.025592546,-0.266966453,-0.473490355,-0.083671766,-0.241575292,-0.164359892,-0.41603157,-0.291973425,-0.378202761,-0.136802896,-0.141928454,-0.244340495,0.042058379,0.287497808,-0.074874428,-0.042479176,0.009214763,0.187458212,-0.036008931,-0.116261849,-0.011140981,0.027405223,0.562657999,0.314658419
Q6ZVM7,-0.24496822,-0.22355933,-0.08259559,-0.72081252,-0.20588728,-0.40863354,-0.32385439,-0.23512106,-0.31981129,-0.02169036,-0.22119448,-0.09648172,-0.12919711,-0.12332113,-0.14043545,-0.43771279,-0.04138863,-0.79264296,0.02858217,-0.22102566,-0.0157249,-0.77141016,-0.46363504,-0.32187414,-0.37547351,-0.07093541,-0.39275965,-0.58364585,-0.39255828,-0.14629644,-0.493115,-0.38473984,-0.28051347,-0.06201655,-0.26472452,1.155627581,0.43446726
Q6ZVX7,0.18461558,0.22162221,0.072736,-0.81856488,0.20911494,-1.11313277,-0.57164663,-0.55212605,-0.39246602,-0.48616662,-0.59817853,-0.72400019,0.0162651,0.40623115,0.05140591,-0.46253273,0.02796328,-0.68324466,-0.96148575,0.0813386,0.03548495,-0.38385482,0.2966442,-0.66847254,-0.75634554,-0.81446958,-1.11710761,-0.65545089,-1.47011056,-0.90023984,-0.7614868,-0.33858787,-0.77764848,-1.55021762,-0.73757029,1.384639492,0.358087809
Q709C8,0.153592406,-0.290822476,-0.024047706,-0.397871419,-0.296132154,-0.343875896,-0.105643212,-0.007720354,0.006403981,0.103760991,0.061501551,0.167040907,-0.33049832,-0.182674561,-0.315403304,-0.272605213,-0.242360316,-0.807375692,-0.296842962,-0.090233843,-0.246100434,-0.344968318,-0.260087124,-0.032737933,0.150291872,-0.07991669,-0.067311732,0.045480092,-0.122157065,-0.100974463,0.030546904,0.03914004,0.03438584,-0.025723774,0.19755619,1.779059272,0.845709839
Q71U36,0.6238935,0.91028177,0.38867962,1.10667923,0.98385101,1.04370564,0.85193883,0.98731071,1.21452482,1.37190149,-0.13523903,1.29422224,0.59795214,0.36488531,0.88500749,0.04706889,1.12475239,1.00847059,0.84874443,0.89927112,0.80303672,0.87738984,0.23945311,0.49683209,1.07327842,0.98339786,1.06192962,1.34896931,0.96063172,1.31097772,1.31863894,1.27504197,1.24283873,1.17034864,1.27088697,1.039865143,0.721743501
Q7KZF4,0.0621294,-0.39149351,0.14344384,-0.93240308,-0.07718367,0.10767646,0.42668445,0.6298795,0.30027079,0.088963,0.49183901,-0.02703653,-0.15372892,-0.27358094,-0.10109603,0.34506393,-0.03418171,0.09013611,-0.33512502,0.10703542,0.43697236,0.24339468,0.11856314,0.76613645,0.77960765,0.30171226,0.13750646,0.04347953,0.40715924,0.50875676,0.35488399,0.07661014,0.15320418,0.4664553,0.13751963,2.902065082,0.245401929
Q7KZI7,-0.06757722,-0.0935259,-0.24303439,-0.29732288,-0.36582582,-0.0110923,-0.05504761,-0.36630982,-0.06261492,-0.09861548,-1.10781966,-0.378322,-0.05589383,0.2016988,-0.2477253,0.13414155,0.09277344,-0.47392905,-0.33116554,-0.15748055,-0.38151109,-0.37494493,-0.03111948,-0.24859254,-0.33949058,-0.90496727,-0.44938948,-0.14344883,-0.09722905,0.07040443,-0.21941306,-0.14720473,-0.27071658,-0.6948002,-0.10058672,0.857199511,0.783407722
Q7L099,0.77736907,0.85516075,0.31926868,0.82498566,0.49757769,0.49512126,0.68228765,0.76617338,0.87926171,0.83448586,0.59329045,0.74386599,0.26070726,0.00948393,0.7306389,-0.31736524,0.46259382,0.60910697,0.75679592,0.8862736,0.68391434,0.79982476,0.58952039,0.51467923,0.82232591,0.66573976,0.73286051,0.821433,0.72102128,0.69567472,0.79193424,0.78428257,0.72825236,0.69546951,0.85544286,0.902324968,0.92772698
Q7L0J3,-0.516363368,0.183273756,0.004659291,-0.036481215,-0.610561848,-0.425762944,0.430723859,0.450397463,0.623250722,0.669494016,0.433552179,0.645208341,0.128612983,-1.039382827,-0.57873512,0.38535616,-0.655215683,-1.219013465,-0.159910077,-0.219052324,-0.980789135,-1.064835948,-0.42255455,0.380383437,0.449956581,0.385737982,0.431765794,0.234721919,0.320327054,0.355409702,0.095624499,0.308825706,0.392773103,0.326159014,0.18363611,-0.55240248,0.088945079
Q7L1I2,-0.21926951,-0.79751596,-0.42403011,0.0849745,0.14162447,-0.03862352,0.52045071,0.46258759,0.51284247,0.42951033,0.23644524,0.54160815,-0.18105315,-0.40199928,-0.01284999,-0.24063045,-0.90461378,-0.04313486,0.09959823,-0.24543281,-0.21913611,-0.13239745,-0.05837235,0.18288939,0.14361995,0.27713538,0.36714282,0.4376024,0.26008148,0.19427226,0.1521226,0.23448192,0.36412738,0.15160158,0.35551732,0.280748644,0.571384828
Q7L2E3,0.29364809,-0.10435469,0.2927516,-0.91882052,-0.2730751,-0.44435422,-0.70103604,-0.30515537,-0.26072144,-0.25039369,-0.74440959,-1.0096333,-0.04549711,-0.71724175,-0.25508705,0.32294395,-0.05201945,-0.70077712,-0.44576749,-0.92908217,-0.79513316,-0.42349732,0.04167021,-0.22594795,-0.60971259,-0.30945299,-0.50722668,-0.24007032,-0.66743701,-0.41246197,-0.83992374,-0.96649908,-0.65471232,-1.15244762,-0.57961529,1.316267965,0.426540255
Q7L523,-0.4313881,-0.3570976,-0.780898,-0.2793826,-0.2285644,-0.6323825,-0.3303939,-0.4945637,-0.2213808,-0.4017269,-1.1522197,-0.4325123,-0.1697132,-0.6479452,-0.3448456,-0.5883546,-0.3527452,-0.3307365,-0.4509415,-0.2086465,-0.4125317,-0.3006369,-0.5657935,-0.830765,-0.6678847,-0.6194786,-0.6185457,-0.7736368,-0.7078908,-0.374811,-1.0306754,-0.9819861,-0.9250369,-1.0699451,-0.6819944,1.240682108,0.123248768
Q7L576,-0.61222409,-1.58269074,-0.09062793,-0.31675142,-0.32819589,-0.29077702,-0.22284939,-0.39139409,-0.16198913,-0.01691872,-0.50535113,0.04557972,-0.34501967,-0.10820742,-0.43782454,-0.39840595,-0.32252887,-0.50821064,-0.45090596,-0.32549556,-0.4883347,-0.41524727,-0.51312089,-0.34383799,0.18539088,-0.40927843,-0.55698939,-0.48081509,-0.40412627,-0.4390302,-0.27694104,-0.53249907,-0.49946928,-0.33625219,-0.45895784,1.033884419,0.775291882
Q7L775,-0.058264599,0.005307087,-0.180294717,-0.151707329,-0.033590124,0.020025963,-0.500463507,-0.251978277,-0.816240088,-0.489690642,-0.421039652,-0.386578179,-0.253543213,-0.30547133,0.036152178,-0.342346733,-0.116468344,-0.320683449,-0.422320864,-0.139441176,-0.277214741,-0.726528352,-0.428229733,-0.49795413,-0.52887198,-0.563842149,-0.73384676,-0.370465038,-0.871986962,-0.505154007,-0.779543183,-0.673786132,-0.389074027,-0.434639567,-0.969229429,1.696422259,0.051732476
Q7Z3B1,-0.158959389,-0.018863791,0.001124597,-0.092326797,-0.306660817,-0.037798065,-0.110885169,-0.083550166,0.12898483,0.019789779,-0.577835413,0.019835926,0.374905759,0.355932611,-0.031016501,0.580483223,-0.540639106,-0.343847002,0.308783355,-0.583595134,-0.226683424,-0.196364841,-0.712809328,-0.691275833,-0.161806374,-0.250530738,-0.120594279,0.112659701,0.311076445,-0.094481431,0.354363959,0.096688509,0.222983778,-0.313795407,0.455821392,0.468841058,0.925564446
Q7Z3D6,-0.206294626,-0.258297002,-0.05360229,-0.542905815,-0.594338845,-0.108281426,-0.543392818,-0.072171482,-0.490234863,-0.726426036,-0.674252247,-0.204689107,-0.245984415,-0.026098902,0.035413428,-0.072602587,-0.177366025,-0.380858584,-0.350383417,-0.149819637,-0.777314354,-0.492285726,-0.610341435,-0.473435888,-0.642570084,-0.308494782,-0.007409258,-0.571840442,-0.481276505,-0.624187608,-0.383151985,-0.5408883,-0.224613067,-0.313975375,-0.672377033,0.990089163,0.987247686
Q7Z4S6,-0.358993715,-0.262231071,-0.007721335,-1.644403902,-0.228187901,-0.255472853,0.190545413,0.098305137,0.34887037,0.148892739,0.152724472,0.082214584,-0.165417969,-0.1861674,-0.118385864,-0.209391882,-0.40939098,-1.034597754,-0.774697747,-0.538562027,-0.17528192,-1.20333259,-0.354621768,-0.198681378,-0.003626395,-0.036287905,-0.064687905,-0.095196003,0.192027328,0.184606774,0.128984671,0.144531842,0.029205502,0.275706268,0.16743673,1.336570834,0.70410062
Q7Z6B0,-0.23524995,-0.22177365,-0.08607382,-0.34316002,-0.29639147,-1.16635946,-1.19121944,-1.13555949,-0.6668033,-0.49688629,-0.36779183,-1.06298868,-0.11499415,-0.16108542,-0.41820081,0.01670907,-0.48321412,-0.26875026,-0.17817645,-0.21497416,-0.45394526,-0.19682196,-0.20324531,-1.02101238,-0.94888589,-1.09943912,-0.54390785,-1.09271435,-0.44221249,-0.61149049,-0.57249596,-0.53009144,-0.99956018,0.2315244,-0.37766547,0.766767904,0.441037488
Q7Z6G8,-0.292074559,-0.137238719,0.018450768,0.108453363,-0.019369561,-0.827785407,0.03827991,-0.00300467,0.254492403,0.287207164,0.21941573,0.372774207,-0.434827327,-0.228490275,-0.153870456,-0.05883656,-0.935938322,-0.681060712,-0.552263246,-0.070906306,-0.958976211,-0.755670731,-0.246433785,-0.768318367,-0.545360599,0.021676105,0.038127036,0.007112595,0.105679939,0.045104025,0.193528983,0.074405663,0.105460964,0.132067208,0.250954029,-144.1879996,0.102425125
Q7Z6L0,0.449874821,0.207943827,0.099396668,0.082802921,0.057050095,-0.051683647,0.295832385,0.234154968,0.483364842,0.441276089,0.373871311,0.388304128,0.219374724,0.140683282,-0.129915512,-0.031583266,0.004328976,-0.165411837,0.327416,-0.046818355,-0.128419406,0.016585543,0.020369736,0.595534769,0.270620247,0.28088305,0.366219088,0.387951204,0.62570591,0.215073558,0.374423259,0.386038308,0.474731067,0.242657821,0.642557288,0.867070515,0.840658689
Q7Z6Z7,0.296964903,0.064698354,0.064817191,-0.500346065,0.007392917,-1.587330217,-0.808506212,-0.427768876,-0.340996434,-0.379309931,-0.776144705,-0.96529783,-0.013638506,-0.032355315,-0.050951309,0.133259513,-0.288180358,-0.899607949,-0.750138588,-0.280830512,-0.369054803,-0.299406868,-0.030108045,-1.128473243,-0.700375447,-1.377651129,-1.206021856,-0.512978133,-1.371674951,-1.514990364,-1.431332357,-0.654554349,-0.835465193,-0.818553654,-0.891810308,1.493993895,0.22475688
Q7Z794,1.26373796,1.07226825,2.62447785,0.36792163,1.21428792,1.02551848,0.24040025,-0.26707445,0.06761793,-0.29382586,-0.64748152,-0.56413847,1.20806787,1.3839679,0.96295309,1.3417605,1.31844121,0.66458002,0.61384577,0.6692414,0.89662074,1.15723751,1.22216914,-0.21279315,-0.38675838,-0.38073801,0.62196922,-0.18190083,-0.68620012,-0.33195761,-0.09214268,0.580672,-0.31304402,-1.54742169,-0.95463477,0.64570295,0.518825292
Q7Z7H5,0.038994117,0.020714129,0.198706379,-0.173055603,-0.177533821,-0.008419576,-0.281331666,-0.188677737,0.19200354,-0.576482502,-0.221161519,-0.010521061,0.148508605,0.506909391,0.400119097,0.032399774,-0.105006392,-0.015516562,-0.172984565,0.004294391,0.078945993,0.071377348,0.278963281,-0.410277305,-0.280766969,-0.022656209,-0.450572575,0.088523593,-0.196447177,-0.381768226,0.126033802,0.107813882,0.021180232,-0.18474399,-0.298559269,0.287619892,0.532453874
Q86SK9,-0.02763432,0.03083234,0.17576859,-0.60275669,-0.39602625,-0.20050248,-1.47592683,-0.85386231,-1.37001083,-1.41792184,-0.83259294,-1.37233957,0.33206376,0.94825532,0.1824526,0.21847043,0.27062884,0.67881818,-0.34389482,-0.20733435,-0.98857866,-0.6131749,-0.11954194,-0.78289593,-1.01916435,-1.6388376,-1.03009212,-0.91157889,-0.91135469,-0.99095759,-1.66050163,-1.03033664,-0.93913114,-1.5438095,-1.63825621,0.859171463,0.918461324
Q86UE4,-0.08984479,-0.09860682,0.65430554,-0.46211095,-1.34748725,0.77743625,-0.51411672,-0.07873288,-0.25479353,-0.26481757,-0.11486196,-0.38521053,0.31247377,-0.16758349,-0.10714633,0.17975473,0.03346182,0.01798654,-0.04776394,-0.0766691,0.041147,-0.35314618,0.31784131,-0.25141098,-0.26416995,-0.0849359,-0.33003534,-0.44980692,-0.33168891,-0.50693897,-0.15682396,-0.41447757,-0.61347647,-0.09074939,-0.47101871,0.913571439,0.819240124
Q86UP2,-0.19303319,-0.31978257,-0.64660706,-1.10574008,0.75550248,-0.05008099,-0.42821404,-0.09526426,-2.00649643,-0.48075159,-0.35290591,-1.31901384,-0.13341264,-0.19354901,-0.2928834,-0.35747122,-1.392252,-0.1265009,-1.09039987,-0.53855647,-0.43846638,-0.65345006,-0.4341327,-0.07146403,-0.26119646,-0.22654236,-0.49604334,-0.84690496,-1.20613667,-0.96560649,-0.30534068,-0.719905,-0.24625527,0.17259611,-0.80951479,0.972319336,0.973314956
Q86VP6,-0.76584741,-0.07277519,0.08195755,0.52537544,0.30424753,-0.05229226,0.99419556,0.96659268,0.97286859,1.00000866,0.87917565,0.96468571,0.08597928,-0.0140296,0.31541718,-0.27393395,-0.24718677,0.54447903,0.40056222,0.23934826,0.36170404,0.0188758,0.19721113,0.63246357,0.69566544,0.79284,0.72118593,0.92608269,0.85894974,0.87869753,0.59905448,0.62796543,0.56679101,0.6799604,0.74271338,0.931396364,0.570007585
Q86WG3,-0.002744371,-0.229917274,-0.440793661,-0.451537548,-0.379312038,-0.245051524,-0.356471355,-0.438303328,-0.438891497,-0.538153343,-0.431219025,-0.352742548,-0.357074587,-0.492541758,-1.158803171,-0.349980239,-0.273319792,-0.442928312,-0.722039054,-0.077772723,-0.361855199,-0.245168976,-1.393015122,-0.414628788,-0.74026011,-0.854055711,-0.364218127,-0.538897257,-0.639400017,-0.511097899,-0.936301604,-0.52056656,-0.39672283,-0.478967435,-0.412675882,1.536965437,0.021198925
Q86WT6,-0.18067182,1.18631581,-0.42171693,0.11158068,0.59871388,-1.31805466,-0.35310121,-0.33794291,-0.08084569,-0.18397588,-0.38079894,-0.17615037,1.38579948,-1.29856842,-0.37619355,1.54759668,1.33527195,-0.05320353,0.38215055,0.59156472,0.51130633,0.73477747,-0.22574073,-0.60374613,-0.52511847,-0.26308686,-0.55187231,-0.07422692,-0.20415432,-0.36798854,-0.17099738,-0.25971992,-0.19517295,-0.2629238,-0.71266834,-0.116487881,0.847866718
Q86Y39,-0.10498978,-0.37571294,0.05554649,0.01537422,-0.33350258,-0.08864188,-0.15214778,-0.2414081,-0.10339643,-0.12468159,-0.02948246,-0.19236195,0.01175713,-0.38171934,0.01963478,-0.2001741,-0.16637165,-0.15602107,-0.11544097,-0.46996617,-0.44635565,-0.31840426,-0.12373291,-0.15052063,-0.1136973,-0.30446195,-0.32633615,-0.16886193,-0.22370665,0.02814916,-0.03527137,-0.23675408,-0.26754036,-0.2221466,-0.02981551,1.369509174,0.165761818
Q86Y46,0.557399755,0.793867547,0.347954063,0.381178232,1.281543311,1.073151654,0.386747438,-0.28597016,-0.011206085,-0.054682064,-0.204697183,-0.117155808,0.90971928,1.016702691,0.496031415,0.786696778,1.642793911,0.332609073,0.604223035,1.082044115,0.974537192,1.1401488,1.249151382,0.050810628,-0.200036801,-1.008262227,0.308506618,-0.178514437,0.34267543,-0.323535086,-0.000910166,0.132535378,-0.490823199,-0.405005609,-0.413972862,1.01226847,0.812780038
Q86Y82,0.002879184,0.058489678,-0.150916287,-0.536747292,-0.101372156,-0.069957672,-0.172383934,-0.031340922,-0.112000226,-0.809967845,-0.049509236,0.026206591,0.563161027,-0.039294293,0.333744181,-0.203566928,-0.293442731,-0.189152744,0.254532354,0.157762181,-0.092512505,-0.298459447,-0.386452888,0.326910123,0.279763626,-0.152607109,-0.127369306,-0.217675962,0.116786712,-0.287463354,0.140591642,0.165952686,-0.085598094,-0.225243777,0.244521009,0.004050793,0.415856461
Q86YM7,0.21744345,-0.02875143,-0.24923052,-0.37176508,-0.07102006,-0.18741901,-0.4528298,-0.57706517,-0.46094097,-0.40712577,-0.48301347,-0.90774012,-0.24160376,-0.16031023,-0.29029847,-0.34998024,0.10295061,-0.4773765,-0.665005,-0.24532498,-1.007489,-0.32930976,-0.2260589,-0.66989364,-1.21912547,-0.7349991,-0.7467075,-0.44886648,-0.36602431,-0.47566761,-0.54968547,-0.47864312,-0.43155569,-0.54197979,-0.47496089,1.44584891,0.201447368
Q86YZ3,0.86614407,0.78651121,1.09261805,0.47930627,0.58376279,0.63248421,0.22630071,0.37716385,-0.48946922,-0.16441519,-0.71691272,0.12477688,0.92832312,0.98001254,0.68661458,0.85263853,0.9228844,0.07056285,0.32843511,0.48962081,0.36409177,0.74157315,0.37419993,0.49810605,0.31930233,-0.01890008,0.07063856,-0.55900029,-0.19439016,-0.81262516,-0.58978356,-0.30288149,-0.40944116,0.02638268,-0.48198646,0.588511913,0.397582598
Q8IU85,0.32676429,0.06558615,-0.05899904,0.4876541,0.11437875,0.25100957,0.45207188,0.33519102,0.41980615,0.09397631,0.33069273,0.34366158,0.1084003,-0.11069312,0.03989918,-0.96066958,0.3807497,0.2943096,0.32378832,0.14526013,-0.13344418,-0.36321605,-0.07516313,0.02119085,0.1947505,0.19347234,0.27903785,0.60863,0.44312659,0.46359112,0.46500903,0.28901021,0.36718946,0.2988006,0.37324838,0.601685711,0.350467448
Q8IV08,0.27219044,0.4822617,0.11572543,0.12071241,0.23086506,0.25808862,-0.23072783,-0.29273721,0.217029,-0.09372174,-0.02418034,-0.09828777,0.16029704,0.20771698,0.25201678,0.05403412,0.01614611,-0.01800246,0.02325526,-0.36236915,-0.77614275,0.11588881,0.21438725,0.07555344,0.02371169,0.0163956,0.06855234,0.23979516,0.01618014,-0.26915119,0.08355824,0.22641035,-0.01003822,-0.08010502,0.16017982,0.238882722,0.484718676
Q8IX01,-0.08589716,-0.82617385,-0.36156755,0.6984467,0.47112498,0.09882204,-0.11321183,0.68630489,0.03936976,0.19901632,0.23267526,-0.08613021,-0.13101993,-0.10090923,-0.62597067,-0.08716495,-0.0941643,0.17017297,-0.2749418,-0.43940029,0.17606256,-0.15906916,-0.15669379,0.01407609,0.05148883,-0.07969715,-0.74042192,0.22739461,-0.02654802,0.17045264,-0.43860172,-0.27443956,-1.00360993,-0.26561646,-0.07726185,-2.281225123,0.084889204
Q8IXI2,-0.397276,-0.4301371,-0.3219796,-0.4760287,-0.5371165,-0.2394707,-0.6759678,-0.4408126,-0.5270239,-0.2966729,-0.22801,-0.5459688,-0.3530635,-0.2185283,-0.4584693,-0.4377128,-0.4854011,-0.7984915,-0.487702,-0.5771776,-0.5167243,-0.3200804,-0.5105616,-0.5673419,-0.6402797,-0.5579726,-0.6274612,-0.6420573,-0.6589878,-0.6897023,-0.2101692,-0.3606409,-0.6392886,-0.3800285,-0.6495017,1.201985969,0.070723718
Q8IXJ6,-0.22865188,-0.51678328,-0.35704461,-0.46811004,-0.53923725,-0.43907441,-0.41976965,-0.45036753,-0.52465454,-0.48942597,-0.02870593,0.20429638,-0.43257132,0.04325019,-0.37163787,-0.47610138,-0.44863027,-0.56213993,-0.34933852,-0.44764542,-0.48348366,-0.32687239,-0.50331266,-0.28888582,-0.33774977,-0.67334456,-0.33630287,-0.36628922,-0.36935356,-0.50635461,-0.58783298,-0.07657172,-0.45110681,-0.52628764,-0.25470703,1.119237139,0.751871997
Q8IZP0,0.7135835,0.4437985,-0.1869759,0.5369147,0.2544237,0.2140101,0.1709672,0.2710332,0.5432497,0.3130776,0.4842639,0.3406207,-0.3437145,-0.3210257,0.2337681,-0.2359022,0.4206364,0.2898818,0.1762175,0.171292,0.0632678,0.2449164,0.1733685,0.2051921,0.3901301,0.2742547,0.2230017,0.2661673,0.3336941,0.5320516,0.3504438,0.2269784,0.40805,0.4475464,0.465391,0.635868469,0.906255777
Q8IZR5,-0.3723529,-1.13441,-0.7389049,-1.2791299,-0.5166981,-0.8974992,-0.5393571,-0.7982536,-0.4611147,-0.6674089,-0.8010526,-0.6967288,-0.4477367,-1.0168302,-0.9124074,-1.4000475,-0.6356809,-0.9027399,-0.9908147,-0.764806,-0.6265885,-0.6215521,-1.1256423,-0.6829358,-0.7662693,-0.7248507,-0.8951896,-0.5993412,-0.6644015,-0.6831331,-0.6931622,-1.3998273,-0.628669,-0.7552429,-0.4899506,1.079929339,0.456713777
Q8N111,-0.1361367,-0.39813091,-0.06662936,-0.23995108,-0.13051428,-0.38024561,0.49366037,0.41787965,0.60137601,0.61477033,0.35523618,0.64161433,0.10363509,0.02915618,-0.05392672,-0.80577781,-1.22346289,-0.46742769,-0.15290482,-0.38267298,-0.34516947,-0.22721857,-0.16706831,0.46647682,0.48849495,0.43840353,0.58351074,0.56405829,0.68728894,0.5251955,0.64083133,0.57525811,0.62103624,0.47939195,0.58957184,0.87303735,0.819099458
Q8N126,0.220083068,0.10955474,0.116026543,-0.777289902,-0.179024687,0.020446761,-0.48414167,-0.623460269,-0.150145026,-0.132612531,0.003828749,-0.248930404,-0.006378474,0.381390488,0.203675488,0.314838794,-0.066757969,-0.191521669,-0.239172274,-0.185028258,-0.090108101,-0.25736788,-0.159748919,-0.299127583,-0.221775286,0.056210547,0.176319433,0.059044457,0.092182497,0.063245565,0.307822625,0.093931465,0.157271291,0.008181885,0.559275048,-0.185657289,0.028472736
Q8N163,-0.10568393,0.1484859,-0.61362494,-0.0850725,0.04423227,-0.18490736,-0.1669417,0.1526022,-0.84142483,-0.42875096,-0.10027347,-0.27628946,-0.11445989,0.04694685,0.08184945,-0.44184208,-0.09386418,-0.24335125,-0.80288407,-0.06713947,0.12386652,-0.15485923,-0.53527505,-0.83387393,-0.87335666,-0.20746175,-0.52018022,-0.27938057,-0.76667757,-0.02766013,-0.48865982,-0.17786589,-0.33118823,-0.39213176,-0.14569659,1.538086302,0.281858537
Q8N1B4,-0.30810647,-0.35952302,-0.49207978,-0.38766323,-0.43199363,-0.27580907,-1.10778423,-0.1551564,-0.93486839,-0.63466052,-0.36425701,-0.43152227,-0.07561759,-0.25057818,-0.20239468,-0.43771279,-0.25239712,-0.53251117,-0.51440381,-0.32878233,-0.31926883,-0.43853205,-0.35136888,-0.46653318,-0.64762742,-0.45729981,-0.71780553,-1.08084017,-0.99929568,-0.3799671,-0.31849131,-0.51558456,-0.50101637,-0.47531013,-1.09502761,1.007254302,0.684459197
Q8N1G4,-1.36083969,-0.392395107,0.056124153,-0.24642538,-0.308924332,-0.219474909,-0.140799168,0.147420588,-0.017360888,-0.078396194,0.082366014,-0.077178006,-0.124541313,0.003667603,0.045389879,-0.072835352,-0.298079121,-0.805713824,-0.762866844,-0.201760459,-0.302827255,-0.744878982,-0.17672034,-0.101518316,0.229596428,-0.080339618,-0.053171827,0.124183849,0.209417499,0.278041247,0.112913598,0.245427088,0.202914272,0.049131525,0.085654278,0.436622569,0.826892664
Q8N1I0,-0.411498453,-0.061334995,-0.010769181,-0.693830748,0.059530307,-0.070368824,0.411430643,-0.241614579,0.307433959,0.089446721,-0.241365945,-0.254328963,0.064853072,0.238099462,-0.121920192,0.018755327,0.095117756,-0.539597979,-0.338964944,-0.008249351,-0.949229739,-0.195738791,-0.681700021,-0.67756506,-1.034398775,-1.250474187,-1.152587807,-0.170614095,-0.036427534,-0.573683153,-0.369652161,-1.266649177,-0.402589966,-0.890571754,-0.342149518,4.943387101,0.002011473
Q8N1N4,1.1225779,1.1189904,1.3097323,0.5948635,1.1618203,1.2192823,-0.7860022,-0.3993316,-0.2075855,-0.5680388,-0.9957437,-0.2977396,1.3006458,1.3508543,1.0757359,1.4288382,1.1777531,0.5307844,0.845928,1.0305456,0.9386798,0.9681961,1.1200604,-0.7652329,-0.466012,-0.4769133,0.6819541,-0.5147651,-0.6641831,-0.7412478,-0.3923107,0.2384069,-0.3673822,-0.4424109,-0.5841413,1.15955391,0.959589367
Q8N2K0,-0.006663326,0.272920319,-0.049992219,0.21948048,0.200036742,0.028301174,-0.029113491,-0.111578569,0.268152658,-0.765696212,0.166844284,-0.499741598,-0.017522273,-0.124672214,-1.441083358,-0.154965963,-0.084048321,-0.316092968,-0.712446316,-0.103581826,-0.312069736,0.026716752,-0.673729788,-1.208557949,-0.675789787,-0.204431055,-0.941889981,0.013284158,-0.146680237,0.161418459,0.020062138,0.076096227,0.044702541,0.00969897,-0.137145834,11.72912011,0.036951224
