Uniprot,Fold Change_PXD007073,t_test_p_value_PXD007073,Fold Change_PXD005321,t_test_p_value_PXD005321,Fold Change_PXD005319,t_test_p_value_PXD005319,Fold Change_PXD008036,t_test_p_value_PXD008036,Fold Change_PXD014852,t_test_p_value_PXD014852,Fold Change_PXD014950,t_test_p_value_PXD014950,Fold Change_PXD021630,t_test_p_value_PXD021630,Fold Change_PXD023199,t_test_p_value_PXD023199,Fold Change_PXD027173,t_test_p_value_PXD027173,Fold Change_PXD028931,t_test_p_value_PXD028931,Fold Change_PXD037133,t_test_p_value_PXD037133,Fold Change_PXD009199,t_test_p_value_PXD009199,Fold Change_PXD014376,t_test_p_value_PXD014376,Fold Change_PXD014606,t_test_p_value_PXD014606,Fold Change_PXD022092,t_test_p_value_PXD022092,Fold Change_PXD024998,t_test_p_value_PXD024998
Q99963,,,0.88740709,0.134400289,0.444656735,0.879451267,0.83674338,0.046861716,,,,,0.275397801,0.709577684,0.225910232,0.070613865,0.798847736,0.356179797,0.716291904,0.16888644,0.291475997,0.755211296,0.483823412,0.533278733,,,0.351573846,0.009893402,0.414048457,0.213580985,0.395199766,0.435104794
Q9BPU6,,,0.887608504,0.191559804,0.444906554,0.094026131,0.837693343,0.590304359,,,0.176498394,0.083486419,0.276397655,0.774797819,,,0.79886301,0.048052142,0.715881922,0.103627735,0.291365431,0.12362034,0.483913576,0.854437624,0.169591179,0.480951007,0.351909353,0.019462534,0.416493504,0.391002789,0.393349022,0.263734607
Q9BQ70,,,0.888001985,0.006705762,,,,,,,,,0.275546997,0.138513352,,,0.798847845,0.647985266,,,0.291529752,0.001462522,,,,,0.351872488,0.08054581,,,,
Q9BQA1,,,0.887623831,0.701897467,0.445059697,0.767792287,0.841524452,0.48620907,0.832024326,0.005438996,0.180253788,0.591490321,0.278164188,0.516550928,,,0.798868061,0.777668954,,,0.291184661,0.002292814,0.483228827,0.471160534,,,0.353362552,0.031106627,,,,
Q9BQI7,,,0.887540541,0.088939691,0.444763175,0.248046095,,,,,,,0.27510815,0.593305462,,,0.7991028,0.183292944,0.715957309,0.893076888,0.29139515,0.017107649,0.483735551,0.316683545,,,0.352207668,0.904597669,,,,
Q9BR01,,,0.887363556,0.003234999,0.444955423,0.481546353,0.8377059,0.492461687,,,,,0.277146198,0.744971205,,,0.798828596,0.049922315,0.716116882,0.22569973,0.291546375,0.033098225,0.483597161,0.504003178,,,0.351335529,0.026334357,0.415560753,0.74683837,,
Q9BR61,,,0.889771295,0.084693435,,,,,,,,,0.275951358,0.304602369,,,,,,,,,,,,,,,,,,
Q9BRG2,,,0.887544453,0.744118158,,,,,,,,,,,,,,,,,0.290265256,0.780257841,,,,,,,,,,
Q9BRJ2,,,0.88781896,0.369941319,,,,,,,,,,,,,,,,,,,,,,,0.351916142,0.061734995,,,,
Q9BRT2,,,0.887651157,0.738305251,,,0.838223159,0.161315315,,,0.176526694,0.144162405,0.275708741,0.726304674,,,0.798857448,0.56189716,,,0.291001237,0.001396472,0.484521955,0.287775652,,,0.35219081,0.438672449,0.394396262,0.343393164,,
Q9BRT3,,,0.887659487,0.841890914,,,0.838009357,0.955656288,,,0.176344733,0.116095715,0.27810971,0.433733408,,,0.798898355,0.722276827,,,0.291881948,0.898609414,0.48374314,0.47523466,,,0.352040992,0.796609377,,,,
Q9BRX2,,,0.884581955,0.009961352,,,,,,,,,0.276798333,0.813151355,,,,,0.716247605,0.005167966,0.291652453,0.10487919,0.483637347,0.907579486,,,0.352153258,0.363215437,,,,
Q9BS92,,,0.887801208,0.163601761,0.44487457,0.564911646,0.838483058,0.118355125,,,,,0.278024787,0.11548364,,,0.798885305,0.75498444,,,0.291193027,0.221703374,0.483875141,0.919022536,,,0.353319122,0.049890854,0.414532311,0.193358101,0.404394289,0.040389986
Q9BSH4,,,0.888303679,0.067797303,,,,,,,0.176696424,0.482012456,0.277187633,0.818110113,,,,,,,0.292104468,0.697454643,0.479016358,0.506771902,,,0.352666,0.823260607,0.414669356,0.264418271,,
Q9BSQ5,,,0.887866979,0.074454446,,,,,,,,,0.276862815,0.99886863,,,0.798875939,0.740925586,,,,,,,,,0.351934575,0.900847699,,,,
Q9BSU1,,,0.888531694,0.628509826,,,0.837622045,0.445280683,,,,,0.276616085,0.943706772,,,,,,,0.291536171,0.326082937,0.486092122,0.727867422,,,0.36129672,0.000131227,,,,
Q9BT22,,,0.887621602,0.377633275,,,,,,,,,,,,,0.79892248,0.185081535,,,,,,,,,,,,,,
Q9BT40,,,0.887731731,0.690300917,,,,,,,,,0.276548779,0.930639997,,,0.798873398,0.38934059,,,,,,,,,0.351847269,0.107700135,,,,
Q9BTE1,,,0.887448532,2.32E-05,0.4446898,0.272173613,0.837586802,0.927097715,,,,,0.276296875,0.86838536,,,,,0.715965536,0.797982411,0.291294242,0.170218474,0.483894193,0.834435934,,,0.351539323,0.04233951,0.415066401,0.405456393,0.39556413,0.285142732
Q9BTE6,,,0.887581434,0.03697079,,,,,,,0.176306653,0.953826662,0.27647058,0.859967579,,,0.798920552,0.854151882,,,0.291254299,0.107098853,0.484086794,0.903166672,,,0.351877136,0.320595222,,,,
Q9BTM9,,,0.887616775,0.018328091,,,,,,,,,0.276612831,0.683849769,,,,,,,,,0.48383215,0.373752728,,,0.351860785,0.03004216,,,,
Q9BTV5,,,0.887731061,0.723196114,,,0.837821434,0.004781831,,,,,0.277086928,0.374192782,,,0.798897626,0.86665079,0.716087944,0.552110679,0.291578331,0.852526394,0.482836286,0.433797447,,,0.351662667,0.014422258,0.415132508,0.491055741,,
Q9BTZ2,,,0.887547533,0.31974338,0.444799336,0.111446247,0.837230151,0.163502493,0.837103667,0.684867464,,,0.271641788,0.330889247,,,0.798820637,0.157519009,,,0.291690193,0.019989357,0.48367983,0.247540311,,,0.351769107,0.039878619,0.416950825,0.498292665,,
Q9BU61,,,0.887311167,0.119298559,,,0.839648002,0.130030915,,,,,0.278416746,0.27986431,,,0.798868913,0.525093101,,,0.291233193,0.128354893,0.484019429,0.947666715,,,,,0.415311351,0.567736746,,
Q9BUB7,,,0.887575494,0.023576383,,,,,,,,,0.276403947,0.519960042,0.226568701,0.522960011,,,,,0.291058206,0.010777921,0.48402878,0.868689391,,,0.352085606,0.114332265,0.414685875,0.123568403,,
Q9BUE6,,,0.886646672,0.195757648,,,,,,,,,0.276484265,0.731379731,,,,,,,0.292478766,0.259981384,0.484067395,0.516853483,,,0.352237429,0.051547973,0.41412209,0.801780505,,
Q9BV19,,,0.887599034,0.104295607,,,,,,,,,0.275916686,0.413205948,,,,,,,,,,,,,,,,,,
Q9BV23,,,0.887252256,0.501480944,,,,,,,0.176335874,0.171604155,,,0.22660637,0.738673312,,,,,0.291655484,0.776496042,,,,,0.350714062,0.126436547,0.416187137,0.794520462,,
Q9BV86,,,0.887886659,0.006482269,0.444803605,0.516337083,,,,,0.176319773,0.000401812,0.276286815,0.985875864,,,,,,,,,,,,,0.351857536,0.181688944,,,,
Q9BVC4,,,0.887632748,0.290603895,,,,,,,,,0.275996003,0.709901355,,,0.798874824,0.941256778,,,,,0.432598505,0.122870029,,,0.351939449,0.471867134,,,,
Q9BVL4,,,0.888146954,0.007270357,,,,,,,,,0.276616331,0.280962253,,,,,,,,,0.483853661,0.559946632,,,,,,,,
Q9BW62,,,0.887825818,0.008045851,,,,,,,,,0.275969086,0.380125073,,,,,0.715959902,0.587925514,0.291400919,0.037729665,0.483974014,0.573992379,,,0.354491834,0.000565188,,,,
Q9BW83,,,0.887524011,0.873864096,0.444808114,0.343393734,0.837621375,0.581379031,,,0.176487519,0.393148909,0.273329503,0.034519049,,,,,0.715869528,0.926785596,,,0.483552191,0.612195701,,,0.351788201,0.910805307,,,,
Q9BW91,,,0.887474486,0.173160305,,,,,,,0.176472953,0.26863231,0.275971104,0.147636764,,,,,,,,,,,,,0.352064827,0.407589993,0.416574175,0.487127998,,
Q9BWF3,,,0.887869394,0.237922508,,,,,,,0.176418676,0.265403525,0.279778853,0.988889403,0.227167742,0.073662162,0.798843929,0.224183137,0.715837959,0.350110007,0.291428836,0.72439118,0.483440713,0.356365355,,,0.351792598,0.010852398,,,,
Q9BX67,,,0.887510059,0.102226299,,,,,0.835295919,0.215649185,,,0.27521541,0.387718947,,,0.798768505,0.175593676,0.717219415,0.479424324,0.291088091,0.270179042,0.4844694,0.777434943,0.17019635,0.239367776,0.351622317,0.001874424,,,,
Q9BXF6,,,0.887274598,0.932776096,0.444610018,0.306175405,,,,,,,0.27756136,0.619664669,,,0.798836464,0.041240402,,,0.292007949,0.333146418,0.483268778,0.822384879,,,0.351173199,0.03111779,0.415236733,0.089755899,,
Q9BXK5,,,0.887497846,0.032974855,0.444894878,0.94789145,0.836489906,0.064621864,0.837841973,0.857152186,0.176110824,0.455388652,0.276770722,0.852956557,,,0.799221252,0.149107678,0.715223489,0.964868269,0.291685591,0.895790212,0.483728153,0.693384926,0.171247862,0.444480097,0.352004662,0.520677268,0.415185653,0.624597165,,
Q9BXM9,,,0.887621884,0.419420484,0.444857479,0.596110408,0.838008088,0.742378994,,,0.176503977,0.741829654,0.278727787,0.411577143,,,0.798794018,0.303168186,,,0.290459863,0.577495821,0.488063128,0.787371448,,,0.351617081,0.009449086,0.410578284,0.650234177,,
Q9BXS0,,,0.887384986,0.169427215,,,,,,,,,,,,,,,,,0.29097782,0.073705214,,,,,,,,,,
Q9BXW6,,,0.888461654,0.568264548,0.444776479,0.848995151,0.838936899,0.529732378,,,,,0.276053062,0.736344608,,,0.798893711,0.985784662,,,0.290798778,0.139252434,0.483728399,0.656306998,,,0.35422235,0.368732098,0.414908092,0.019622355,0.398669725,0.244066572
Q9BXW7,,,0.888232456,0.303044088,,,,,,,0.176269649,0.499963089,0.273743353,0.231711503,,,0.798869927,0.695604481,0.716044944,0.656480287,,,,,,,0.351744937,0.001781232,0.418241224,0.106655674,,
Q9BY11,,,0.887727108,0.59075033,0.444796266,0.191414326,0.83746548,0.007113599,,,0.176287266,0.678684787,0.27613147,0.282297636,0.224154905,0.608501531,0.798872311,0.208860042,0.715567521,0.135096234,0.291420775,0.539978158,0.483821217,0.049064673,0.169781258,0.198952554,0.351812989,0.02049503,0.416740499,0.611777577,0.398286651,0.031809766
Q9BY44,,,0.887696992,0.162153155,,,,,0.837075681,0.58038098,0.176188381,0.380123799,0.276785139,0.818678939,,,,,,,,,,,,,0.351525094,0.017985774,,,,
Q9BYB0,,,0.887603843,0.218455355,,,,,,,,,0.277187352,0.578514603,0.226446406,0.416956725,0.798885228,0.446509982,0.716230077,0.218209147,0.29113182,0.093216045,0.48318365,0.449203668,,,0.351182946,0.020187353,,,,
Q9BYC9,,,0.887753897,0.164540984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BYD1,,,0.887499572,0.721283964,,,,,,,,,0.276796371,0.770755656,,,,,,,,,,,,,,,0.399722715,0.650845337,,
Q9BYD3,,,0.887815975,0.445413394,,,,,,,,,,,,,0.798854112,0.388945143,,,,,,,,,,,0.345020123,0.610588384,,
Q9BYD6,,,0.887789145,0.459446127,,,,,,,0.176772595,0.71561095,0.275643281,0.384574546,,,,,,,0.290976731,0.059447144,0.483678362,0.570362186,,,0.351935329,0.638539651,0.414400712,0.994119168,,
Q9BYN0,,,0.887588993,0.070340165,,,,,,,,,0.278358571,0.017860094,,,0.798928894,0.195432834,,,0.291102806,0.003143812,,,,,,,,,,
Q9BYN8,,,0.887718438,0.294127557,,,,,,,,,,,,,0.798870761,0.626125864,,,,,,,,,,,0.415008635,0.310802409,,
Q9BZ29,,,0.887742057,0.223675174,,,,,0.834024801,0.085611752,0.176474866,0.276212079,,,,,0.799038227,0.283153467,,,0.291452018,0.004608486,0.484055544,0.476301005,,,0.35029038,2.34E-05,,,,
Q9BZ71,,,0.886522537,0.048663363,,,,,,,,,0.276141293,0.284081411,,,0.798912236,0.526885616,,,0.291748308,0.298776201,0.48394182,0.839495436,,,0.352969914,0.02197657,,,,
Q9BZ72,,,0.887836298,0.174270596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BZF1,,,0.887382066,8.42E-06,,,,,,,0.176951876,0.377293645,0.27806633,0.367845922,,,0.798832086,0.18231412,0.715917302,0.425376532,0.289324695,0.005279107,0.484414063,0.919568115,,,0.351803817,0.31158018,0.416674645,0.340427037,,
Q9BZF3,,,0.888600777,0.014585661,,,,,,,,,0.276024968,0.624545249,,,0.798887405,0.845958723,,,0.291318832,0.006798686,0.484386626,0.146605054,,,0.351869121,0.408861259,,,,
Q9BZH6,,,0.888451206,0.257976355,,,,,,,,,0.277051283,0.650724767,,,0.798859557,0.347889619,,,0.291364489,0.26253124,0.483814122,0.889027197,,,0.3519004,0.050956152,,,,
Q9BZL1,,,0.887837361,0.269665468,,,,,,,,,,,,,,,,,,,,,,,0.350193816,0.835830376,,,,
Q9C040,,,0.887709307,0.243787837,0.444724774,0.009390943,0.837433016,0.038627101,,,0.173951282,0.779887059,0.276643445,0.245179191,0.226665379,0.362229219,0.799097081,0.093977426,0.715947153,0.758791734,0.291385647,0.892048891,0.484045953,0.10076615,,,0.351862403,0.013504611,0.415949894,0.384433271,0.395971295,0.237033524
Q9C0D0,,,0.887475212,0.174060128,,,,,,,,,,,0.226414468,0.811619076,0.798873232,0.376863468,0.715996272,0.676213199,0.29023392,0.200918924,0.484615874,0.537810002,,,0.351255878,0.006673591,0.42529784,0.414344198,,
Q9C0D3,,,0.887748557,0.182845597,,,,,,,,,,,,,,,,,0.291283094,0.036258431,0.483985591,0.588621994,,,0.35196449,0.74338688,,,,
Q9C0H5,,,0.88740097,0.304592807,,,,,,,,,0.280019839,9.27E-06,,,0.798887564,0.74392712,,,0.291423041,0.187202747,,,,,0.352238788,0.077180057,,,,
Q9C0H9,,,0.887598282,0.001713183,0.444564155,0.467170508,0.834031001,0.206721788,,,0.17587306,0.606795261,0.277998858,0.153069745,,,0.798868351,0.028048437,0.716319458,0.336084294,0.29136003,0.323875448,0.483827945,0.301234959,,,0.351666995,0.004656831,0.41660857,0.743618244,,
Q9GZM7,,,0.887546698,0.031928698,0.443470035,0.601267494,0.801249248,0.219112261,0.836796945,0.1682359,0.176541619,0.473135714,0.276521594,0.843300468,,,0.798893253,0.97411435,0.716188324,0.301857059,0.291660814,0.336896596,0.486543946,0.297253993,,,,,,,0.39633763,0.859669192
Q9GZN7,,,0.887742989,0.807411191,0.444671791,0.159066893,0.837601122,0.970632751,,,,,0.263501977,0.44900607,0.226831723,0.685261572,0.798893142,0.937544894,0.716598021,0.242923299,0.290837508,0.031112921,0.483242865,0.275594015,,,0.351295957,0.000197827,0.416267013,0.541692956,,
Q9GZQ8,,,0.885167643,0.05022661,0.440631873,0.649526002,0.836768693,0.048044163,0.837362407,0.219789105,0.176625434,0.770911195,0.276414353,0.825321331,,,,,0.715936205,0.361814849,0.291508244,0.189627583,0.483688321,0.325392666,,,0.351909737,0.07107976,,,,
Q9GZT4,,,0.888836665,0.161727985,0.443770573,0.501935538,0.837956171,0.615032616,0.837514676,0.78219485,0.176204445,0.91629063,0.27629143,0.459353458,,,0.798845554,0.33628821,0.715938642,0.982905411,0.290767497,0.097487408,0.482951896,0.338436275,,,0.337642949,0.028919715,0.415330387,0.219095386,,
Q9GZT8,,,0.88787379,0.238368747,0.444538546,0.535584291,0.836777623,0.355358022,,,0.176523313,0.072017952,0.275107307,0.038625138,,,0.798657504,0.358774096,,,0.294207778,0.257405801,0.483521969,0.93598983,,,0.351931051,0.5473334,0.419907217,0.210381716,,
Q9GZV4,,,0.887684095,0.579776362,,,,,,,,,,,,,,,,,0.291595542,0.135107437,,,,,,,,,,
Q9GZV7,,,0.88755243,0.356455965,0.443488138,0.234160193,0.837371411,0.463425562,,,,,0.278446964,0.017963836,0.225650225,0.187677885,0.798879374,0.598756812,0.71659436,0.145609198,0.291331911,0.650084919,0.484406569,0.256547952,0.189292086,0.038271111,0.351640395,0.001655729,0.412417153,0.792035969,0.394704493,0.978133492
Q9GZY8,,,0.88764912,0.172923979,0.44471326,0.286384254,0.837919493,0.313483884,,,0.177498918,0.660299973,0.274659543,0.151199758,,,0.798867639,0.124939844,0.715931547,0.7204263,0.291412019,0.768649211,0.481723144,0.243618394,0.169697039,0.172385825,0.352852983,0.913002286,0.404271694,0.608661044,,
Q9H000,,,0.88805143,0.073658851,,,,,,,0.176518058,0.15617216,0.277425976,0.0511061,,,,,,,,,,,,,0.351858048,0.061982089,,,,
Q9H019,,,0.887972405,0.505493211,0.445069479,0.963739391,0.83814835,0.746361002,,,0.176834527,0.768310626,0.280036943,0.210893691,,,0.798756175,0.233805461,,,0.291327086,0.624500674,0.484168866,0.654953068,,,0.352247925,0.025041676,0.415055573,0.085887491,,
Q9H082,,,0.887766835,0.507072823,,,,,,,,,,,,,,,,,,,,,,,0.35219747,0.05902658,0.415867637,0.680553714,,
Q9H0A8,,,0.887565221,0.208979715,,,0.837531315,0.443835008,,,,,0.273590445,0.084265662,,,,,,,0.291207035,0.01035984,,,,,0.351878686,0.265660756,,,,
Q9H0B6,,,0.887383173,0.25284193,0.444782063,0.666081864,,,,,0.176771491,0.94230655,0.256461759,0.245246986,,,0.798819925,0.299522725,0.716015853,0.519444897,0.290573173,0.035061607,0.483699177,0.104594702,,,0.351915498,0.129313054,0.406296847,0.738483543,,
Q9H0F7,,,0.887746046,0.616139155,0.444727481,0.446086973,0.837545305,0.288360255,,,,,0.275340148,0.022732964,,,,,,,0.291405785,0.406486133,0.48434555,0.137624293,,,,,,,,
Q9H0Q0,,,0.887812501,0.114106295,0.44363033,0.901485787,0.837538777,0.648559378,,,0.175813945,0.214015775,0.276449639,0.462168226,0.232754998,0.275950365,0.798870956,0.194198502,0.716013971,0.000414754,0.291350262,0.281791657,0.483508994,0.060098968,,,0.351804812,0.061014093,0.415276626,0.459923216,,
Q9H0Q3,,,0.887030053,0.153772943,0.444328726,0.278318543,0.836960904,0.193504201,,,0.176510052,0.283412582,0.2760032,0.623605886,0.226150507,0.644275867,,,0.715910991,0.196157831,0.291510332,0.276098029,0.484024034,0.665423318,0.169862602,0.960806763,0.351462795,0.175294861,0.415034134,0.961984376,,
Q9H0U6,,,0.88775787,0.404601214,,,,,,,,,,,,,0.798852174,0.523213281,,,,,,,,,,,0.420953111,0.080904695,,
Q9H115,,,0.887749689,0.006358901,0.444861659,0.572348251,0.837550239,0.014991021,,,0.176571403,0.905551776,0.276266828,0.512407493,0.22639551,0.907349018,0.79888675,0.837004672,0.715778635,0.138817216,0.291366415,0.062866054,0.483866214,0.466072546,0.170272027,0.316384472,0.3518329,0.006589446,0.415955295,0.18734541,0.396655974,0.00836661
Q9H1C7,,,0.88756519,0.082577402,,,,,,,,,,,,,,,,,,,,,,,,,,,0.410775089,0.522047772
Q9H1E5,,,0.887844198,0.139831481,0.444783315,0.983343022,0.83814501,0.686220686,0.837620138,0.260524382,0.176509999,0.676259611,0.276571544,0.420471187,0.226923214,0.428508995,0.798872767,0.901529001,0.71593438,0.867281053,0.29035148,0.090906098,0.484832827,0.21592694,0.170280854,0.748144011,0.354323405,0.436380081,0.425200564,0.169065974,,
Q9H1K0,,,0.887685672,0.672276372,,,,,,,,,0.276889647,0.524999853,,,0.798899558,0.72298471,,,0.2912307,0.532904284,0.484440751,0.474604791,,,0.351819124,0.30863849,,,,
Q9H1Y0,,,0.887608038,0.586330518,,,,,,,0.176500688,0.051877925,0.278344027,0.071427221,,,,,,,0.291381263,0.752364558,0.484265917,0.641893998,,,0.35188112,0.325349564,,,,
Q9H1Z4,,,0.887695402,0.889818334,0.444609506,0.914130093,0.838298804,0.636967342,,,0.176372812,0.090321092,0.277235812,0.606833189,,,0.798865772,0.126756693,,,0.291667492,0.271169757,0.486408386,0.337582383,,,0.349627539,0.041022651,0.41825389,0.150557146,,
Q9H251,,,0.88740779,0.040534809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H254,,,0.887575202,0.003220523,0.445010398,0.287452005,0.837206704,0.56870479,,,0.176404571,0.504950415,0.278811899,0.902504134,,,0.79886127,0.09585395,0.716038471,0.336472506,0.291328025,0.084481192,0.483377361,0.352986866,,,0.351681137,0.015057304,0.419874041,0.761967888,,
Q9H267,,,0.888002546,0.634108937,,,,,,,0.176555927,0.185261706,0.281562515,0.532650245,,,0.798845557,0.94560231,,,0.2913606,0.509992389,0.483687429,0.892427007,,,0.351160924,0.004645544,,,,
Q9H270,,,0.887475408,0.479991647,0.444993287,0.355972026,0.837475632,0.890858045,0.837180076,0.606325513,0.177013781,0.654082555,0.27608926,0.592646313,,,0.799028857,0.771425737,,,0.291485617,0.664706445,0.482982915,0.259216325,,,0.352121183,0.303242365,0.415163583,0.411099952,,
Q9H2M9,,,0.887571489,0.000698131,0.444847777,0.476007451,0.837354528,0.305793099,0.835575274,0.003087101,0.176605734,0.872735758,0.275807137,0.610329827,,,0.798879776,0.67445553,0.716150314,0.003839556,0.291035354,0.068081737,0.482676866,0.247601994,0.171139897,0.173748863,0.35183666,0.080056653,0.395128241,0.254438349,,
Q9H2U1,,,0.887789362,0.000326395,,,,,,,0.176603009,0.677638871,,,,,0.798886857,0.733162481,,,0.291369304,0.07960629,0.484392346,0.424302964,,,0.351787553,0.295191979,,,,
Q9H2X9,,,0.887637784,0.000337983,0.444431256,0.679478687,0.837894348,0.360597616,,,0.175224513,0.732932996,0.300529383,0.211209296,0.223347991,0.003615826,0.798863532,0.106192511,0.716307883,0.360411468,0.29144994,0.45258742,0.483832627,0.518144692,0.169425689,0.162164867,0.351527462,0.072236583,0.415479367,0.389625831,0.393452877,0.35330827
Q9H329,,,0.885829052,7.86E-05,,,,,,,,,,,,,0.798840368,0.087147032,,,,,,,,,,,,,,
Q9H425,,,0.887571563,0.180087031,0.444678746,0.846647905,0.839035084,0.574830665,,,,,0.27603292,0.499858458,,,0.798720836,0.040703723,0.716046121,0.50922709,0.294936054,0.919298636,0.482466885,0.070945919,,,0.351810708,0.251524719,,,,
Q9H426,,,0.887781835,0.1795538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H492,,,0.888142236,0.378783988,0.444903755,0.45815982,0.837490496,0.062572771,,,0.176507558,0.226461703,0.276468499,0.562915044,0.226362853,0.606342169,,,,,0.29138091,0.266600557,0.483742406,0.200236277,,,0.351807792,0.006249888,0.416375302,0.255890701,,
Q9H4M3,,,0.887523721,0.013325656,0.445240724,0.824974919,0.837461785,0.613592371,,,,,0.266329,0.170324709,,,,,,,0.291285354,0.069061387,0.484259661,0.362933971,,,,,,,,
Q9H4X1,,,0.887587571,0.412017941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H6U6,,,0.887566296,0.215209224,0.444732896,0.015976064,,,,,,,0.275791137,0.27545908,,,0.798892834,0.995947789,,,0.290428578,0.145830662,0.516297192,0.304180642,,,0.351304017,0.00255237,0.415253316,0.747264505,,
Q9H7B4,,,0.885981943,0.071390367,,,0.837833459,0.187210258,,,,,0.275508469,0.111034793,,,0.798857769,0.211341166,,,0.29128457,0.237400469,,,,,0.352039808,0.077421926,,,,
Q9H7D7,,,0.887681059,0.983036439,,,,,,,,,0.275840559,0.62317992,,,0.798609323,0.195707928,,,0.291644416,0.108220729,0.483526155,0.697102873,,,0.351944513,0.514906169,,,,
Q9H8M1,,,0.887089713,0.951040679,,,,,,,,,0.276214978,0.6397701,,,0.79887362,0.714769716,,,,,,,,,,,0.414690128,0.230497532,,
Q9H977,,,0.887553705,0.119807591,0.444749834,0.121823055,0.837288277,0.541446349,,,,,0.281296176,0.072604351,,,0.79895851,0.238600337,,,,,,,,,,,,,,
Q9H9A6,,,0.88736473,0.759981262,0.44555444,0.852921347,0.839445981,0.019283726,,,0.177746057,0.423013088,0.276750057,0.761709981,,,0.798761402,0.353452448,0.715862472,3.03E-05,0.291145843,0.171847777,0.485015181,0.519570732,,,0.351884958,0.955277029,,,,
Q9H9H5,,,0.887376701,0.098060673,,,,,,,,,0.276741312,0.76416858,,,0.798770105,0.083345488,0.716117826,0.487065223,0.291182067,0.805180613,0.502771182,0.497656241,,,0.351534432,0.001053392,,,0.39765926,0.161901937
Q9H9J2,,,0.935828989,0.122314089,,,,,,,,,0.275757313,0.026695273,,,,,,,,,,,,,0.351840529,0.029054446,0.417684133,0.253046857,,
Q9HA65,,,0.887563395,3.48E-05,0.444782871,0.752924225,0.843593901,0.2583589,,,0.176722068,0.737515097,0.175479409,0.886474893,,,0.798900188,0.907077664,,,0.29109975,0.157232206,0.484294657,0.831097557,,,0.351554992,0.327254794,0.42583765,0.313204079,,
Q9HAD4,,,0.887846408,0.273420613,,,,,,,,,0.27699455,0.34794652,,,0.79888611,0.752477559,,,0.291165913,0.001753187,0.484027934,0.56898832,,,0.352040297,0.459799604,,,,
Q9HAU0,,,0.887881039,0.086790881,0.445226042,0.357770489,0.837366115,0.419841459,,,,,0.276642298,0.923636592,,,0.79889123,0.939787228,0.71599544,0.005342901,0.291514172,0.298515909,,,,,0.352126421,0.787162526,,,,
Q9HAU5,,,0.8877233,0.533545242,,,,,,,0.176350569,0.062364296,,,,,,,,,,,,,,,0.352046996,0.347496086,,,,
Q9HB19,,,0.887949879,0.0628106,,,,,,,,,0.276333702,0.649969347,,,0.798876811,0.765395382,,,0.29105976,0.913160517,,,,,0.352095674,0.835769394,,,,
Q9HB21,,,0.887470899,0.060267554,,,,,,,,,0.275132559,0.127863003,,,0.798985347,0.012323633,,,0.29117783,0.013969659,0.484444049,0.355524532,,,0.369172815,0.008971634,,,0.395249963,0.370451281
Q9HBF4,,,0.887733358,0.175130617,,,,,,,,,0.276508867,0.675977014,,,0.79884485,0.400883866,,,0.291333373,0.324920447,0.483368988,0.492246912,,,0.351911525,0.881830256,,,,
Q9HBL8,,,0.887471721,0.271984062,,,,,,,,,0.277648219,0.351512047,,,,,0.715903526,8.08E-06,,,,,,,0.352184026,0.084316285,,,,
Q9HC56,,,0.887874467,0.051320782,0.444599218,0.06528126,0.837245724,0.667088416,,,,,0.277652497,0.806427828,,,0.798915666,0.535948157,,,0.291452797,0.723610116,0.483401637,0.306885262,,,0.35130834,0.104924993,,,,
Q9HCD6,,,0.88744875,0.074733508,,,,,,,,,,,,,0.799027279,0.312885065,,,0.291302806,0.012840731,0.485685431,0.197064031,,,0.349845357,0.003317419,,,,
Q9HCH3,,,0.887504035,0.264945669,0.444878468,0.214112118,0.835773899,0.006431825,,,,,0.316194146,0.140477613,,,0.798823973,0.069137558,,,0.291627008,0.458267669,0.48347959,0.033446202,,,0.351412043,0.017297047,0.414528865,0.963014974,,
Q9HCK4,,,0.887735736,0.55630885,,,,,,,,,0.27607021,0.801685263,,,0.798884074,0.866544493,,,,,,,,,0.351972028,0.824586835,,,,
Q9HCM2,,,0.888564021,0.382522612,0.444038621,0.356333937,0.824001874,0.022795311,,,,,0.276787445,0.659456616,0.226521677,0.4722161,0.798885717,0.805154263,0.716483629,0.200906899,0.291358906,0.313293203,0.482128391,0.38669288,0.169955068,0.683293079,0.351664205,0.006702169,0.418319327,0.49766374,,
Q9HD26,,,0.887379629,0.069672533,,,,,,,,,,,,,0.79885005,0.229768831,,,,,,,,,0.350927134,0.011606182,,,,
Q9HD33,,,0.887614414,0.770022065,,,,,,,,,,,,,0.79893524,0.506457804,,,,,,,,,,,0.419966251,0.777808679,,
Q9HD34,,,0.887469736,0.00577601,,,,,,,,,,,,,0.798638528,0.877135841,,,0.286254732,0.008837867,0.484688214,0.16784337,,,0.35273675,0.010240308,0.417347838,0.775946876,,
Q9NNW7,,,0.887798583,0.447409549,,,0.837180683,0.655123972,,,,,0.266128028,0.273340975,,,,,0.715954369,0.923719687,0.293097034,0.026953687,0.483444163,0.207577325,0.170213194,0.208865158,0.351879421,0.61071128,0.414121841,0.485943202,,
